#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
1.1964e+04 6.0897e-01 3.9103e-01 1.0592e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 6.0337e-01 3.9663e-01 8.6450e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 6.2834e-01 3.7166e-01 5.0863e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 6.5935e-01 3.4065e-01 2.7383e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 7.1063e-01 2.8937e-01 1.0105e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 7.5119e-01 2.4881e-01 4.1235e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.5205e-01 2.4795e-01 3.1774e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 7.3700e-01 2.6300e-01 3.0973e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 6.9439e-01 3.0561e-01 4.4013e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 6.6571e-01 3.3429e-01 5.0770e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 6.4496e-01 3.5504e-01 5.2755e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 6.3604e-01 3.6396e-01 4.3100e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 5.6704e-01 4.3296e-01 6.8240e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 5.3526e-01 4.6474e-01 7.1541e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 4.7220e-01 5.2780e-01 1.0363e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 3.8977e-01 6.1023e-01 1.6823e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 3.0374e-01 6.9626e-01 2.6750e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 2.7341e-01 7.2659e-01 2.3216e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 2.6600e-01 7.3400e-01 1.3710e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.3875e-01 7.6125e-01 6.2687e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.7502e-01 8.2498e-01 3.3939e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.4963e-01 8.5037e-01 1.4858e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.4211e-01 8.5789e-01 5.9928e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.7885e-01 8.2115e-01 1.5566e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.3150e-01 7.6850e-01 3.6222e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 3.0131e-01 6.9869e-01 6.7850e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.4740e-01 7.5260e-01 6.3805e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.3320e-01 8.6680e-01 2.3317e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.6035e-01 7.3965e-01 2.3013e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.3112e-01 7.6888e-01 2.1128e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.8533e-01 7.1467e-01 6.3571e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 3.1711e-01 6.8289e-01 2.6298e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.4042e-01 7.5958e-01 4.2093e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.7811e-01 8.2189e-01 6.6332e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.5401e-01 8.4599e-01 6.4693e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 6.6846e-02 9.3315e-01 3.4088e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 5.9952e-02 9.4005e-01 2.9005e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 6.2876e-02 9.3712e-01 1.7213e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 6.3620e-02 9.3638e-01 1.1102e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 5.5056e-02 9.4494e-01 1.0311e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.8394e-02 9.4161e-01 5.9886e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 4.7576e-02 9.5242e-01 6.3743e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 8.0714e-02 9.1929e-01 1.2418e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 4.8604e-02 9.5140e-01 2.7075e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 4.8202e-02 9.5180e-01 1.8506e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 4.8859e-02 9.5114e-01 1.2070e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 3.8630e-02 9.6137e-01 1.3858e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.7118e-02 9.8288e-01 5.5803e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.2959e-02 9.7704e-01 2.0230e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.1228e-02 9.8877e-01 6.4366e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.2147e-02 9.8785e-01 3.7981e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 7.3000e-03 9.9270e-01 7.7975e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 7.0423e-03 9.9296e-01 6.0552e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0392e-02 9.8961e-01 1.9819e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.3964e-02 9.8604e-01 8.0410e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.3617e-02 9.8638e-01 6.6248e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 2.3237e-02 9.7676e-01 1.8832e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.2608e-02 9.6739e-01 8.5049e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.5677e-02 9.6432e-01 6.7167e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 3.5687e-02 9.6431e-01 6.6567e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 3.0574e-02 9.6943e-01 9.2865e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.3724e-02 9.8628e-01 2.0891e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 42.6843
#NVEL: 115
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8 fe9
4.2577e+02 1.0760e-13 2.6611e-04 9.9973e-01 9.3722e-07 2.3939e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 9.7433e-09 1.1647e-01 8.8353e-01 3.7466e-10 3.4610e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.0679e-08 1.2362e-01 8.7638e-01 3.2660e-10 2.3906e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.1451e-08 1.2933e-01 8.7067e-01 2.9410e-10 1.8037e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 1.1582e-08 1.3031e-01 8.6969e-01 2.8879e-10 1.7167e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.1601e-08 1.3044e-01 8.6956e-01 2.8819e-10 1.7075e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 1.1834e-08 1.3216e-01 8.6784e-01 2.7930e-10 1.5687e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.2045e-08 1.3377e-01 8.6623e-01 2.7095e-10 1.4432e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 1.2144e-08 1.3417e-01 8.6583e-01 2.7072e-10 1.4488e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 1.3468e-08 1.4169e-01 8.5831e-01 2.4581e-10 1.1560e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 1.5729e-08 1.5434e-01 8.4566e-01 2.0777e-10 7.6669e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 1.8070e-08 1.6705e-01 8.3295e-01 1.7539e-10 5.0136e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 2.0619e-08 1.8120e-01 8.1880e-01 1.4389e-10 2.9872e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 2.3546e-08 1.9724e-01 8.0276e-01 1.1523e-10 1.6570e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 2.6786e-08 2.1513e-01 7.8487e-01 8.9918e-11 8.4845e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 3.1192e-08 2.3949e-01 7.6051e-01 6.4482e-11 3.4257e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 3.9393e-08 2.7929e-01 7.2071e-01 3.9812e-11 9.4949e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 5.2309e-08 3.3494e-01 6.6506e-01 2.1418e-11 1.8656e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 7.8805e-08 4.2851e-01 5.7149e-01 8.2290e-12 1.6149e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 1.3105e-07 5.6647e-01 4.3353e-01 2.0328e-12 5.0050e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 2.4791e-07 7.5005e-01 2.4995e-01 2.2317e-13 2.6064e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 4.8960e-07 9.0014e-01 9.9856e-02 1.0364e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 9.1137e-07 9.6704e-01 3.2959e-02 3.4795e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.5499e-06 9.8913e-01 1.0871e-02 1.2371e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 2.2943e-06 9.9601e-01 3.9838e-03 5.4836e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 3.3179e-06 9.9843e-01 1.5702e-03 3.1257e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 5.7989e-06 9.9947e-01 5.2269e-04 1.3246e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 1.1519e-05 9.9985e-01 1.3485e-04 2.6989e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.6092e-05 9.9994e-01 4.7423e-05 9.4849e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 2.4498e-05 9.9996e-01 1.7329e-05 4.4819e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 4.3485e-05 9.9995e-01 5.6013e-06 1.7496e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 8.1410e-05 9.9992e-01 1.6053e-06 4.7663e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.4228e-04 9.9986e-01 5.0120e-07 1.5872e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 2.4383e-04 9.9976e-01 1.5591e-07 5.0338e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 4.2839e-04 9.9957e-01 4.5602e-08 1.3227e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 7.5508e-04 9.9924e-01 1.3023e-08 3.1953e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.3761e-03 9.9862e-01 3.4655e-09 6.2816e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 2.8296e-03 9.9717e-01 7.3956e-10 6.6755e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 6.3324e-03 9.9367e-01 1.3121e-10 4.1439e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.5388e-02 9.8461e-01 1.7960e-11 1.1491e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 3.6351e-02 9.6365e-01 2.1204e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 7.5560e-02 9.2444e-01 2.7766e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.2377e-01 8.7623e-01 5.7253e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.6328e-01 8.3672e-01 1.9807e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.9207e-01 8.0793e-01 9.1066e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.1547e-01 7.8453e-01 5.0135e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 2.5031e-01 7.4969e-01 2.7983e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 2.9400e-01 7.0600e-01 1.6304e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.5391e-01 6.4609e-01 9.4431e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 4.5955e-01 5.4045e-01 4.0080e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 5.2715e-01 4.7285e-01 2.4198e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 5.7729e-01 4.2271e-01 1.5393e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 6.3262e-01 3.6738e-01 8.0616e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 6.5233e-01 3.4767e-01 5.7767e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 6.4787e-01 3.5213e-01 4.6723e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 6.6625e-01 3.3375e-01 2.9338e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 7.0588e-01 2.9412e-01 1.3525e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 7.5335e-01 2.4665e-01 4.8630e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 7.8205e-01 2.1795e-01 2.2597e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.7577e-01 2.2423e-01 1.9825e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 7.5951e-01 2.4049e-01 2.0147e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 7.2076e-01 2.7924e-01 2.8209e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 6.9485e-01 3.0515e-01 3.2119e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 6.8056e-01 3.1944e-01 3.1119e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 6.6940e-01 3.3060e-01 2.6421e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 6.1536e-01 3.8464e-01 3.6611e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 5.6116e-01 4.3884e-01 5.0557e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.1943e-01 4.8057e-01 5.8998e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 4.2735e-01 5.7265e-01 1.0671e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 3.6062e-01 6.3938e-01 1.3479e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 3.0198e-01 6.9802e-01 1.5691e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 3.0935e-01 6.9065e-01 7.8168e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.4987e-01 7.5013e-01 5.1308e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.3159e-01 7.6841e-01 1.4395e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.5408e-01 8.4592e-01 1.2936e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.9029e-01 8.0971e-01 2.5424e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.6900e-01 8.3100e-01 1.7143e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.6031e-01 7.3969e-01 2.3448e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.6306e-01 7.3694e-01 1.0137e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.5631e-01 7.4369e-01 5.3524e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 4.0624e-01 5.9376e-01 5.9612e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 4.9643e-01 5.0357e-01 1.5360e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 3.8702e-01 6.1298e-01 3.1555e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
