#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
1.1677e+04 7.7790e-04 9.9922e-01 9.3541e-09 2.6482e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0715e-03 9.9893e-01 5.0418e-09 3.9766e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.4002e-03 9.9860e-01 2.7986e-09 6.0186e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.6082e-03 9.9839e-01 1.8468e-09 1.4181e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.5109e-03 9.9849e-01 1.5296e-09 5.5772e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.3317e-03 9.9867e-01 1.5212e-09 4.1058e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.3703e-03 9.9863e-01 1.0763e-09 1.0229e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.4264e-03 9.9857e-01 6.6473e-10 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.7183e-03 9.9828e-01 3.0592e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.2988e-03 9.9770e-01 1.1600e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 2.6206e-03 9.9738e-01 6.1226e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.0378e-03 9.9696e-01 3.1378e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.1578e-03 9.9684e-01 2.1423e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 2.7838e-03 9.9722e-01 2.1372e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 2.4834e-03 9.9752e-01 1.9150e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 2.3059e-03 9.9769e-01 1.5176e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.9509e-03 9.9805e-01 1.5459e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.9500e-03 9.9805e-01 1.1097e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.9375e-03 9.9806e-01 7.3935e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.7403e-03 9.9826e-01 5.4792e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.6516e-03 9.9835e-01 3.5219e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.8425e-03 9.9816e-01 1.4207e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0952e-03 9.9890e-01 1.2495e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 4.6431e-04 9.9954e-01 1.5124e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 3.3470e-04 9.9967e-01 8.4139e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.2385e-04 9.9988e-01 2.4211e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.4263e-04 9.9986e-01 8.5795e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.3888e-04 9.9986e-01 4.3672e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.5984e-04 9.9974e-01 4.9998e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.8620e-04 9.9971e-01 1.8929e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 3.2612e-04 9.9967e-01 8.7053e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 3.2361e-04 9.9968e-01 5.8996e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.4875e-04 9.9975e-01 6.2241e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.5113e-04 9.9985e-01 1.0144e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 8.7000e-05 9.9991e-01 1.8599e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.2319e-04 9.9988e-01 5.4987e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.1561e-04 9.9988e-01 3.9427e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 9.2851e-05 9.9991e-01 3.9513e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 6.5453e-05 9.9993e-01 5.2293e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 5.0879e-05 9.9995e-01 5.6746e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.9087e-05 9.9997e-01 1.1732e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.0516e-05 9.9998e-01 1.5693e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.2471e-05 9.9999e-01 2.8875e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.1603e-05 9.9999e-01 2.1701e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 9.0928e-06 9.9999e-01 2.3464e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.5291e-06 9.9999e-01 4.3932e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 9.9928e-06 9.9999e-01 8.0845e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 9.6898e-06 9.9999e-01 5.6281e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.1191e-05 9.9999e-01 2.7294e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.3051e-05 9.9999e-01 1.3055e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.1034e-05 9.9999e-01 1.2273e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.6486e-05 9.9998e-01 3.5538e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.6093e-05 9.9998e-01 2.5206e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 9.3087e-06 9.9999e-01 5.3434e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.1398e-05 9.9999e-01 2.4286e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 8.3195e-06 9.9999e-01 3.2949e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.1590e-05 9.9999e-01 1.1980e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.5322e-05 9.9998e-01 5.0026e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.2721e-05 9.9999e-01 5.6582e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.7130e-06 1.0000e+00 6.4971e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.4220e-06 1.0000e+00 7.2999e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.9969e-06 1.0000e+00 5.0829e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.1889e-06 1.0000e+00 4.5690e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 4.2923e-06 1.0000e+00 4.2953e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.7719e-06 1.0000e+00 1.0198e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 28.2718
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
4.2577e+02 4.2766e-22 5.7088e-11 5.1674e-03 9.9481e-01 2.6148e-05 8.7512e-18 3.0136e-39 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 6.3432e-16 8.4543e-07 5.6574e-01 4.3425e-01 2.4303e-08 8.3321e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 6.8095e-16 8.9740e-07 5.8266e-01 4.1733e-01 2.0951e-08 6.1529e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 7.2339e-16 9.4387e-07 5.9704e-01 4.0296e-01 1.8431e-08 4.7417e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 7.8961e-16 1.0158e-06 6.1822e-01 3.8178e-01 1.5186e-08 3.2015e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 8.3558e-16 1.0646e-06 6.3174e-01 3.6826e-01 1.3383e-08 2.4811e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 8.7583e-16 1.1073e-06 6.4321e-01 3.5678e-01 1.1990e-08 1.9881e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 9.5124e-16 1.1869e-06 6.6361e-01 3.3639e-01 9.8046e-09 1.3263e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 1.0544e-15 1.2869e-06 6.8586e-01 3.1414e-01 7.8388e-09 8.5236e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 1.2373e-15 1.4372e-06 7.1172e-01 2.8827e-01 6.0519e-09 5.2226e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 1.5381e-15 1.6740e-06 7.4767e-01 2.5233e-01 4.0756e-09 2.4650e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 1.9155e-15 1.9624e-06 7.8547e-01 2.1453e-01 2.5311e-09 9.9180e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 2.2606e-15 2.2222e-06 8.1486e-01 1.8514e-01 1.6495e-09 4.3579e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 2.7354e-15 2.5714e-06 8.4773e-01 1.5227e-01 9.4289e-10 1.4886e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 3.3048e-15 2.9819e-06 8.7852e-01 1.2148e-01 4.9891e-10 4.3854e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 4.0471e-15 3.5097e-06 9.0853e-01 9.1470e-02 2.2675e-10 9.6533e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 5.2987e-15 4.3002e-06 9.3655e-01 6.3446e-02 8.4727e-11 1.4963e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 7.2573e-15 5.4191e-06 9.5932e-01 4.0674e-02 2.6231e-11 1.6488e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 1.0769e-14 7.1738e-06 9.7673e-01 2.3262e-02 6.1767e-12 1.1085e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 1.7317e-14 1.0023e-05 9.8842e-01 1.1573e-02 1.0315e-12 3.9611e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 2.9781e-14 1.4661e-05 9.9489e-01 5.0928e-03 1.2721e-13 8.0924e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 5.4363e-14 2.2416e-05 9.9800e-01 1.9790e-03 1.1453e-14 9.1811e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.0536e-13 3.5912e-05 9.9929e-01 6.7463e-04 7.3695e-16 5.5369e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 2.1231e-13 5.9724e-05 9.9974e-01 2.0305e-04 3.4165e-17 1.7831e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 3.7057e-13 9.3074e-05 9.9984e-01 6.2845e-05 1.6230e-18 5.6332e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 7.2169e-13 1.5222e-04 9.9983e-01 1.8970e-05 7.5205e-20 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 2.4602e-12 3.3682e-04 9.9966e-01 3.8080e-06 1.3971e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 1.0039e-11 8.6305e-04 9.9914e-01 5.0753e-07 8.9378e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.3605e-11 1.2434e-03 9.9876e-01 1.3379e-07 2.4786e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.8307e-11 1.6671e-03 9.9833e-01 5.1509e-08 1.9640e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 3.7191e-11 2.7375e-03 9.9726e-01 1.6373e-08 1.0745e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 8.3677e-11 4.7642e-03 9.9524e-01 4.7290e-09 4.6961e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 2.1306e-10 9.0475e-03 9.9095e-01 1.1022e-09 1.1925e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 7.1236e-10 2.0716e-02 9.7928e-01 1.6329e-10 9.7143e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 2.7520e-09 5.2189e-02 9.4781e-01 1.8055e-11 3.8808e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.4368e-08 1.6104e-01 8.3896e-01 8.7494e-13 2.1326e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 7.7190e-08 4.6485e-01 5.3515e-01 1.6147e-14 1.6423e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 2.9424e-07 8.2572e-01 1.7428e-01 1.1470e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 9.9779e-07 9.7720e-01 2.2795e-02 1.2133e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 4.1462e-06 9.9872e-01 1.2748e-03 1.2375e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.4201e-05 9.9989e-01 9.1571e-05 2.6971e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 4.0241e-05 9.9995e-01 9.4728e-06 1.8402e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 7.9038e-05 9.9992e-01 1.9962e-06 1.1364e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.2235e-04 9.9988e-01 6.5287e-07 2.6603e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.5841e-04 9.9984e-01 2.9139e-07 1.5606e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.0178e-04 9.9980e-01 1.3411e-07 1.0068e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 2.5291e-04 9.9975e-01 7.0863e-08 1.1239e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 3.3489e-04 9.9967e-01 3.5392e-08 1.1183e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 4.5055e-04 9.9955e-01 1.9453e-08 1.7283e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 7.1020e-04 9.9929e-01 9.1727e-09 1.9910e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0787e-03 9.9892e-01 4.4468e-09 2.3760e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.4389e-03 9.9856e-01 2.5565e-09 4.3664e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.9049e-03 9.9810e-01 1.3765e-09 5.9835e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.1529e-03 9.9785e-01 9.3760e-10 1.5554e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 2.0753e-03 9.9792e-01 7.3629e-10 5.1848e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.8777e-03 9.9812e-01 6.9442e-10 3.2230e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.8614e-03 9.9814e-01 5.3125e-10 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.9611e-03 9.9804e-01 3.1984e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 2.4915e-03 9.9751e-01 1.3126e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.1315e-03 9.9687e-01 5.6555e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 3.7651e-03 9.9623e-01 2.6624e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.8207e-03 9.9618e-01 1.8088e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.6413e-03 9.9636e-01 1.4853e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.7708e-03 9.9623e-01 1.0553e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.4846e-03 9.9652e-01 8.7925e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 2.8745e-03 9.9713e-01 8.9525e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 2.5841e-03 9.9742e-01 8.0385e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 2.7388e-03 9.9726e-01 5.0989e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 2.3879e-03 9.9761e-01 4.4712e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 2.2260e-03 9.9777e-01 3.0681e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 2.1058e-03 9.9789e-01 1.9865e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.9314e-03 9.9807e-01 1.2064e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0353e-03 9.9896e-01 1.3158e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 6.9051e-04 9.9931e-01 6.2082e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 4.4568e-04 9.9955e-01 4.3337e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.2309e-04 9.9978e-01 6.4806e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.1760e-04 9.9978e-01 3.2909e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.5937e-04 9.9974e-01 1.1021e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 3.4174e-04 9.9966e-01 2.6442e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 3.9197e-04 9.9961e-01 9.2014e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
