#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
2.2528e+04 1.0000e+00 1.0326e-07 1.4582e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 8.4720e-07 4.4411e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 9.9862e-01 1.3803e-03 1.7054e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 9.9999e-01 6.5460e-06 1.8299e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 3.7702e-07 6.7164e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.2156e-07 7.6497e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 9.5051e-01 4.9494e-02 5.6267e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 2.9921e-07 5.9667e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.8064e-06 1.1297e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 9.6570e-07 9.0193e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 9.4717e-01 5.2832e-02 9.4642e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 5.0624e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 8.9409e-01 1.0591e-01 3.9875e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 9.9983e-01 1.7003e-04 2.8427e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 9.9999e-01 1.3320e-05 4.1798e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 9.0499e-01 9.5012e-02 7.0018e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 9.9989e-01 1.1276e-04 2.0722e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 9.8398e-01 1.6018e-02 8.1703e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 9.9996e-01 3.6598e-05 2.2345e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.0769e-07 9.8091e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 9.8222e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 6.7754e-08 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 3.7649e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 1.0467e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 3.1386e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 5.2529e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 8.6428e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 1.7842e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.1651e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.6445e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 4.6188e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 4.8571e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 5.6897e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 2.0201e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 8.9102e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.1680e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 1.3466e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 9.7171e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 8.3986e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 1.4047e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 5.3239e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.9331
#NVEL: 115
#vel_mid[km/s] mn0 mn1 mn2 mn3 mn4 mn5 mn6 mn7 mn8 mn9
4.2577e+02 8.9633e-31 1.0840e-20 4.3465e-12 1.9894e-05 1.7051e-01 8.2903e-01 4.4590e-04 1.6971e-10 1.2172e-26 0.0000e+00
8.5779e+02 5.3014e-24 1.1490e-15 9.6197e-09 1.3840e-03 6.6614e-01 3.3244e-01 3.5060e-05 5.1769e-12 1.1921e-27 0.0000e+00
8.7843e+02 6.1867e-26 1.8609e-17 2.5528e-10 8.8171e-05 1.9072e-01 8.0777e-01 1.4265e-03 7.1884e-09 5.1729e-22 1.2019e-39
9.1772e+02 9.5747e-27 3.2954e-18 5.5102e-11 2.6152e-05 9.7721e-02 8.9787e-01 4.3835e-03 7.8581e-08 4.4247e-20 1.0653e-36
9.7304e+02 6.8456e-27 2.4160e-18 4.1887e-11 2.1021e-05 8.6409e-02 9.0828e-01 5.2887e-03 1.1806e-07 9.4772e-20 3.4130e-36
1.0350e+03 6.2303e-27 2.2139e-18 3.8770e-11 1.9761e-05 8.3436e-02 9.1097e-01 5.5752e-03 1.3243e-07 1.1755e-19 4.7455e-36
1.1000e+03 5.5012e-27 1.9737e-18 3.5040e-11 1.8233e-05 7.9723e-02 9.1429e-01 5.9667e-03 1.5350e-07 1.5497e-19 7.2404e-36
1.1690e+03 4.0201e-27 1.4782e-18 2.7170e-11 1.4891e-05 7.1078e-02 9.2184e-01 7.0635e-03 2.2181e-07 3.0873e-19 2.0766e-35
1.2425e+03 1.3822e-27 5.4776e-19 1.1264e-11 7.3296e-06 4.7259e-02 9.4009e-01 1.2641e-02 8.0069e-07 3.4802e-18 8.5364e-34
1.3205e+03 1.8146e-28 8.1623e-20 2.0591e-12 1.8287e-06 2.0824e-02 9.4159e-01 3.7577e-02 9.2886e-06 3.7374e-16 1.1518e-30
1.4033e+03 1.2610e-29 6.6552e-21 2.1962e-13 2.8591e-07 6.6696e-03 8.5640e-01 1.3674e-01 1.9152e-04 1.3201e-13 1.0282e-26
1.4915e+03 1.0858e-30 6.5630e-22 2.7501e-14 4.9050e-08 2.0942e-03 6.5418e-01 3.4162e-01 2.1033e-03 1.6480e-11 2.0324e-23
1.5852e+03 1.1166e-31 7.6608e-23 3.9875e-15 9.2486e-09 6.4686e-04 4.1715e-01 5.7058e-01 1.1622e-02 6.4390e-10 7.3027e-21
1.6847e+03 8.1131e-33 6.4599e-24 4.2974e-16 1.3167e-09 1.5239e-04 2.0534e-01 7.4407e-01 5.0438e-02 1.9724e-08 2.0434e-18
1.7904e+03 4.0143e-34 3.8053e-25 3.3419e-17 1.3818e-10 2.6821e-05 7.6847e-02 7.5136e-01 1.7177e-01 4.7828e-07 4.5479e-16
1.9028e+03 1.4548e-35 1.6661e-26 1.9672e-18 1.1079e-11 3.5751e-06 2.1548e-02 5.5932e-01 4.1913e-01 7.8647e-06 6.4205e-14
2.0223e+03 4.0616e-37 5.5148e-28 8.6663e-20 6.5477e-13 3.4157e-07 4.2576e-03 2.9057e-01 7.0509e-01 8.8932e-05 6.2174e-12
2.1493e+03 1.0250e-38 1.6331e-29 3.3889e-21 3.4023e-14 2.7664e-08 6.8702e-04 1.1833e-01 8.8029e-01 6.8725e-04 3.7420e-10
2.2843e+03 2.6928e-40 5.0168e-31 1.3693e-22 1.8231e-15 2.2352e-09 1.0647e-04 4.4312e-02 9.5141e-01 4.1702e-03 1.5795e-08
2.4277e+03 1.1718e-41 2.5198e-32 8.7785e-24 1.5084e-16 2.6010e-10 2.1340e-05 1.8615e-02 9.6379e-01 1.7574e-02 3.2922e-07
2.5802e+03 1.2233e-42 2.9455e-33 1.2325e-24 2.5708e-17 5.6430e-11 6.7742e-06 9.9162e-03 9.4430e-01 4.5775e-02 2.5591e-06
2.7422e+03 4.1338e-43 1.0759e-33 4.9868e-25 1.1576e-17 2.8712e-11 4.0999e-06 7.5145e-03 9.2600e-01 6.6477e-02 5.7408e-06
2.9144e+03 5.9555e-43 1.5967e-33 7.4213e-25 1.7190e-17 4.1864e-11 5.5596e-06 8.9769e-03 9.4117e-01 4.9845e-02 3.0372e-06
3.0973e+03 6.5637e-42 1.6993e-32 6.8892e-24 1.3717e-16 2.6684e-10 2.3066e-05 1.9833e-02 9.6633e-01 1.3813e-02 1.9148e-07
3.2918e+03 1.0963e-39 2.6145e-30 7.9235e-22 1.1602e-14 1.3343e-08 4.4555e-04 9.8285e-02 9.0052e-01 7.5051e-04 4.1643e-10
3.4986e+03 1.0235e-36 1.9661e-27 3.7723e-19 3.4416e-12 1.7002e-06 1.4643e-02 5.0748e-01 4.7786e-01 9.1423e-06 7.0955e-14
3.7182e+03 5.4245e-34 7.0526e-25 7.5881e-17 3.7502e-10 6.8532e-05 1.4255e-01 7.7938e-01 7.8001e-02 4.1902e-08 5.8186e-18
3.9517e+03 2.8137e-31 2.5111e-22 1.4901e-14 3.6616e-08 1.9219e-03 6.5955e-01 3.3673e-01 1.8051e-03 8.4749e-12 5.4991e-24
4.1999e+03 7.8114e-28 5.2983e-19 1.6734e-11 1.3863e-05 7.7600e-02 9.1748e-01 4.9034e-03 8.1337e-08 2.5055e-20 2.7365e-37
4.4636e+03 3.4779e-25 1.7790e-16 3.3001e-09 8.9248e-04 6.3447e-01 3.6461e-01 3.3903e-05 3.3323e-12 2.1371e-28 0.0000e+00
4.7438e+03 9.0589e-24 3.5424e-15 4.3323e-08 5.1408e-03 9.2040e-01 7.4455e-02 5.2161e-07 1.9967e-15 6.4730e-34 0.0000e+00
5.0416e+03 4.2398e-23 1.4478e-14 1.4298e-07 1.0995e-02 9.6092e-01 2.8087e-02 5.1432e-08 3.6540e-17 7.6293e-37 0.0000e+00
5.3582e+03 6.7042e-23 2.2493e-14 2.1148e-07 1.4176e-02 9.6626e-01 1.9560e-02 2.1828e-08 8.2545e-18 6.0382e-38 0.0000e+00
5.6947e+03 9.5433e-23 3.2055e-14 2.9299e-07 1.7584e-02 9.6823e-01 1.4184e-02 1.0173e-08 2.1811e-18 6.1382e-39 0.0000e+00
6.0522e+03 1.4934e-22 4.9528e-14 4.3244e-07 2.2608e-02 9.6764e-01 9.7484e-03 4.2142e-09 4.7362e-19 4.5389e-40 0.0000e+00
6.4323e+03 3.7258e-22 1.1770e-13 9.2070e-07 3.6415e-02 9.5883e-01 4.7558e-03 7.9609e-10 2.6869e-20 3.5257e-42 0.0000e+00
6.8362e+03 1.4326e-21 4.1707e-13 2.7477e-06 7.1653e-02 9.2670e-01 1.6413e-03 6.9554e-11 4.1296e-22 2.8026e-45 0.0000e+00
7.2654e+03 8.1570e-21 2.0862e-12 1.0755e-05 1.6156e-01 8.3803e-01 4.0121e-04 3.0022e-12 2.0056e-24 0.0000e+00 0.0000e+00
7.7216e+03 6.1481e-20 1.3350e-11 5.0297e-05 3.7649e-01 6.2340e-01 5.8450e-05 5.0540e-14 2.2330e-27 0.0000e+00 0.0000e+00
8.2065e+03 6.6491e-19 1.1674e-10 2.8140e-04 7.6197e-01 2.3775e-01 2.0430e-06 7.4299e-17 6.0620e-32 0.0000e+00 0.0000e+00
8.7177e+03 1.4341e-17 1.8518e-09 2.1062e-03 9.8094e-01 1.6958e-02 2.2799e-09 3.3052e-22 2.5405e-40 0.0000e+00 0.0000e+00
9.2147e+03 2.2347e-15 1.5113e-07 4.2011e-02 9.5785e-01 1.3885e-04 2.1316e-14 4.0760e-31 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 4.9723e-13 1.6357e-05 7.2472e-01 2.7526e-01 6.0177e-08 8.8817e-22 8.2677e-44 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.9229e-11 2.3313e-04 9.9741e-01 2.3554e-03 1.9428e-13 4.1483e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 4.8039e-10 2.2632e-03 9.9772e-01 1.4363e-05 4.4625e-19 1.3424e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.4503e-08 2.3820e-02 9.7618e-01 7.0409e-08 6.6103e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 8.0174e-07 3.2884e-01 6.7116e-01 6.2503e-11 2.3539e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0409e-05 9.3380e-01 6.6194e-02 3.1677e-15 1.1254e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.8429e-05 9.9243e-01 7.5431e-03 2.0232e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 7.3771e-05 9.9882e-01 1.1058e-03 4.6192e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 2.0494e-04 9.9964e-01 1.5015e-04 9.2207e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 6.0843e-04 9.9938e-01 1.6434e-05 8.6524e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.8605e-03 9.9814e-01 1.5503e-06 4.6855e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 7.7345e-03 9.9227e-01 6.7182e-08 1.9327e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 3.9681e-02 9.6032e-01 1.1224e-09 2.6641e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.8372e-01 8.1628e-01 1.4252e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 6.2769e-01 3.7231e-01 3.3738e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 8.8732e-01 1.1268e-01 1.2320e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 9.8227e-01 1.7728e-02 1.1968e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 9.9584e-01 4.1637e-03 6.6476e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.9837e-01 1.6328e-03 1.9589e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 9.9942e-01 5.8131e-04 3.8934e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 9.9984e-01 1.6296e-04 3.5450e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 9.9994e-01 6.2712e-05 1.1784e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 9.9989e-01 1.0591e-04 6.3852e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.9995e-01 4.6533e-05 3.7445e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 9.9999e-01 1.1934e-05 4.6920e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 9.9997e-01 3.1976e-05 1.4069e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 9.9999e-01 8.7877e-06 2.3056e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 9.9999e-01 9.1710e-06 2.6401e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 1.0864e-06 1.7138e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 9.9999e-01 5.5664e-06 3.3276e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 1.4310e-06 1.5333e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.9999e-01 5.6911e-06 4.1926e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 9.9924e-01 7.5720e-04 4.3878e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 1.3523e-06 1.9382e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 9.8499e-01 1.5005e-02 2.8331e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 9.9339e-01 6.6144e-03 7.7751e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 9.9999e-01 8.3923e-06 1.2986e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 3.8475e-07 3.0417e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 3.4293e-06 1.9819e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.9768e-06 2.2934e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 1.1988e-08 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 7.9439e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 4.5707e-07 4.6372e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 9.9999e-01 9.4708e-06 4.7315e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 9.9134e-01 8.6564e-03 1.0105e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 3.6338e-06 8.5681e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.0727e-07 7.5670e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 9.9225e-01 7.7520e-03 1.8668e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 1.9137e-06 2.9751e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 9.9899e-01 1.0094e-03 1.3401e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 3.5749e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 4.7201e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 9.8260e-01 1.7398e-02 2.6976e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 2.8666e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 2.1829e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 1.0818e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 3.9904e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 2.2872e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 1.3021e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 6.4171e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.8694e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 4.5868e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
