#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
2292.92 1.65e-11 1.45e-04 9.99e-01 1.17e-03 6.51e-15 3.35e-28 1.43e-35 
2432.98 1.22e-11 1.11e-04 9.98e-01 1.71e-03 2.47e-15 1.98e-28 1.26e-35 
2581.60 1.20e-11 1.10e-04 9.97e-01 2.98e-03 5.39e-15 4.90e-28 4.77e-35 
2739.29 1.18e-11 1.07e-04 9.97e-01 2.66e-03 5.57e-15 1.75e-29 1.29e-35 
2906.62 1.13e-11 1.04e-04 9.97e-01 3.24e-03 6.59e-14 4.11e-27 5.70e-35 
3084.17 1.01e-11 9.90e-05 9.96e-01 4.25e-03 1.85e-14 1.86e-27 3.46e-34 
3272.56 9.06e-12 9.46e-05 9.96e-01 3.51e-03 1.06e-14 4.98e-28 9.95e-36 
3472.46 8.32e-12 9.50e-05 9.99e-01 1.19e-03 6.45e-16 8.54e-29 8.66e-36 
3684.57 7.99e-12 1.01e-04 9.99e-01 7.80e-04 3.34e-16 1.11e-28 7.14e-36 
3909.64 6.68e-12 9.89e-05 9.99e-01 6.00e-04 1.90e-16 1.30e-30 6.25e-36 
4148.46 7.04e-12 1.11e-04 9.99e-01 6.82e-04 1.08e-16 1.34e-28 5.48e-36 
4401.86 9.79e-12 1.44e-04 9.99e-01 1.26e-03 4.21e-16 2.92e-28 4.61e-36 
4670.75 1.34e-11 1.77e-04 1.00e+00 1.24e-04 1.85e-18 5.17e-30 4.19e-36 
4956.05 1.61e-11 2.00e-04 1.00e+00 1.14e-04 1.58e-18 1.38e-29 4.36e-36 
5258.79 1.97e-11 2.22e-04 9.99e-01 3.02e-04 6.40e-18 5.62e-28 4.80e-36 
5580.02 3.07e-11 2.84e-04 1.00e+00 6.74e-05 9.57e-20 2.38e-29 5.22e-36 
5920.87 4.62e-11 3.58e-04 1.00e+00 8.73e-05 5.42e-20 1.15e-30 5.73e-36 
6282.54 6.94e-11 4.72e-04 9.99e-01 1.15e-04 3.76e-19 1.61e-28 6.26e-36 
6666.30 1.11e-10 6.90e-04 9.99e-01 2.21e-04 4.71e-19 2.72e-28 6.53e-36 
7073.50 1.78e-10 1.03e-03 9.99e-01 4.95e-05 6.30e-21 2.38e-28 6.72e-36 
7505.58 3.05e-10 1.74e-03 9.98e-01 7.29e-05 7.26e-21 2.30e-29 7.16e-36 
7964.05 5.88e-10 3.23e-03 9.97e-01 1.49e-06 1.87e-25 6.57e-29 7.53e-36 
8450.53 1.67e-09 7.85e-03 9.92e-01 3.52e-07 1.58e-27 1.17e-29 4.12e-34 
8966.72 5.63e-09 1.99e-02 9.80e-01 6.87e-09 8.13e-31 1.17e-29 8.35e-36 
9514.44 2.35e-08 5.72e-02 9.43e-01 1.17e-09 5.99e-31 1.56e-26 9.91e-36 
10095.62 1.26e-07 1.85e-01 8.15e-01 2.11e-12 5.28e-32 3.32e-28 1.27e-35 
10712.30 5.70e-07 4.59e-01 5.41e-01 1.87e-13 4.22e-31 9.12e-27 1.85e-35 
11366.65 1.87e-06 7.60e-01 2.40e-01 5.01e-17 2.68e-32 1.48e-27 3.19e-35 
12061.10 4.32e-06 8.19e-01 1.81e-01 6.40e-19 1.80e-32 1.14e-27 6.28e-35 
12793.43 1.09e-05 9.77e-01 2.28e-02 1.03e-21 3.64e-33 4.00e-27 1.22e-34 
13528.61 2.24e-05 9.99e-01 1.35e-03 7.60e-25 6.52e-33 1.15e-26 2.35e-34 
14194.74 3.42e-05 1.00e+00 3.00e-05 4.50e-29 1.04e-33 4.75e-34 4.75e-34 
14757.77 3.97e-05 1.00e+00 9.96e-05 1.76e-25 4.33e-30 2.15e-25 9.93e-34 
15240.48 4.91e-05 1.00e+00 2.11e-06 1.02e-26 3.86e-31 2.26e-25 1.89e-33 
15646.99 7.48e-05 1.00e+00 4.91e-07 4.17e-27 7.29e-33 1.22e-29 3.37e-33 
15960.30 9.73e-05 1.00e+00 3.24e-06 7.21e-25 1.23e-30 2.99e-24 5.20e-33 
16187.41 1.10e-04 1.00e+00 2.15e-04 1.52e-22 2.52e-28 1.61e-21 9.36e-33 
16354.17 1.01e-04 1.00e+00 1.03e-07 2.33e-25 4.42e-32 4.38e-25 1.64e-32 
16484.18 8.72e-05 1.00e+00 2.23e-07 2.07e-25 3.30e-29 3.61e-22 2.68e-32 
16593.12 8.29e-05 1.00e+00 9.00e-06 1.02e-22 7.65e-29 9.92e-22 3.82e-32 
16691.99 6.86e-05 1.00e+00 6.09e-07 1.26e-23 3.06e-27 4.50e-20 4.82e-32 
16788.59 7.55e-05 1.00e+00 1.04e-07 2.05e-24 1.24e-31 5.75e-32 5.75e-32 
16888.37 6.89e-05 1.00e+00 2.19e-07 1.64e-24 1.93e-30 1.54e-23 6.75e-32 
16998.79 4.49e-05 1.00e+00 3.99e-07 1.37e-23 6.08e-27 1.37e-19 8.00e-32 
17146.37 7.42e-05 1.00e+00 1.47e-04 2.76e-21 1.69e-27 3.24e-20 9.59e-32 
17415.23 8.79e-05 9.99e-01 4.22e-04 1.06e-20 1.25e-26 1.98e-19 1.21e-31 
17888.12 2.74e-05 1.00e+00 8.44e-07 5.07e-23 7.27e-25 3.05e-17 1.63e-31 
18532.37 2.96e-05 1.00e+00 2.09e-07 2.25e-24 4.16e-31 1.93e-31 1.93e-31 
19260.76 2.10e-05 1.00e+00 1.89e-06 4.83e-23 3.49e-29 2.21e-21 2.25e-31 
20034.10 1.84e-05 1.00e+00 7.97e-07 1.24e-22 5.91e-31 2.74e-31 2.74e-31 
20838.00 1.53e-05 1.00e+00 1.62e-06 3.93e-24 6.85e-31 7.27e-29 3.17e-31 
21647.97 1.52e-05 1.00e+00 9.92e-07 6.31e-28 7.12e-31 3.30e-31 3.30e-31 
22447.94 1.56e-05 1.00e+00 1.65e-06 7.17e-23 7.97e-31 3.69e-31 3.69e-31 
23245.88 2.26e-05 9.70e-01 2.95e-02 3.11e-18 7.65e-24 5.51e-16 4.27e-31 
24052.47 1.01e-05 1.00e+00 3.53e-05 2.34e-21 4.02e-27 2.71e-21 5.01e-31 
24867.72 1.31e-05 9.82e-01 1.82e-02 1.34e-23 1.31e-30 6.07e-31 6.07e-31 
25698.86 1.33e-05 1.00e+00 3.76e-04 4.64e-20 5.29e-26 1.84e-17 7.97e-31 
26587.16 1.34e-05 1.00e+00 6.99e-05 2.84e-20 2.30e-25 1.05e-16 1.20e-30 
27637.54 1.68e-05 1.00e+00 1.35e-04 5.69e-25 4.81e-30 2.23e-30 2.23e-30 
28986.97 1.23e-05 1.00e+00 3.94e-06 1.45e-20 1.19e-29 5.53e-30 5.53e-30 
#TIME: 34.78 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 9.98e-11 5.92e-04 9.99e-01 2.79e-05 2.48e-19 1.84e-30 7.00e-37 
999.11 9.62e-11 5.67e-04 9.99e-01 3.01e-05 3.09e-19 2.67e-31 7.00e-37 
1267.34 8.49e-11 5.30e-04 9.99e-01 5.22e-05 7.81e-19 2.04e-30 6.94e-37 
1514.05 7.37e-11 4.71e-04 9.99e-01 1.11e-04 2.53e-18 2.81e-30 1.23e-36 
1808.80 5.11e-11 3.58e-04 1.00e+00 9.37e-05 3.56e-18 4.80e-30 3.68e-36 
1919.29 4.70e-11 3.30e-04 1.00e+00 1.19e-04 5.85e-18 5.44e-30 4.89e-36 
2160.92 3.60e-11 2.61e-04 9.99e-01 2.53e-04 1.93e-17 4.63e-30 8.61e-36 
2292.92 3.04e-11 2.25e-04 9.99e-01 7.43e-04 1.61e-16 1.61e-29 1.12e-35 
2432.98 2.57e-11 1.97e-04 9.99e-01 6.96e-04 9.84e-17 3.44e-29 1.35e-35 
2581.60 2.11e-11 1.62e-04 9.99e-01 4.44e-04 9.33e-17 1.73e-29 1.44e-35 
2739.29 2.05e-11 1.58e-04 9.97e-01 3.30e-03 1.22e-13 2.19e-26 2.67e-33 
2906.62 1.95e-11 1.52e-04 9.99e-01 9.90e-04 2.37e-16 3.45e-30 1.26e-35 
3084.17 1.78e-11 1.46e-04 9.99e-01 1.05e-03 2.63e-16 1.35e-29 1.16e-35 
3272.56 1.53e-11 1.35e-04 9.99e-01 8.24e-04 2.71e-16 2.48e-29 1.07e-35 
3472.46 1.43e-11 1.40e-04 9.99e-01 6.00e-04 1.14e-16 1.62e-28 9.28e-36 
3684.57 1.36e-11 1.48e-04 9.99e-01 5.17e-04 6.09e-17 1.51e-28 7.66e-36 
3909.64 1.12e-11 1.44e-04 1.00e+00 1.80e-04 5.84e-18 2.54e-29 6.70e-36 
4148.46 1.21e-11 1.66e-04 1.00e+00 1.49e-04 2.22e-18 1.56e-29 5.88e-36 
4401.86 1.61e-11 2.05e-04 1.00e+00 7.41e-05 5.47e-19 7.71e-31 4.95e-36 
4670.75 2.29e-11 2.61e-04 1.00e+00 4.52e-05 1.35e-19 3.73e-29 4.49e-36 
4956.05 2.75e-11 2.94e-04 1.00e+00 3.33e-05 5.67e-20 2.03e-29 4.68e-36 
5258.79 3.42e-11 3.30e-04 1.00e+00 3.86e-05 3.26e-20 3.43e-30 5.15e-36 
5580.02 5.26e-11 4.23e-04 9.99e-01 1.59e-04 1.42e-19 1.08e-27 5.60e-36 
5920.87 8.28e-11 5.61e-04 9.99e-01 4.00e-04 2.14e-18 3.13e-26 4.61e-33 
6282.54 1.24e-10 7.52e-04 9.99e-01 2.88e-05 1.17e-21 2.64e-30 6.72e-36 
6666.30 1.92e-10 1.08e-03 9.99e-01 3.83e-04 6.25e-19 1.10e-27 7.01e-36 
7073.50 3.18e-10 1.71e-03 9.98e-01 6.81e-05 2.28e-20 2.82e-27 7.21e-36 
7505.58 5.35e-10 2.93e-03 9.97e-01 4.17e-06 8.91e-25 9.35e-32 7.68e-36 
7964.05 1.21e-09 6.14e-03 9.94e-01 1.33e-07 1.72e-27 6.44e-30 8.08e-36 
8450.53 3.83e-09 1.49e-02 9.85e-01 3.54e-09 9.14e-31 3.41e-31 8.26e-36 
8966.72 1.44e-08 4.03e-02 9.60e-01 1.62e-09 1.35e-31 9.39e-29 8.96e-36 
9514.44 6.02e-08 1.16e-01 8.84e-01 1.80e-10 5.89e-32 6.14e-29 1.06e-35 
10095.62 2.86e-07 3.13e-01 6.87e-01 2.05e-13 2.60e-32 3.27e-28 1.36e-35 
10712.30 1.24e-06 7.02e-01 2.98e-01 1.13e-15 1.17e-33 2.12e-30 1.99e-35 
11366.65 2.79e-06 7.67e-01 2.33e-01 8.83e-18 2.89e-32 1.13e-27 3.42e-35 
12061.10 8.02e-06 9.84e-01 1.55e-02 2.83e-21 5.38e-34 5.07e-29 6.73e-35 
12793.43 1.77e-05 9.94e-01 5.77e-03 1.98e-23 1.69e-33 1.25e-27 1.31e-34 
13528.61 3.53e-05 1.00e+00 4.77e-05 3.21e-28 5.51e-34 3.44e-29 2.52e-34 
14194.74 5.31e-05 1.00e+00 7.88e-06 3.75e-27 5.43e-30 4.98e-23 5.09e-34 
14757.77 5.29e-05 1.00e+00 1.44e-06 5.75e-28 2.31e-33 5.89e-31 1.06e-33 
15240.48 6.77e-05 1.00e+00 1.57e-06 5.13e-26 7.56e-32 8.92e-27 2.03e-33 
15646.99 7.32e-05 1.00e+00 6.63e-07 1.51e-25 2.13e-30 2.16e-23 3.61e-33 
15960.30 1.11e-04 1.00e+00 1.08e-07 5.05e-27 1.20e-32 9.97e-30 5.56e-33 
16187.41 1.15e-04 1.00e+00 1.83e-05 1.97e-26 2.16e-32 1.00e-32 1.00e-32 
16354.17 1.01e-04 1.00e+00 1.72e-07 7.36e-25 1.41e-31 9.22e-25 1.76e-32 
16484.18 1.21e-04 1.00e+00 1.07e-07 4.52e-25 3.65e-31 6.83e-27 2.86e-32 
16593.12 1.03e-04 1.00e+00 2.12e-07 3.78e-26 8.81e-32 3.78e-30 4.08e-32 
16691.99 9.51e-05 1.00e+00 6.74e-08 2.65e-25 1.11e-31 5.15e-32 5.15e-32 
16788.59 7.91e-05 1.00e+00 8.31e-08 2.56e-24 1.32e-31 6.13e-32 6.13e-32 
16888.37 5.52e-05 1.00e+00 1.47e-07 2.82e-24 1.55e-31 7.19e-32 7.19e-32 
16998.79 5.68e-05 1.00e+00 1.01e-07 1.42e-24 1.84e-31 8.52e-32 8.52e-32 
17146.37 6.32e-05 1.00e+00 1.28e-06 5.91e-26 2.21e-31 1.02e-31 1.02e-31 
17415.23 2.78e-05 1.00e+00 1.52e-06 4.03e-26 2.77e-31 1.28e-31 1.28e-31 
17888.12 3.27e-05 1.00e+00 1.25e-06 2.92e-23 8.92e-30 1.59e-28 1.73e-31 
18532.37 2.99e-05 1.00e+00 1.34e-06 1.97e-22 1.36e-27 6.58e-20 2.05e-31 
19260.76 2.86e-05 1.00e+00 2.51e-07 6.16e-24 5.17e-31 2.39e-31 2.39e-31 
20034.10 2.46e-05 9.99e-01 4.82e-04 3.78e-20 1.05e-26 7.29e-19 2.91e-31 
20838.00 2.01e-05 1.00e+00 9.10e-07 6.36e-23 2.62e-28 2.87e-20 3.37e-31 
21647.97 2.03e-05 9.95e-01 5.21e-03 5.61e-19 7.90e-21 7.82e-13 3.51e-31 
22447.94 1.35e-05 1.00e+00 1.07e-05 1.30e-21 7.92e-27 1.32e-18 3.93e-31 
23245.88 1.47e-05 1.00e+00 5.03e-07 5.35e-27 9.82e-31 4.54e-31 4.54e-31 
24052.47 1.04e-05 1.00e+00 1.31e-06 1.74e-23 1.15e-30 5.33e-31 5.33e-31 
24867.72 1.59e-05 2.90e-01 7.10e-01 4.36e-12 2.49e-16 1.53e-08 6.46e-31 
25698.86 1.29e-05 1.00e+00 1.80e-04 4.31e-22 1.54e-28 1.76e-24 8.47e-31 
26587.16 1.22e-05 1.00e+00 1.29e-04 2.89e-21 1.82e-27 8.33e-24 1.28e-30 
27637.54 1.33e-05 1.00e+00 5.66e-05 1.52e-21 3.95e-23 2.05e-14 2.37e-30 
28986.97 2.24e-05 8.41e-01 1.59e-01 1.84e-13 3.71e-21 5.53e-13 5.88e-30 
#TIME: 35.50 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 1.79e-10 9.08e-04 9.99e-01 1.39e-05 3.72e-20 3.59e-30 7.45e-37 
999.11 1.98e-10 9.72e-04 9.99e-01 1.06e-05 1.84e-20 1.40e-30 7.45e-37 
1267.34 1.87e-10 9.29e-04 9.99e-01 1.24e-05 2.78e-20 8.38e-31 7.38e-37 
1514.05 1.66e-10 8.46e-04 9.99e-01 1.88e-05 6.56e-20 1.10e-30 1.31e-36 
1808.80 1.04e-10 6.08e-04 9.99e-01 1.57e-04 1.20e-18 5.08e-29 3.92e-36 
1919.29 9.31e-11 5.49e-04 9.99e-01 4.20e-05 3.28e-19 1.20e-29 5.20e-36 
2160.92 6.86e-11 4.21e-04 9.99e-01 1.30e-04 1.95e-18 4.31e-29 9.16e-36 
2292.92 5.59e-11 3.53e-04 9.99e-01 5.71e-04 1.40e-17 5.43e-29 1.19e-35 
2432.98 4.86e-11 3.12e-04 1.00e+00 1.70e-04 4.40e-18 3.74e-29 1.44e-35 
2581.60 4.19e-11 2.75e-04 9.99e-01 5.28e-04 1.98e-17 2.04e-28 1.76e-35 
2739.29 3.92e-11 2.58e-04 9.99e-01 8.41e-04 3.12e-16 2.49e-30 1.48e-35 
2906.62 3.70e-11 2.43e-04 9.99e-01 4.35e-04 2.58e-17 1.02e-28 4.34e-35 
3084.17 3.14e-11 2.19e-04 9.99e-01 5.44e-04 4.55e-17 1.63e-28 1.24e-35 
3272.56 2.87e-11 2.16e-04 9.99e-01 9.32e-04 5.37e-16 1.90e-27 1.43e-35 
3472.46 2.49e-11 2.08e-04 9.99e-01 4.23e-04 6.75e-17 5.42e-28 9.95e-36 
3684.57 2.40e-11 2.24e-04 1.00e+00 2.71e-04 9.26e-18 1.25e-28 8.22e-36 
3909.64 1.99e-11 2.19e-04 9.99e-01 4.18e-04 6.73e-17 9.56e-27 3.37e-35 
4148.46 2.11e-11 2.46e-04 1.00e+00 1.11e-04 8.09e-19 2.78e-28 6.31e-36 
4401.86 2.85e-11 3.10e-04 1.00e+00 1.50e-04 1.24e-18 1.34e-27 4.02e-35 
4670.75 3.94e-11 3.84e-04 1.00e+00 2.62e-05 2.17e-20 8.25e-29 4.82e-36 
4956.05 4.89e-11 4.46e-04 1.00e+00 1.37e-05 4.80e-21 4.76e-29 5.02e-36 
5258.79 6.14e-11 5.09e-04 9.99e-01 1.47e-05 2.70e-21 5.53e-29 5.53e-36 
5580.02 9.21e-11 6.43e-04 9.99e-01 1.73e-04 2.65e-19 1.35e-27 6.01e-36 
5920.87 1.42e-10 8.57e-04 9.99e-01 1.74e-05 4.50e-22 1.64e-31 6.60e-36 
6282.54 2.10e-10 1.17e-03 9.99e-01 5.19e-05 5.23e-21 3.69e-27 1.80e-34 
6666.30 3.31e-10 1.75e-03 9.98e-01 4.53e-06 8.38e-24 1.07e-32 7.52e-36 
7073.50 5.93e-10 3.18e-03 9.97e-01 1.37e-04 1.49e-20 4.72e-28 7.74e-36 
7505.58 1.10e-09 5.63e-03 9.94e-01 2.26e-06 5.17e-26 4.07e-29 8.25e-36 
7964.05 2.78e-09 1.18e-02 9.88e-01 8.29e-09 9.05e-30 3.41e-30 8.67e-36 
8450.53 9.41e-09 2.90e-02 9.71e-01 4.28e-09 8.14e-31 5.08e-28 8.86e-36 
8966.72 3.52e-08 7.90e-02 9.21e-01 2.07e-11 5.10e-33 2.18e-29 9.61e-36 
9514.44 1.59e-07 2.34e-01 7.66e-01 6.98e-13 1.11e-33 1.17e-29 1.14e-35 
10095.62 6.60e-07 5.18e-01 4.82e-01 1.01e-14 9.75e-33 2.33e-28 1.46e-35 
10712.30 2.22e-06 8.44e-01 1.56e-01 4.15e-16 5.05e-32 2.97e-26 2.13e-35 
11366.65 5.34e-06 9.40e-01 6.03e-02 9.41e-20 9.67e-34 3.11e-29 3.66e-35 
12061.10 1.24e-05 9.76e-01 2.44e-02 1.41e-19 3.72e-30 1.04e-23 7.21e-35 
12793.43 2.89e-05 9.99e-01 4.87e-04 9.55e-26 3.53e-34 5.00e-28 1.40e-34 
13528.61 5.35e-05 1.00e+00 4.48e-05 6.05e-27 5.56e-31 4.29e-24 2.70e-34 
14194.74 6.88e-05 1.00e+00 1.70e-06 3.06e-27 1.12e-32 1.91e-29 5.45e-34 
14757.77 6.47e-05 1.00e+00 3.25e-07 9.58e-27 1.19e-32 1.43e-25 1.14e-33 
15240.48 7.98e-05 1.00e+00 3.70e-07 1.93e-26 1.83e-32 1.30e-26 2.17e-33 
15646.99 1.21e-04 1.00e+00 3.75e-07 5.94e-26 2.64e-32 8.48e-28 3.86e-33 
15960.30 1.58e-04 1.00e+00 9.75e-08 1.25e-25 2.64e-31 1.98e-24 5.95e-33 
16187.41 1.26e-04 1.00e+00 8.43e-08 1.26e-27 2.31e-32 1.60e-26 1.07e-32 
16354.17 1.61e-04 1.00e+00 1.99e-07 5.32e-25 9.79e-32 2.07e-25 1.88e-32 
16484.18 1.15e-04 1.00e+00 1.51e-07 1.35e-24 9.72e-31 1.65e-24 3.06e-32 
16593.12 1.26e-04 1.00e+00 9.51e-08 7.38e-25 5.89e-30 7.17e-23 4.35e-32 
16691.99 7.81e-05 1.00e+00 3.70e-06 1.16e-22 3.76e-28 4.63e-21 5.49e-32 
16788.59 9.71e-05 1.00e+00 4.26e-07 1.48e-23 1.41e-31 5.50e-25 6.54e-32 
16888.37 5.52e-05 1.00e+00 4.90e-07 1.42e-23 1.42e-29 2.55e-22 7.67e-32 
16998.79 5.56e-05 1.00e+00 1.14e-07 6.43e-24 1.96e-31 9.08e-32 9.08e-32 
17146.37 4.39e-05 1.00e+00 9.46e-07 5.61e-24 8.29e-28 1.86e-20 1.09e-31 
17415.23 4.58e-05 1.00e+00 1.47e-06 1.11e-23 5.51e-27 1.48e-19 1.37e-31 
17888.12 3.51e-05 1.00e+00 1.88e-07 3.19e-24 3.98e-31 4.59e-26 1.84e-31 
18532.37 2.28e-05 1.00e+00 2.27e-05 4.78e-22 4.73e-30 6.32e-26 2.18e-31 
19260.76 2.87e-05 1.00e+00 4.43e-07 8.22e-23 8.72e-29 5.07e-21 2.55e-31 
20034.10 2.03e-05 1.00e+00 3.89e-05 5.70e-24 6.68e-31 8.62e-28 3.09e-31 
20838.00 1.69e-05 1.00e+00 2.31e-05 2.65e-21 4.20e-27 1.09e-21 3.59e-31 
21647.97 5.39e-05 9.41e-01 5.91e-02 3.51e-22 8.06e-31 3.73e-31 3.73e-31 
22447.94 1.67e-05 1.00e+00 5.52e-07 1.05e-23 9.02e-31 4.17e-31 4.17e-31 
23245.88 1.72e-05 1.00e+00 3.52e-07 2.26e-22 1.04e-30 4.83e-31 4.83e-31 
24052.47 1.59e-05 1.00e+00 4.44e-07 1.67e-22 4.62e-30 1.32e-21 5.67e-31 
24867.72 1.50e-05 1.00e+00 8.81e-06 8.97e-27 1.48e-30 6.87e-31 6.87e-31 
25698.86 1.34e-05 1.00e+00 1.31e-06 9.42e-24 1.95e-30 9.01e-31 9.01e-31 
26587.16 1.48e-05 1.00e+00 1.30e-06 2.58e-23 2.93e-30 1.36e-30 1.36e-30 
27637.54 1.74e-05 1.00e+00 8.24e-06 7.53e-22 9.72e-28 8.80e-26 2.52e-30 
28986.97 1.98e-05 1.00e+00 1.15e-06 1.32e-25 1.35e-29 6.25e-30 6.25e-30 
#TIME: 36.23 
#NVEL: 67 
#vel_mid[km/s] v0 v1 v2 v3 v4 v5 v6 
440.10 3.31e-10 1.43e-03 9.99e-01 4.26e-06 1.94e-21 1.23e-30 7.92e-37 
999.11 4.20e-10 1.66e-03 9.98e-01 3.07e-06 8.14e-22 9.82e-31 7.92e-37 
1267.34 3.66e-10 1.52e-03 9.98e-01 4.31e-06 1.71e-21 1.40e-30 7.85e-37 
1514.05 3.57e-10 1.47e-03 9.99e-01 5.57e-06 2.32e-21 1.42e-30 1.39e-36 
1808.80 2.16e-10 1.02e-03 9.99e-01 2.50e-05 3.13e-20 3.65e-30 4.16e-36 
1919.29 1.86e-10 9.09e-04 9.99e-01 2.10e-05 3.12e-20 1.90e-29 5.53e-36 
2160.92 1.31e-10 6.96e-04 9.99e-01 5.95e-05 1.60e-19 3.35e-29 9.76e-36 
2292.92 1.12e-10 6.03e-04 9.99e-01 1.70e-04 6.87e-19 2.89e-29 1.27e-35 
2432.98 9.35e-11 5.19e-04 9.99e-01 1.69e-04 8.83e-19 1.60e-28 1.53e-35 
2581.60 8.57e-11 4.75e-04 9.99e-01 5.66e-05 3.33e-19 1.54e-29 1.64e-35 
2739.29 7.21e-11 4.03e-04 9.99e-01 2.13e-04 1.71e-18 5.15e-30 1.58e-35 
2906.62 7.11e-11 4.04e-04 9.99e-01 3.20e-04 9.77e-18 3.43e-28 1.44e-35 
3084.17 5.97e-11 3.56e-04 9.99e-01 9.41e-04 1.24e-16 2.51e-27 1.33e-35 
3272.56 5.39e-11 3.45e-04 9.99e-01 5.08e-04 5.61e-17 9.80e-29 1.23e-35 
3472.46 4.70e-11 3.32e-04 9.99e-01 2.50e-04 4.43e-18 5.90e-29 1.07e-35 
3684.57 4.26e-11 3.39e-04 1.00e+00 6.80e-05 1.73e-19 1.52e-29 8.81e-36 
3909.64 3.69e-11 3.42e-04 1.00e+00 4.33e-05 6.73e-20 8.19e-31 7.71e-36 
4148.46 3.77e-11 3.76e-04 1.00e+00 2.39e-05 1.88e-20 1.76e-29 6.76e-36 
4401.86 4.94e-11 4.56e-04 1.00e+00 1.58e-05 6.01e-21 2.86e-30 5.70e-36 
4670.75 7.49e-11 6.24e-04 9.99e-01 1.31e-05 2.29e-21 5.31e-29 5.17e-36 
4956.05 8.94e-11 6.94e-04 9.99e-01 9.54e-06 7.11e-22 8.23e-29 5.39e-36 
5258.79 1.08e-10 7.68e-04 9.99e-01 6.23e-05 3.87e-20 9.43e-27 5.93e-36 
5580.02 1.63e-10 1.00e-03 9.99e-01 1.97e-05 5.34e-21 1.42e-29 6.44e-36 
5920.87 2.47e-10 1.39e-03 9.99e-01 1.41e-05 8.28e-23 1.38e-28 7.08e-35 
6282.54 3.66e-10 1.91e-03 9.98e-01 2.65e-04 9.40e-19 1.42e-25 7.74e-36 
6666.30 6.04e-10 3.15e-03 9.97e-01 4.39e-05 1.49e-21 1.32e-25 9.39e-31 
7073.50 1.18e-09 5.79e-03 9.94e-01 1.20e-06 3.33e-26 1.49e-33 8.30e-36 
7505.58 2.40e-09 1.04e-02 9.90e-01 6.30e-07 1.40e-27 1.77e-29 8.85e-36 
7964.05 6.83e-09 2.31e-02 9.77e-01 4.71e-09 7.47e-31 5.11e-29 9.30e-36 
8450.53 2.39e-08 5.79e-02 9.42e-01 8.44e-11 8.54e-33 5.98e-30 9.51e-36 
8966.72 8.85e-08 1.53e-01 8.47e-01 3.78e-12 5.36e-32 6.10e-27 1.03e-35 
9514.44 3.71e-07 3.85e-01 6.15e-01 4.60e-13 1.35e-31 7.02e-26 1.22e-35 
10095.62 1.34e-06 7.29e-01 2.71e-01 3.95e-16 5.41e-33 3.22e-28 1.57e-35 
10712.30 3.04e-06 7.82e-01 2.18e-01 7.77e-18 1.71e-33 2.13e-29 2.28e-35 
11366.65 8.96e-06 9.91e-01 8.70e-03 1.69e-21 1.03e-33 8.68e-28 3.93e-35 
12061.10 2.18e-05 9.99e-01 1.02e-03 1.47e-24 1.70e-34 1.40e-34 7.74e-35 
12793.43 4.37e-05 1.00e+00 3.45e-05 3.73e-28 3.29e-34 5.94e-28 1.51e-34 
13528.61 7.34e-05 1.00e+00 2.17e-05 3.06e-27 7.04e-33 5.23e-29 2.89e-34 
14194.74 8.91e-05 1.00e+00 4.00e-07 3.99e-27 7.60e-33 7.49e-27 5.84e-34 
14757.77 1.19e-04 1.00e+00 3.86e-05 4.22e-24 2.67e-30 5.17e-24 1.22e-33 
15240.48 1.07e-04 1.00e+00 4.14e-07 8.90e-26 3.94e-31 1.10e-24 2.33e-33 
15646.99 1.52e-04 1.00e+00 2.19e-05 5.96e-24 2.75e-30 6.78e-24 4.13e-33 
15960.30 1.54e-04 1.00e+00 7.69e-08 1.22e-25 1.82e-32 6.82e-27 6.37e-33 
16187.41 1.72e-04 1.00e+00 1.00e-07 3.21e-25 1.91e-29 1.43e-22 1.14e-32 
16354.17 1.28e-04 1.00e+00 6.73e-08 1.70e-25 4.33e-32 2.00e-32 2.00e-32 
