#NTIMES:    67
#NSTAGES:     5
#TIMES[d]:     0.550    0.605    0.733    0.806    0.887    0.976    1.074    1.181    1.300    1.430    1.573    1.730    1.900    2.090    2.300    2.530    2.783    3.061    3.367    3.704    4.074    4.481    4.929    5.422    5.964    6.560    7.216    7.938    8.732    9.600   10.560   11.620   12.780   14.060   15.470   17.020   18.720   20.590   22.650   24.910   27.400   30.140   33.150   36.460   40.110   44.120   48.530   53.380   58.720   64.590   71.050   78.160   86.000   94.600  104.100  114.500  126.000  138.600  152.500  167.800  184.600  203.100  223.400  245.800  270.400  297.400  320.000
#
#TIME:     0.550
#NVEL: 115
#vel_mid[km/s]           ca0           ca1           ca2           ca3           ca4
    2.758311E+04   1.0000E-099   9.6636E-001   3.3643E-002   1.1450E-037   5.0561E-053
    2.884269E+04   1.0000E-099   9.5136E-001   4.8639E-002   2.5965E-037   6.1114E-053
    3.014497E+04   1.0000E-099   9.2368E-001   7.6320E-002   7.3509E-037   7.9834E-053
    3.148085E+04   1.0000E-099   8.9271E-001   1.0729E-001   1.6861E-036   1.0059E-052
    3.276289E+04   1.0000E-099   8.7147E-001   1.2853E-001   2.6848E-036   1.1543E-052
    3.391810E+04   1.0000E-099   8.4581E-001   1.5419E-001   4.4279E-036   1.3320E-052
    3.495083E+04   1.0000E-099   8.0145E-001   1.9855E-001   9.1014E-036   1.6258E-052
    3.592850E+04   1.0000E-099   7.4106E-001   2.5894E-001   2.0823E-035   2.0174E-052
    3.688885E+04   1.0000E-099   6.7531E-001   3.2469E-001   4.6976E-035   2.4389E-052
    3.786912E+04   1.0000E-099   6.1480E-001   3.8520E-001   9.8654E-035   2.8282E-052
    3.888044E+04   1.0000E-099   5.6723E-001   4.3277E-001   1.8414E-034   3.1438E-052
    3.991994E+04   1.0000E-099   5.3137E-001   4.6863E-001   3.1874E-034   3.3916E-052
    4.098383E+04   1.0000E-099   5.0756E-001   4.9244E-001   5.1846E-034   3.5633E-052
    4.207443E+04   1.0000E-099   4.9693E-001   5.0307E-001   7.8787E-034   3.6441E-052
    4.319619E+04   1.0000E-099   4.9906E-001   5.0094E-001   1.1178E-033   3.6310E-052
    4.435339E+04   1.0000E-099   5.1010E-001   4.8990E-001   1.4918E-033   3.5484E-052
    4.555005E+04   1.0000E-099   5.2205E-001   4.7795E-001   1.9173E-033   3.4582E-052
    4.678738E+04   1.0000E-099   5.2615E-001   4.7385E-001   2.4292E-033   3.4307E-052
