#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
1.1876e+04 1.2025e-05 9.9985e-01 1.4139e-04 2.4187e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.2879e-05 9.9988e-01 1.0959e-04 9.8686e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.1578e-05 9.9989e-01 1.0101e-04 5.6746e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0279e-05 9.9989e-01 9.9912e-05 4.2372e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0200e-05 9.9991e-01 7.7879e-05 1.5089e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 9.4808e-06 9.9993e-01 6.2145e-05 5.1598e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0657e-05 9.9995e-01 3.4338e-05 5.8440e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.1866e-05 9.9997e-01 1.9883e-05 7.8516e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.3859e-05 9.9998e-01 1.0498e-05 7.9887e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.6386e-05 9.9998e-01 5.4746e-06 7.9223e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.1000e-05 9.9998e-01 2.5804e-06 6.1450e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 2.3530e-05 9.9997e-01 1.6285e-06 1.1871e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 2.4096e-05 9.9997e-01 1.1403e-06 2.9057e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 2.1350e-05 9.9998e-01 1.0234e-06 1.4499e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 2.0252e-05 9.9998e-01 8.4711e-07 5.9921e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.9132e-05 9.9998e-01 7.0689e-07 2.5381e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.7258e-05 9.9998e-01 5.9818e-07 1.0333e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.8240e-05 9.9998e-01 3.3850e-07 1.1295e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.6624e-05 9.9998e-01 2.5003e-07 2.6934e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.7168e-05 9.9998e-01 1.2899e-07 1.9202e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.1005e-05 9.9999e-01 1.0698e-07 3.5194e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 5.5470e-06 9.9999e-01 1.0648e-07 8.2278e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.2732e-06 1.0000e+00 2.6425e-07 5.2489e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.5934e-06 1.0000e+00 2.3876e-07 1.6468e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.5043e-06 1.0000e+00 1.2728e-07 1.1113e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.3237e-06 1.0000e+00 8.0575e-08 1.3075e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.4546e-06 1.0000e+00 2.6735e-08 1.7390e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.3935e-06 1.0000e+00 1.3948e-08 1.1070e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.1611e-06 1.0000e+00 1.2773e-08 5.3249e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.1097e-06 1.0000e+00 9.5899e-09 1.5414e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.1794e-06 1.0000e+00 5.3370e-09 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.1473e-06 1.0000e+00 3.4237e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 9.9461e-07 1.0000e+00 2.7976e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.1107e-06 1.0000e+00 1.4371e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 9.9536e-07 1.0000e+00 1.1801e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 6.2813e-07 1.0000e+00 1.9713e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 4.4444e-07 1.0000e+00 2.6528e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.4127e-07 1.0000e+00 3.0453e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.4873e-07 1.0000e+00 1.2203e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.1734e-07 1.0000e+00 1.3655e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 8.8492e-08 1.0000e+00 1.7233e-08 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 7.6986e-08 1.0000e+00 1.5330e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 6.9768e-08 1.0000e+00 1.2338e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 5.7874e-08 1.0000e+00 1.2399e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 5.4531e-08 1.0000e+00 9.1325e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 6.2019e-08 1.0000e+00 4.4325e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 4.1897e-08 1.0000e+00 7.1519e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 4.9147e-08 1.0000e+00 3.2860e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 8.6230e-08 1.0000e+00 6.9392e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 9.5044e-08 1.0000e+00 3.9692e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 6.4445e-08 1.0000e+00 6.0685e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 8.8235e-08 1.0000e+00 2.3008e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 8.4838e-08 1.0000e+00 1.7936e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 8.8357e-08 1.0000e+00 1.2171e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0206e-07 1.0000e+00 6.8995e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 8.9762e-08 1.0000e+00 6.8374e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 3.9006e-08 1.0000e+00 2.7978e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 7.6363e-08 1.0000e+00 6.7198e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.2892e-07 1.0000e+00 2.3116e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.1407e-07 1.0000e+00 2.8363e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.3622e-07 1.0000e+00 1.9935e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.5152e-07 1.0000e+00 1.6055e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 6.2879e-08 1.0000e+00 3.7587e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 23.4878
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
4.2577e+02 7.9205e-27 1.3694e-15 2.4842e-06 2.3440e-01 7.6560e-01 1.2114e-15 9.8748e-37 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 2.9262e-20 5.4702e-11 1.0371e-03 9.6935e-01 2.9615e-02 3.5676e-19 2.0543e-42 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 2.8197e-20 5.2925e-11 1.0142e-03 9.6842e-01 3.0568e-02 3.9622e-19 2.4915e-42 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 2.8039e-20 5.2650e-11 1.0106e-03 9.6826e-01 3.0729e-02 4.0333e-19 2.5742e-42 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 2.8216e-20 5.2968e-11 1.0149e-03 9.6845e-01 3.0535e-02 3.9464e-19 2.4719e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 2.8916e-20 5.4133e-11 1.0299e-03 9.6906e-01 2.9908e-02 3.6848e-19 2.1790e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 2.8381e-20 5.3260e-11 1.0188e-03 9.6862e-01 3.0361e-02 3.8703e-19 2.3850e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 2.8434e-20 5.3424e-11 1.0217e-03 9.6877e-01 3.0211e-02 3.7974e-19 2.2995e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 2.8890e-20 5.3897e-11 1.0250e-03 9.6879e-01 3.0190e-02 3.8266e-19 2.3444e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 3.2646e-20 5.8463e-11 1.0677e-03 9.6987e-01 2.9067e-02 3.5526e-19 2.1005e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 3.9079e-20 6.6354e-11 1.1432e-03 9.7183e-01 2.7027e-02 2.9730e-19 1.5653e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 4.5041e-20 7.3462e-11 1.2091e-03 9.7339e-01 2.5400e-02 2.5356e-19 1.1967e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 4.9379e-20 7.8891e-11 1.2617e-03 9.7466e-01 2.4075e-02 2.1672e-19 9.0524e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 5.3656e-20 8.4556e-11 1.3188e-03 9.7602e-01 2.2659e-02 1.7900e-19 6.4039e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 5.6861e-20 8.9416e-11 1.3722e-03 9.7731e-01 2.1322e-02 1.4539e-19 4.3580e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 5.9957e-20 9.5367e-11 1.4452e-03 9.7904e-01 1.9513e-02 1.0517e-19 2.3542e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 6.7582e-20 1.0726e-10 1.5723e-03 9.8133e-01 1.7100e-02 6.6809e-20 1.0089e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 8.0829e-20 1.2742e-10 1.7756e-03 9.8408e-01 1.4147e-02 3.5043e-20 3.0829e-44 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 1.0618e-19 1.6404e-10 2.1120e-03 9.8705e-01 1.0842e-02 1.4419e-20 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 1.5614e-19 2.3488e-10 2.7033e-03 9.8991e-01 7.3853e-03 4.0048e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 2.6730e-19 3.8811e-10 3.8180e-03 9.9189e-01 4.2871e-03 6.5357e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 5.7698e-19 8.0182e-10 6.2983e-03 9.9178e-01 1.9225e-03 4.4945e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.6502e-18 2.1928e-09 1.2665e-02 9.8672e-01 6.1196e-04 9.7221e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 6.4260e-18 8.3875e-09 3.2587e-02 9.6729e-01 1.2176e-04 4.2106e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 2.6490e-17 3.6739e-08 9.4310e-02 9.0567e-01 1.6617e-05 4.9991e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 1.6648e-16 2.1103e-07 2.9527e-01 7.0473e-01 1.3297e-06 1.8319e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 1.5501e-15 1.3073e-06 7.1178e-01 2.8821e-01 3.6132e-08 1.2209e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 7.7277e-15 4.4188e-06 9.3839e-01 6.1604e-02 4.6320e-10 2.8474e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 9.0665e-15 6.0676e-06 9.7610e-01 2.3895e-02 2.9970e-11 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.1741e-14 8.1448e-06 9.8920e-01 1.0791e-02 3.3134e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 2.0897e-14 1.2516e-05 9.9553e-01 4.4570e-03 3.3016e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 3.9959e-14 2.0039e-05 9.9828e-01 1.7001e-03 2.7172e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 7.8037e-14 3.2828e-05 9.9937e-01 5.9840e-04 1.7930e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.5821e-13 5.5412e-05 9.9975e-01 1.9409e-04 9.4929e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 3.3908e-13 9.6240e-05 9.9984e-01 6.0340e-05 4.5496e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 8.2200e-13 1.8169e-04 9.9980e-01 1.5764e-05 1.3899e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 2.0928e-12 3.5440e-04 9.9964e-01 3.8225e-06 3.4889e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 6.5757e-12 7.8993e-04 9.9921e-01 7.2007e-07 4.6217e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 2.9478e-11 2.2392e-03 9.9776e-01 8.2357e-08 1.6884e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 2.2823e-10 9.4499e-03 9.9055e-01 3.7254e-09 5.3912e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 2.5608e-09 5.2639e-02 9.4736e-01 7.4190e-11 2.0382e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 3.7201e-08 2.9870e-01 7.0130e-01 7.8669e-13 2.5262e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 2.5306e-07 7.6818e-01 2.3181e-01 3.7230e-15 1.4153e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 6.1322e-07 9.3809e-01 6.1905e-02 3.9347e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 9.8371e-07 9.7797e-01 2.2029e-02 1.2723e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.4491e-06 9.9154e-01 8.4607e-03 5.4057e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.9992e-06 9.9609e-01 3.9040e-03 4.4226e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 2.7022e-06 9.9806e-01 1.9394e-03 4.7394e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.6948e-06 9.9895e-01 1.0467e-03 7.3239e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 5.9048e-06 9.9951e-01 4.8566e-04 8.4587e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 8.4703e-06 9.9972e-01 2.6733e-04 1.5685e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.1479e-05 9.9984e-01 1.5116e-04 2.8843e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.3517e-05 9.9988e-01 1.0561e-04 9.3866e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.4700e-05 9.9991e-01 7.9410e-05 3.4926e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.3601e-05 9.9992e-01 6.9143e-05 1.6895e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.2581e-05 9.9992e-01 6.3042e-05 9.8556e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.1863e-05 9.9993e-01 5.4411e-05 4.7823e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.1146e-05 9.9995e-01 4.2541e-05 1.5386e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.1760e-05 9.9996e-01 2.6680e-05 2.5607e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.3673e-05 9.9997e-01 1.4214e-05 2.6782e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.7319e-05 9.9998e-01 6.4185e-06 1.7034e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 2.0844e-05 9.9998e-01 3.2391e-06 1.5326e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.4621e-05 9.9997e-01 1.7901e-06 1.9211e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 2.7604e-05 9.9997e-01 1.1287e-06 3.7013e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 2.6568e-05 9.9997e-01 8.9123e-07 1.3006e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 2.4567e-05 9.9997e-01 7.3616e-07 5.0531e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 2.3207e-05 9.9998e-01 6.1396e-07 2.1352e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 2.1611e-05 9.9998e-01 5.2647e-07 9.8098e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 2.0728e-05 9.9998e-01 3.9487e-07 2.7713e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.6554e-05 9.9998e-01 3.8638e-07 1.5844e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.7925e-05 9.9998e-01 2.0348e-07 1.3573e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.6754e-05 9.9998e-01 1.2771e-07 1.7514e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.2403e-05 9.9999e-01 7.9435e-08 1.3366e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 5.4056e-06 9.9999e-01 1.0574e-07 7.5758e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.5435e-06 1.0000e+00 1.8446e-07 1.5246e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.4897e-06 1.0000e+00 2.6765e-07 2.2832e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.4766e-06 1.0000e+00 1.2414e-07 9.6502e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.3905e-06 1.0000e+00 6.6322e-08 6.5317e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.4836e-06 1.0000e+00 2.3981e-08 1.1617e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.2291e-06 1.0000e+00 1.7194e-08 2.0039e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.4256e-06 1.0000e+00 7.7833e-09 1.1210e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0208e-06 1.0000e+00 1.0766e-08 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
