#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
3.2244e+04 5.9715e-02 9.4029e-01 2.2641e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 9.8999e-02 9.0100e-01 4.0993e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 3.4474e-02 9.6553e-01 4.1171e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 3.5268e-02 9.6473e-01 2.3344e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 7.7470e-04 9.9923e-01 9.4992e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.9077e-04 9.9981e-01 1.1032e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 3.3002e-06 1.0000e+00 4.0599e-07 6.6444e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 7.1557e-07 9.9985e-01 1.4618e-04 7.7885e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.5572e-06 1.0000e+00 2.8340e-07 8.9441e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 6.7760e-02 9.3224e-01 3.1750e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.4273e-04 9.9986e-01 2.7297e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.4585e-04 9.9985e-01 1.7732e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 3.4735e-04 9.9965e-01 2.0167e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 8.4996e-03 9.9150e-01 1.1833e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.3584e-02 9.8642e-01 2.4985e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.2620e-02 9.8738e-01 2.0160e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 6.4040e-04 9.9936e-01 1.2080e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 4.0336e-07 1.0000e+00 6.6925e-07 6.3076e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 9.8258e-05 9.9990e-01 2.7677e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.5898e-07 9.9999e-01 1.0935e-05 8.3132e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 3.3092e-07 1.0000e+00 2.1692e-07 4.1348e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.5868e-08 9.9391e-01 6.0860e-03 1.1783e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.8409e-24 6.6420e-11 7.7570e-02 9.2243e-01 2.5953e-08 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 7.9729e-05 9.9992e-01 7.1201e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 5.0126e-05 9.9995e-01 1.3215e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 3.4811e-04 9.9965e-01 1.7798e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.9913e-07 1.0000e+00 2.1177e-08 2.3822e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.2704e-04 9.9987e-01 8.3142e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 5.4691e-04 9.9945e-01 3.1223e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.5838e-07 1.0000e+00 5.2038e-08 2.5504e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 7.5022e-08 1.0000e+00 6.9117e-07 2.1238e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.6452e-07 1.0000e+00 1.3006e-08 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 9.9321e-06 9.9999e-01 9.2627e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.5235e-05 9.9998e-01 3.9537e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 4.4017e-07 1.0000e+00 1.7327e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.5811
#NVEL: 115
#vel_mid[km/s] ti0 ti1 ti2 ti3 ti4 ti5 ti6 ti7 ti8 ti9
4.2577e+02 3.5396e-38 1.4990e-28 5.9310e-20 2.0993e-12 6.7960e-06 2.0049e-02 7.7126e-01 2.0846e-01 2.2352e-04 4.2898e-10
8.5779e+02 9.2517e-28 5.1566e-20 2.7860e-13 1.3759e-07 7.0438e-03 4.8744e-01 5.0130e-01 4.2181e-03 1.6815e-07 1.3671e-14
8.7843e+02 3.4360e-28 2.0349e-20 1.1926e-13 6.4511e-08 3.8584e-03 3.8296e-01 6.0472e-01 8.4606e-03 6.1517e-07 9.7586e-14
9.1772e+02 3.2257e-28 1.9173e-20 1.1293e-13 6.1425e-08 3.7093e-03 3.7659e-01 6.1088e-01 8.8247e-03 6.6639e-07 1.1026e-13
9.7304e+02 2.8874e-28 1.7283e-20 1.0274e-13 5.6456e-08 3.4676e-03 3.6586e-01 6.2120e-01 9.4723e-03 7.6241e-07 1.3541e-13
1.0350e+03 2.9876e-28 1.7843e-20 1.0577e-13 5.7939e-08 3.5401e-03 3.6913e-01 6.1806e-01 9.2697e-03 7.3169e-07 1.2716e-13
1.1000e+03 2.2675e-28 1.3773e-20 8.3498e-14 4.6891e-08 2.9872e-03 3.4281e-01 6.4316e-01 1.1039e-02 1.0218e-06 2.1197e-13
1.1690e+03 1.3950e-28 8.7300e-21 5.5073e-14 3.2310e-08 2.2130e-03 2.9952e-01 6.8347e-01 1.4793e-02 1.8005e-06 5.0617e-13
1.2425e+03 3.8585e-29 2.5849e-21 1.7945e-14 1.1702e-08 9.6228e-04 2.0075e-01 7.6757e-01 3.0706e-02 7.7348e-06 4.8821e-12
1.3205e+03 3.9164e-30 2.8836e-22 2.3210e-15 1.7835e-09 1.9784e-04 8.7090e-02 8.1686e-01 9.5764e-02 8.6676e-05 2.2713e-10
1.4033e+03 1.8808e-31 1.5428e-23 1.4874e-16 1.3955e-10 2.2191e-05 2.4182e-02 6.7783e-01 2.9667e-01 1.2909e-03 1.9371e-08
1.4915e+03 9.9760e-33 8.9747e-25 1.0154e-17 1.1389e-11 2.4717e-06 5.8308e-03 4.1746e-01 5.6717e-01 9.5383e-03 6.4088e-07
1.5852e+03 5.7347e-34 5.6647e-26 7.4778e-19 9.9730e-13 2.8678e-07 1.3088e-03 2.0913e-01 7.4949e-01 4.0060e-02 9.6543e-06
1.6847e+03 2.4993e-35 2.7383e-27 4.2704e-20 6.8836e-14 2.6585e-08 2.3357e-04 8.3074e-02 7.8379e-01 1.3278e-01 1.1392e-04
1.7904e+03 8.0410e-37 9.9146e-29 1.8558e-21 3.6901e-15 1.9500e-09 3.2739e-05 2.5761e-02 6.3531e-01 3.3788e-01 1.0156e-03
1.9028e+03 1.7710e-38 2.5175e-30 5.7906e-23 1.4601e-16 1.0838e-10 3.4423e-06 5.9215e-03 3.7539e-01 6.1244e-01 6.2447e-03
2.0223e+03 2.8179e-40 4.6409e-32 1.3200e-24 4.2701e-18 4.5269e-12 2.6904e-07 1.0042e-03 1.6259e-01 8.0876e-01 2.7648e-02
2.1493e+03 3.4458e-42 6.6522e-34 2.3689e-26 1.0002e-19 1.5515e-13 1.7104e-08 1.3753e-04 5.6413e-02 8.4784e-01 9.5608e-02
2.2843e+03 4.7644e-44 1.0784e-35 4.7355e-28 2.5752e-21 5.7810e-15 1.1188e-09 1.8192e-05 1.7575e-02 7.3416e-01 2.4825e-01
2.4277e+03 1.4013e-45 3.1895e-37 1.6696e-29 1.1244e-22 3.4609e-16 1.0512e-10 3.0055e-06 5.7734e-03 5.4833e-01 4.4590e-01
2.5802e+03 0.0000e+00 2.7342e-38 1.6245e-30 1.2742e-23 4.8984e-17 2.0080e-11 8.3306e-07 2.5131e-03 4.0876e-01 5.8873e-01
2.7422e+03 0.0000e+00 1.0003e-38 6.3984e-31 5.4445e-24 2.3180e-17 1.0748e-11 5.1490e-07 1.8350e-03 3.6153e-01 6.3663e-01
2.9144e+03 0.0000e+00 2.2697e-38 1.4664e-30 1.2413e-23 5.0431e-17 2.1373e-11 8.9750e-07 2.6776e-03 4.1988e-01 5.7744e-01
3.0973e+03 1.4013e-45 4.8905e-37 2.9499e-29 2.2326e-22 7.2230e-16 2.1169e-10 5.4250e-06 8.6252e-03 6.2148e-01 3.6989e-01
3.2918e+03 5.1007e-43 1.4832e-34 7.7353e-27 4.6952e-20 9.9559e-14 1.3598e-08 1.2698e-04 5.6398e-02 8.5069e-01 9.2780e-02
3.4986e+03 1.2608e-39 3.0863e-31 1.1825e-23 4.8834e-17 5.6281e-11 2.3866e-06 5.0834e-03 3.6687e-01 6.2178e-01 6.2560e-03
3.7182e+03 2.6664e-36 4.6502e-28 1.1243e-20 2.7818e-14 1.5790e-08 1.7610e-04 7.4846e-02 7.8719e-01 1.3768e-01 1.1629e-04
3.9517e+03 4.2189e-33 5.5942e-25 8.9033e-18 1.3868e-11 3.8210e-06 8.3679e-03 4.9672e-01 4.8976e-01 5.1475e-03 1.9562e-07
4.1999e+03 1.9019e-29 2.3373e-21 2.7413e-14 2.9142e-08 3.0509e-03 3.6703e-01 6.2182e-01 8.0945e-03 4.6401e-07 5.1418e-14
4.4636e+03 4.0628e-27 4.2426e-19 3.7262e-12 2.5834e-06 1.0192e-01 8.4243e-01 5.5632e-02 1.4718e-05 7.9593e-12 4.6856e-21
4.7438e+03 4.1335e-26 3.7402e-18 2.7403e-11 1.4226e-05 3.2239e-01 6.6920e-01 8.3938e-03 3.0806e-07 1.5875e-14 6.6871e-25
5.0416e+03 7.9165e-26 6.9296e-18 4.8614e-11 2.3086e-05 4.3576e-01 5.6028e-01 3.9359e-03 7.2304e-08 1.6295e-15 2.7065e-26
5.3582e+03 7.1851e-26 6.5420e-18 4.7660e-11 2.3306e-05 4.4559e-01 5.5073e-01 3.6532e-03 6.2127e-08 1.2655e-15 1.8654e-26
5.6947e+03 6.5831e-26 6.2691e-18 4.7661e-11 2.4025e-05 4.6252e-01 5.3422e-01 3.2284e-03 4.8620e-08 8.4768e-16 1.0418e-26
6.0522e+03 8.4665e-26 8.1244e-18 6.1907e-11 3.0283e-05 5.3295e-01 4.6503e-01 1.9890e-03 1.9723e-08 2.0751e-16 1.4391e-27
6.4323e+03 1.4790e-25 1.3971e-17 1.0391e-10 4.6466e-05 6.6798e-01 3.3126e-01 7.1105e-04 3.0839e-09 1.2017e-17 2.7161e-29
6.8362e+03 3.3628e-25 3.0343e-17 2.1360e-10 8.0919e-05 8.3117e-01 1.6863e-01 1.2217e-04 1.4476e-10 1.1926e-19 4.6748e-32
7.2654e+03 8.3595e-25 6.9792e-17 4.5197e-10 1.3708e-04 9.3313e-01 6.6716e-02 1.3679e-05 3.6109e-12 4.9492e-22 2.5757e-35
7.7216e+03 2.6268e-24 1.9493e-16 1.1197e-09 2.4845e-04 9.8135e-01 1.8403e-02 7.4966e-07 2.9101e-14 4.0557e-25 1.6130e-39
8.2065e+03 1.4282e-23 8.8402e-16 4.2473e-09 5.7581e-04 9.9689e-01 2.5369e-03 9.2727e-09 2.0710e-17 9.5917e-30 1.4013e-45
8.7177e+03 3.4575e-22 1.5426e-14 5.3492e-08 2.7507e-03 9.9719e-01 6.0264e-05 2.4059e-12 2.5712e-23 2.0320e-38 0.0000e+00
9.2147e+03 1.3077e-19 3.1800e-12 5.5285e-06 4.4786e-02 9.5521e-01 8.2982e-08 1.2467e-18 1.2268e-33 0.0000e+00 0.0000e+00
9.6291e+03 7.1946e-17 1.0579e-09 7.8324e-04 6.2951e-01 3.6971e-01 7.1423e-12 4.1314e-27 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 7.5319e-15 7.2320e-08 1.7510e-02 9.7366e-01 8.8259e-03 1.0465e-17 4.9400e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 5.5742e-13 4.2096e-06 2.7838e-01 7.2157e-01 4.7756e-05 5.1481e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.2390e-11 1.0088e-04 9.5843e-01 4.1465e-02 4.2708e-09 1.5688e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 4.7785e-10 9.9172e-04 9.9853e-01 4.7643e-04 4.2256e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 2.1402e-08 1.4578e-02 9.8542e-01 2.2735e-06 4.9130e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 6.4372e-07 1.4690e-01 8.5310e-01 1.4784e-08 1.5002e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 7.2325e-06 6.1506e-01 3.8493e-01 6.9124e-11 5.0696e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 2.3323e-05 9.1733e-01 8.2644e-02 2.1930e-13 1.7896e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 5.5758e-05 9.8468e-01 1.5265e-02 1.0352e-15 2.4775e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.2273e-04 9.9688e-01 2.9975e-03 6.9408e-18 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.5784e-04 9.9916e-01 5.8572e-04 4.3019e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 3.9072e-04 9.9942e-01 1.8630e-04 9.7966e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 5.9884e-04 9.9934e-01 6.0970e-05 2.5510e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.3938e-03 9.9860e-01 8.2544e-06 4.3512e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 4.7060e-03 9.9529e-01 4.2313e-07 3.0791e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 5.3292e-02 9.4671e-01 1.2154e-09 2.6264e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 2.1165e-01 7.8835e-01 1.5249e-11 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 3.7659e-01 6.2341e-01 1.1833e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 5.3002e-01 4.6998e-01 1.5142e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 6.6328e-01 3.3672e-01 2.3972e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 7.3824e-01 2.6176e-01 6.8475e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 7.9322e-01 2.0678e-01 2.1280e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 8.1332e-01 1.8668e-01 1.1292e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 8.2671e-01 1.7329e-01 7.3899e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 8.4833e-01 1.5167e-01 4.2071e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 8.9478e-01 1.0522e-01 1.0955e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 9.1654e-01 8.3465e-02 4.4066e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 9.2965e-01 7.0347e-02 2.0980e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 9.5927e-01 4.0729e-02 2.7164e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 9.5233e-01 4.7674e-02 1.9470e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.6530e-01 3.4702e-02 2.0972e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 9.1432e-01 8.5684e-02 9.2184e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 5.1982e-01 4.8018e-01 1.1833e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.6877e-01 7.3123e-01 5.4897e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.4139e-01 6.5861e-01 1.0150e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.1939e-01 7.8061e-01 1.9164e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.2600e-01 7.7400e-01 8.6740e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.1288e-01 8.8712e-01 3.9293e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 6.3597e-02 9.3640e-01 1.2426e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 4.6077e-01 5.3923e-01 1.8783e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 7.9065e-03 9.9209e-01 8.9955e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.7421e-02 9.8258e-01 7.9978e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.9071e-03 9.9709e-01 3.4130e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.2001e-05 9.9998e-01 5.1293e-09 5.9695e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.3121e-06 9.9999e-01 6.6646e-06 9.0655e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.7490e-05 9.9998e-01 3.6435e-09 9.1084e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.0010e-08 7.9560e-01 2.0440e-01 1.0107e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 3.1114e-03 9.9689e-01 3.8453e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 3.4109e-03 9.9659e-01 2.1005e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.8090e-03 9.9819e-01 5.8055e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.7882e-04 9.9962e-01 1.0795e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 9.7131e-03 9.9029e-01 5.3908e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 4.4752e-02 9.5525e-01 7.8698e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.0911e-02 9.7909e-01 3.5896e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.8375e-06 1.0000e+00 1.0342e-08 5.7453e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.2549e-03 9.9775e-01 3.4819e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.9795e-07 1.0000e+00 5.2762e-07 1.2635e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.1642e-06 1.0000e+00 2.3893e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.1098e-07 9.9999e-01 1.1693e-05 5.1553e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 6.2379e-23 9.4262e-10 3.9892e-01 6.0108e-01 6.4831e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.3154e-03 9.9868e-01 1.8636e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0337e-03 9.9897e-01 2.2646e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.4781e-04 9.9975e-01 3.4072e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.6561e-06 1.0000e+00 2.2506e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 5.6541e-04 9.9943e-01 3.4696e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.1535e-07 1.0000e+00 1.4880e-07 9.7096e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0314e-06 1.0000e+00 7.9287e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
