#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
2.1493e+03 2.2000e-34 4.0592e-26 7.6818e-19 8.9461e-12 2.5675e-05 9.9997e-01
2.2843e+03 5.8049e-35 1.2892e-26 2.9143e-19 4.2663e-12 1.7312e-05 9.9998e-01
2.4277e+03 1.9280e-35 5.0084e-27 1.3184e-19 2.3357e-12 1.2574e-05 9.9999e-01
2.5802e+03 8.6722e-36 2.5389e-27 7.5173e-20 1.5337e-12 1.0072e-05 9.9999e-01
2.7422e+03 5.8565e-36 1.8375e-27 5.8285e-20 1.2808e-12 9.1803e-06 9.9999e-01
2.9144e+03 6.4770e-36 2.0467e-27 6.5460e-20 1.4276e-12 9.7682e-06 9.9999e-01
3.0973e+03 1.2726e-35 3.7816e-27 1.1427e-19 2.2530e-12 1.2535e-05 9.9999e-01
3.2918e+03 4.5294e-35 1.2025e-26 3.2934e-19 5.3790e-12 2.0195e-05 9.9998e-01
3.4986e+03 4.8251e-34 9.6440e-26 2.0505e-18 2.2726e-11 4.3980e-05 9.9996e-01
3.7182e+03 1.4420e-32 1.7720e-24 2.4215e-17 1.4755e-10 1.1910e-04 9.9988e-01
3.9517e+03 4.8507e-31 3.7988e-23 3.5671e-16 1.1814e-09 3.6594e-04 9.9963e-01
4.1999e+03 2.7406e-29 1.5883e-21 1.3348e-14 2.2621e-08 1.8989e-03 9.9810e-01
4.4636e+03 1.9428e-27 7.6984e-20 5.3382e-13 4.1463e-07 9.5262e-03 9.9047e-01
4.7438e+03 1.7725e-26 5.6656e-19 3.4420e-12 1.7511e-06 2.1038e-02 9.7896e-01
5.0416e+03 3.0429e-26 9.3403e-19 5.5748e-12 2.5558e-06 2.5942e-02 9.7406e-01
5.3582e+03 2.3741e-26 7.6744e-19 4.8267e-12 2.3264e-06 2.4780e-02 9.7522e-01
5.6947e+03 2.1030e-26 7.0908e-19 4.6788e-12 2.3132e-06 2.4858e-02 9.7514e-01
6.0522e+03 2.9047e-26 9.6856e-19 6.4292e-12 2.9876e-06 2.8708e-02 9.7129e-01
6.4323e+03 7.0206e-26 2.1964e-18 1.4152e-11 5.5335e-06 4.0343e-02 9.5965e-01
6.8362e+03 2.8083e-25 7.8867e-18 4.7738e-11 1.4165e-05 6.7372e-02 9.3261e-01
7.2654e+03 1.5900e-24 3.8565e-17 2.1072e-10 4.3903e-05 1.2309e-01 8.7686e-01
7.7216e+03 1.3623e-23 2.7450e-16 1.2947e-09 1.7090e-04 2.4531e-01 7.5452e-01
8.2065e+03 2.7009e-22 4.1686e-15 1.5328e-08 1.0105e-03 5.3259e-01 4.6640e-01
8.7177e+03 3.4425e-20 3.3652e-13 7.0117e-07 1.1917e-02 9.1629e-01 7.1789e-02
9.2147e+03 7.9945e-17 3.9074e-10 2.1625e-04 2.9937e-01 6.9972e-01 6.9310e-04
9.6291e+03 9.9412e-14 2.3843e-07 1.7942e-02 9.5819e-01 2.3871e-02 7.8941e-08
9.9539e+03 4.9333e-11 5.2533e-05 4.0010e-01 5.9975e-01 9.3809e-05 5.0786e-13
1.0246e+04 7.1233e-09 2.0303e-03 9.7584e-01 2.2133e-02 8.7945e-09 2.4977e-20
1.0542e+04 1.3911e-06 6.2690e-02 9.3720e-01 1.1124e-04 2.2542e-14 4.3578e-30
1.0840e+04 2.5641e-04 8.5238e-01 1.4737e-01 2.5680e-08 4.6648e-22 7.6511e-43
1.1119e+04 5.1062e-03 9.9352e-01 1.3726e-03 2.1149e-13 1.5787e-31 0.0000e+00
1.1356e+04 6.5162e-02 9.3482e-01 1.5968e-05 4.2750e-18 3.4021e-40 0.0000e+00
1.1540e+04 4.4596e-01 5.5404e-01 1.5308e-07 1.0552e-22 0.0000e+00 0.0000e+00
1.1677e+04 8.7075e-01 1.2925e-01 8.0567e-10 2.0249e-27 0.0000e+00 0.0000e+00
1.1784e+04 9.7500e-01 2.4999e-02 5.7780e-12 1.0032e-31 0.0000e+00 0.0000e+00
1.1876e+04 9.9420e-01 5.7953e-03 8.6050e-14 2.4168e-35 0.0000e+00 0.0000e+00
1.1964e+04 9.9847e-01 1.5309e-03 1.9365e-15 1.3549e-38 0.0000e+00 0.0000e+00
1.2056e+04 9.9943e-01 5.6692e-04 1.0047e-16 3.4152e-41 0.0000e+00 0.0000e+00
1.2170e+04 9.9980e-01 2.0334e-04 4.9706e-18 8.2677e-44 0.0000e+00 0.0000e+00
1.2360e+04 9.9995e-01 5.0561e-05 8.8629e-20 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 9.9999e-01 5.5069e-06 1.5073e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 3.8408e-07 7.5641e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 3.1286e-08 5.7668e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 1.5902e-09 1.1493e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 1.4093e-10 1.0755e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 1.5171e-11 1.7236e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 1.7234e-12 3.0404e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 3.0699e-13 1.7516e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 9.0426e-14 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 2.6252e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.0016e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 3.7975e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.6400e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 6.8987e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 3.0954e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 1.7840e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 8.8198e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 2.1151e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 4.4954e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 9.0405e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.2675e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.6907e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.7415e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 8.2554e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 5.0592e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 7.9530e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 3.1309e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 5.4079e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 1.6553e-12 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 4.1662e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 1.3182e-11 2.9988e-43 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.2454e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 9.0641e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 2.3682e-10 5.0699e-40 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 1.1702e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 1.7095e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.1147e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 4.7103e-10 1.4305e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 3.9841e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.8385e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 1.3127e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 2.8560e-10 1.1598e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 3.2102e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 3.6255e-10 1.4969e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 5.2475e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 9.5248e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.5053e-11 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 8.8214e-01 1.1786e-01 5.9314e-16 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 9.9509e-01 4.9150e-03 5.2594e-20 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 2.4273e-10 1.2294e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 2.1851e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 2.8631e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 5.0417e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 3.3834e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 2.6183e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 1.4129e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 1.3128e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 2.3738e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3688
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 2.9115e-37 6.4806e-28 2.0715e-19 1.3743e-11 4.6461e-05 9.9995e-01
8.5779e+02 6.4436e-28 1.8764e-20 7.7455e-14 6.8950e-08 3.2495e-03 9.9675e-01
8.7843e+02 6.9326e-28 2.0009e-20 8.2057e-14 7.2077e-08 3.3288e-03 9.9667e-01
9.1772e+02 6.7432e-28 1.9527e-20 8.0268e-14 7.0862e-08 3.2981e-03 9.9670e-01
9.7304e+02 6.4866e-28 1.8877e-20 7.7895e-14 6.9261e-08 3.2576e-03 9.9674e-01
1.0350e+03 6.2748e-28 1.8333e-20 7.5871e-14 6.7871e-08 3.2218e-03 9.9678e-01
1.1000e+03 5.3231e-28 1.5872e-20 6.6698e-14 6.1490e-08 3.0537e-03 9.9695e-01
1.1690e+03 3.4220e-28 1.0777e-20 4.7194e-14 4.7169e-08 2.6444e-03 9.9736e-01
1.2425e+03 1.4147e-28 4.9458e-21 2.3370e-14 2.7393e-08 1.9667e-03 9.9803e-01
1.3205e+03 3.6647e-29 1.4855e-21 7.7673e-15 1.1547e-08 1.2255e-03 9.9877e-01
1.4033e+03 7.6768e-30 3.6903e-22 2.1739e-15 4.2329e-09 7.0753e-04 9.9929e-01
1.4915e+03 1.7674e-30 1.0033e-22 6.6907e-16 1.6740e-09 4.2659e-04 9.9957e-01
1.5852e+03 4.6621e-31 3.1050e-23 2.3523e-16 7.3871e-10 2.7368e-04 9.9973e-01
1.6847e+03 1.1678e-31 9.2449e-24 8.0941e-17 3.2181e-10 1.7469e-04 9.9983e-01
1.7904e+03 2.6669e-32 2.5647e-24 2.6631e-17 1.3641e-10 1.1016e-04 9.9989e-01
1.9028e+03 5.5042e-33 6.5946e-25 8.3649e-18 5.6353e-11 6.8721e-05 9.9993e-01
2.0223e+03 1.1622e-33 1.7301e-25 2.6833e-18 2.3654e-11 4.3259e-05 9.9996e-01
2.1493e+03 2.5060e-34 4.6300e-26 8.8017e-19 1.0114e-11 2.7524e-05 9.9997e-01
2.2843e+03 6.4348e-35 1.4367e-26 3.2720e-19 4.7492e-12 1.8405e-05 9.9998e-01
2.4277e+03 2.1057e-35 5.5079e-27 1.4622e-19 2.5744e-12 1.3295e-05 9.9999e-01
2.5802e+03 9.4105e-36 2.7750e-27 8.2848e-20 1.6811e-12 1.0617e-05 9.9999e-01
2.7422e+03 6.3538e-36 2.0075e-27 6.4187e-20 1.4027e-12 9.6714e-06 9.9999e-01
2.9144e+03 7.0371e-36 2.2392e-27 7.2212e-20 1.5660e-12 1.0300e-05 9.9999e-01
3.0973e+03 1.3981e-35 4.1799e-27 1.2732e-19 2.4922e-12 1.3280e-05 9.9999e-01
3.2918e+03 5.1705e-35 1.3744e-26 3.7829e-19 6.0943e-12 2.1676e-05 9.9998e-01
3.4986e+03 5.8167e-34 1.1561e-25 2.4600e-18 2.6630e-11 4.8081e-05 9.9995e-01
3.7182e+03 1.7726e-32 2.1644e-24 2.9662e-17 1.7585e-10 1.3149e-04 9.9987e-01
3.9517e+03 6.1213e-31 4.7644e-23 4.5071e-16 1.4442e-09 4.1004e-04 9.9959e-01
4.1999e+03 3.9827e-29 2.2581e-21 1.8965e-14 3.0140e-08 2.2316e-03 9.9777e-01
4.4636e+03 3.1061e-27 1.1966e-19 8.2683e-13 5.8853e-07 1.1595e-02 9.8840e-01
4.7438e+03 2.9916e-26 9.2579e-19 5.5794e-12 2.5675e-06 2.6041e-02 9.7396e-01
5.0416e+03 5.3182e-26 1.5751e-18 9.2960e-12 3.8254e-06 3.2457e-02 9.6754e-01
5.3582e+03 4.2221e-26 1.3142e-18 8.1598e-12 3.5181e-06 3.1181e-02 9.6882e-01
5.6947e+03 3.7341e-26 1.2129e-18 7.9013e-12 3.4950e-06 3.1263e-02 9.6873e-01
6.0522e+03 5.2499e-26 1.6843e-18 1.1023e-11 4.5638e-06 3.6309e-02 9.6369e-01
6.4323e+03 1.2887e-25 3.8792e-18 2.4611e-11 8.5349e-06 5.1229e-02 9.4876e-01
6.8362e+03 5.2486e-25 1.4191e-17 8.4410e-11 2.2074e-05 8.5746e-02 9.1423e-01
7.2654e+03 2.9999e-24 7.0171e-17 3.7582e-10 6.8553e-05 1.5566e-01 8.4427e-01
7.7216e+03 2.5740e-23 5.0087e-16 2.3028e-09 2.6355e-04 3.0260e-01 6.9713e-01
8.2065e+03 4.9986e-22 7.4531e-15 2.6363e-08 1.4801e-03 6.0992e-01 3.8860e-01
8.7177e+03 6.1383e-20 5.8466e-13 1.1429e-06 1.6098e-02 9.3317e-01 5.0728e-02
9.2147e+03 1.4394e-16 6.9238e-10 3.4206e-04 3.7560e-01 6.2366e-01 3.9742e-04
9.6291e+03 1.5765e-13 3.7152e-07 2.3831e-02 9.6041e-01 1.5763e-02 3.0385e-08
9.9539e+03 7.9712e-11 7.9275e-05 4.8659e-01 5.1328e-01 4.7888e-05 1.3346e-13
1.0246e+04 1.0471e-08 2.6643e-03 9.8277e-01 1.4565e-02 3.0771e-09 3.8799e-21
1.0542e+04 2.3269e-06 8.7290e-02 9.1265e-01 6.2386e-05 5.6191e-15 3.8709e-31
1.0840e+04 3.3881e-04 8.9853e-01 1.0114e-01 9.1571e-09 6.3342e-23 3.0829e-44
1.1119e+04 6.9199e-03 9.9230e-01 7.7927e-04 5.1284e-14 1.0918e-32 0.0000e+00
1.1356e+04 9.2417e-02 9.0758e-01 7.6452e-06 7.0461e-19 1.1524e-41 0.0000e+00
1.1540e+04 5.6606e-01 4.3394e-01 4.7992e-08 8.2469e-24 0.0000e+00 0.0000e+00
1.1677e+04 9.2160e-01 7.8400e-02 1.6217e-10 7.4461e-29 0.0000e+00 0.0000e+00
1.1784e+04 9.8710e-01 1.2896e-02 8.1411e-13 1.9548e-33 0.0000e+00 0.0000e+00
1.1876e+04 9.9748e-01 2.5198e-03 8.0477e-15 2.2644e-37 0.0000e+00 0.0000e+00
1.1964e+04 9.9942e-01 5.7728e-04 1.2597e-16 6.4870e-41 0.0000e+00 0.0000e+00
1.2056e+04 9.9980e-01 2.0329e-04 5.7257e-18 1.2752e-43 0.0000e+00 0.0000e+00
1.2170e+04 9.9992e-01 7.5777e-05 3.1488e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 9.9998e-01 1.8329e-05 5.1965e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 2.0275e-06 9.2247e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 1.1793e-07 2.7630e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 6.5656e-09 7.1348e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 2.0606e-10 3.6571e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 1.7387e-11 2.8712e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 1.8645e-12 4.2283e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 2.2643e-13 8.4078e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 4.4327e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 1.2674e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 4.7287e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 2.3193e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 8.4910e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 4.7346e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 2.4091e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 9.9604e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 5.0810e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 2.1213e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 1.7539e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 2.5920e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 4.0105e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 2.7829e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 2.2094e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 1.1679e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 3.9134e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.7906e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 8.4860e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 7.4878e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 6.2413e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 2.7712e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 1.4498e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 4.2285e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 2.3056e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 8.7193e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 1.2168e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 1.5115e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 1.4622e-08 9.2427e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.3283e-06 8.6463e-29 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 1.3256e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 3.4355e-10 4.1064e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 8.4340e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.7928e-04 9.9982e-01 3.1603e-06 3.6687e-23 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 1.0889e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 1.6677e-09 2.0379e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 2.4225e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 5.7304e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 1.2183e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.2012e-08 4.0068e-36 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 9.9483e-01 5.1743e-03 7.3546e-20 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 9.9988e-01 1.1700e-04 1.5106e-24 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 3.1012e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 1.0787e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 1.4307e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.1654e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 2.2127e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 1.1268e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 6.7995e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 8.4980e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 7.5909e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3973
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 4.6192e-37 9.9871e-28 3.1809e-19 1.9493e-11 5.6547e-05 9.9994e-01
8.5779e+02 8.5343e-28 2.4588e-20 1.0228e-13 8.6909e-08 3.7048e-03 9.9630e-01
8.7843e+02 8.7355e-28 2.5098e-20 1.0419e-13 8.8155e-08 3.7337e-03 9.9627e-01
9.1772e+02 8.5657e-28 2.4667e-20 1.0256e-13 8.7093e-08 3.7091e-03 9.9629e-01
9.7304e+02 8.1910e-28 2.3722e-20 9.9066e-14 8.4822e-08 3.6564e-03 9.9634e-01
1.0350e+03 8.0169e-28 2.3276e-20 9.7384e-14 8.3710e-08 3.6302e-03 9.9637e-01
1.1000e+03 6.7195e-28 1.9939e-20 8.4796e-14 7.5296e-08 3.4273e-03 9.9657e-01
1.1690e+03 4.3468e-28 1.3613e-20 6.0288e-14 5.7991e-08 2.9743e-03 9.9703e-01
1.2425e+03 1.7772e-28 6.1872e-21 2.9589e-14 3.3472e-08 2.2047e-03 9.9780e-01
1.3205e+03 4.4587e-29 1.8067e-21 9.5826e-15 1.3846e-08 1.3596e-03 9.9864e-01
1.4033e+03 9.0128e-30 4.3477e-22 2.6024e-15 4.9627e-09 7.7524e-04 9.9922e-01
1.4915e+03 2.0233e-30 1.1554e-22 7.8335e-16 1.9298e-09 4.6302e-04 9.9954e-01
1.5852e+03 5.2716e-31 3.5350e-23 2.7212e-16 8.4375e-10 2.9549e-04 9.9970e-01
1.6847e+03 1.3050e-31 1.0407e-23 9.2481e-17 3.6390e-10 1.8753e-04 9.9981e-01
1.7904e+03 2.9692e-32 2.8737e-24 3.0220e-17 1.5331e-10 1.1782e-04 9.9988e-01
