#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
3.9517e+03 1.0000e+00 6.9590e-08 2.1909e-30 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.0000e+00 2.6313e-08 1.1181e-31 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.0000e+00 8.5701e-09 4.4093e-33 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0000e+00 2.1410e-09 9.6366e-35 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.0000e+00 3.8570e-10 8.4118e-37 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.0000e+00 5.7391e-11 4.0099e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.0000e+00 8.6402e-12 1.7967e-41 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.0000e+00 1.1897e-12 5.7453e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0000e+00 1.9388e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.0000e+00 3.7158e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.0000e+00 6.6011e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0000e+00 1.0122e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.0000e+00 1.3731e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.0000e+00 1.7129e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.0000e+00 1.9577e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.0000e+00 2.1286e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0000e+00 2.4594e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.0000e+00 6.2606e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0000e+00 1.8236e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.0000e+00 7.8481e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0000e+00 7.3976e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.0000e+00 9.3050e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 1.2517e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 1.6612e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 2.1646e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 2.7482e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 3.1318e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 4.3657e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 4.9770e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 6.2938e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 1.3873e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 2.6110e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 4.9672e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 6.4651e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 8.2105e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 8.3034e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 9.7192e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 9.0286e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 1.1208e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 1.2545e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.6040e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.5825e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.7576e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 1.4520e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.0088e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 4.2314e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 2.1933e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 9.7855e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 4.4197e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 4.0694e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 2.3073e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 2.9165e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 3.1787e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 2.0283e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 1.6630e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 6.5103e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 6.6491e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 3.2499e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 2.1140e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 9.4305e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 1.3656e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.4940e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 1.1681e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 6.9333e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 7.3234e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 7.8884e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 8.3526e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 6.1347e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 3.2607e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 1.2134e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 3.5135e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 9.7461e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 9.4332e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 6.2556e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 2.8814e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 5.7813e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 1.8287e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 2.0655e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 1.2970e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 8.8606e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 4.3865e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 6.8658e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 6.0673e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 5.9099e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 9.8469e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 9.1351e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 8.6087e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.6312e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 71.4351
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 9.9993e-01 7.0092e-05 2.3212e-23 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 1.0000e+00 7.8503e-07 2.9810e-27 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.0000e+00 8.2002e-07 3.3578e-27 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.0000e+00 8.4445e-07 3.6390e-27 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 1.0000e+00 9.2223e-07 4.6274e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.0000e+00 1.0166e-06 6.0400e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 1.0000e+00 1.0938e-06 7.3735e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.0000e+00 1.2575e-06 1.0777e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 1.0000e+00 1.4099e-06 1.4815e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 1.0000e+00 1.7861e-06 2.9124e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 1.0000e+00 2.2458e-06 5.6444e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 1.0000e+00 2.9019e-06 1.1671e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 1.0000e+00 4.1353e-06 3.1051e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 9.9999e-01 5.5860e-06 7.0887e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 9.9999e-01 7.3396e-06 1.4854e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 9.9999e-01 9.8662e-06 3.2650e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 9.9999e-01 1.2714e-05 6.4353e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 9.9999e-01 1.4937e-05 9.8246e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 9.9998e-01 1.5707e-05 1.1109e-23 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 9.9998e-01 1.5052e-05 9.6699e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 9.9999e-01 1.2141e-05 5.2040e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 9.9999e-01 8.3406e-06 1.7726e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.0000e+00 4.9072e-06 3.8490e-25 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.0000e+00 2.3884e-06 4.7660e-26 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 1.0000e+00 1.1912e-06 5.7790e-27 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 1.0000e+00 5.7318e-07 6.6473e-28 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 1.0000e+00 1.8217e-07 2.9151e-29 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 1.0000e+00 3.9456e-08 4.3914e-31 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.0000e+00 1.4354e-08 2.0159e-32 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.0000e+00 4.4689e-09 7.0214e-34 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 1.0000e+00 1.0347e-09 1.2393e-35 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 1.0000e+00 1.7695e-10 9.2228e-38 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 1.0000e+00 2.6702e-11 4.4422e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.0000e+00 4.1422e-12 2.1019e-42 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 1.0000e+00 5.7355e-13 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 1.0000e+00 1.0029e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 1.0000e+00 1.9674e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.0000e+00 3.3821e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.0000e+00 5.1432e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.0000e+00 6.8438e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 1.0000e+00 8.0970e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 1.0000e+00 8.3840e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 1.0000e+00 7.6887e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0000e+00 8.4937e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.0000e+00 1.6406e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.0000e+00 3.5876e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.0000e+00 1.2731e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.0000e+00 1.1970e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 1.0000e+00 1.6850e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.0000e+00 2.4995e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 1.0000e+00 3.9362e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 1.0000e+00 6.1527e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.0000e+00 8.5547e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.0000e+00 1.1665e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.0000e+00 1.8438e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0000e+00 2.1011e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 1.0000e+00 3.0941e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.0000e+00 7.5164e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.0000e+00 1.5710e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 1.0000e+00 3.2741e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0000e+00 4.3583e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e+00 5.7676e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 1.0000e+00 6.6549e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 1.0000e+00 6.3921e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 1.0000e+00 5.7558e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 1.0000e+00 7.5984e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.0000e+00 9.5990e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.0000e+00 1.0021e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.0000e+00 1.0403e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.0000e+00 1.3391e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.0000e+00 1.0581e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.0000e+00 1.6476e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.0000e+00 3.6180e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 1.0000e+00 1.5076e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 1.0000e+00 7.0679e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0000e+00 3.1879e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.0000e+00 1.3758e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.0000e+00 1.8797e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.0000e+00 1.6704e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.0000e+00 2.3157e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.0000e+00 8.9835e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.0000e+00 4.1777e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0000e+00 3.5103e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0000e+00 1.4399e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 1.0000e+00 1.0946e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 1.0000e+00 1.1718e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.0000e+00 9.4710e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0000e+00 1.1751e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.0000e+00 1.1777e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.0000e+00 5.4321e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.0000e+00 9.1459e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.0000e+00 4.1486e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.0000e+00 3.3531e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.0000e+00 1.9281e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 1.0000e+00 4.5034e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.0000e+00 4.1938e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.0000e+00 2.5555e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0000e+00 6.2678e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.0000e+00 2.9276e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.0000e+00 3.6847e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0000e+00 3.0605e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.0000e+00 1.4093e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.0000e+00 7.7642e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0000e+00 2.2817e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.0000e+00 2.6646e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.0000e+00 9.4821e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.0000e+00 1.1736e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.0000e+00 6.9081e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0000e+00 3.0330e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.0000e+00 1.4421e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.0000e+00 5.1136e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.0000e+00 4.3101e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.0000e+00 3.5200e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.0000e+00 3.5849e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 9.8521e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 72.9218
#NVEL: 115
#vel_mid[km/s] ar0 ar1 ar2 ar3 ar4 ar5
4.2577e+02 9.9996e-01 4.1706e-05 5.3701e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 1.0000e+00 4.5234e-07 6.3165e-28 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.0000e+00 4.7843e-07 7.3619e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.0000e+00 4.7820e-07 7.3534e-28 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 1.0000e+00 5.1814e-07 9.1520e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.0000e+00 5.6051e-07 1.1347e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 1.0000e+00 6.2149e-07 1.5039e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.0000e+00 7.2996e-07 2.3305e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 1.0000e+00 8.3291e-07 3.3612e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 1.0000e+00 1.0252e-06 6.1074e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 1.0000e+00 1.3150e-06 1.2500e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 1.0000e+00 1.7571e-06 2.8333e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 1.0000e+00 2.3833e-06 6.5865e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 1.0000e+00 3.3281e-06 1.6467e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 1.0000e+00 4.3757e-06 3.4570e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 9.9999e-01 5.9510e-06 7.8444e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 9.9999e-01 7.6916e-06 1.5588e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 9.9999e-01 9.1811e-06 2.4856e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 9.9999e-01 9.7621e-06 2.8966e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 9.9999e-01 9.1821e-06 2.3959e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 9.9999e-01 7.5284e-06 1.3478e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 9.9999e-01 5.2086e-06 4.6780e-25 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.0000e+00 2.9278e-06 8.9565e-26 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.0000e+00 1.4140e-06 1.0836e-26 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 1.0000e+00 6.8750e-07 1.2216e-27 0.0000e+00 0.0000e+00 0.0000e+00
