#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
11366.65 4.20e-20 8.69e-12 7.16e-05 1.00e+00 2.79e-18 
12061.10 1.39e-18 3.01e-10 6.96e-04 9.99e-01 9.15e-23 
12793.43 1.04e-16 2.14e-08 1.02e-02 9.90e-01 4.87e-28 
13528.61 1.42e-14 2.61e-06 1.89e-01 8.11e-01 2.65e-30 
14194.74 5.77e-13 7.98e-05 8.35e-01 1.65e-01 2.87e-31 
14757.77 3.37e-12 3.80e-04 9.79e-01 2.02e-02 7.15e-32 
15240.48 2.00e-11 1.52e-03 9.96e-01 2.77e-03 1.18e-32 
15646.99 1.57e-10 6.52e-03 9.93e-01 3.15e-04 1.98e-33 
15960.30 1.49e-09 3.00e-02 9.70e-01 3.61e-05 2.90e-34 
16187.41 7.66e-09 9.49e-02 9.05e-01 6.01e-06 1.09e-34 
16354.17 1.85e-08 1.83e-01 8.17e-01 1.81e-06 7.08e-35 
16484.18 3.26e-08 2.94e-01 7.06e-01 5.65e-07 3.84e-35 
16593.12 4.37e-08 3.93e-01 6.07e-01 2.36e-07 4.58e-35 
16691.99 5.12e-08 4.64e-01 5.36e-01 1.25e-07 2.81e-35 
16788.59 7.72e-08 6.05e-01 3.95e-01 3.84e-08 1.13e-35 
16888.37 8.22e-08 6.65e-01 3.35e-01 1.99e-08 2.20e-35 
16998.79 1.05e-07 7.76e-01 2.24e-01 5.44e-09 1.35e-35 
17146.37 1.17e-07 8.35e-01 1.65e-01 2.16e-09 1.55e-35 
17415.23 1.61e-07 9.39e-01 6.13e-02 1.42e-10 5.78e-36 
17888.12 2.17e-07 9.85e-01 1.50e-02 3.33e-12 5.96e-36 
18532.37 3.12e-07 9.98e-01 2.41e-03 2.99e-14 2.55e-36 
19260.76 3.97e-07 1.00e+00 3.68e-04 2.01e-16 2.35e-37 
20034.10 3.83e-07 1.00e+00 8.75e-05 3.92e-18 2.80e-37 
20838.00 3.46e-07 1.00e+00 2.41e-05 1.04e-19 3.38e-37 
21647.97 4.24e-07 1.00e+00 7.82e-06 4.44e-21 3.84e-37 
22447.94 3.45e-07 1.00e+00 3.27e-06 5.59e-22 4.77e-37 
23245.88 4.34e-07 1.00e+00 9.77e-07 2.38e-23 6.19e-37 
24052.47 2.94e-07 1.00e+00 4.10e-07 1.01e-24 8.04e-37 
24867.72 3.95e-07 1.00e+00 1.30e-07 8.24e-26 1.05e-36 
25698.86 3.71e-07 1.00e+00 5.56e-08 2.64e-26 1.42e-36 
26587.16 4.32e-07 1.00e+00 1.72e-08 3.72e-26 2.11e-36 
27637.54 5.29e-07 1.00e+00 4.43e-09 6.84e-26 3.73e-36 
28986.97 7.69e-07 1.00e+00 9.73e-10 1.77e-25 8.91e-36 
#TIME: 5.98 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.70e-22 1.41e-14 5.30e-07 1.00e+00 1.04e-06 
999.11 1.40e-22 7.62e-15 3.40e-07 1.00e+00 1.25e-05 
1267.34 9.19e-23 4.93e-15 2.39e-07 1.00e+00 5.42e-05 
1514.05 7.32e-23 3.80e-15 1.90e-07 1.00e+00 2.70e-04 
1808.80 4.53e-23 2.54e-15 1.44e-07 9.99e-01 6.87e-04 
1919.29 3.78e-23 2.09e-15 1.21e-07 9.98e-01 1.75e-03 
2160.92 2.68e-23 1.58e-15 1.00e-07 9.96e-01 4.03e-03 
2292.92 2.18e-23 1.31e-15 8.76e-08 9.94e-01 5.90e-03 
2432.98 2.01e-23 1.19e-15 7.90e-08 9.88e-01 1.16e-02 
2581.60 1.49e-23 9.56e-16 6.94e-08 9.84e-01 1.64e-02 
2739.29 1.14e-23 7.86e-16 6.12e-08 9.74e-01 2.65e-02 
2906.62 9.58e-24 7.01e-16 5.77e-08 9.73e-01 2.70e-02 
3084.17 7.68e-24 6.07e-16 5.40e-08 9.73e-01 2.71e-02 
3272.56 5.85e-24 5.13e-16 5.03e-08 9.76e-01 2.39e-02 
3472.46 4.79e-24 4.59e-16 4.85e-08 9.80e-01 1.97e-02 
3684.57 3.95e-24 4.18e-16 4.76e-08 9.86e-01 1.43e-02 
3909.64 2.84e-24 3.47e-16 4.47e-08 9.89e-01 1.08e-02 
4148.46 2.76e-24 3.52e-16 4.62e-08 9.92e-01 8.06e-03 
4401.86 3.35e-24 4.13e-16 5.16e-08 9.95e-01 5.47e-03 
4670.75 3.84e-24 4.66e-16 5.66e-08 9.97e-01 3.48e-03 
4956.05 3.01e-24 4.10e-16 5.47e-08 9.98e-01 2.49e-03 
5258.79 2.30e-24 3.54e-16 5.23e-08 9.98e-01 1.94e-03 
5580.02 2.30e-24 3.69e-16 5.56e-08 9.99e-01 1.15e-03 
5920.87 2.10e-24 3.66e-16 5.81e-08 9.99e-01 6.38e-04 
6282.54 2.16e-24 3.94e-16 6.35e-08 1.00e+00 3.21e-04 
6666.30 2.28e-24 4.40e-16 7.14e-08 1.00e+00 1.49e-04 
7073.50 2.97e-24 5.74e-16 8.84e-08 1.00e+00 5.42e-05 
7505.58 3.38e-24 7.08e-16 1.08e-07 1.00e+00 1.47e-05 
7964.05 4.85e-24 1.05e-15 1.50e-07 1.00e+00 3.63e-06 
8450.53 9.00e-24 1.96e-15 2.39e-07 1.00e+00 3.42e-07 
8966.72 2.04e-23 4.32e-15 4.23e-07 1.00e+00 2.73e-08 
9514.44 5.49e-23 1.19e-14 8.86e-07 1.00e+00 8.61e-10 
10095.62 2.69e-22 5.75e-14 2.64e-06 1.00e+00 6.46e-12 
10712.30 2.84e-21 5.85e-13 1.23e-05 1.00e+00 7.71e-15 
11366.65 5.02e-20 1.09e-11 8.39e-05 1.00e+00 1.17e-18 
12061.10 1.69e-18 3.78e-10 8.15e-04 9.99e-01 4.08e-23 
12793.43 1.37e-16 2.89e-08 1.24e-02 9.88e-01 2.16e-28 
13528.61 1.84e-14 3.45e-06 2.22e-01 7.78e-01 2.67e-30 
14194.74 6.22e-13 8.83e-05 8.55e-01 1.45e-01 3.14e-31 
14757.77 3.71e-12 4.23e-04 9.83e-01 1.69e-02 6.59e-32 
15240.48 2.23e-11 1.73e-03 9.96e-01 2.10e-03 1.11e-32 
15646.99 1.72e-10 7.33e-03 9.92e-01 2.58e-04 1.86e-33 
15960.30 1.64e-09 3.28e-02 9.67e-01 3.06e-05 2.62e-34 
16187.41 8.05e-09 1.04e-01 8.96e-01 4.91e-06 7.96e-35 
16354.17 2.03e-08 2.02e-01 7.98e-01 1.34e-06 3.81e-35 
16484.18 2.98e-08 2.86e-01 7.14e-01 5.79e-07 4.33e-35 
16593.12 4.29e-08 4.00e-01 6.00e-01 2.10e-07 3.02e-35 
16691.99 4.75e-08 4.46e-01 5.54e-01 1.36e-07 5.00e-35 
16788.59 6.40e-08 5.58e-01 4.42e-01 4.84e-08 3.29e-35 
16888.37 7.41e-08 6.40e-01 3.60e-01 2.36e-08 2.52e-35 
16998.79 9.41e-08 7.49e-01 2.51e-01 7.46e-09 1.31e-35 
17146.37 1.13e-07 8.33e-01 1.67e-01 2.11e-09 1.24e-35 
17415.23 1.46e-07 9.28e-01 7.16e-02 1.95e-10 8.37e-36 
17888.12 2.10e-07 9.84e-01 1.56e-02 3.55e-12 7.01e-36 
18532.37 2.90e-07 9.98e-01 2.50e-03 2.91e-14 1.22e-36 
19260.76 3.88e-07 1.00e+00 4.00e-04 2.79e-16 4.72e-36 
20034.10 3.92e-07 1.00e+00 8.42e-05 3.69e-18 1.26e-36 
20838.00 4.30e-07 1.00e+00 2.72e-05 1.28e-19 3.60e-37 
21647.97 4.41e-07 1.00e+00 7.20e-06 4.21e-21 4.09e-37 
22447.94 4.35e-07 1.00e+00 2.64e-06 1.76e-22 5.07e-37 
23245.88 3.95e-07 1.00e+00 1.09e-06 1.82e-23 6.58e-37 
24052.47 4.27e-07 1.00e+00 3.84e-07 9.07e-25 8.55e-37 
24867.72 9.34e-07 1.00e+00 1.26e-07 4.62e-26 1.11e-36 
25698.86 9.58e-07 1.00e+00 5.09e-08 1.79e-26 1.51e-36 
26587.16 4.79e-07 1.00e+00 2.15e-08 3.47e-26 2.25e-36 
27637.54 8.43e-07 1.00e+00 6.76e-09 1.12e-25 3.97e-36 
28986.97 8.80e-07 1.00e+00 1.05e-09 1.40e-25 9.47e-36 
#TIME: 6.10 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.40e-22 1.29e-14 5.09e-07 1.00e+00 6.37e-07 
999.11 1.32e-22 7.38e-15 3.35e-07 1.00e+00 1.80e-05 
1267.34 9.15e-23 4.96e-15 2.43e-07 1.00e+00 5.68e-05 
1514.05 6.86e-23 3.70e-15 1.91e-07 1.00e+00 2.11e-04 
1808.80 4.43e-23 2.55e-15 1.47e-07 9.99e-01 5.78e-04 
1919.29 3.62e-23 2.07e-15 1.23e-07 9.99e-01 1.43e-03 
2160.92 2.67e-23 1.61e-15 1.03e-07 9.97e-01 3.08e-03 
2292.92 1.89e-23 1.23e-15 8.66e-08 9.95e-01 4.52e-03 
2432.98 1.82e-23 1.14e-15 7.97e-08 9.92e-01 7.79e-03 
2581.60 1.48e-23 9.78e-16 7.22e-08 9.89e-01 1.15e-02 
2739.29 1.17e-23 8.20e-16 6.46e-08 9.82e-01 1.77e-02 
2906.62 8.77e-24 6.79e-16 5.81e-08 9.79e-01 2.10e-02 
3084.17 7.11e-24 5.93e-16 5.46e-08 9.80e-01 2.03e-02 
3272.56 5.66e-24 5.15e-16 5.17e-08 9.82e-01 1.81e-02 
3472.46 4.46e-24 4.50e-16 4.91e-08 9.85e-01 1.54e-02 
3684.57 3.73e-24 4.12e-16 4.84e-08 9.89e-01 1.11e-02 
3909.64 2.78e-24 3.51e-16 4.61e-08 9.92e-01 8.25e-03 
4148.46 2.63e-24 3.49e-16 4.72e-08 9.94e-01 5.93e-03 
4401.86 3.26e-24 4.16e-16 5.31e-08 9.96e-01 3.86e-03 
4670.75 3.56e-24 4.58e-16 5.75e-08 9.97e-01 2.52e-03 
4956.05 2.76e-24 3.99e-16 5.54e-08 9.98e-01 1.89e-03 
5258.79 2.26e-24 3.61e-16 5.44e-08 9.99e-01 1.36e-03 
5580.02 2.19e-24 3.68e-16 5.72e-08 9.99e-01 7.69e-04 
5920.87 2.07e-24 3.75e-16 6.06e-08 1.00e+00 4.40e-04 
6282.54 2.11e-24 4.02e-16 6.61e-08 1.00e+00 2.31e-04 
6666.30 2.27e-24 4.56e-16 7.51e-08 1.00e+00 9.49e-05 
7073.50 2.73e-24 5.67e-16 9.09e-08 1.00e+00 4.30e-05 
7505.58 3.31e-24 7.29e-16 1.14e-07 1.00e+00 9.71e-06 
7964.05 4.75e-24 1.09e-15 1.59e-07 1.00e+00 1.87e-06 
8450.53 9.56e-24 2.15e-15 2.60e-07 1.00e+00 2.08e-07 
8966.72 2.03e-23 4.57e-15 4.53e-07 1.00e+00 1.59e-08 
9514.44 5.52e-23 1.28e-14 9.57e-07 1.00e+00 4.76e-10 
10095.62 3.04e-22 6.76e-14 2.99e-06 1.00e+00 3.25e-12 
10712.30 3.35e-21 7.18e-13 1.43e-05 1.00e+00 3.32e-15 
11366.65 5.97e-20 1.35e-11 9.80e-05 1.00e+00 5.04e-19 
12061.10 2.14e-18 4.96e-10 9.72e-04 9.99e-01 1.78e-23 
12793.43 1.74e-16 3.81e-08 1.48e-02 9.85e-01 1.31e-28 
13528.61 2.34e-14 4.50e-06 2.59e-01 7.41e-01 2.70e-30 
14194.74 6.90e-13 9.94e-05 8.75e-01 1.25e-01 3.12e-31 
14757.77 4.13e-12 4.80e-04 9.85e-01 1.44e-02 6.99e-32 
15240.48 2.25e-11 1.78e-03 9.96e-01 1.88e-03 1.32e-32 
15646.99 1.67e-10 7.46e-03 9.92e-01 2.46e-04 2.26e-33 
15960.30 1.72e-09 3.52e-02 9.65e-01 2.79e-05 3.26e-34 
16187.41 7.28e-09 9.84e-02 9.02e-01 4.91e-05 1.08e-33 
16354.17 2.23e-08 2.24e-01 7.76e-01 1.05e-06 4.86e-35 
16484.18 3.20e-08 3.05e-01 6.95e-01 9.30e-07 7.75e-35 
16593.12 4.45e-08 4.24e-01 5.76e-01 1.70e-07 2.39e-35 
16691.99 4.85e-08 4.66e-01 5.34e-01 1.15e-07 2.64e-35 
16788.59 6.74e-08 6.04e-01 3.96e-01 3.34e-08 1.38e-35 
16888.37 7.91e-08 6.59e-01 3.41e-01 1.88e-08 2.41e-35 
16998.79 9.21e-08 7.64e-01 2.36e-01 5.73e-09 2.66e-35 
17146.37 1.21e-07 8.49e-01 1.51e-01 1.64e-09 5.90e-36 
17415.23 1.45e-07 9.29e-01 7.12e-02 1.85e-10 1.50e-35 
17888.12 1.89e-07 9.83e-01 1.75e-02 4.56e-12 5.19e-36 
18532.37 2.72e-07 9.97e-01 2.82e-03 3.93e-14 1.48e-36 
19260.76 3.31e-07 1.00e+00 4.99e-04 4.36e-16 3.16e-36 
20034.10 3.76e-07 1.00e+00 1.00e-04 5.16e-18 3.17e-37 
20838.00 2.96e-07 1.00e+00 2.90e-05 1.49e-19 3.82e-37 
21647.97 4.99e-07 1.00e+00 5.71e-06 3.58e-21 1.68e-36 
22447.94 3.88e-07 1.00e+00 3.20e-06 3.09e-22 5.39e-37 
23245.88 5.52e-07 1.00e+00 8.90e-07 1.18e-23 1.43e-36 
24052.47 4.61e-07 1.00e+00 4.30e-07 1.50e-24 9.09e-37 
24867.72 6.26e-07 1.00e+00 1.60e-07 9.07e-26 1.18e-36 
25698.86 4.79e-07 1.00e+00 6.76e-08 3.32e-26 1.60e-36 
26587.16 3.30e-07 1.00e+00 2.54e-08 4.12e-26 2.39e-36 
27637.54 5.10e-07 1.00e+00 7.51e-09 9.36e-26 4.22e-36 
28986.97 1.39e-06 1.00e+00 1.76e-09 5.24e-25 1.01e-35 
#TIME: 6.23 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.14e-22 1.20e-14 4.94e-07 1.00e+00 6.36e-07 
999.11 1.18e-22 6.88e-15 3.26e-07 1.00e+00 4.63e-06 
1267.34 8.33e-23 4.78e-15 2.41e-07 1.00e+00 5.93e-05 
1514.05 6.47e-23 3.64e-15 1.91e-07 1.00e+00 1.51e-04 
1808.80 4.31e-23 2.56e-15 1.50e-07 1.00e+00 4.43e-04 
1919.29 3.71e-23 2.14e-15 1.29e-07 9.99e-01 1.00e-03 
2160.92 2.52e-23 1.59e-15 1.04e-07 9.98e-01 2.31e-03 
2292.92 1.93e-23 1.27e-15 9.01e-08 9.96e-01 3.68e-03 
2432.98 1.64e-23 1.10e-15 8.05e-08 9.94e-01 5.62e-03 
2581.60 1.44e-23 9.84e-16 7.45e-08 9.92e-01 7.96e-03 
2739.29 1.20e-23 8.57e-16 6.80e-08 9.88e-01 1.18e-02 
2906.62 8.65e-24 6.87e-16 5.99e-08 9.83e-01 1.68e-02 
3084.17 6.99e-24 6.00e-16 5.63e-08 9.84e-01 1.59e-02 
3272.56 5.58e-24 5.24e-16 5.35e-08 9.86e-01 1.35e-02 
3472.46 4.43e-24 4.58e-16 5.09e-08 9.88e-01 1.17e-02 
3684.57 3.57e-24 4.10e-16 4.95e-08 9.92e-01 8.45e-03 
3909.64 2.44e-24 3.31e-16 4.59e-08 9.94e-01 6.22e-03 
4148.46 2.61e-24 3.57e-16 4.90e-08 9.95e-01 4.52e-03 
4401.86 3.18e-24 4.20e-16 5.48e-08 9.97e-01 2.84e-03 
4670.75 3.27e-24 4.44e-16 5.82e-08 9.98e-01 1.90e-03 
4956.05 2.78e-24 4.12e-16 5.79e-08 9.99e-01 1.30e-03 
5258.79 2.31e-24 3.76e-16 5.71e-08 9.99e-01 9.57e-04 
5580.02 2.03e-24 3.62e-16 5.84e-08 9.99e-01 5.53e-04 
5920.87 2.05e-24 3.85e-16 6.33e-08 1.00e+00 2.91e-04 
6282.54 1.95e-24 3.95e-16 6.77e-08 1.00e+00 1.55e-04 
6666.30 2.35e-24 4.84e-16 8.01e-08 1.00e+00 6.55e-05 
7073.50 2.81e-24 6.04e-16 9.71e-08 1.00e+00 2.39e-05 
7505.58 3.29e-24 7.61e-16 1.20e-07 1.00e+00 6.39e-06 
7964.05 4.94e-24 1.18e-15 1.71e-07 1.00e+00 1.16e-06 
8450.53 1.04e-23 2.39e-15 2.86e-07 1.00e+00 1.23e-07 
8966.72 2.15e-23 5.03e-15 4.95e-07 1.00e+00 9.22e-09 
9514.44 6.11e-23 1.46e-14 1.07e-06 1.00e+00 2.64e-10 
10095.62 3.40e-22 7.91e-14 3.38e-06 1.00e+00 1.62e-12 
10712.30 3.91e-21 8.79e-13 1.66e-05 1.00e+00 1.46e-15 
11366.65 7.35e-20 1.74e-11 1.16e-04 1.00e+00 1.97e-19 
12061.10 2.65e-18 6.35e-10 1.15e-03 9.99e-01 6.74e-24 
12793.43 2.27e-16 5.12e-08 1.80e-02 9.82e-01 6.03e-29 
13528.61 3.02e-14 5.93e-06 3.02e-01 6.98e-01 2.76e-30 
14194.74 7.86e-13 1.15e-04 8.96e-01 1.04e-01 3.14e-31 
14757.77 4.31e-12 5.14e-04 9.88e-01 1.19e-02 7.23e-32 
15240.48 2.64e-11 2.10e-03 9.96e-01 1.46e-03 1.17e-32 
15646.99 1.91e-10 8.48e-03 9.91e-01 1.97e-04 1.93e-33 
15960.30 1.77e-09 3.78e-02 9.62e-01 2.43e-05 3.19e-34 
16187.41 7.36e-09 1.02e-01 8.98e-01 4.65e-06 1.39e-35 
16354.17 2.13e-08 2.23e-01 7.77e-01 1.05e-06 7.45e-35 
16484.18 3.09e-08 3.13e-01 6.87e-01 4.25e-07 2.01e-35 
16593.12 4.46e-08 4.17e-01 5.83e-01 1.74e-07 4.18e-35 
16691.99 4.83e-08 4.77e-01 5.23e-01 9.82e-08 3.26e-35 
16788.59 6.95e-08 6.11e-01 3.89e-01 5.91e-08 6.25e-35 
16888.37 7.24e-08 6.47e-01 3.53e-01 2.18e-08 1.30e-35 
16998.79 8.80e-08 7.50e-01 2.50e-01 6.72e-09 3.34e-35 
17146.37 1.10e-07 8.33e-01 1.67e-01 1.93e-09 2.86e-35 
17415.23 1.42e-07 9.29e-01 7.09e-02 1.76e-10 6.32e-36 
17888.12 1.84e-07 9.80e-01 1.96e-02 5.65e-12 8.73e-36 
18532.37 2.51e-07 9.97e-01 3.15e-03 5.13e-14 1.10e-36 
19260.76 3.51e-07 1.00e+00 4.96e-04 4.04e-16 1.49e-36 
20034.10 3.22e-07 1.00e+00 1.22e-04 7.43e-18 3.19e-36 
20838.00 5.37e-07 1.00e+00 2.06e-05 1.08e-19 2.83e-36 
21647.97 4.23e-07 1.00e+00 9.77e-06 6.11e-21 4.62e-37 
22447.94 4.09e-07 1.00e+00 3.38e-06 3.30e-22 1.97e-36 
23245.88 3.40e-07 1.00e+00 1.45e-06 3.84e-23 7.44e-37 
24052.47 3.18e-07 1.00e+00 5.28e-07 1.62e-24 9.67e-37 
24867.72 4.16e-07 1.00e+00 2.25e-07 6.16e-25 1.26e-36 
25698.86 3.92e-07 1.00e+00 7.97e-08 3.89e-26 1.70e-36 
26587.16 6.23e-07 1.00e+00 2.84e-08 4.28e-26 2.54e-36 
27637.54 7.09e-07 1.00e+00 8.71e-09 1.11e-25 4.49e-36 
28986.97 1.25e-06 1.00e+00 1.92e-09 3.92e-25 1.07e-35 
#TIME: 6.36 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 2.04e-22 1.18e-14 4.89e-07 1.00e+00 6.21e-07 
999.11 1.12e-22 6.70e-15 3.24e-07 1.00e+00 4.41e-06 
1267.34 8.66e-23 4.94e-15 2.49e-07 1.00e+00 2.36e-05 
1514.05 6.18e-23 3.57e-15 1.92e-07 1.00e+00 1.50e-04 
1808.80 4.14e-23 2.54e-15 1.52e-07 1.00e+00 3.20e-04 
1919.29 3.46e-23 2.14e-15 1.31e-07 9.99e-01 7.01e-04 
2160.92 2.56e-23 1.62e-15 1.08e-07 9.98e-01 1.80e-03 
2292.92 1.76e-23 1.22e-15 9.06e-08 9.97e-01 2.77e-03 
2432.98 1.52e-23 1.07e-15 8.16e-08 9.96e-01 4.49e-03 
2581.60 1.25e-23 9.23e-16 7.41e-08 9.94e-01 5.89e-03 
2739.29 1.18e-23 8.74e-16 7.06e-08 9.92e-01 8.06e-03 
2906.62 9.03e-24 7.24e-16 6.34e-08 9.89e-01 1.14e-02 
3084.17 6.87e-24 6.06e-16 5.81e-08 9.88e-01 1.23e-02 
3272.56 5.30e-24 5.21e-16 5.46e-08 9.90e-01 1.03e-02 
3472.46 4.36e-24 4.66e-16 5.26e-08 9.91e-01 8.54e-03 
3684.57 3.47e-24 4.12e-16 5.09e-08 9.94e-01 6.30e-03 
3909.64 2.74e-24 3.65e-16 4.94e-08 9.95e-01 4.74e-03 
4148.46 2.58e-24 3.64e-16 5.08e-08 9.97e-01 3.11e-03 
4401.86 2.89e-24 4.06e-16 5.54e-08 9.98e-01 2.15e-03 
4670.75 3.22e-24 4.53e-16 6.03e-08 9.99e-01 1.42e-03 
4956.05 2.81e-24 4.28e-16 6.07e-08 9.99e-01 1.01e-03 
5258.79 2.08e-24 3.63e-16 5.77e-08 9.99e-01 6.63e-04 
5580.02 2.02e-24 3.74e-16 6.12e-08 1.00e+00 3.90e-04 
5920.87 1.98e-24 3.89e-16 6.56e-08 1.00e+00 2.31e-04 
6282.54 1.98e-24 4.16e-16 7.18e-08 1.00e+00 1.00e-04 
6666.30 2.26e-24 4.93e-16 8.35e-08 1.00e+00 4.37e-05 
7073.50 2.91e-24 6.43e-16 1.04e-07 1.00e+00 1.50e-05 
7505.58 3.45e-24 8.19e-16 1.30e-07 1.00e+00 4.22e-06 
7964.05 5.41e-24 1.32e-15 1.88e-07 1.00e+00 7.00e-07 
8450.53 1.03e-23 2.53e-15 3.06e-07 1.00e+00 7.20e-08 
8966.72 2.35e-23 5.69e-15 5.48e-07 1.00e+00 5.23e-09 
9514.44 6.71e-23 1.67e-14 1.19e-06 1.00e+00 1.39e-10 
10095.62 3.82e-22 9.29e-14 3.83e-06 1.00e+00 8.18e-13 
10712.30 4.63e-21 1.09e-12 1.93e-05 1.00e+00 6.49e-16 
11366.65 8.68e-20 2.15e-11 1.35e-04 1.00e+00 8.43e-20 
12061.10 3.35e-18 8.31e-10 1.37e-03 9.99e-01 2.77e-24 
12793.43 2.94e-16 6.84e-08 2.17e-02 9.78e-01 4.63e-29 
13528.61 3.78e-14 7.54e-06 3.44e-01 6.56e-01 2.75e-30 
14194.74 8.77e-13 1.30e-04 9.13e-01 8.71e-02 3.27e-31 
14757.77 4.56e-12 5.56e-04 9.89e-01 1.03e-02 7.98e-32 
15240.48 2.66e-11 2.21e-03 9.96e-01 1.35e-03 1.55e-32 
15646.99 2.05e-10 9.36e-03 9.90e-01 1.65e-04 2.07e-33 
15960.30 1.79e-09 3.94e-02 9.61e-01 2.21e-05 3.42e-34 
16187.41 8.59e-09 1.20e-01 8.80e-01 3.40e-06 8.51e-35 
16354.17 2.21e-08 2.33e-01 7.67e-01 9.43e-07 6.31e-35 
16484.18 3.28e-08 3.32e-01 6.68e-01 3.59e-07 5.04e-35 
16593.12 4.10e-08 4.16e-01 5.84e-01 1.71e-07 6.89e-35 
16691.99 5.30e-08 5.08e-01 4.92e-01 7.34e-08 2.57e-35 
16788.59 6.66e-08 6.23e-01 3.77e-01 2.85e-08 1.61e-35 
16888.37 7.62e-08 7.02e-01 2.98e-01 1.16e-08 5.71e-36 
16998.79 9.22e-08 7.71e-01 2.29e-01 5.42e-09 2.27e-35 
17146.37 1.05e-07 8.58e-01 1.42e-01 1.20e-09 9.63e-36 
17415.23 1.41e-07 9.37e-01 6.34e-02 1.32e-10 1.68e-35 
17888.12 1.84e-07 9.83e-01 1.72e-02 4.21e-12 3.80e-36 
18532.37 2.43e-07 9.97e-01 3.16e-03 5.08e-14 2.27e-36 
19260.76 3.40e-07 9.99e-01 5.39e-04 4.75e-16 8.29e-36 
20034.10 3.32e-07 1.00e+00 1.38e-04 9.49e-18 3.58e-37 
20838.00 2.96e-07 1.00e+00 4.00e-05 2.89e-19 4.32e-37 
21647.97 3.49e-07 1.00e+00 1.33e-05 2.00e-20 4.91e-37 
22447.94 3.71e-07 1.00e+00 4.22e-06 5.60e-22 6.09e-37 
23245.88 3.11e-07 1.00e+00 1.93e-06 5.22e-23 7.91e-37 
24052.47 5.35e-07 1.00e+00 6.53e-07 3.35e-24 1.03e-36 
24867.72 4.12e-07 1.00e+00 2.27e-07 4.21e-25 1.34e-36 
25698.86 2.31e-07 1.00e+00 9.67e-08 3.90e-26 1.81e-36 
26587.16 4.69e-07 1.00e+00 2.98e-08 4.27e-26 2.70e-36 
27637.54 4.74e-07 1.00e+00 9.17e-09 9.16e-26 4.77e-36 
28986.97 2.19e-06 1.00e+00 1.43e-09 1.49e-25 1.14e-35 
#TIME: 6.49 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 1.63e-22 1.02e-14 4.56e-07 1.00e+00 3.29e-06 
999.11 1.05e-22 6.49e-15 3.22e-07 1.00e+00 4.67e-06 
1267.34 7.90e-23 4.77e-15 2.47e-07 1.00e+00 4.91e-05 
1514.05 5.97e-23 3.54e-15 1.95e-07 1.00e+00 1.31e-04 
1808.80 3.89e-23 2.50e-15 1.53e-07 1.00e+00 2.68e-04 
1919.29 3.33e-23 2.11e-15 1.32e-07 9.99e-01 5.26e-04 
2160.92 2.48e-23 1.64e-15 1.11e-07 9.99e-01 1.21e-03 
2292.92 1.75e-23 1.26e-15 9.37e-08 9.98e-01 2.18e-03 
2432.98 1.35e-23 1.02e-15 8.13e-08 9.97e-01 3.43e-03 
2581.60 1.20e-23 9.22e-16 7.61e-08 9.96e-01 4.30e-03 
2739.29 1.11e-23 8.59e-16 7.21e-08 9.94e-01 5.67e-03 
2906.62 9.16e-24 7.50e-16 6.64e-08 9.92e-01 7.73e-03 
3084.17 6.94e-24 6.30e-16 6.08e-08 9.92e-01 8.20e-03 
3272.56 5.16e-24 5.22e-16 5.59e-08 9.92e-01 8.09e-03 
3472.46 4.29e-24 4.72e-16 5.43e-08 9.94e-01 6.33e-03 
3684.57 3.40e-24 4.17e-16 5.25e-08 9.95e-01 4.72e-03 
3909.64 2.68e-24 3.71e-16 5.11e-08 9.97e-01 3.42e-03 
4148.46 2.30e-24 3.47e-16 5.10e-08 9.98e-01 2.39e-03 
