#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
2.0223e+03 1.8938e-32 4.6402e-25 3.5417e-17 3.6283e-10 3.4517e-04 9.9965e-01
2.1493e+03 2.9370e-33 8.7416e-26 8.5808e-18 1.2212e-10 1.9146e-04 9.9981e-01
2.2843e+03 4.8288e-34 1.7513e-26 2.2102e-18 4.3137e-11 1.0931e-04 9.9989e-01
2.4277e+03 1.0244e-34 4.4503e-27 7.0283e-19 1.7986e-11 6.8424e-05 9.9993e-01
2.5802e+03 3.4082e-35 1.6970e-27 3.1624e-19 9.8188e-12 4.9580e-05 9.9995e-01
2.7422e+03 1.9738e-35 1.0664e-27 2.1774e-19 7.4728e-12 4.2980e-05 9.9996e-01
2.9144e+03 2.2419e-35 1.2296e-27 2.5125e-19 8.5185e-12 4.6318e-05 9.9995e-01
3.0973e+03 6.0793e-35 3.1201e-27 5.6992e-19 1.6503e-11 6.6522e-05 9.9993e-01
3.2918e+03 5.2057e-34 2.3168e-26 3.3395e-18 6.8161e-11 1.4507e-04 9.9985e-01
3.4986e+03 1.4005e-32 4.7744e-25 4.6540e-17 5.3580e-10 4.4957e-04 9.9955e-01
3.7182e+03 6.3655e-31 1.4727e-23 8.6208e-16 4.9087e-09 1.4996e-03 9.9850e-01
3.9517e+03 6.0542e-29 9.6655e-22 3.2189e-14 7.7728e-08 6.8425e-03 9.9316e-01
4.1999e+03 6.4377e-26 9.0030e-19 1.4792e-11 9.0458e-06 9.6478e-02 9.0351e-01
4.4636e+03 2.5784e-23 3.2773e-16 2.4171e-09 3.7776e-04 5.7227e-01 4.2735e-01
4.7438e+03 4.5678e-22 5.4005e-15 2.3831e-08 1.6758e-03 8.4502e-01 1.5330e-01
5.0416e+03 1.3378e-21 1.5594e-14 5.5749e-08 2.8251e-03 9.0578e-01 9.1398e-02
5.3582e+03 1.5511e-21 1.8738e-14 6.5482e-08 3.1355e-03 9.1590e-01 8.0962e-02
5.6947e+03 1.6817e-21 2.1324e-14 7.3972e-08 3.4048e-03 9.2356e-01 7.3034e-02
6.0522e+03 2.5409e-21 3.3119e-14 1.0615e-07 4.2497e-03 9.3935e-01 5.6401e-02
6.4323e+03 6.4358e-21 8.5745e-14 2.2735e-07 6.7006e-03 9.6071e-01 3.2588e-02
6.8362e+03 2.5509e-20 3.4711e-13 6.8812e-07 1.2843e-02 9.7288e-01 1.4272e-02
7.2654e+03 1.3943e-19 1.9046e-12 2.6055e-06 2.7694e-02 9.6714e-01 5.1651e-03
7.7216e+03 1.1692e-18 1.5890e-11 1.3477e-05 7.0249e-02 9.2834e-01 1.3985e-03
8.2065e+03 2.8282e-17 3.7481e-10 1.4858e-04 2.5429e-01 7.4541e-01 1.5864e-04
8.7177e+03 3.1042e-15 3.8806e-08 3.7623e-03 8.3771e-01 1.5852e-01 9.5574e-07
9.2147e+03 1.2341e-12 1.4041e-05 1.2439e-01 8.7397e-01 1.6206e-03 2.3259e-11
9.6291e+03 2.0746e-10 2.1931e-03 9.2087e-01 7.6934e-02 3.7902e-07 2.2159e-18
9.9539e+03 7.2439e-09 7.3790e-02 9.2575e-01 4.5523e-04 2.3155e-12 1.4695e-27
1.0246e+04 8.8473e-08 8.6654e-01 1.3346e-01 1.0371e-07 9.4248e-20 5.7906e-40
1.0542e+04 1.2980e-07 9.9898e-01 1.0154e-03 5.4240e-13 3.0973e-29 0.0000e+00
1.0840e+04 2.0256e-07 1.0000e+00 3.4723e-06 5.1799e-19 5.9006e-40 0.0000e+00
1.1119e+04 3.5738e-07 1.0000e+00 5.5850e-09 7.7415e-26 0.0000e+00 0.0000e+00
1.1356e+04 6.2200e-07 1.0000e+00 8.6016e-12 9.7469e-33 0.0000e+00 0.0000e+00
1.1540e+04 9.3772e-07 1.0000e+00 3.5402e-14 1.2733e-38 0.0000e+00 0.0000e+00
1.1677e+04 1.6906e-06 1.0000e+00 2.3426e-16 5.8855e-44 0.0000e+00 0.0000e+00
1.1784e+04 3.1260e-06 1.0000e+00 2.2702e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 6.4404e-06 9.9999e-01 6.7383e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.8475e-05 9.9998e-01 5.8041e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.7179e-05 9.9992e-01 2.5097e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.6688e-04 9.9983e-01 3.0352e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 4.3244e-04 9.9957e-01 1.4013e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.7848e-03 9.9822e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 3.7982e-03 9.9620e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 6.4028e-03 9.9360e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.0080e-02 9.8992e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.4969e-02 9.8503e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.2301e-02 9.7770e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 2.9655e-02 9.7034e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.6568e-02 9.6343e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 4.2645e-02 9.5735e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 4.7981e-02 9.5202e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 6.0220e-02 9.3978e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 6.5791e-02 9.3421e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 7.0023e-02 9.2998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 7.9556e-02 9.2044e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 7.7842e-02 9.2216e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 6.5661e-02 9.3434e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 4.0535e-02 9.5947e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.0708e-02 9.7929e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.2629e-02 9.8737e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 7.5517e-03 9.9245e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.6133e-03 9.9639e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.8355e-03 9.9716e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.7350e-03 9.9727e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.0100e-03 9.9799e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.9233e-03 9.9808e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 5.6944e-04 9.9943e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.1823e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.0185e-03 9.9798e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 5.2888e-05 9.9995e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.0372e-05 9.9996e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.7328e-03 9.9727e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 7.4117e-04 9.9926e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.0845e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 3.7618e-04 9.9962e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 9.4093e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.3969e-05 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 5.5182e-05 9.9994e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 7.8568e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 3.9517e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 6.0017e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 3.7314e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.0010e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 1.5041e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.0286e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 4.0335e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 6.5892e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.8441e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 3.9880e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 8.7866e-12 1.0000e+00 7.0005e-39 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.9539e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 4.1258e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 7.7046e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.4373e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 3.0295e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.1432e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.8142e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 3.1336e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 7.7523e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.9831
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.2577e+02 3.0269e-31 1.2249e-22 3.5575e-14 2.5490e-07 2.0756e-02 9.7924e-01
8.5779e+02 2.1881e-23 1.2864e-16 7.3348e-10 1.3107e-04 3.4138e-01 6.5848e-01
8.7843e+02 1.4968e-24 1.0085e-17 8.3452e-11 2.6818e-05 1.5716e-01 8.4282e-01
9.1772e+02 9.1199e-25 6.3088e-18 5.5733e-11 1.9872e-05 1.3455e-01 8.6543e-01
9.7304e+02 8.1776e-25 5.6930e-18 5.1029e-11 1.8613e-05 1.3005e-01 8.6994e-01
1.0350e+03 8.4765e-25 5.8886e-18 5.2530e-11 1.9018e-05 1.3151e-01 8.6847e-01
1.1000e+03 7.0486e-25 4.9486e-18 4.5237e-11 1.7018e-05 1.2410e-01 8.7588e-01
1.1690e+03 4.9248e-25 3.5323e-18 3.3864e-11 1.3721e-05 1.1084e-01 8.8914e-01
1.2425e+03 1.8423e-25 1.3917e-18 1.5114e-11 7.4905e-06 8.0295e-02 9.1970e-01
1.3205e+03 2.6011e-26 2.1681e-19 2.9823e-12 2.1889e-06 4.1166e-02 9.5883e-01
1.4033e+03 2.1129e-27 2.0449e-20 3.7987e-13 4.5589e-07 1.7394e-02 9.8261e-01
1.4915e+03 2.2388e-28 2.5205e-21 6.1180e-14 1.1295e-07 8.0610e-03 9.9194e-01
1.5852e+03 3.7059e-29 4.7630e-22 1.4335e-14 3.7162e-08 4.3684e-03 9.9563e-01
1.6847e+03 5.9314e-30 8.7930e-23 3.2966e-15 1.2013e-08 2.3458e-03 9.9765e-01
1.7904e+03 9.1369e-31 1.5901e-23 7.5088e-16 3.8558e-09 1.2578e-03 9.9874e-01
1.9028e+03 1.3765e-31 2.8714e-24 1.7314e-16 1.2538e-09 6.8161e-04 9.9932e-01
2.0223e+03 2.1396e-32 5.3460e-25 4.1033e-17 4.1436e-10 3.7302e-04 9.9963e-01
2.1493e+03 3.2906e-33 9.9707e-26 9.8341e-18 1.3826e-10 2.0579e-04 9.9979e-01
2.2843e+03 5.3411e-34 1.9704e-26 2.4984e-18 4.8303e-11 1.1672e-04 9.9988e-01
2.4277e+03 1.1165e-34 4.9357e-27 7.8385e-19 1.9930e-11 7.2621e-05 9.9993e-01
2.5802e+03 3.6639e-35 1.8584e-27 3.4873e-19 1.0787e-11 5.2364e-05 9.9995e-01
2.7422e+03 2.0992e-35 1.1566e-27 2.3814e-19 8.1580e-12 4.5238e-05 9.9995e-01
2.9144e+03 2.3816e-35 1.3325e-27 2.7469e-19 9.2968e-12 4.8750e-05 9.9995e-01
3.0973e+03 6.5611e-35 3.4320e-27 6.3158e-19 1.8197e-11 7.0430e-05 9.9993e-01
3.2918e+03 5.7962e-34 2.6273e-26 3.8081e-18 7.6830e-11 1.5557e-04 9.9984e-01
3.4986e+03 1.6144e-32 5.6111e-25 5.4923e-17 6.1998e-10 4.8962e-04 9.9951e-01
3.7182e+03 7.5342e-31 1.7798e-23 1.0444e-15 5.7900e-09 1.6518e-03 9.9835e-01
3.9517e+03 7.6166e-29 1.2395e-21 4.1035e-14 9.5057e-08 7.6904e-03 9.9231e-01
4.1999e+03 9.1746e-26 1.3140e-18 2.1014e-11 1.1929e-05 1.1240e-01 8.8759e-01
4.4636e+03 3.6549e-23 4.7901e-16 3.3748e-09 4.7835e-04 6.2229e-01 3.7724e-01
4.7438e+03 6.5852e-22 8.0413e-15 3.3324e-08 2.0780e-03 8.7401e-01 1.2391e-01
5.0416e+03 1.9811e-21 2.3838e-14 7.9257e-08 3.5165e-03 9.2507e-01 7.1417e-02
5.3582e+03 2.3424e-21 2.9188e-14 9.4386e-08 3.9301e-03 9.3364e-01 6.2434e-02
5.6947e+03 2.5882e-21 3.3835e-14 1.0809e-07 4.2980e-03 9.4008e-01 5.5627e-02
6.0522e+03 3.9481e-21 5.3070e-14 1.5608e-07 5.3737e-03 9.5217e-01 4.2453e-02
6.4323e+03 1.0033e-20 1.3805e-13 3.3482e-07 8.4551e-03 9.6733e-01 2.4210e-02
6.8362e+03 4.1026e-20 5.7737e-13 1.0371e-06 1.6376e-02 9.7332e-01 1.0303e-02
7.2654e+03 2.2590e-19 3.1996e-12 3.9493e-06 3.5321e-02 9.6101e-01 3.6659e-03
7.7216e+03 1.9649e-18 2.7702e-11 2.0929e-05 9.0246e-02 9.0878e-01 9.4984e-04
8.2065e+03 4.7501e-17 6.5224e-10 2.2678e-04 3.1464e-01 6.8503e-01 9.7806e-05
8.7177e+03 4.6243e-15 5.9994e-08 4.9987e-03 8.7644e-01 1.1856e-01 4.5533e-07
9.2147e+03 1.7639e-12 2.1113e-05 1.5757e-01 8.4135e-01 1.0597e-03 8.9961e-12
9.6291e+03 2.4935e-10 2.7480e-03 9.4020e-01 5.7052e-02 1.8038e-07 5.7812e-19
9.9539e+03 8.7552e-09 9.4083e-02 9.0562e-01 2.9429e-04 8.4357e-13 2.4463e-28
1.0246e+04 8.9401e-08 9.0145e-01 9.8550e-02 4.5614e-08 2.0504e-20 4.8398e-41
1.0542e+04 1.2556e-07 9.9926e-01 7.4048e-04 2.4420e-13 7.2241e-30 0.0000e+00
1.0840e+04 1.9847e-07 1.0000e+00 2.3506e-06 1.9477e-19 1.0007e-40 0.0000e+00
1.1119e+04 3.4986e-07 1.0000e+00 3.6621e-09 2.6771e-26 0.0000e+00 0.0000e+00
1.1356e+04 6.0401e-07 1.0000e+00 5.5457e-12 3.2045e-33 0.0000e+00 0.0000e+00
1.1540e+04 9.2641e-07 1.0000e+00 2.0611e-14 3.2593e-39 0.0000e+00 0.0000e+00
1.1677e+04 1.7582e-06 1.0000e+00 1.1116e-16 9.8091e-45 0.0000e+00 0.0000e+00
1.1784e+04 3.2160e-06 1.0000e+00 1.2234e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 7.0493e-06 9.9999e-01 2.2891e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 2.5502e-05 9.9997e-01 1.6322e-26 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.3330e-04 9.9987e-01 7.1640e-36 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 2.6765e-04 9.9973e-01 1.2720e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 7.9460e-04 9.9921e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 2.5646e-03 9.9744e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.6897e-03 9.9531e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.4903e-03 9.9251e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 1.1499e-02 9.8850e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.6778e-02 9.8322e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 2.3161e-02 9.7684e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.1127e-02 9.6887e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.7036e-02 9.6296e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 4.0983e-02 9.5902e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 4.8069e-02 9.5193e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 6.1078e-02 9.3892e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 6.9679e-02 9.3032e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 7.5250e-02 9.2475e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 8.1752e-02 9.1825e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 8.3511e-02 9.1649e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 6.5870e-02 9.3413e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 3.9727e-02 9.6027e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.0454e-02 9.7955e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.2673e-02 9.8733e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 8.6058e-03 9.9139e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.6606e-03 9.9634e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 4.1167e-03 9.9588e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.6195e-03 9.9738e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.8524e-03 9.9815e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.2050e-03 9.9880e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 3.2853e-03 9.9671e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 1.0276e-05 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.2432e-04 9.9978e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 6.5269e-04 9.9935e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.3476e-03 9.9865e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 5.9865e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.1741e-03 9.9883e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.3540e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 6.3780e-04 9.9936e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 1.2161e-03 9.9878e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 3.4617e-04 9.9965e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.5784e-04 9.9964e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 6.3983e-05 9.9994e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.1355e-05 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.3565e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.1971e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 6.8965e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 3.6153e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 8.4411e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 1.2490e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.3741e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 6.7889e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.1376e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 8.5087e-12 1.0000e+00 5.5491e-43 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.1001e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.1697e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 2.1721e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 3.1140e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 6.4999e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 4.2971e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 5.9295e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 6.8354e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.8100e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.0244
#NVEL: 115
#vel_mid[km/s] k0 k1 k2 k3 k4 k5
4.2577e+02 6.6264e-31 2.7256e-22 7.2593e-14 4.4250e-07 2.8342e-02 9.7166e-01
8.5779e+02 3.9793e-23 2.3763e-16 1.2622e-09 1.9549e-04 4.0943e-01 5.9038e-01
8.7843e+02 2.2298e-24 1.5384e-17 1.2323e-10 3.6335e-05 1.8468e-01 8.1528e-01
9.1772e+02 1.2328e-24 8.7691e-18 7.6037e-11 2.5424e-05 1.5385e-01 8.4613e-01
9.7304e+02 1.1196e-24 8.0076e-18 7.0341e-11 2.4001e-05 1.4935e-01 8.5063e-01
1.0350e+03 1.1506e-24 8.2163e-18 7.1908e-11 2.4395e-05 1.5061e-01 8.4937e-01
1.1000e+03 9.5326e-25 6.8783e-18 6.1731e-11 2.1786e-05 1.4205e-01 8.5793e-01
1.1690e+03 6.7347e-25 4.9584e-18 4.6618e-11 1.7690e-05 1.2747e-01 8.7251e-01
1.2425e+03 2.5489e-25 1.9709e-18 2.0977e-11 9.7284e-06 9.2902e-02 9.0709e-01
1.3205e+03 3.5441e-26 3.0127e-19 4.0729e-12 2.8131e-06 4.7474e-02 9.5252e-01
1.4033e+03 2.7910e-27 2.7482e-20 5.0410e-13 5.7414e-07 1.9859e-02 9.8014e-01
1.4915e+03 2.8565e-28 3.2733e-21 7.8868e-14 1.3937e-07 9.1033e-03 9.9090e-01
1.5852e+03 4.5943e-29 6.0183e-22 1.8059e-14 4.5123e-08 4.8901e-03 9.9511e-01
1.6847e+03 7.1160e-30 1.0765e-22 4.0404e-15 1.4299e-08 2.5970e-03 9.9740e-01
