#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
6.0994e+04 1.0426e-22 2.5333e-08 1.0000e+00 4.7600e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.3316e-09 1.0000e+00 1.0267e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.0112e-09 1.0000e+00 9.9662e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.5305e-09 1.0000e+00 1.2522e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.5020e-09 1.0000e+00 9.8464e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.3763e-09 1.0000e+00 9.0572e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.7473e-09 1.0000e+00 4.5850e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.5393e-09 1.0000e+00 5.2959e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.1583e-09 1.0000e+00 8.7286e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.1069e-09 1.0000e+00 9.2206e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.1908e-09 1.0000e+00 7.9522e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.3300e-09 1.0000e+00 6.3729e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 5.4968e-10 1.0000e+00 1.5122e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 27.6954
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 3.1128e-21 6.8453e-10 9.9933e-01 6.7260e-04 4.4332e-13 7.5930e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 3.1023e-17 7.3367e-08 1.0000e+00 2.8864e-06 5.9285e-18 2.2694e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 3.2247e-17 7.5606e-08 1.0000e+00 2.4909e-06 4.2076e-18 1.2598e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 3.3680e-17 7.8194e-08 1.0000e+00 2.1135e-06 2.8709e-18 6.5370e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 3.4296e-17 7.9333e-08 1.0000e+00 1.9640e-06 2.4198e-18 4.8734e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 3.5045e-17 8.0676e-08 1.0000e+00 1.8091e-06 1.9988e-18 3.5102e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 3.5592e-17 8.1689e-08 1.0000e+00 1.6966e-06 1.7209e-18 2.7139e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 3.6323e-17 8.3100e-08 1.0000e+00 1.5459e-06 1.3848e-18 1.8672e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 3.7524e-17 8.4931e-08 1.0000e+00 1.4238e-06 1.1460e-18 1.3529e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 4.1495e-17 9.0073e-08 1.0000e+00 1.2239e-06 8.1511e-19 7.6536e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 4.6628e-17 9.6414e-08 1.0000e+00 1.0286e-06 5.5121e-19 3.9804e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 5.1867e-17 1.0319e-07 1.0000e+00 8.1892e-07 3.2718e-19 1.6449e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 5.5627e-17 1.0854e-07 1.0000e+00 6.5779e-07 1.9696e-19 6.9048e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 5.9488e-17 1.1456e-07 1.0000e+00 4.9894e-07 1.0342e-19 2.2820e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 6.2668e-17 1.2047e-07 1.0000e+00 3.6474e-07 4.9599e-20 6.4166e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 6.4829e-17 1.2621e-07 1.0000e+00 2.5273e-07 2.0874e-20 1.4301e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 7.0750e-17 1.3717e-07 1.0000e+00 1.5163e-07 6.3014e-21 1.8091e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 8.0459e-17 1.5389e-07 1.0000e+00 7.8235e-08 1.3393e-21 1.2542e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 9.9700e-17 1.8320e-07 1.0000e+00 3.1891e-08 1.6522e-22 3.5032e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 1.3376e-16 2.3089e-07 1.0000e+00 1.0198e-08 1.1616e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 2.0008e-16 3.1436e-07 1.0000e+00 2.3606e-09 3.8655e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 3.2492e-16 4.5509e-07 1.0000e+00 4.1151e-10 6.6539e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 5.4646e-16 6.7945e-07 1.0000e+00 5.9804e-11 7.4748e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 9.0058e-16 1.0119e-06 1.0000e+00 7.9102e-12 6.6801e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 1.2559e-15 1.3885e-06 1.0000e+00 1.0991e-12 6.4957e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 1.8986e-15 1.9521e-06 1.0000e+00 1.7496e-13 8.8551e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 4.8560e-15 3.6317e-06 1.0000e+00 1.7005e-14 4.1180e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 1.2935e-14 7.1682e-06 9.9999e-01 9.7100e-16 5.4294e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 1.2022e-14 8.1841e-06 9.9999e-01 1.1794e-16 3.5285e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 1.3421e-14 9.8167e-06 9.9999e-01 2.1872e-17 6.4460e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 2.0525e-14 1.3465e-05 9.9999e-01 4.6077e-18 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 3.6008e-14 2.0038e-05 9.9998e-01 7.5608e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 6.6158e-14 3.0867e-05 9.9997e-01 1.0256e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 1.3074e-13 5.0115e-05 9.9995e-01 1.0609e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 3.2756e-13 9.5223e-05 9.9990e-01 5.6352e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 9.3770e-13 2.0018e-04 9.9980e-01 1.6863e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 3.3125e-12 4.9652e-04 9.9950e-01 1.8734e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 1.6995e-11 1.5950e-03 9.9841e-01 5.8499e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 1.2235e-10 6.1623e-03 9.9384e-01 1.1319e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 1.8180e-09 3.7025e-02 9.6298e-01 3.6422e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 3.7843e-08 2.5776e-01 7.4224e-01 1.7289e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 2.7075e-07 7.0594e-01 2.9406e-01 1.3172e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 6.6654e-07 9.0428e-01 9.5722e-02 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 1.0071e-06 9.5681e-01 4.3187e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 1.2520e-06 9.7608e-01 2.3922e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 1.3960e-06 9.8427e-01 1.5724e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 1.6887e-06 9.9050e-01 9.4997e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 2.0358e-06 9.9398e-01 6.0189e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 2.6791e-06 9.9641e-01 3.5849e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 3.9163e-06 9.9796e-01 2.0328e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 5.6154e-06 9.9884e-01 1.1518e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 7.1254e-06 9.9923e-01 7.5992e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 8.7549e-06 9.9949e-01 4.9891e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 9.5338e-06 9.9961e-01 3.8044e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 8.6928e-06 9.9965e-01 3.4578e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 7.8831e-06 9.9966e-01 3.3129e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 7.1715e-06 9.9968e-01 3.1089e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 6.4697e-06 9.9972e-01 2.6933e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 7.3459e-06 9.9984e-01 1.5183e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 8.9133e-06 9.9991e-01 7.7118e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.6607e-06 9.9994e-01 4.8419e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.0000e-05 9.9996e-01 3.3389e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 9.8033e-06 9.9996e-01 2.6841e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 9.3687e-06 9.9997e-01 2.3296e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 7.9491e-06 9.9997e-01 2.3706e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 6.4040e-06 9.9997e-01 2.5784e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 6.3499e-06 9.9997e-01 1.9779e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 5.5580e-06 9.9998e-01 1.9243e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 5.3518e-06 9.9998e-01 1.4485e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 4.6342e-06 9.9998e-01 1.2223e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 3.9436e-06 9.9999e-01 1.0419e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 3.9072e-06 9.9999e-01 5.9536e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.4985e-06 9.9999e-01 5.0041e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.1740e-07 9.9999e-01 8.8103e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 4.5765e-07 9.9999e-01 1.1461e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.8188e-07 9.9999e-01 1.2076e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 1.9456e-07 9.9999e-01 1.3384e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 1.5837e-07 9.9999e-01 1.0679e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 1.9964e-07 1.0000e+00 3.2543e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 1.7302e-07 1.0000e+00 2.2219e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 1.5219e-07 1.0000e+00 1.8493e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 1.4301e-07 1.0000e+00 1.4757e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.1436e-07 1.0000e+00 1.4882e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 9.9461e-08 1.0000e+00 1.2202e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 7.5849e-08 1.0000e+00 1.2943e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 6.5617e-08 1.0000e+00 1.1214e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.7698e-08 1.0000e+00 1.3922e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 3.6949e-08 1.0000e+00 1.5455e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.5253e-08 1.0000e+00 2.1970e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 1.1859e-08 9.9999e-01 6.5427e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 7.4597e-09 9.9999e-01 1.1235e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 6.9695e-09 9.9999e-01 8.7284e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 4.7889e-09 9.9999e-01 1.2656e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 3.6930e-09 9.9999e-01 1.4585e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 3.1138e-09 9.9999e-01 1.3983e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.2053e-09 9.9998e-01 1.9408e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.6495e-09 9.9999e-01 8.9645e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.7529e-09 9.9999e-01 5.7064e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.5915e-09 1.0000e+00 4.4503e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.5612e-09 1.0000e+00 3.1729e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 3.3579e-09 1.0000e+00 1.3207e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 3.9211e-09 1.0000e+00 6.9438e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.1883e-20 5.6463e-07 1.0000e+00 9.3565e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.7797e-09 1.0000e+00 6.9274e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.4306e-09 1.0000e+00 1.8161e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.9624e-09 1.0000e+00 7.3418e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.8035e-09 1.0000e+00 6.5520e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.5003e-09 1.0000e+00 7.2546e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.6059e-09 1.0000e+00 5.0946e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 2.1237e-09 1.0000e+00 2.7054e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 2.4569e-09 1.0000e+00 1.9569e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.5458e-09 1.0000e+00 1.7705e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.7956e-09 1.0000e+00 1.4696e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.9994e-09 1.0000e+00 1.2730e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.2226e-09 1.0000e+00 3.0791e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 28.2718
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 3.7635e-21 8.0492e-10 9.9973e-01 2.7407e-04 5.4384e-14 2.0471e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 3.9210e-17 9.1170e-08 1.0000e+00 7.7888e-07 2.7554e-19 1.1386e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 4.0476e-17 9.3527e-08 1.0000e+00 6.8375e-07 2.0339e-19 6.7579e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 4.1448e-17 9.5312e-08 1.0000e+00 6.2162e-07 1.6291e-19 4.6155e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 4.2444e-17 9.7180e-08 1.0000e+00 5.6179e-07 1.2866e-19 3.0758e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 4.3735e-17 9.9542e-08 1.0000e+00 4.9729e-07 9.6832e-20 1.8875e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 4.4520e-17 1.0102e-07 1.0000e+00 4.6002e-07 8.0736e-20 1.3807e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 4.5784e-17 1.0346e-07 1.0000e+00 4.0362e-07 5.9478e-20 8.1584e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 4.7775e-17 1.0667e-07 1.0000e+00 3.5423e-07 4.3965e-20 4.8665e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 5.2915e-17 1.1340e-07 1.0000e+00 2.9851e-07 2.9842e-20 2.5385e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 6.0233e-17 1.2281e-07 1.0000e+00 2.3446e-07 1.7223e-20 1.0045e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 6.7412e-17 1.3221e-07 1.0000e+00 1.8039e-07 9.4348e-21 3.6145e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 7.3492e-17 1.4092e-07 1.0000e+00 1.3548e-07 4.8560e-21 1.1592e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 7.9699e-17 1.5028e-07 1.0000e+00 9.8263e-08 2.2982e-21 3.2076e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 8.6089e-17 1.6086e-07 1.0000e+00 6.6828e-08 9.3268e-22 6.7823e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 9.1940e-17 1.7216e-07 1.0000e+00 4.2831e-08 3.2801e-22 1.1070e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
