#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
6.8864e+04 1.4662e-08 9.9997e-01 3.3471e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.3512e-08 9.9996e-01 3.5850e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.3018e-08 9.9996e-01 3.6965e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.2667e-08 9.9996e-01 3.7868e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.2600e-08 9.9996e-01 3.7985e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.2502e-08 9.9996e-01 3.8241e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 6.0142e-09 9.9992e-01 7.9488e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3409
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 8.1696e-43 4.3106e-33 1.1416e-24 3.8960e-17 1.0259e-10 8.2736e-06 1.3712e-02 4.5883e-01 5.2560e-01 1.8518e-03
8.5779e+02 6.6543e-30 4.4837e-22 1.5519e-15 6.9401e-10 2.4686e-05 2.7580e-02 6.4979e-01 3.1721e-01 5.3913e-03 2.9307e-07
8.7843e+02 6.7449e-30 4.5428e-22 1.5704e-15 7.0144e-10 2.4894e-05 2.7727e-02 6.5073e-01 3.1617e-01 5.3453e-03 2.8868e-07
9.1772e+02 6.5881e-30 4.4405e-22 1.5383e-15 6.8860e-10 2.4534e-05 2.7472e-02 6.4910e-01 3.1797e-01 5.4252e-03 2.9633e-07
9.7304e+02 6.3380e-30 4.2804e-22 1.4885e-15 6.6899e-10 2.3987e-05 2.7085e-02 6.4663e-01 3.2071e-01 5.5473e-03 3.0811e-07
1.0350e+03 5.8059e-30 3.9343e-22 1.3792e-15 6.2515e-10 2.2742e-05 2.6184e-02 6.4065e-01 3.2730e-01 5.8510e-03 3.3846e-07
1.1000e+03 4.4191e-30 3.0287e-22 1.0892e-15 5.0711e-10 1.9290e-05 2.3576e-02 6.2181e-01 3.4772e-01 6.8723e-03 4.4977e-07
1.1690e+03 2.0763e-30 1.4677e-22 5.6624e-16 2.8354e-10 1.2177e-05 1.7511e-02 5.6661e-01 4.0534e-01 1.0532e-02 9.6471e-07
1.2425e+03 4.0297e-31 3.0074e-23 1.3415e-16 7.7734e-11 4.2953e-06 8.7121e-03 4.3637e-01 5.3006e-01 2.4842e-02 4.7044e-06
1.3205e+03 2.5769e-32 2.0426e-24 1.1408e-17 8.1906e-12 6.6673e-07 2.3322e-03 2.3615e-01 6.7819e-01 8.3272e-02 5.1701e-05
1.4033e+03 7.5238e-34 6.3784e-26 4.7053e-19 4.3478e-13 5.5148e-08 3.6332e-04 8.3933e-02 6.6236e-01 2.5271e-01 6.2923e-04
1.4915e+03 2.0520e-35 1.8683e-27 1.8164e-20 2.1479e-14 4.0783e-09 4.7830e-05 2.3514e-02 4.6789e-01 5.0412e-01 4.4233e-03
1.5852e+03 6.2119e-37 6.1290e-29 7.7662e-22 1.1671e-15 3.1756e-10 6.1882e-06 5.9169e-03 2.6514e-01 7.1034e-01 1.8597e-02
1.6847e+03 1.4941e-38 1.6199e-30 2.7165e-23 5.2885e-17 2.0669e-11 6.6595e-07 1.2320e-03 1.2327e-01 8.1335e-01 6.2147e-02
1.7904e+03 2.5753e-40 3.1446e-32 7.1720e-25 1.8695e-18 1.0696e-12 5.7640e-08 2.0906e-04 4.7290e-02 7.7840e-01 1.7410e-01
1.9028e+03 3.3267e-42 4.6966e-34 1.4894e-26 5.3530e-20 4.5513e-14 4.1077e-09 2.9145e-05 1.4789e-02 6.0116e-01 3.8402e-01
2.0223e+03 3.5032e-44 5.6599e-36 2.4915e-28 1.2415e-21 1.5640e-15 2.3321e-10 3.1975e-06 3.5964e-03 3.5716e-01 6.3924e-01
2.1493e+03 0.0000e+00 6.0543e-38 3.6824e-30 2.5513e-23 4.7409e-17 1.1464e-11 2.9723e-07 7.2324e-04 1.7119e-01 8.2809e-01
2.2843e+03 0.0000e+00 8.9206e-40 7.2494e-32 6.7933e-25 1.7980e-18 6.6860e-13 3.0682e-08 1.4971e-04 7.7832e-02 9.2202e-01
2.4277e+03 0.0000e+00 2.8138e-41 2.9078e-33 3.5137e-26 1.2487e-19 6.5777e-14 4.7717e-09 4.0662e-05 3.9743e-02 9.6022e-01
2.5802e+03 0.0000e+00 2.6569e-42 3.2645e-34 4.7404e-27 2.0771e-20 1.3913e-14 1.3740e-09 1.6983e-05 2.5248e-02 9.7474e-01
2.7422e+03 0.0000e+00 1.1042e-42 1.4727e-34 2.3266e-27 1.1158e-20 8.2362e-15 9.1035e-10 1.2780e-05 2.1818e-02 9.7817e-01
2.9144e+03 0.0000e+00 2.7157e-42 3.5151e-34 5.3522e-27 2.4309e-20 1.6651e-14 1.6313e-09 1.9443e-05 2.7282e-02 9.7270e-01
3.0973e+03 0.0000e+00 5.7748e-41 6.3811e-33 8.1502e-26 2.9633e-19 1.5302e-13 9.9615e-09 7.0289e-05 5.3597e-02 9.4633e-01
3.2918e+03 0.0000e+00 1.7342e-38 1.4287e-30 1.3351e-23 3.2428e-17 9.7534e-12 2.8953e-07 7.5008e-04 1.7937e-01 8.1988e-01
3.4986e+03 2.3121e-43 5.6799e-35 2.7990e-27 1.5698e-20 1.9937e-14 2.5051e-09 2.2543e-05 1.3366e-02 5.9923e-01 3.8738e-01
3.7182e+03 1.8307e-39 3.2059e-31 7.8247e-24 2.2424e-17 1.2201e-11 5.0637e-07 1.1051e-03 1.2045e-01 8.1962e-01 5.8822e-02
3.9517e+03 1.5133e-35 2.0410e-27 2.4811e-20 3.7592e-14 8.0474e-09 9.2243e-05 3.8247e-02 5.5810e-01 4.0160e-01 1.9623e-03
4.1999e+03 3.3724e-31 4.7789e-23 3.1038e-16 2.5528e-10 1.4322e-05 2.2223e-02 6.3856e-01 3.3363e-01 5.5737e-03 2.4384e-07
4.4636e+03 4.6449e-28 5.9936e-20 2.4796e-13 9.5694e-08 1.3122e-03 2.9238e-01 6.8953e-01 1.6768e-02 8.9928e-06 5.0015e-12
4.7438e+03 1.0055e-26 1.1834e-18 4.0887e-12 1.0083e-06 6.7416e-03 5.8035e-01 4.1059e-01 2.3166e-03 2.4286e-07 1.6886e-14
5.0416e+03 2.0560e-26 2.4054e-18 8.1157e-12 1.7825e-06 9.8510e-03 6.5565e-01 3.3324e-01 1.2538e-03 8.3357e-08 3.2202e-15
5.3582e+03 1.5812e-26 1.9499e-18 6.9319e-12 1.6000e-06 9.2741e-03 6.4621e-01 3.4317e-01 1.3463e-03 9.3202e-08 3.7357e-15
5.6947e+03 1.4342e-26 1.8613e-18 6.9351e-12 1.6365e-06 9.5141e-03 6.5355e-01 3.3569e-01 1.2495e-03 8.1001e-08 2.9372e-15
6.0522e+03 2.2188e-26 2.9240e-18 1.0942e-11 2.4007e-06 1.2261e-02 7.0263e-01 2.8432e-01 7.8681e-04 3.6461e-08 8.5169e-16
6.4323e+03 6.6083e-26 8.6236e-18 3.1412e-11 5.6491e-06 2.1073e-02 7.9211e-01 1.8654e-01 2.6625e-04 5.8585e-09 5.2195e-17
6.8362e+03 3.3296e-25 4.2113e-17 1.4679e-10 1.9122e-05 4.3872e-02 8.6629e-01 8.9771e-02 4.7181e-05 3.3785e-10 7.0542e-19
7.2654e+03 2.2942e-24 2.7273e-16 8.9427e-10 7.6685e-05 9.6486e-02 8.6999e-01 3.3444e-02 5.2976e-06 9.8713e-12 3.6313e-21
7.7216e+03 2.3516e-23 2.5557e-15 7.8045e-09 3.8714e-04 2.2724e-01 7.6391e-01 8.4667e-03 2.9968e-07 1.0374e-13 4.3512e-24
8.2065e+03 5.3926e-22 5.0682e-14 1.4064e-07 3.0050e-03 5.6181e-01 4.3442e-01 7.5895e-04 2.9240e-09 8.3457e-17 1.3975e-28
8.7177e+03 6.6336e-20 4.6462e-12 1.0855e-05 4.4259e-02 9.1318e-01 4.2546e-02 2.1915e-06 1.2546e-13 3.0856e-23 1.1171e-37
9.2147e+03 6.0239e-17 2.3647e-09 3.7426e-03 7.2284e-01 2.7333e-01 8.1933e-05 7.6638e-12 2.4779e-22 1.2420e-35 0.0000e+00
9.6291e+03 1.1227e-14 2.3296e-07 2.1315e-01 7.8522e-01 1.6255e-03 6.9249e-10 1.7279e-20 3.4132e-35 0.0000e+00 0.0000e+00
9.9539e+03 1.3997e-13 1.8786e-06 9.5604e-01 4.3960e-02 2.6709e-07 7.1726e-17 1.5895e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 5.0232e-13 4.5735e-06 9.9973e-01 2.6671e-04 1.7157e-12 8.1448e-26 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 2.0769e-12 1.4156e-05 9.9999e-01 4.0176e-07 4.4213e-19 3.6935e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 2.4456e-11 8.5323e-05 9.9991e-01 1.3264e-10 3.7537e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 4.0278e-10 6.4026e-04 9.9936e-01 2.2849e-14 7.1609e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 6.2026e-09 4.2685e-03 9.9573e-01 8.9553e-18 9.3887e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 8.6125e-08 2.5339e-02 9.7466e-01 5.5194e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 6.4423e-07 1.0442e-01 8.9558e-01 4.5232e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 2.5219e-06 2.7749e-01 7.2251e-01 6.8315e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 6.8815e-06 5.1720e-01 4.8279e-01 2.5193e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 1.4075e-05 7.3168e-01 2.6830e-01 1.3341e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 1.9148e-05 8.3961e-01 1.6037e-01 1.6913e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 2.5980e-05 9.1271e-01 8.7265e-02 1.9809e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 3.9096e-05 9.6469e-01 3.5269e-02 5.1138e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 7.3898e-05 9.9224e-01 7.6850e-03 3.9727e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 1.6499e-04 9.9867e-01 1.1639e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.4611e-04 9.9946e-01 1.9602e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 8.4611e-04 9.9913e-01 2.3363e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 1.6954e-03 9.9830e-01 4.1834e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.1622e-03 9.9684e-01 8.6333e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 5.5368e-03 9.9446e-01 1.8827e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 7.7971e-03 9.9220e-01 5.8552e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.2488e-03 9.9075e-01 2.6348e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 1.1320e-02 9.8868e-01 1.1592e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 1.3061e-02 9.8694e-01 6.1482e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 1.4934e-02 9.8507e-01 3.2594e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 1.6165e-02 9.8383e-01 1.9106e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 1.7751e-02 9.8225e-01 1.0955e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 1.8034e-02 9.8197e-01 6.7482e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 1.2803e-02 9.8720e-01 5.6211e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 7.4763e-03 9.9252e-01 4.6233e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.6457e-03 9.9735e-01 1.1928e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 1.0974e-03 9.9890e-01 2.6731e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 5.7989e-04 9.9942e-01 5.2494e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 3.5834e-04 9.9964e-01 7.8007e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.1264e-04 9.9979e-01 1.1437e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 6.3626e-05 9.9994e-01 7.4814e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.7793e-05 9.9997e-01 2.6437e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 6.1330e-05 9.9994e-01 3.6328e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 4.0237e-05 9.9996e-01 5.6402e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 4.2110e-05 9.9996e-01 3.1755e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 4.7086e-06 9.9999e-01 1.6605e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.3311e-06 9.9999e-01 4.2973e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 1.7180e-05 9.9998e-01 5.4067e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 6.4257e-07 9.9997e-01 2.4912e-05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.6516e-05 9.9998e-01 2.6727e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.6440e-06 1.0000e+00 7.2240e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.3642e-07 9.9974e-01 2.6051e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 6.0449e-07 9.9999e-01 6.0257e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 5.7965e-06 9.9999e-01 4.9255e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.8189e-05 9.9997e-01 1.2916e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 5.2158e-08 9.9942e-01 5.7852e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.0989e-06 1.0000e+00 1.2292e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 3.7409e-07 1.0000e+00 2.4247e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 1.0831e-05 9.9999e-01 2.0941e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.5305e-08 9.9942e-01 5.7502e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 3.6734e-07 1.0000e+00 8.6226e-07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.6650e-08 9.9922e-01 7.8477e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 7.8552e-08 9.9999e-01 8.5080e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.7693e-06 1.0000e+00 1.4188e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.7082e-08 9.9988e-01 1.1659e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 5.7851e-14 1.0273e-03 9.9897e-01 7.0738e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 1.5912e-12 1.0655e-02 9.8934e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 6.2954e-09 9.9909e-01 9.1477e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 3.3990e-08 9.9999e-01 7.0722e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 6.4658e-08 1.0000e+00 1.6227e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 7.2011e-07 1.0000e+00 1.3945e-08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 4.3759e-06 1.0000e+00 3.3991e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 4.7022e-06 1.0000e+00 2.8335e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 2.5480e-06 1.0000e+00 9.9213e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.6015e-06 1.0000e+00 9.4164e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.2435e-06 1.0000e+00 1.8057e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.3688
#NVEL: 115
#vel_mid[km/s] ca0 ca1 ca2 ca3 ca4 ca5 ca6 ca7 ca8 ca9
4.2577e+02 3.0730e-42 1.6465e-32 4.1471e-24 1.3308e-16 3.0192e-10 1.9509e-05 2.4057e-02 5.5599e-01 4.1907e-01 8.6687e-04
8.5779e+02 1.2760e-29 8.7550e-22 2.9252e-15 1.2537e-09 3.9852e-05 3.7537e-02 7.0258e-01 2.5670e-01 3.1410e-03 1.1227e-07
8.7843e+02 1.4438e-29 9.8565e-22 3.2558e-15 1.3780e-09 4.2888e-05 3.9272e-02 7.0944e-01 2.4835e-01 2.8978e-03 9.7676e-08
9.1772e+02 1.3773e-29 9.4192e-22 3.1247e-15 1.3288e-09 4.1692e-05 3.8594e-02 7.0681e-01 2.5156e-01 2.9898e-03 1.0310e-07
9.7304e+02 1.2917e-29 8.8615e-22 2.9580e-15 1.2664e-09 4.0170e-05 3.7724e-02 7.0336e-01 2.5577e-01 3.1129e-03 1.1053e-07
1.0350e+03 1.2207e-29 8.3929e-22 2.8161e-15 1.2125e-09 3.8834e-05 3.6944e-02 7.0013e-01 2.5966e-01 3.2302e-03 1.1784e-07
1.1000e+03 9.2476e-30 6.4346e-22 2.2160e-15 9.8153e-10 3.2949e-05 3.3369e-02 6.8398e-01 2.7877e-01 3.8509e-03 1.5984e-07
1.1690e+03 4.3361e-30 3.1159e-22 1.1519e-15 5.5034e-10 2.0954e-05 2.5101e-02 6.3518e-01 3.3359e-01 6.1065e-03 3.5845e-07
1.2425e+03 8.7134e-31 6.6199e-23 2.8241e-16 1.5651e-10 7.6973e-06 1.3051e-02 5.1285e-01 4.5889e-01 1.5203e-02 1.8552e-06
1.3205e+03 5.6657e-32 4.5863e-24 2.4515e-17 1.6939e-11 1.2428e-06 3.6863e-03 2.9766e-01 6.4177e-01 5.6861e-02 2.3389e-05
1.4033e+03 1.6954e-33 1.4708e-25 1.0389e-18 9.2749e-13 1.0739e-07 6.0914e-04 1.1418e-01 6.9050e-01 1.9438e-01 3.3059e-04
1.4915e+03 4.6725e-35 4.3603e-27 4.0682e-20 4.6607e-14 8.1755e-09 8.3865e-05 3.4070e-02 5.3095e-01 4.3222e-01 2.6748e-03
1.5852e+03 1.4856e-36 1.5016e-28 1.8231e-21 2.6484e-15 6.6837e-10 1.1460e-05 9.1096e-03 3.2199e-01 6.5662e-01 1.2270e-02
1.6847e+03 3.5553e-38 3.9457e-30 6.3475e-23 1.1936e-16 4.3548e-11 1.2483e-06 1.9452e-03 1.5601e-01 7.9749e-01 4.4559e-02
1.7904e+03 6.2931e-40 7.8465e-32 1.7143e-24 4.3004e-18 2.3009e-12 1.1098e-07 3.4141e-04 6.2441e-02 8.0383e-01 1.3339e-01
1.9028e+03 8.2354e-42 1.1863e-33 3.6085e-26 1.2465e-19 9.9465e-14 8.1050e-09 4.9293e-05 2.0485e-02 6.6040e-01 3.1907e-01
2.0223e+03 8.6881e-44 1.4518e-35 6.1452e-28 2.9432e-21 3.4914e-15 4.7404e-10 5.6283e-06 5.2462e-03 4.1846e-01 5.7628e-01
2.1493e+03 1.4013e-45 1.4912e-37 8.7722e-30 5.8621e-23 1.0321e-16 2.2992e-11 5.2372e-07 1.0738e-03 2.0780e-01 7.9113e-01
2.2843e+03 0.0000e+00 2.0813e-39 1.6443e-31 1.4910e-24 3.7566e-18 1.2990e-12 5.2999e-08 2.2089e-04 9.5252e-02 9.0453e-01
2.4277e+03 0.0000e+00 6.2652e-41 6.3120e-33 7.3926e-26 2.5069e-19 1.2352e-13 8.0362e-09 5.9094e-05 4.8436e-02 9.5150e-01
2.5802e+03 0.0000e+00 5.7271e-42 6.8678e-34 9.6722e-27 4.0488e-20 2.5452e-14 2.2668e-09 2.4345e-05 3.0581e-02 9.6939e-01
2.7422e+03 0.0000e+00 2.3654e-42 3.0779e-34 4.7158e-27 2.1607e-20 1.4976e-14 1.4946e-09 1.8259e-05 2.6387e-02 9.7359e-01
