#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 1.31352774879 1.34086478482 1.36877075709 1.39725750625 1.4263371194 1.45602193516 1.48632454897 1.51725781839 1.54883486857 1.58106909784 1.61397418335 1.6475640869 1.68185306088 1.71685565429 1.75258671891 1.78906141564 1.82629522088 1.86430393314 1.90310367972 1.94271092358 1.98314247027 2.02441547513 2.06654745052 2.10955627325 2.15346019222 2.19827783609 2.24402822123 2.29073075979 2.3384052679 2.38707197411 2.43675152798 2.48746500882 2.53923393462 2.59208027122 2.64602644162 2.70109533547 2.7573103188 2.81469524393 2.87327445961 2.9330728213 2.99411570179 3.0564290019 3.1200391615 3.18497317073 3.25125858145 3.31892351891 3.38799669372 3.458507414 3.53048559784 3.60396178597 3.67896715474 3.75553352933 3.83369339728 3.91347992225 3.99492695808 4.07806906321 4.16294151528 4.24958032614 4.33802225711 4.42830483457 4.52046636593 4.61454595581 4.71058352271 4.80861981588 4.90869643266 5.01085583611 5.11514137302 5.2215972923 5.33026876379 5.44120189738 5.55444376261 5.67004240861 5.78804688453 5.90850726031 6.03147464794 6.15700122315 6.28514024756 6.41594609124 6.54947425584 6.68578139809 6.82492535384 6.96696516263 7.11196109274 7.25997466672 7.41106868754 7.56530726521 7.72275584402 7.88348123025 8.04755162055 8.21503663089 8.38600732606 8.56053624988 8.73869745591 8.92056653893 9.10622066697 9.2957386141 9.48920079382 9.68668929318 9.88828790763 10.0940821766 10.3041594196 10.5186087737 10.7375212308 10.9609896768 11.1891089304 11.421975784 11.6596890442 11.902349574 12.1500603357 12.4029264342 12.661055162 12.9245560446 13.1935408868 13.4681238204 13.7484213523 14.0345524144 14.3266384136 14.6248032836 14.9291735374 15.2398783209 15.5570494679 15.8808215559 16.211331963 16.5487209267 16.8931316029 17.244710127 17.6036056756 17.9699705301 18.3439601411 18.7257331944 19.1154516784 19.5132809528 19.9193898187 20.3339505904 20.7571391682 21.1891351133 21.630121724 22.0802861133 22.5398192884 23.0089162317 23.4877759837 23.9766017271 24.4756008733 24.9849851505 25.5049706931 26.0357781339 26.5776326973 27.1307642952 27.6954076244 28.271802266 28.8601927875 29.4608288462 30.0739652952 30.6998622917 31.3387854071 31.9910057402 32.6568000314 33.3364507809 34.0302463683 34.7384811748 35.4614557083 36.1994767308 36.9528573888 37.7219173456 38.5069829176 39.3083872125 40.1264702705 40.9615792085 41.8140683681 42.6842994648 43.5726417426 44.4794721299 45.4051753997 46.3501443331 47.3147798855 48.299491357 49.3046965661 50.3308220268 51.3783031297 52.4475843269 53.53911932 54.6533712535 55.7908129104 56.9519269135 58.1372059297 59.3471528795 60.5822811498 61.8431148124 63.1301888459 64.4440493627 65.7852538411 67.1543713615 68.5519828478 69.9786813143 71.4350721169 72.9217732101 74.4394154093 75.9886426585 77.5701123031 79.1844953693
#
#TIME: 1.31352774879
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
3.9769e+04 2.2503e+03 2.2839e+00 2.4499e-06 1.0000e+00 1.8365e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.2582e+03 1.4898e+00 2.3246e-06 1.0000e+00 1.2728e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.2382e+03 9.7849e-01 2.2472e-06 1.0000e+00 8.5439e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.2447e+03 6.5042e-01 1.4181e-06 1.0000e+00 1.4350e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 2.2376e+03 4.3402e-01 9.7456e-07 1.0000e+00 2.0204e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 2.2422e+03 2.9448e-01 4.9861e-07 1.0000e+00 5.4159e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.2428e+03 1.9601e-01 4.2398e-07 1.0000e+00 4.8424e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.2465e+03 1.2949e-01 4.2343e-07 1.0000e+00 3.0525e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 2.2202e+03 8.6676e-02 3.3387e-07 1.0000e+00 3.2222e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.1903e+03 5.7821e-02 2.9961e-07 1.0000e+00 2.5752e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 2.1682e+03 3.8236e-02 3.4564e-07 1.0000e+00 1.1959e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 2.1499e+03 2.5732e-02 2.8533e-07 1.0000e+00 1.1519e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.1258e+03 1.7118e-02 4.5506e-07 1.0000e+00 2.7046e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 2.0819e+03 1.1576e-02 4.2738e-07 1.0000e+00 1.9906e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 2.0387e+03 7.8484e-03 6.0273e-07 1.0000e+00 6.1909e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.0356e+03 5.3735e-03 4.7570e-07 1.0000e+00 6.6839e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.0274e+03 3.7296e-03 2.8391e-07 1.0000e+00 1.3274e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 2.0492e+03 2.6064e-03 2.1928e-07 1.0000e+00 1.5355e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 2.0245e+03 1.8478e-03 1.8478e-07 1.0000e+00 1.5000e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 2.0112e+03 1.3339e-03 1.6352e-07 1.0000e+00 1.3475e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 1.9938e+03 9.8610e-04 1.3460e-07 1.0000e+00 1.4505e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.9901e+03 7.4395e-04 2.1780e-07 1.0000e+00 3.7917e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.9738e+03 5.8174e-04 2.1505e-07 1.0000e+00 2.9516e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.9613e+03 5.2171e-04 2.2543e-07 1.0000e+00 2.3611e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.9623e+03 4.9626e-04 2.1558e-07 1.0000e+00 2.4542e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 1.9610e+03 4.7841e-04 2.6314e-07 1.0000e+00 1.5403e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 1.9535e+03 4.7440e-04 2.6781e-07 1.0000e+00 1.4698e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 1.9479e+03 4.6938e-04 2.8946e-07 1.0000e+00 1.2306e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.9470e+03 1.8830e-04 1.1890e-07 1.0000e+00 2.9170e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 28.271802266
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] v0 v1 v2 v3 v4 v5 v6 v7 v8 v9
4.2577e+02 1.3557e+04 7.2585e+07 2.7818e-23 4.1321e-12 7.8084e-04 9.9904e-01 1.7783e-04 8.3363e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.5779e+02 1.2856e+04 5.5381e+09 6.1094e-17 9.5963e-08 1.4111e-01 8.5889e-01 4.0808e-07 2.7335e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7843e+02 1.2800e+04 5.4871e+09 7.0287e-17 1.0896e-07 1.5318e-01 8.4682e-01 3.4412e-07 1.8474e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.1772e+02 1.2753e+04 5.4597e+09 7.6230e-17 1.1724e-07 1.6055e-01 8.3945e-01 3.1163e-07 1.4721e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.7304e+02 1.2712e+04 5.4202e+09 8.4333e-17 1.2850e-07 1.7029e-01 8.2971e-01 2.7456e-07 1.1019e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0350e+03 1.2680e+04 5.3973e+09 9.0254e-17 1.3660e-07 1.7706e-01 8.2294e-01 2.5227e-07 9.0863e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e+03 1.2653e+04 5.3723e+09 9.5818e-17 1.4424e-07 1.8334e-01 8.1666e-01 2.3356e-07 7.6232e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1690e+03 1.2606e+04 5.3254e+09 1.0554e-16 1.5760e-07 1.9406e-01 8.0594e-01 2.0545e-07 5.6936e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2425e+03 1.2563e+04 5.3255e+09 1.1826e-16 1.7382e-07 2.0597e-01 7.9403e-01 1.8007e-07 4.2399e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3205e+03 1.2503e+04 5.4658e+09 1.4921e-16 2.0890e-07 2.2840e-01 7.7160e-01 1.4434e-07 2.6260e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4033e+03 1.2438e+04 5.6389e+09 1.9591e-16 2.5884e-07 2.5717e-01 7.4283e-01 1.1060e-07 1.4822e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4915e+03 1.2356e+04 5.7359e+09 2.5834e-16 3.2437e-07 2.9206e-01 7.0794e-01 8.0808e-08 7.5293e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5852e+03 1.2269e+04 5.7283e+09 3.2759e-16 3.9714e-07 3.2810e-01 6.7190e-01 5.8803e-08 3.7826e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6847e+03 1.2161e+04 5.6609e+09 4.3280e-16 5.0590e-07 3.7671e-01 6.2329e-01 3.8755e-08 1.5414e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7904e+03 1.2049e+04 5.5249e+09 5.7484e-16 6.5076e-07 4.3393e-01 5.6607e-01 2.3892e-08 5.4865e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9028e+03 1.1927e+04 5.2987e+09 7.7007e-16 8.4918e-07 5.0200e-01 4.9800e-01 1.3347e-08 1.6015e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0223e+03 1.1791e+04 5.1438e+09 1.0865e-15 1.1439e-06 5.8161e-01 4.1839e-01 6.6525e-09 3.8126e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1493e+03 1.1633e+04 4.9915e+09 1.6600e-15 1.6334e-06 6.7907e-01 3.2092e-01 2.5913e-09 5.7103e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2843e+03 1.1451e+04 4.8859e+09 2.6710e-15 2.3952e-06 7.7755e-01 2.2245e-01 8.0600e-10 5.7676e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4277e+03 1.1244e+04 4.7601e+09 4.5109e-15 3.6084e-06 8.6585e-01 1.3415e-01 1.8254e-10 3.3037e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5802e+03 1.1007e+04 4.6066e+09 7.9639e-15 5.5585e-06 9.3067e-01 6.9326e-02 2.9262e-11 1.0235e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7422e+03 1.0743e+04 4.3890e+09 1.4376e-14 8.6556e-06 9.6858e-01 3.1414e-02 3.4865e-12 1.8605e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9144e+03 1.0441e+04 4.0954e+09 2.6821e-14 1.3797e-05 9.8745e-01 1.2538e-02 3.0576e-13 1.9222e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0973e+03 1.0105e+04 3.6907e+09 5.1335e-14 2.2571e-05 9.9553e-01 4.4499e-03 1.9761e-14 1.1113e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2918e+03 9.7729e+03 3.0272e+09 8.4141e-14 3.4259e-05 9.9832e-01 1.6435e-03 1.3514e-15 6.7041e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4986e+03 9.4729e+03 2.6655e+09 1.5466e-13 5.4644e-05 9.9936e-01 5.8595e-04 8.8098e-17 3.8951e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7182e+03 9.1325e+03 2.9010e+09 4.9464e-13 1.1754e-04 9.9974e-01 1.4209e-04 2.4059e-18 5.2451e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9517e+03 8.7264e+03 2.9136e+09 1.8509e-12 2.8917e-04 9.9969e-01 2.4465e-05 2.5968e-20 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1999e+03 8.3941e+03 1.8064e+09 2.2896e-12 3.9747e-04 9.9959e-01 8.2817e-06 1.2106e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4636e+03 8.1821e+03 1.3625e+09 2.9485e-12 5.2237e-04 9.9947e-01 3.6922e-06 1.2839e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7438e+03 7.9825e+03 1.2730e+09 5.6152e-12 8.2858e-04 9.9917e-01 1.3969e-06 1.0094e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0416e+03 7.7783e+03 1.2229e+09 1.1982e-11 1.4046e-03 9.9859e-01 4.7574e-07 6.1504e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3582e+03 7.5300e+03 1.1538e+09 2.9043e-11 2.6095e-03 9.9739e-01 1.3266e-07 2.2172e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6947e+03 7.2504e+03 1.0620e+09 8.7757e-11 5.6674e-03 9.9433e-01 2.6397e-08 3.3101e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0522e+03 6.9263e+03 9.5714e+08 3.1509e-10 1.3891e-02 9.8611e-01 3.9885e-09 2.4201e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4323e+03 6.5388e+03 7.8079e+08 1.5797e-09 4.3767e-02 9.5623e-01 3.1153e-10 3.1557e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8362e+03 6.1451e+03 5.9162e+08 9.8949e-09 1.5897e-01 8.4103e-01 1.2767e-11 8.7112e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.2654e+03 5.7882e+03 4.9529e+08 5.8472e-08 4.7802e-01 5.2198e-01 2.9584e-13 1.0140e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.7216e+03 5.3612e+03 4.4523e+08 2.7574e-07 8.7709e-01 1.2291e-01 1.0867e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2065e+03 4.9482e+03 4.0047e+08 1.1101e-06 9.9090e-01 9.0995e-03 3.3105e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.7177e+03 4.6177e+03 3.3733e+08 3.4222e-06 9.9923e-01 7.6603e-04 1.7278e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2147e+03 4.3758e+03 2.8325e+08 8.5609e-06 9.9990e-01 9.6138e-05 2.9912e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6291e+03 4.2098e+03 2.3272e+08 1.5722e-05 9.9996e-01 2.2206e-05 3.1222e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.9539e+03 4.0784e+03 1.8441e+08 2.2969e-05 9.9997e-01 7.9031e-06 1.1407e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0246e+04 3.9858e+03 1.3922e+08 2.8734e-05 9.9997e-01 3.6779e-06 8.8388e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0542e+04 3.9088e+03 1.0544e+08 3.4404e-05 9.9996e-01 1.8791e-06 9.0743e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0840e+04 3.8324e+03 8.8324e+07 4.2053e-05 9.9996e-01 1.0242e-06 1.2472e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 3.7764e+03 7.8499e+07 5.1100e-05 9.9995e-01 6.0204e-07 2.2755e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 3.7341e+03 7.8634e+07 6.8108e-05 9.9993e-01 3.3208e-07 3.8627e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 3.6934e+03 9.2852e+07 1.0679e-04 9.9989e-01 1.5599e-07 4.7737e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 3.6456e+03 1.0495e+08 1.5560e-04 9.9984e-01 8.1382e-08 7.7273e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 3.6039e+03 1.0796e+08 2.1418e-04 9.9979e-01 4.3160e-08 1.1973e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 3.5653e+03 1.0337e+08 2.6269e-04 9.9974e-01 2.6922e-08 2.8052e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 3.5236e+03 9.0631e+07 2.9493e-04 9.9971e-01 1.8348e-08 7.8487e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 3.4994e+03 6.6980e+07 2.6323e-04 9.9974e-01 1.6760e-08 4.4481e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 3.4747e+03 5.1785e+07 2.4540e-04 9.9975e-01 1.4680e-08 2.3245e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 3.4349e+03 3.9255e+07 2.4091e-04 9.9976e-01 1.1297e-08 8.0980e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 3.3782e+03 2.6723e+07 2.3552e-04 9.9976e-01 7.8022e-09 1.8368e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 3.3034e+03 1.8185e+07 2.7594e-04 9.9972e-01 3.6890e-09 1.3438e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 3.2317e+03 1.2678e+07 3.3469e-04 9.9967e-01 1.6639e-09 8.7445e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 3.1755e+03 8.8435e+06 3.8125e-04 9.9962e-01 8.5546e-10 8.4148e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 3.1334e+03 6.2738e+06 3.8005e-04 9.9962e-01 5.9191e-10 1.9983e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 3.1086e+03 4.6980e+06 3.8223e-04 9.9962e-01 4.2637e-10 5.6472e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 3.0917e+03 3.6537e+06 3.4753e-04 9.9965e-01 3.9530e-10 3.5173e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 3.0663e+03 2.6269e+06 3.1151e-04 9.9969e-01 3.4651e-10 1.7096e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 3.0434e+03 1.8237e+06 2.6831e-04 9.9973e-01 3.1771e-10 9.2486e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 3.0260e+03 1.3341e+06 2.3841e-04 9.9976e-01 2.8896e-10 5.0447e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 2.9903e+03 9.7117e+05 2.2807e-04 9.9977e-01 2.2391e-10 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 2.9653e+03 6.5337e+05 1.9973e-04 9.9980e-01 1.9146e-10 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 2.9194e+03 3.9658e+05 1.8642e-04 9.9981e-01 1.2789e-10 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 2.8794e+03 2.3552e+05 1.5951e-04 9.9984e-01 1.0005e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 2.8240e+03 1.2308e+05 1.5513e-04 9.9984e-01 5.1927e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 2.7615e+03 3.9239e+04 1.0168e-04 9.9990e-01 3.5788e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 2.7011e+03 8.7895e+03 4.3096e-05 9.9996e-01 4.1752e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 2.6430e+03 2.6636e+03 2.4969e-05 9.9998e-01 3.5184e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 2.6142e+03 1.0011e+03 1.5949e-05 9.9998e-01 3.0610e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 2.5408e+03 5.0913e+02 1.0716e-05 9.9999e-01 3.3459e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 2.5069e+03 2.5505e+02 1.0487e-05 9.9999e-01 1.6256e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 2.4333e+03 1.1224e+02 1.5289e-05 9.9998e-01 2.9432e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 2.3627e+03 5.3306e+01 2.5667e-05 9.9997e-01 4.2891e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 2.3243e+03 3.3794e+01 1.2047e-05 9.9999e-01 1.2781e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 2.3017e+03 2.2852e+01 1.6577e-05 9.9998e-01 4.2021e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 2.2762e+03 1.4463e+01 1.1126e-05 9.9999e-01 5.8632e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 2.2764e+03 8.6381e+00 1.0050e-05 9.9999e-01 4.0882e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.2532e+03 5.2261e+00 6.2896e-06 9.9999e-01 6.2900e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.2811e+03 3.2764e+00 6.1701e-06 9.9999e-01 3.8855e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 2.2489e+03 2.1178e+00 5.5298e-06 9.9999e-01 3.0071e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 2.2456e+03 1.3928e+00 3.2053e-06 1.0000e+00 5.9760e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 2.2386e+03 9.1616e-01 2.9106e-06 1.0000e+00 4.5864e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 2.2983e+03 6.0885e-01 1.7411e-06 1.0000e+00 8.6267e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
