#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 1.3135 1.3409 1.3688 1.3973 1.4263 1.4560 1.4863 1.5173 1.5488 1.5811 1.6140 1.6476 1.6819 1.7169 1.7526 1.7891 1.8263 1.8643 1.9031 1.9427 1.9831 2.0244 2.0665 2.1096 2.1535 2.1983 2.2440 2.2907 2.3384 2.3871 2.4368 2.4875 2.5392 2.5921 2.6460 2.7011 2.7573 2.8147 2.8733 2.9331 2.9941 3.0564 3.1200 3.1850 3.2513 3.3189 3.3880 3.4585 3.5305 3.6040 3.6790 3.7555 3.8337 3.9135 3.9949 4.0781 4.1629 4.2496 4.3380 4.4283 4.5205 4.6145 4.7106 4.8086 4.9087 5.0109 5.1151 5.2216 5.3303 5.4412 5.5544 5.6700 5.7880 5.9085 6.0315 6.1570 6.2851 6.4159 6.5495 6.6858 6.8249 6.9670 7.1120 7.2600 7.4111 7.5653 7.7228 7.8835 8.0476 8.2150 8.3860 8.5605 8.7387 8.9206 9.1062 9.2957 9.4892 9.6867 9.8883 10.0941 10.3042 10.5186 10.7375 10.9610 11.1891 11.4220 11.6597 11.9023 12.1501 12.4029 12.6611 12.9246 13.1935 13.4681 13.7484 14.0346 14.3266 14.6248 14.9292 15.2399 15.5570 15.8808 16.2113 16.5487 16.8931 17.2447 17.6036 17.9700 18.3440 18.7257 19.1155 19.5133 19.9194 20.3340 20.7571 21.1891 21.6301 22.0803 22.5398 23.0089 23.4878 23.9766 24.4756 24.9850 25.5050 26.0358 26.5776 27.1308 27.6954 28.2718 28.8602 29.4608 30.0740 30.6999 31.3388 31.9910 32.6568 33.3365 34.0302 34.7385 35.4615 36.1995 36.9529 37.7219 38.5070 39.3084 40.1265 40.9616 41.8141 42.6843 43.5726 44.4795 45.4052 46.3501 47.3148 48.2995 49.3047 50.3308 51.3783 52.4476 53.5391 54.6534 55.7908 56.9519 58.1372 59.3472 60.5823 61.8431 63.1302 64.4440 65.7853 67.1544 68.5520 69.9787 71.4351 72.9218 74.4394 75.9886 77.5701 79.1845
#
#TIME: 1.3135
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
1.1119e+04 1.6450e-06 7.9680e-01 2.0320e-01 6.2988e-08 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 5.5912e-06 9.9312e-01 6.8698e-03 9.3179e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.2873e-05 9.9972e-01 2.6366e-04 2.3577e-15 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 2.7980e-05 9.9996e-01 1.5163e-05 1.7104e-18 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 6.3682e-05 9.9994e-01 1.0780e-06 2.2686e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.3760e-04 9.9986e-01 8.4803e-08 3.7991e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 3.0113e-04 9.9970e-01 5.3151e-09 3.4313e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 5.5225e-04 9.9945e-01 3.9391e-10 4.2886e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.0297e-03 9.9897e-01 2.7526e-11 4.6072e-33 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 4.1433e-03 9.9586e-01 9.0780e-14 2.0155e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 5.6178e-02 9.4382e-01 5.2390e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 3.7267e-01 6.2733e-01 1.1763e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 7.0258e-01 2.9742e-01 9.9648e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 8.6556e-01 1.3444e-01 2.8542e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 9.3675e-01 6.3246e-02 2.1085e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 9.7603e-01 2.3972e-02 1.0242e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 9.9347e-01 6.5344e-03 1.5654e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 9.9665e-01 3.3477e-03 5.2312e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.9807e-01 1.9343e-03 3.1373e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 9.9853e-01 1.4673e-03 9.6085e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 9.9878e-01 1.2238e-03 5.2711e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 9.9891e-01 1.0887e-03 3.5704e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 9.9930e-01 7.0205e-04 3.2853e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 9.9931e-01 6.9162e-04 2.4474e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 9.9936e-01 6.4046e-04 8.9809e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 9.9933e-01 6.6507e-04 2.2869e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.9910e-01 9.0026e-04 9.7530e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 9.9807e-01 1.9312e-03 3.7289e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 9.9593e-01 4.0740e-03 7.3820e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 9.8958e-01 1.0423e-02 3.2137e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 9.8082e-01 1.9177e-02 3.4869e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 9.3680e-01 6.3204e-02 8.8768e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 8.2856e-01 1.7144e-01 2.5637e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 9.2548e-01 7.4522e-02 1.4366e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 6.7162e-01 3.2838e-01 1.9368e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 1.0826e-02 9.8917e-01 9.9527e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 4.3723e-01 5.6277e-01 1.4554e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 4.5320e-02 9.5468e-01 8.8859e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 2.5881e-01 7.4119e-01 4.0422e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 7.1968e-03 9.9280e-01 6.7628e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 1.0053e-03 9.9899e-01 7.1862e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.9139e-02 9.8086e-01 4.1748e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 5.0660e-07 1.0000e+00 6.3167e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.7468e-02 9.8253e-01 1.0093e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 8.9262e-04 9.9911e-01 2.4848e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 2.1252e-03 9.9787e-01 2.6185e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 1.2543e-03 9.9875e-01 8.6576e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 5.3733e-04 9.9946e-01 1.3483e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 2.1274e-05 9.9998e-01 1.7177e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 1.6045e-07 1.0000e+00 5.8456e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 3.5576e-08 1.0000e+00 7.2022e-14 1.7236e-43 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 2.2004e-05 9.9998e-01 1.1796e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 6.8411e-04 9.9932e-01 4.4639e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 1.0119e-06 1.0000e+00 6.1789e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 3.2337e-05 9.9997e-01 2.4691e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 2.9264e-09 1.0000e+00 1.6584e-09 2.5850e-32 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 5.3123e-05 9.9995e-01 7.6379e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 1.5497e-04 9.9985e-01 4.1004e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 4.5166e-05 9.9995e-01 3.1803e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 8.3578e-04 9.9916e-01 7.6860e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.8755e-06 1.0000e+00 6.2145e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 1.0602e-04 9.9989e-01 1.4444e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 1.4026e-04 9.9986e-01 3.2721e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 1.2614e-04 9.9987e-01 4.6484e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 3.3303e-06 1.0000e+00 3.5610e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.5334e-08 1.0000e+00 2.9199e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.9329e-08 1.0000e+00 1.1884e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 8.2601e-08 1.0000e+00 6.5634e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.7891
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 4.0566e-27 1.2565e-17 4.4374e-09 1.9722e-01 8.0127e-01 1.5175e-03 5.1936e-11
8.5779e+02 5.2075e-21 2.3910e-13 1.2473e-06 8.3983e-01 1.6015e-01 2.0794e-05 7.1407e-14
8.7843e+02 2.7169e-21 1.4394e-13 8.6789e-07 6.7838e-01 3.2149e-01 1.3351e-04 1.8893e-12
9.1772e+02 2.3440e-21 1.2780e-13 7.9352e-07 6.3853e-01 3.6128e-01 1.8810e-04 3.5048e-12
9.7304e+02 2.2795e-21 1.2497e-13 7.8033e-07 6.3141e-01 3.6839e-01 1.9944e-04 3.8962e-12
1.0350e+03 2.2938e-21 1.2560e-13 7.8324e-07 6.3295e-01 3.6685e-01 1.9694e-04 3.8085e-12
1.1000e+03 2.0997e-21 1.1692e-13 7.4180e-07 6.0968e-01 3.9009e-01 2.3751e-04 5.3519e-12
1.1690e+03 1.7535e-21 1.0096e-13 6.6297e-07 5.6336e-01 4.3630e-01 3.3865e-04 1.0247e-11
1.2425e+03 1.0351e-21 6.4874e-14 4.6542e-07 4.2972e-01 5.6940e-01 8.7739e-04 6.1184e-11
1.3205e+03 3.3905e-22 2.4506e-14 2.0487e-07 2.1600e-01 7.7966e-01 4.3411e-03 1.4521e-09
1.4033e+03 6.6035e-23 5.7184e-15 5.8384e-08 7.2002e-02 9.0321e-01 2.4787e-02 5.8019e-08
1.4915e+03 1.3793e-23 1.3956e-15 1.7028e-08 2.3790e-02 8.7985e-01 9.6360e-02 1.2200e-06
1.5852e+03 3.2337e-24 3.7405e-16 5.3343e-09 8.2538e-03 7.4040e-01 2.5134e-01 1.2624e-05
1.6847e+03 5.7627e-25 7.6829e-17 1.2952e-09 2.2258e-03 4.8592e-01 5.1175e-01 1.0186e-04
1.7904e+03 7.1063e-26 1.1088e-17 2.2505e-10 4.3402e-04 2.3287e-01 7.6609e-01 6.0710e-04
1.9028e+03 7.0651e-27 1.3088e-18 3.2489e-11 7.1188e-05 9.1578e-02 9.0564e-01 2.7135e-03
2.0223e+03 6.3516e-28 1.3967e-19 4.2498e-12 1.0542e-05 3.2387e-02 9.5685e-01 1.0755e-02
2.1493e+03 5.1218e-29 1.3582e-20 5.1543e-13 1.4672e-06 1.0789e-02 9.4949e-01 3.9724e-02
2.2843e+03 4.4020e-30 1.4009e-21 6.5947e-14 2.1476e-07 3.5757e-03 8.7215e-01 1.2427e-01
2.4277e+03 5.0634e-31 1.8916e-22 1.0749e-14 3.9518e-08 1.2853e-03 7.2045e-01 2.7827e-01
2.5802e+03 1.0086e-31 4.2527e-23 2.7797e-15 1.1241e-08 5.7722e-04 5.6880e-01 4.3062e-01
2.7422e+03 4.9578e-32 2.2491e-23 1.5910e-15 6.8689e-09 4.2005e-04 5.0929e-01 4.9029e-01
2.9144e+03 7.5223e-32 3.4817e-23 2.4882e-15 1.1106e-08 5.8320e-04 5.7450e-01 4.2492e-01
3.0973e+03 4.3899e-31 1.9415e-22 1.2864e-14 5.7179e-08 1.6733e-03 7.7313e-01 2.2520e-01
3.2918e+03 1.1924e-29 4.7396e-21 2.6629e-13 1.1570e-06 9.9685e-03 9.5027e-01 3.9755e-02
3.4986e+03 1.1256e-27 3.5012e-19 1.4391e-11 5.4065e-05 8.4414e-02 9.1284e-01 2.6903e-03
3.7182e+03 1.0700e-25 2.2559e-17 5.9648e-10 1.6408e-03 4.4888e-01 5.4936e-01 1.1775e-04
3.9517e+03 5.7640e-24 8.3408e-16 1.4355e-08 2.9235e-02 9.0172e-01 6.9048e-02 5.1201e-07
4.1999e+03 2.9877e-22 3.2593e-14 4.0401e-07 6.4766e-01 3.5220e-01 1.3848e-04 1.5296e-12
4.4636e+03 1.3550e-21 1.0526e-13 9.5077e-07 9.8600e-01 1.4003e-02 4.8569e-08 1.5867e-18
4.7438e+03 2.8730e-21 1.7848e-13 1.3236e-06 9.9791e-01 2.0866e-03 6.1302e-10 9.6941e-22
5.0416e+03 3.7370e-21 2.1527e-13 1.4986e-06 9.9903e-01 9.6519e-04 1.0444e-10 4.8318e-23
5.3582e+03 3.4961e-21 2.0653e-13 1.4788e-06 9.9916e-01 8.4168e-04 7.5327e-11 2.7321e-23
5.6947e+03 3.2015e-21 1.9543e-13 1.4509e-06 9.9927e-01 7.2358e-04 5.2432e-11 1.4488e-23
6.0522e+03 3.3739e-21 2.0395e-13 1.5100e-06 9.9951e-01 4.8517e-04 2.0764e-11 2.9789e-24
6.4323e+03 4.1100e-21 2.3636e-13 1.6876e-06 9.9978e-01 2.1903e-04 3.3225e-12 1.3208e-25
6.8362e+03 5.8300e-21 3.0645e-13 2.0391e-06 9.9993e-01 6.6446e-05 2.1411e-13 1.2567e-27
7.2654e+03 9.5798e-21 4.4256e-13 2.6407e-06 9.9998e-01 1.5948e-05 8.1267e-15 4.9195e-30
7.7216e+03 1.8477e-20 7.2321e-13 3.7245e-06 9.9999e-01 2.6991e-06 1.3912e-16 5.0186e-33
8.2065e+03 5.1662e-20 1.5833e-12 6.4413e-06 9.9999e-01 1.8421e-07 2.9908e-19 1.5298e-37
8.7177e+03 3.8682e-19 7.7087e-12 1.9113e-05 9.9998e-01 1.2623e-09 3.3918e-24 0.0000e+00
9.2147e+03 1.4416e-17 1.5378e-10 1.3859e-04 9.9986e-01 2.4959e-13 1.1957e-32 0.0000e+00
9.6291e+03 1.0750e-15 7.4034e-09 1.6943e-03 9.9831e-01 4.4260e-18 1.6675e-43 0.0000e+00
9.9539e+03 1.6485e-13 8.0545e-07 3.1650e-02 9.6835e-01 1.3501e-23 0.0000e+00 0.0000e+00
1.0246e+04 2.9273e-11 1.2031e-04 5.4051e-01 4.5937e-01 9.2548e-31 0.0000e+00 0.0000e+00
1.0542e+04 1.6157e-09 4.1436e-03 9.8705e-01 8.8063e-03 9.3534e-41 0.0000e+00 0.0000e+00
1.0840e+04 7.2453e-08 9.4413e-02 9.0552e-01 6.2353e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.1119e+04 1.7266e-06 8.2875e-01 1.7124e-01 3.7441e-08 0.0000e+00 0.0000e+00 0.0000e+00
1.1356e+04 5.7477e-06 9.9483e-01 5.1594e-03 4.3524e-12 0.0000e+00 0.0000e+00 0.0000e+00
1.1540e+04 1.3079e-05 9.9979e-01 2.0054e-04 1.1309e-15 0.0000e+00 0.0000e+00 0.0000e+00
1.1677e+04 2.9010e-05 9.9996e-01 1.1600e-05 8.4466e-19 0.0000e+00 0.0000e+00 0.0000e+00
1.1784e+04 6.7835e-05 9.9993e-01 7.7356e-07 9.5851e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.1876e+04 1.5024e-04 9.9985e-01 5.6230e-08 1.3156e-24 0.0000e+00 0.0000e+00 0.0000e+00
1.1964e+04 3.4637e-04 9.9965e-01 2.9831e-09 7.8148e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.2056e+04 7.2304e-04 9.9928e-01 1.4072e-10 3.1127e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.2170e+04 1.6962e-03 9.9830e-01 3.9492e-12 3.2450e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.2360e+04 8.5834e-03 9.9142e-01 4.9431e-15 1.1855e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.2670e+04 1.2609e-01 8.7391e-01 7.5242e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 5.9375e-01 4.0625e-01 1.6398e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3530e+04 8.4948e-01 1.5052e-01 8.5780e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4013e+04 9.3839e-01 6.1605e-02 2.3504e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4509e+04 9.7598e-01 2.4017e-02 9.7771e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5002e+04 9.9257e-01 7.4308e-03 2.3400e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5476e+04 9.9656e-01 3.4360e-03 5.1338e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5924e+04 9.9819e-01 1.8050e-03 1.8397e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6356e+04 9.9862e-01 1.3776e-03 4.6257e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6776e+04 9.9890e-01 1.1001e-03 1.8362e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7184e+04 9.9921e-01 7.9116e-04 4.4738e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7580e+04 9.9933e-01 6.7345e-04 2.3578e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7990e+04 9.9948e-01 5.2264e-04 5.8476e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8458e+04 9.9953e-01 4.7224e-04 2.7073e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9085e+04 9.9956e-01 4.4462e-04 1.0860e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0000e+04 9.9956e-01 4.3570e-04 2.0179e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1194e+04 9.9943e-01 5.6853e-04 7.2868e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2528e+04 9.9901e-01 9.8676e-04 9.9492e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3943e+04 9.9765e-01 2.3484e-03 4.2880e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5446e+04 9.9750e-01 2.4952e-03 3.3631e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7044e+04 9.9606e-01 3.9397e-03 2.2421e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8744e+04 9.7547e-01 2.4534e-02 1.0678e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0520e+04 9.8012e-01 1.9884e-02 8.4638e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2244e+04 9.4745e-01 5.2554e-02 2.4737e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3773e+04 9.8128e-01 1.8720e-02 1.0930e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5108e+04 6.0267e-02 9.3973e-01 2.4604e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6326e+04 9.0746e-01 9.2541e-02 2.1340e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7486e+04 2.7180e-01 7.2820e-01 7.3100e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8628e+04 7.0453e-01 2.9547e-01 1.5111e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9769e+04 4.9753e-02 9.5025e-01 8.7537e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0916e+04 8.7434e-03 9.9126e-01 1.2180e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2074e+04 1.2859e-01 8.7141e-01 5.0599e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3252e+04 3.5747e-06 1.0000e+00 9.3789e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4454e+04 1.8365e-02 9.8164e-01 7.5235e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.5683e+04 4.4673e-03 9.9553e-01 3.6480e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6942e+04 1.5759e-02 9.8424e-01 2.2580e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8231e+04 2.8703e-03 9.9713e-01 3.0405e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9550e+04 5.7815e-04 9.9942e-01 8.3973e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.0900e+04 1.5620e-04 9.9984e-01 9.6238e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2277e+04 8.5924e-07 1.0000e+00 2.2847e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3682e+04 4.2595e-08 1.0000e+00 3.1565e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.5110e+04 1.6429e-04 9.9984e-01 5.0108e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6562e+04 3.3551e-04 9.9966e-01 8.7553e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8030e+04 7.1170e-06 9.9999e-01 9.3857e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.9510e+04 2.9098e-04 9.9971e-01 2.7149e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0994e+04 1.3681e-08 1.0000e+00 5.2925e-14 3.6434e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.2466e+04 1.0060e-05 9.9999e-01 2.6886e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.3912e+04 8.4808e-05 9.9992e-01 4.6623e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5312e+04 8.1830e-05 9.9992e-01 2.5542e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6639e+04 2.8006e-03 9.9720e-01 1.0199e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7870e+04 1.6325e-05 9.9998e-01 3.3541e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8864e+04 7.5755e-04 9.9924e-01 3.0578e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9460e+04 8.7147e-04 9.9913e-01 1.4411e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9745e+04 8.2241e-04 9.9918e-01 1.5942e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9888e+04 2.6037e-05 9.9997e-01 2.3233e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9960e+04 4.0795e-07 1.0000e+00 2.8134e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9991e+04 2.5014e-07 1.0000e+00 1.2550e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 7.7098e-07 1.0000e+00 5.4777e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.8263
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.2577e+02 6.3715e-27 1.9200e-17 6.6162e-09 2.8252e-01 7.1675e-01 7.3274e-04 1.1692e-11
8.5779e+02 5.8124e-21 2.6281e-13 1.3508e-06 8.9018e-01 1.0981e-01 8.0323e-06 1.3525e-14
8.7843e+02 2.8690e-21 1.5326e-13 9.3088e-07 7.3268e-01 2.6724e-01 7.8156e-05 7.1239e-13
9.1772e+02 2.5006e-21 1.3743e-13 8.5913e-07 6.9626e-01 3.0363e-01 1.1155e-04 1.3422e-12
9.7304e+02 2.4280e-21 1.3426e-13 8.4458e-07 6.8877e-01 3.1111e-01 1.1952e-04 1.5184e-12
1.0350e+03 2.4375e-21 1.3467e-13 8.4642e-07 6.8967e-01 3.1021e-01 1.1855e-04 1.4965e-12
1.1000e+03 2.2565e-21 1.2663e-13 8.0861e-07 6.6941e-01 3.3044e-01 1.4216e-04 2.0725e-12
1.1690e+03 1.9006e-21 1.1031e-13 7.2916e-07 6.2462e-01 3.7517e-01 2.0718e-04 4.0905e-12
1.2425e+03 1.1659e-21 7.3552e-14 5.2993e-07 4.9316e-01 5.0629e-01 5.5460e-04 2.5220e-11
1.3205e+03 4.0102e-22 2.9177e-14 2.4467e-07 2.6064e-01 7.3640e-01 2.9549e-03 6.5566e-10
1.4033e+03 7.8343e-23 6.8619e-15 7.0527e-08 8.8521e-02 8.9319e-01 1.8290e-02 2.9627e-08
1.4915e+03 1.6391e-23 1.6841e-15 2.0744e-08 2.9670e-02 8.9576e-01 7.4573e-02 6.6809e-07
1.5852e+03 3.9089e-24 4.6036e-16 6.6411e-09 1.0560e-02 7.8371e-01 2.0572e-01 7.4644e-06
1.6847e+03 7.2793e-25 9.8932e-17 1.6883e-09 2.9883e-03 5.4584e-01 4.5111e-01 6.6051e-05
1.7904e+03 9.3342e-26 1.4865e-17 3.0566e-10 6.0839e-04 2.7607e-01 7.2289e-01 4.2881e-04
1.9028e+03 9.3771e-27 1.7747e-18 4.4658e-11 1.0114e-04 1.1115e-01 8.8672e-01 2.0218e-03
2.0223e+03 8.3998e-28 1.8861e-19 5.8134e-12 1.4899e-05 3.9464e-02 9.5225e-01 8.2732e-03
