#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
1.204932e+03 4.750074e+04 2.801455e+12 6.906073e-19 1.014056e-10 2.115531e-03 9.397504e-01 5.813340e-02 6.381561e-07 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 4.822585e+04 2.959717e+12 5.077478e-19 7.543682e-11 1.548631e-03 9.139460e-01 8.450374e-02 1.581272e-06 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 4.902275e+04 3.169433e+12 3.692757e-19 5.512759e-11 1.105189e-03 8.757110e-01 1.231798e-01 4.035656e-06 0.000000e+00 0.000000e+00 0.000000e+00 
1.448132e+03 5.001248e+04 3.351497e+12 2.448235e-19 3.723787e-11 7.385853e-04 8.167642e-01 1.824861e-01 1.104792e-05 0.000000e+00 0.000000e+00 0.000000e+00 
1.539655e+03 5.107644e+04 3.464193e+12 1.379868e-19 2.229017e-11 4.475725e-04 7.253151e-01 2.742045e-01 3.290454e-05 0.000000e+00 0.000000e+00 0.000000e+00 
1.636962e+03 5.212568e+04 3.565386e+12 7.290029e-20 1.244107e-11 2.560968e-04 6.096850e-01 3.899656e-01 9.327162e-05 0.000000e+00 0.000000e+00 0.000000e+00 
1.740419e+03 5.325588e+04 3.611446e+12 3.386537e-20 6.235899e-12 1.331259e-04 4.741152e-01 5.254971e-01 2.545742e-04 0.000000e+00 0.000000e+00 0.000000e+00 
1.850415e+03 5.432840e+04 3.544603e+12 1.379343e-20 2.806915e-12 6.404782e-05 3.433889e-01 6.559114e-01 6.356553e-04 0.000000e+00 0.000000e+00 0.000000e+00 
1.967362e+03 5.531908e+04 3.536355e+12 6.272430e-21 1.379318e-12 3.290329e-05 2.481231e-01 7.505340e-01 1.309967e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.091700e+03 5.628733e+04 3.483957e+12 2.799573e-21 6.694632e-13 1.679744e-05 1.758862e-01 8.216139e-01 2.483100e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.223897e+03 5.703114e+04 3.451263e+12 1.475518e-21 3.763504e-13 9.805657e-06 1.321429e-01 8.638316e-01 4.015650e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.364448e+03 5.752132e+04 3.374809e+12 9.214412e-22 2.485420e-13 6.778418e-06 1.083841e-01 8.861370e-01 5.472161e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.513883e+03 5.757403e+04 3.259627e+12 7.728050e-22 2.165957e-13 6.124611e-06 1.030407e-01 8.910915e-01 5.861752e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.672762e+03 5.707681e+04 3.081653e+12 9.107716e-22 2.610492e-13 7.638105e-06 1.173754e-01 8.778987e-01 4.718222e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.841682e+03 5.588113e+04 2.825092e+12 1.679021e-21 4.809400e-13 1.465587e-05 1.693250e-01 8.281275e-01 2.532761e-03 0.000000e+00 0.000000e+00 0.000000e+00 
3.021278e+03 5.404912e+04 2.505564e+12 4.726644e-21 1.339919e-12 4.262420e-05 2.954152e-01 7.037213e-01 8.208323e-04 0.000000e+00 0.000000e+00 0.000000e+00 
3.212225e+03 5.171577e+04 2.037125e+12 1.407049e-20 4.073493e-12 1.441791e-04 5.193921e-01 4.803074e-01 1.563388e-04 0.000000e+00 0.000000e+00 0.000000e+00 
3.415240e+03 4.913279e+04 1.738538e+12 5.150813e-20 1.414976e-11 5.188247e-04 7.860980e-01 2.133694e-01 1.377543e-05 0.000000e+00 0.000000e+00 0.000000e+00 
3.631085e+03 4.613250e+04 1.967973e+12 5.414458e-19 1.000308e-10 2.774110e-03 9.595978e-01 3.762787e-02 2.082036e-07 0.000000e+00 0.000000e+00 0.000000e+00 
3.860572e+03 4.236405e+04 2.000136e+12 7.496989e-18 9.340511e-10 2.021729e-02 9.770666e-01 2.716122e-03 5.026670e-10 0.000000e+00 0.000000e+00 0.000000e+00 
4.104562e+03 3.870489e+04 1.008040e+12 1.558099e-17 2.588640e-09 8.552344e-02 9.142161e-01 2.605024e-04 2.129894e-12 0.000000e+00 0.000000e+00 0.000000e+00 
4.363973e+03 3.587573e+04 7.938583e+11 7.167719e-17 1.083899e-08 3.531413e-01 6.468429e-01 1.576898e-05 5.104815e-15 0.000000e+00 0.000000e+00 0.000000e+00 
4.639779e+03 3.328551e+04 7.257717e+11 2.509335e-16 2.972366e-08 8.065718e-01 1.934279e-01 2.927557e-07 2.598954e-18 0.000000e+00 0.000000e+00 0.000000e+00 
4.933016e+03 3.087730e+04 6.813393e+11 5.103075e-16 4.629942e-08 9.749915e-01 2.500845e-02 1.808043e-09 3.159851e-22 0.000000e+00 0.000000e+00 0.000000e+00 
5.244785e+03 2.864363e+04 6.371997e+11 9.015362e-16 6.330787e-08 9.977000e-01 2.299919e-03 6.250651e-12 1.594717e-26 0.000000e+00 0.000000e+00 0.000000e+00 
5.576259e+03 2.651677e+04 5.841929e+11 1.569733e-15 8.858493e-08 9.998299e-01 1.699711e-04 1.319776e-14 3.389423e-31 0.000000e+00 0.000000e+00 0.000000e+00 
5.928682e+03 2.454251e+04 5.299252e+11 2.784782e-15 1.296190e-07 9.999900e-01 9.898635e-06 1.587326e-17 2.734150e-36 0.000000e+00 0.000000e+00 0.000000e+00 
6.303378e+03 2.278230e+04 4.524309e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.701756e+03 2.123824e+04 3.774035e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.125310e+03 1.984654e+04 3.327367e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
7.575635e+03 1.846328e+04 2.986910e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.054419e+03 1.695367e+04 2.555875e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
8.563463e+03 1.523559e+04 1.863698e+11 1.369857e-13 4.168932e-06 9.999958e-01 1.388122e-15 7.031934e-41 4.045645e-77 0.000000e+00 0.000000e+00 0.000000e+00 
9.105475e+03 1.346957e+04 1.263593e+11 4.842337e-13 1.446970e-05 9.999855e-01 6.017105e-19 7.320811e-49 4.312259e-91 0.000000e+00 0.000000e+00 0.000000e+00 
9.611971e+03 1.197814e+04 1.020395e+11 2.930183e-12 6.708411e-05 9.999329e-01 1.202451e-22 1.303710e-57 2.290986e-106 0.000000e+00 0.000000e+00 0.000000e+00 
1.001075e+04 1.091890e+04 9.066238e+10 1.791956e-11 2.772816e-04 9.997227e-01 6.224689e-26 2.257236e-65 6.570505e-120 0.000000e+00 0.000000e+00 0.000000e+00 
1.035413e+04 1.011146e+04 7.539238e+10 8.561266e-11 9.321592e-04 9.990678e-01 6.903756e-29 2.280977e-72 3.953693e-132 0.000000e+00 0.000000e+00 0.000000e+00 
1.071873e+04 9.331946e+03 6.490113e+10 6.029552e-10 3.878835e-03 9.961212e-01 2.912900e-32 2.407293e-80 4.656112e-146 0.000000e+00 0.000000e+00 0.000000e+00 
1.109526e+04 8.491271e+03 6.122308e+10 8.850756e-09 2.461052e-02 9.753895e-01 1.810792e-36 2.926168e-90 2.447505e-163 0.000000e+00 0.000000e+00 0.000000e+00 
1.142152e+04 7.588876e+03 7.340701e+10 4.764266e-07 3.002480e-01 6.997515e-01 1.627791e-42 2.704713e-104 1.191066e-187 0.000000e+00 0.000000e+00 0.000000e+00 
1.165575e+04 6.731947e+03 6.232997e+10 6.125875e-06 8.959728e-01 1.040211e-01 2.935668e-50 1.832672e-121 5.396200e-217 0.000000e+00 0.000000e+00 0.000000e+00 
1.180634e+04 6.190484e+03 3.629412e+10 1.565604e-05 9.860294e-01 1.395495e-02 9.047384e-57 1.011621e-135 2.559160e-241 0.000000e+00 0.000000e+00 0.000000e+00 
1.190922e+04 5.911565e+03 2.752630e+10 2.406792e-05 9.951161e-01 4.859869e-03 4.381596e-60 5.770130e-143 1.154026e-253 0.000000e+00 0.000000e+00 0.000000e+00 
1.198841e+04 5.785695e+03 2.138596e+10 3.002967e-05 9.974139e-01 2.556096e-03 3.002967e-62 9.902640e-148 8.079410e-262 0.000000e+00 0.000000e+00 0.000000e+00 
1.205647e+04 5.658741e+03 1.764582e+10 3.118600e-05 9.979521e-01 2.016695e-03 3.097810e-63 5.987713e-150 1.187147e-265 0.000000e+00 0.000000e+00 0.000000e+00 
1.212064e+04 5.574790e+03 1.528797e+10 3.335730e-05 9.984184e-01 1.548239e-03 3.427750e-64 4.485981e-152 2.668584e-269 0.000000e+00 0.000000e+00 0.000000e+00 
1.218540e+04 5.508567e+03 1.338186e+10 3.915441e-05 9.989393e-01 1.021528e-03 1.508449e-65 4.768806e-155 2.231299e-274 0.000000e+00 0.000000e+00 0.000000e+00 
1.225395e+04 5.401002e+03 1.222361e+10 4.970582e-05 9.993486e-01 6.017020e-04 4.002627e-67 1.818187e-158 3.453246e-280 0.000000e+00 0.000000e+00 0.000000e+00 
1.233084e+04 5.271446e+03 1.325073e+10 9.273335e-05 9.997107e-01 1.965495e-04 5.812798e-70 1.716698e-164 2.555822e-290 0.000000e+00 0.000000e+00 0.000000e+00 
1.244353e+04 5.024078e+03 1.320589e+10 1.666282e-04 9.997692e-01 6.413614e-05 5.847707e-73 6.623209e-171 3.856552e-301 0.000000e+00 0.000000e+00 0.000000e+00 
1.267901e+04 4.867072e+03 6.537748e+09 1.781584e-04 9.997918e-01 3.003134e-05 2.939238e-76 2.360411e-178 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.305675e+04 4.674683e+03 4.100840e+09 2.476045e-04 9.997419e-01 1.051542e-05 6.526812e-80 1.994304e-186 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.350389e+04 4.460700e+03 2.747269e+09 4.727484e-04 9.995251e-01 2.140875e-06 6.740041e-85 2.546088e-197 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.398480e+04 4.276577e+03 1.859596e+09 7.312825e-04 9.992681e-01 6.486158e-07 8.466526e-89 6.931287e-206 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.448732e+04 4.154492e+03 1.284549e+09 8.361882e-04 9.991634e-01 3.635601e-07 4.876720e-91 6.907642e-211 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.499069e+04 4.068617e+03 9.707084e+08 1.292727e-03 9.987072e-01 1.222418e-07 1.805663e-94 2.189166e-218 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.547181e+04 3.967354e+03 7.197160e+08 1.562311e-03 9.984376e-01 6.529061e-08 1.051433e-96 2.416601e-223 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.592644e+04 3.947564e+03 5.033917e+08 1.211297e-03 9.987886e-01 7.619938e-08 6.253813e-97 5.039481e-224 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.636833e+04 3.851074e+03 3.569701e+08 9.596045e-04 9.990403e-01 8.763511e-08 3.457205e-97 9.114052e-225 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.680466e+04 3.867324e+03 2.594120e+08 1.079081e-03 9.989209e-01 5.253584e-08 3.816864e-99 3.909357e-229 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.723140e+04 3.813812e+03 1.829923e+08 9.715322e-04 9.990284e-01 4.656022e-08 4.133595e-100 2.144703e-231 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.765772e+04 3.770258e+03 1.197710e+08 7.714409e-04 9.992285e-01 4.920213e-08 9.946728e-101 5.892107e-233 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.812132e+04 3.743428e+03 8.314678e+07 5.600974e-04 9.994398e-01 6.525905e-08 1.230673e-100 5.832207e-233 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.871331e+04 3.703507e+03 4.613450e+07 5.276544e-04 9.994723e-01 4.277071e-08 7.593756e-103 5.064365e-238 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.961604e+04 3.543621e+03 1.017483e+07 4.092527e-04 9.995907e-01 1.756527e-08 5.323907e-108 6.627721e-250 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.081222e+04 3.466324e+03 3.390421e+06 2.737115e-04 9.997263e-01 1.384087e-08 1.197730e-110 3.474777e-256 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212756e+04 3.387499e+03 1.375587e+06 2.228802e-04 9.997771e-01 8.978890e-09 1.808514e-113 9.870411e-263 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.352604e+04 3.251274e+03 5.606568e+05 1.912114e-04 9.998088e-01 5.315029e-09 1.607472e-116 9.074440e-270 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.501290e+04 3.031251e+03 1.408769e+05 3.524593e-04 9.996475e-01 4.648817e-10 1.224492e-125 4.496895e-290 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.659373e+04 2.791414e+03 7.787236e+04 2.468902e-04 9.997531e-01 5.242608e-10 2.182388e-126 5.199935e-292 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.827472e+04 2.477102e+03 2.638953e+04 3.060861e-04 9.996939e-01 1.294547e-10 3.678649e-132 5.489892e-305 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.003347e+04 2.708364e+03 9.153135e+03 5.557180e-03 9.944428e-01 1.819245e-13 7.195086e-152 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.173513e+04 2.395266e+03 6.378532e+03 1.061934e-03 9.989381e-01 3.172303e-12 8.414478e-145 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.324450e+04 2.710281e+03 2.693764e+03 8.564070e-02 9.143593e-01 2.324533e-16 5.408886e-172 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.456401e+04 2.336621e+03 2.758739e+03 3.269277e-03 9.967307e-01 1.684475e-13 2.701140e-154 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.575519e+04 2.589931e+03 1.582607e+03 1.094176e-02 9.890582e-01 9.540191e-15 4.379888e-163 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.688039e+04 3.706606e+03 3.113068e+05 3.529377e-06 9.999900e-01 6.444949e-06 1.864432e-98 2.092051e-231 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.798804e+04 3.730330e+03 2.517880e+05 2.161256e-06 9.999843e-01 1.358850e-05 7.701492e-97 4.596702e-228 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.910117e+04 3.739063e+03 1.807496e+05 1.530832e-06 9.999793e-01 1.919713e-05 1.648114e-96 1.543178e-227 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.022485e+04 3.734285e+03 1.247749e+05 1.188651e-06 9.999762e-01 2.264097e-05 9.424304e-97 2.877290e-228 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.136251e+04 3.702645e+03 2.055464e+02 3.000522e-04 9.996999e-01 1.507371e-12 3.867971e-153 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.251989e+04 2.554803e+03 5.866725e+04 7.231543e-07 9.999701e-01 2.918368e-05 1.907668e-97 3.583584e-230 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.370225e+04 2.582474e+03 1.068491e+02 7.031764e-05 9.999297e-01 1.345067e-11 2.051469e-148 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.491318e+04 2.615750e+03 8.824674e+01 3.679476e-05 9.999632e-01 3.922186e-11 7.232744e-146 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.615537e+04 2.657013e+03 8.478476e+01 2.036455e-05 9.999796e-01 1.175159e-10 5.810101e-143 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.743001e+04 3.610426e+03 1.239246e+04 2.800319e-07 9.999563e-01 4.343801e-05 3.329513e-99 8.378906e-235 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.873699e+04 3.580118e+03 8.298726e+03 2.338209e-07 9.999573e-01 4.245258e-05 5.389488e-100 1.011565e-236 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.007561e+04 3.534447e+03 5.485647e+03 2.171569e-07 9.999665e-01 3.333222e-05 2.144207e-101 5.969949e-240 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.144454e+04 3.465710e+03 9.743458e+02 1.436565e-06 9.999984e-01 1.850743e-07 1.399251e-118 9.925357e-278 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.284239e+04 3.248275e+03 1.828213e+03 4.664789e-07 9.999967e-01 2.849153e-06 4.754174e-110 4.217863e-259 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.426701e+04 3.351644e+03 1.488952e+03 2.516646e-07 9.999920e-01 7.766604e-06 1.008325e-107 3.116642e-254 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.571625e+04 3.435792e+03 1.144157e+03 9.703340e-08 9.999625e-01 3.740600e-05 5.913358e-104 2.629531e-246 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.718639e+04 3.523606e+03 8.168306e+02 3.514804e-08 9.998069e-01 1.930410e-04 3.696918e-100 2.294639e-238 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.867295e+04 3.616011e+03 5.860389e+02 1.266843e-08 9.990117e-01 9.882984e-04 2.399771e-96 2.201575e-230 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.016784e+04 3.712306e+03 4.559226e+02 4.996487e-09 9.953939e-01 4.606136e-03 1.163245e-92 1.249122e-222 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.166111e+04 3.815895e+03 3.776265e+02 2.067520e-09 9.799479e-01 2.005211e-02 5.279257e-89 6.740682e-215 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.313735e+04 3.935141e+03 3.034214e+02 7.522124e-10 9.090909e-01 9.090909e-02 3.572003e-85 8.930008e-207 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.457821e+04 4.270477e+03 2.278992e+02 6.159091e-11 3.738636e-01 6.261364e-01 1.681818e-78 3.272727e-192 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
6.596028e+04 4.727923e+03 1.672933e+02 1.543619e-14 2.104935e-03 9.978951e-01 3.586185e-66 1.964606e-163 4.443751e-295 0.000000e+00 0.000000e+00 0.000000e+00 
6.725801e+04 4.805820e+03 1.241790e+02 3.882933e-15 9.319039e-04 9.990681e-01 6.884335e-65 1.891093e-160 6.107748e-290 0.000000e+00 0.000000e+00 0.000000e+00 
6.844609e+04 4.958780e+03 7.531443e+01 1.420494e-20 2.985865e-07 9.999997e-01 8.303884e-48 3.222614e-120 6.749115e-220 0.000000e+00 0.000000e+00 0.000000e+00 
6.926341e+04 6.019786e+03 1.073225e+02 1.823755e-24 7.279693e-10 1.000000e+00 7.432950e-34 3.011494e-87 2.402299e-162 0.000000e+00 0.000000e+00 0.000000e+00 
6.964660e+04 6.031165e+03 1.011937e+02 1.597561e-24 6.788618e-10 1.000000e+00 8.292683e-34 3.792683e-87 3.487805e-162 0.000000e+00 0.000000e+00 0.000000e+00 
6.983908e+04 6.036794e+03 9.826147e+01 1.497908e-24 6.569038e-10 1.000000e+00 8.702929e-34 4.267782e-87 4.184100e-162 0.000000e+00 0.000000e+00 0.000000e+00 
6.993554e+04 6.042790e+03 9.521363e+01 1.398268e-24 6.320346e-10 1.000000e+00 9.220779e-34 4.805195e-87 5.108225e-162 0.000000e+00 0.000000e+00 0.000000e+00 
6.998302e+04 6.107845e+03 6.748899e+01 6.524390e-25 4.286585e-10 1.000000e+00 1.640244e-33 1.646341e-86 3.689024e-161 0.000000e+00 0.000000e+00 0.000000e+00 
6.999912e+04 6.117871e+03 6.408233e+01 5.846154e-25 4.038462e-10 1.000000e+00 1.769231e-33 1.942308e-86 4.826923e-161 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 4.874948e+00 
#NVEL: 115
#vel_mid[km/s] temp[K] ne[/cm^3] mg0 mg1 mg2 mg3 mg4 mg5 mg6 mg7 mg8
4.242332e+02 4.295754e+04 2.196716e+12 6.352753e-18 7.721881e-10 1.577235e-02 9.802955e-01 3.932135e-03 1.199356e-09 0.000000e+00 0.000000e+00 0.000000e+00 
8.515108e+02 4.405280e+04 4.450472e+12 2.482375e-17 1.658518e-09 1.796278e-02 9.778234e-01 4.213825e-03 1.717944e-09 0.000000e+00 0.000000e+00 0.000000e+00 
8.638199e+02 4.418565e+04 3.451691e+12 1.064795e-17 9.286412e-10 1.305684e-02 9.810082e-01 5.934925e-03 3.487641e-09 0.000000e+00 0.000000e+00 0.000000e+00 
8.922215e+02 4.446352e+04 2.983646e+12 5.680204e-18 5.923642e-10 9.778066e-03 9.818639e-01 8.358015e-03 7.303120e-09 0.000000e+00 0.000000e+00 0.000000e+00 
9.416122e+02 4.477097e+04 2.365909e+12 2.311542e-18 3.116454e-10 6.656003e-03 9.803416e-01 1.300242e-02 1.883288e-08 0.000000e+00 0.000000e+00 0.000000e+00 
1.002576e+03 4.524872e+04 2.428956e+12 1.854278e-18 2.544593e-10 5.391514e-03 9.775269e-01 1.708153e-02 3.557392e-08 0.000000e+00 0.000000e+00 0.000000e+00 
1.065938e+03 4.569068e+04 2.439675e+12 1.350139e-18 1.934528e-10 4.221705e-03 9.723019e-01 2.347631e-02 7.455994e-08 0.000000e+00 0.000000e+00 0.000000e+00 
1.133306e+03 4.625553e+04 2.455151e+12 9.636680e-19 1.448025e-10 3.234090e-03 9.636680e-01 3.309771e-02 1.654885e-07 0.000000e+00 0.000000e+00 0.000000e+00 
1.204932e+03 4.688448e+04 2.496811e+12 6.872950e-19 1.077250e-10 2.446965e-03 9.505144e-01 4.703828e-02 3.767936e-07 0.000000e+00 0.000000e+00 0.000000e+00 
1.281084e+03 4.756557e+04 2.630861e+12 5.329776e-19 8.398434e-11 1.877535e-03 9.327107e-01 6.541088e-02 8.317680e-07 0.000000e+00 0.000000e+00 0.000000e+00 
1.362050e+03 4.837423e+04 2.812853e+12 4.002735e-19 6.298421e-11 1.374468e-03 9.035585e-01 9.506495e-02 2.069061e-06 0.000000e+00 0.000000e+00 0.000000e+00 
1.448132e+03 4.923985e+04 2.972261e+12 2.685892e-19 4.338748e-11 9.343231e-04 8.562715e-01 1.427884e-01 5.739085e-06 0.000000e+00 0.000000e+00 0.000000e+00 
1.539655e+03 5.018499e+04 3.068758e+12 1.612419e-19 2.739930e-11 5.992364e-04 7.845266e-01 2.148578e-01 1.634102e-05 0.000000e+00 0.000000e+00 0.000000e+00 
1.636962e+03 5.116250e+04 3.156093e+12 9.411661e-20 1.671381e-11 3.732210e-04 6.945157e-01 3.050676e-01 4.348836e-05 0.000000e+00 0.000000e+00 0.000000e+00 
1.740419e+03 5.217609e+04 3.199387e+12 4.842151e-20 9.267773e-12 2.134712e-04 5.766325e-01 4.230374e-01 1.166282e-04 0.000000e+00 0.000000e+00 0.000000e+00 
1.850415e+03 5.319095e+04 3.145178e+12 2.162732e-20 4.562181e-12 1.119026e-04 4.465342e-01 5.530569e-01 2.969722e-04 0.000000e+00 0.000000e+00 0.000000e+00 
1.967362e+03 5.412139e+04 3.142845e+12 1.031087e-20 2.337131e-12 5.954528e-05 3.368218e-01 6.624734e-01 6.452886e-04 0.000000e+00 0.000000e+00 0.000000e+00 
2.091700e+03 5.496497e+04 3.096966e+12 4.993763e-21 1.228086e-12 3.283942e-05 2.524022e-01 7.463505e-01 1.214516e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.223897e+03 5.565318e+04 3.067076e+12 2.807419e-21 7.319156e-13 2.033680e-05 1.981400e-01 7.998792e-01 1.960488e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.364448e+03 5.604660e+04 2.997242e+12 1.834857e-21 5.039951e-13 1.456861e-05 1.665546e-01 8.308045e-01 2.626287e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.513883e+03 5.607022e+04 2.892939e+12 1.589692e-21 4.516836e-13 1.357984e-05 1.613156e-01 8.359080e-01 2.762896e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.672762e+03 5.555083e+04 2.732087e+12 1.925008e-21 5.583171e-13 1.739621e-05 1.851716e-01 8.126855e-01 2.125485e-03 0.000000e+00 0.000000e+00 0.000000e+00 
2.841682e+03 5.441964e+04 2.500081e+12 3.424709e-21 1.000459e-12 3.250303e-05 2.584387e-01 7.404348e-01 1.094004e-03 0.000000e+00 0.000000e+00 0.000000e+00 
3.021278e+03 5.265707e+04 2.210149e+12 8.983341e-21 2.590216e-12 8.818509e-05 4.203215e-01 5.792666e-01 3.237770e-04 0.000000e+00 0.000000e+00 0.000000e+00 
