#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
16593.12 9.57e-10 1.71e-03 9.98e-01 4.65e-06 4.20e-25 2.75e-32 1.91e-32 
16691.99 1.21e-09 2.07e-03 9.98e-01 2.29e-06 3.49e-25 3.35e-32 2.34e-32 
16788.59 1.54e-09 2.51e-03 9.97e-01 1.87e-05 9.65e-24 3.90e-32 2.74e-32 
16888.37 1.97e-09 3.08e-03 9.97e-01 1.35e-06 1.09e-24 4.43e-32 3.12e-32 
16998.79 2.43e-09 3.70e-03 9.96e-01 4.88e-07 8.52e-25 5.05e-32 3.58e-32 
17146.37 3.85e-09 5.19e-03 9.95e-01 2.78e-07 1.04e-24 5.70e-32 4.06e-32 
17415.23 6.71e-09 7.41e-03 9.93e-01 8.16e-08 1.08e-24 6.26e-32 4.49e-32 
17888.12 2.06e-08 1.84e-02 9.82e-01 8.03e-09 4.07e-25 6.17e-32 4.48e-32 
18532.37 8.68e-08 5.48e-02 9.45e-01 8.56e-10 8.08e-25 5.00e-32 3.68e-32 
19260.76 2.28e-07 1.05e-01 8.95e-01 7.27e-11 6.95e-25 4.24e-32 3.17e-32 
20034.10 4.59e-07 1.95e-01 8.05e-01 8.64e-12 8.05e-25 4.19e-32 3.17e-32 
20838.00 9.15e-07 3.39e-01 6.61e-01 1.10e-12 1.08e-24 4.63e-32 3.54e-32 
21647.97 1.31e-06 5.14e-01 4.86e-01 1.73e-13 1.65e-24 5.19e-32 4.01e-32 
22447.94 1.78e-06 6.48e-01 3.52e-01 2.69e-14 3.00e-24 6.27e-32 4.89e-32 
23245.88 1.87e-06 7.35e-01 2.65e-01 5.66e-15 3.39e-24 6.36e-32 4.99e-32 
24052.47 3.00e-06 8.24e-01 1.76e-01 8.95e-16 3.18e-24 4.55e-32 3.59e-32 
24867.72 3.06e-06 8.90e-01 1.10e-01 1.52e-16 2.84e-24 3.04e-32 2.41e-32 
25698.86 4.59e-06 9.30e-01 7.00e-02 2.81e-17 3.38e-24 2.31e-32 1.85e-32 
26587.16 6.19e-06 9.64e-01 3.61e-02 2.43e-18 2.42e-24 2.14e-32 1.72e-32 
27637.54 9.76e-06 8.57e-01 1.43e-01 1.03e-18 9.39e-24 2.55e-32 2.07e-32 
28986.97 9.14e-06 9.90e-01 9.86e-03 1.42e-20 1.46e-23 4.48e-32 3.67e-32 
#TIME: 6.62 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.58e-22 7.52e-15 2.12e-07 1.64e-01 8.34e-01 2.22e-03 1.84e-08 
999.11 3.28e-23 1.71e-15 5.58e-08 6.40e-02 9.29e-01 7.37e-03 9.45e-08 
1267.34 8.34e-24 4.75e-16 1.74e-08 2.73e-02 9.52e-01 2.06e-02 7.55e-07 
1514.05 2.95e-24 1.72e-16 6.79e-09 1.33e-02 9.41e-01 4.57e-02 4.25e-06 
1808.80 9.63e-25 6.19e-17 2.78e-09 6.94e-03 9.03e-01 9.01e-02 1.97e-05 
1919.29 3.88e-25 2.67e-17 1.31e-09 3.98e-03 8.52e-01 1.44e-01 6.01e-05 
2160.92 1.55e-25 1.17e-17 6.35e-10 2.35e-03 7.80e-01 2.18e-01 1.59e-04 
2292.92 6.24e-26 5.07e-18 3.06e-10 1.39e-03 6.87e-01 3.11e-01 4.00e-04 
2432.98 2.49e-26 2.25e-18 1.53e-10 8.68e-04 6.16e-01 3.82e-01 6.74e-04 
2581.60 1.57e-26 1.51e-18 1.10e-10 7.04e-04 5.87e-01 4.12e-01 8.38e-04 
2739.29 1.02e-26 1.04e-18 7.98e-11 5.70e-04 5.55e-01 4.44e-01 1.04e-03 
2906.62 5.96e-27 6.52e-19 5.38e-11 4.29e-04 4.95e-01 5.03e-01 1.56e-03 
3084.17 3.85e-27 4.54e-19 4.08e-11 3.66e-04 4.67e-01 5.31e-01 1.84e-03 
3272.56 2.43e-27 3.15e-19 3.15e-11 3.30e-04 4.55e-01 5.43e-01 1.94e-03 
3472.46 2.35e-27 3.37e-19 3.68e-11 4.05e-04 5.02e-01 4.96e-01 1.39e-03 
3684.57 2.24e-27 3.55e-19 4.26e-11 4.98e-04 5.49e-01 4.50e-01 9.26e-04 
3909.64 1.92e-27 3.54e-19 4.81e-11 6.15e-04 5.94e-01 4.05e-01 6.37e-04 
4148.46 2.20e-27 4.42e-19 6.34e-11 8.02e-04 6.39e-01 3.60e-01 4.27e-04 
4401.86 4.14e-27 8.02e-19 1.09e-10 1.20e-03 7.07e-01 2.92e-01 2.40e-04 
4670.75 6.78e-27 1.30e-18 1.70e-10 1.74e-03 7.76e-01 2.22e-01 1.14e-04 
4956.05 7.18e-27 1.48e-18 2.10e-10 2.21e-03 8.18e-01 1.80e-01 6.33e-05 
5258.79 6.99e-27 1.64e-18 2.54e-10 2.73e-03 8.49e-01 1.48e-01 4.02e-05 
5580.02 9.88e-27 2.41e-18 3.84e-10 3.96e-03 8.96e-01 9.96e-02 1.47e-05 
5920.87 1.47e-26 3.76e-18 6.08e-10 5.83e-03 9.24e-01 7.03e-02 6.46e-06 
6282.54 2.33e-26 6.18e-18 1.01e-09 8.97e-03 9.48e-01 4.25e-02 1.99e-06 
6666.30 4.58e-26 1.23e-17 1.95e-09 1.51e-02 9.60e-01 2.53e-02 6.19e-07 
7073.50 1.14e-25 3.03e-17 4.55e-09 2.93e-02 9.59e-01 1.17e-02 1.11e-07 
7505.58 2.99e-25 8.18e-17 1.19e-08 6.24e-02 9.33e-01 4.48e-03 1.10e-08 
7964.05 1.20e-24 3.27e-16 4.33e-08 1.65e-01 8.34e-01 1.08e-03 1.85e-09 
8450.53 6.67e-24 1.71e-15 1.90e-07 4.56e-01 5.44e-01 1.19e-04 6.61e-12 
8966.72 2.70e-23 6.30e-15 5.66e-07 8.13e-01 1.87e-01 5.59e-06 2.80e-14 
9514.44 1.02e-22 2.10e-14 1.40e-06 9.77e-01 2.32e-02 2.97e-08 1.14e-17 
10095.62 5.83e-22 9.85e-14 4.08e-06 9.99e-01 8.84e-04 1.90e-11 2.98e-23 
10712.30 5.81e-21 7.96e-13 1.78e-05 1.00e+00 9.74e-06 8.78e-16 1.16e-27 
11366.65 8.66e-20 9.84e-12 1.09e-04 1.00e+00 4.50e-08 4.04e-21 2.08e-28 
12061.10 2.02e-18 1.83e-10 8.57e-04 9.99e-01 7.69e-11 3.65e-27 3.18e-29 
12793.43 8.37e-17 5.75e-09 9.65e-03 9.90e-01 3.05e-14 4.49e-29 1.29e-30 
13528.61 4.88e-15 2.37e-07 1.22e-01 8.78e-01 3.58e-18 1.38e-30 1.80e-31 
14194.74 1.23e-13 3.96e-06 6.48e-01 3.52e-01 5.74e-22 1.27e-31 8.12e-32 
14757.77 4.90e-13 1.23e-05 9.14e-01 8.62e-02 9.83e-24 8.30e-32 5.42e-32 
15240.48 1.88e-12 3.11e-05 9.84e-01 1.57e-02 3.61e-24 5.40e-32 3.58e-32 
15646.99 9.76e-12 8.68e-05 9.97e-01 3.28e-03 3.17e-24 3.43e-32 2.30e-32 
15960.30 6.48e-11 2.69e-04 9.99e-01 3.38e-04 6.58e-25 2.16e-32 1.46e-32 
16187.41 1.99e-10 5.33e-04 9.99e-01 2.16e-04 9.31e-25 1.89e-32 1.29e-32 
16354.17 4.90e-10 9.92e-04 9.99e-01 2.89e-05 6.44e-25 1.94e-32 1.34e-32 
16484.18 7.41e-10 1.37e-03 9.99e-01 7.66e-06 3.93e-25 2.30e-32 1.60e-32 
16593.12 8.15e-10 1.50e-03 9.98e-01 3.95e-06 4.16e-25 2.92e-32 2.03e-32 
16691.99 1.13e-09 1.94e-03 9.98e-01 2.39e-06 6.47e-25 3.56e-32 2.49e-32 
16788.59 1.45e-09 2.42e-03 9.98e-01 1.78e-06 7.11e-26 4.14e-32 2.91e-32 
16888.37 1.66e-09 2.68e-03 9.97e-01 8.58e-07 5.42e-25 4.71e-32 3.32e-32 
16998.79 2.34e-09 3.66e-03 9.96e-01 7.32e-07 1.48e-24 5.37e-32 3.80e-32 
17146.37 4.24e-09 5.64e-03 9.94e-01 2.61e-07 1.00e-24 6.06e-32 4.31e-32 
17415.23 6.93e-09 8.14e-03 9.92e-01 7.96e-08 1.09e-24 6.66e-32 4.78e-32 
17888.12 1.72e-08 1.63e-02 9.84e-01 3.69e-08 4.92e-24 6.56e-32 4.76e-32 
18532.37 7.01e-08 4.69e-02 9.53e-01 8.70e-10 8.27e-25 5.32e-32 3.92e-32 
19260.76 2.40e-07 1.24e-01 8.76e-01 7.50e-11 7.16e-25 4.51e-32 3.37e-32 
20034.10 4.71e-07 2.14e-01 7.86e-01 8.33e-12 7.81e-25 4.46e-32 3.37e-32 
20838.00 8.33e-07 3.57e-01 6.43e-01 1.19e-12 1.33e-24 4.93e-32 3.77e-32 
21647.97 1.28e-06 4.76e-01 5.24e-01 1.77e-13 1.60e-24 5.53e-32 4.27e-32 
22447.94 1.47e-06 6.18e-01 3.82e-01 3.49e-14 3.33e-24 6.67e-32 5.19e-32 
23245.88 2.06e-06 7.28e-01 2.72e-01 5.77e-15 3.29e-24 6.76e-32 5.30e-32 
24052.47 2.54e-06 8.12e-01 1.88e-01 1.03e-15 3.05e-24 4.84e-32 3.82e-32 
24867.72 3.46e-06 8.79e-01 1.21e-01 2.02e-16 2.70e-24 3.23e-32 2.57e-32 
25698.86 4.56e-06 9.29e-01 7.07e-02 2.82e-17 1.66e-24 2.45e-32 1.96e-32 
26587.16 5.57e-06 9.62e-01 3.84e-02 3.40e-18 2.34e-24 2.27e-32 1.83e-32 
27637.54 8.27e-06 9.79e-01 2.06e-02 2.81e-19 6.54e-25 2.71e-32 2.20e-32 
28986.97 1.17e-05 9.90e-01 9.80e-03 1.70e-20 6.88e-24 4.77e-32 3.90e-32 
#TIME: 6.76 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.38e-22 6.97e-15 2.06e-07 1.67e-01 8.32e-01 1.69e-03 3.27e-09 
999.11 2.97e-23 1.62e-15 5.53e-08 6.61e-02 9.27e-01 6.68e-03 6.71e-08 
1267.34 8.25e-24 4.79e-16 1.82e-08 2.97e-02 9.53e-01 1.73e-02 5.42e-07 
1514.05 3.07e-24 1.89e-16 7.70e-09 1.51e-02 9.45e-01 3.98e-02 3.18e-06 
1808.80 1.01e-24 6.68e-17 3.09e-09 7.86e-03 9.15e-01 7.76e-02 1.42e-05 
1919.29 4.26e-25 3.08e-17 1.56e-09 4.67e-03 8.70e-01 1.25e-01 4.18e-05 
2160.92 1.77e-25 1.40e-17 7.83e-10 2.86e-03 8.17e-01 1.80e-01 9.41e-05 
2292.92 7.46e-26 6.38e-18 3.96e-10 1.77e-03 7.38e-01 2.60e-01 2.42e-04 
2432.98 3.27e-26 3.02e-18 2.08e-10 1.14e-03 6.68e-01 3.30e-01 4.50e-04 
2581.60 2.17e-26 2.22e-18 1.64e-10 9.70e-04 6.43e-01 3.56e-01 5.37e-04 
2739.29 1.46e-26 1.57e-18 1.23e-10 8.02e-04 6.13e-01 3.85e-01 6.57e-04 
2906.62 8.95e-27 1.02e-18 8.56e-11 6.28e-04 5.73e-01 4.25e-01 8.67e-04 
3084.17 6.08e-27 7.59e-19 6.92e-11 5.60e-04 5.50e-01 4.49e-01 1.02e-03 
3272.56 3.47e-27 4.63e-19 4.69e-11 4.65e-04 5.19e-01 4.80e-01 1.24e-03 
3472.46 3.35e-27 5.03e-19 5.56e-11 5.63e-04 5.58e-01 4.40e-01 8.90e-04 
3684.57 3.09e-27 5.22e-19 6.38e-11 6.83e-04 5.99e-01 3.99e-01 6.41e-04 
3909.64 2.51e-27 4.85e-19 6.71e-11 8.09e-04 6.37e-01 3.62e-01 4.39e-04 
4148.46 2.88e-27 6.01e-19 8.80e-11 1.06e-03 6.90e-01 3.08e-01 2.68e-04 
4401.86 5.28e-27 1.06e-18 1.46e-10 1.57e-03 7.60e-01 2.38e-01 1.35e-04 
4670.75 8.47e-27 1.65e-18 2.20e-10 2.21e-03 8.15e-01 1.83e-01 6.77e-05 
4956.05 8.85e-27 1.91e-18 2.76e-10 2.80e-03 8.48e-01 1.49e-01 4.22e-05 
5258.79 8.61e-27 2.09e-18 3.32e-10 3.47e-03 8.80e-01 1.17e-01 2.19e-05 
5580.02 1.23e-26 3.09e-18 5.00e-10 4.98e-03 9.13e-01 8.18e-02 8.94e-06 
5920.87 1.85e-26 4.95e-18 8.14e-10 7.47e-03 9.39e-01 5.35e-02 3.41e-06 
6282.54 2.91e-26 7.95e-18 1.32e-09 1.13e-02 9.54e-01 3.45e-02 1.27e-06 
6666.30 5.83e-26 1.63e-17 2.61e-09 1.93e-02 9.62e-01 1.88e-02 2.86e-07 
7073.50 1.47e-25 4.08e-17 6.20e-09 3.77e-02 9.54e-01 8.63e-03 5.21e-08 
7505.58 3.94e-25 1.11e-16 1.63e-08 8.04e-02 9.16e-01 3.20e-03 5.14e-09 
7964.05 1.60e-24 4.55e-16 6.06e-08 2.14e-01 7.85e-01 6.80e-04 2.34e-10 
8450.53 8.39e-24 2.19e-15 2.41e-07 5.38e-01 4.62e-01 7.13e-05 2.50e-12 
8966.72 3.03e-23 7.29e-15 6.52e-07 8.60e-01 1.40e-01 3.27e-06 9.86e-15 
9514.44 1.12e-22 2.36e-14 1.55e-06 9.84e-01 1.57e-02 1.21e-08 1.13e-18 
10095.62 6.37e-22 1.10e-13 4.47e-06 9.99e-01 6.02e-04 7.94e-12 7.42e-24 
10712.30 6.68e-21 9.34e-13 2.03e-05 1.00e+00 5.91e-06 2.23e-16 7.29e-28 
11366.65 1.02e-19 1.18e-11 1.25e-04 1.00e+00 2.57e-08 1.16e-21 1.70e-28 
12061.10 2.49e-18 2.29e-10 1.03e-03 9.99e-01 5.19e-11 2.63e-27 6.65e-29 
12793.43 1.00e-16 7.04e-09 1.13e-02 9.89e-01 1.58e-14 6.15e-29 5.42e-30 
13528.61 6.49e-15 3.15e-07 1.52e-01 8.48e-01 2.06e-18 1.35e-30 1.91e-31 
14194.74 1.27e-13 4.16e-06 6.59e-01 3.41e-01 3.35e-22 1.35e-31 8.63e-32 
14757.77 5.00e-13 1.27e-05 9.09e-01 9.08e-02 1.20e-23 8.81e-32 5.76e-32 
15240.48 1.88e-12 3.16e-05 9.85e-01 1.48e-02 5.21e-24 5.74e-32 3.80e-32 
15646.99 9.95e-12 8.97e-05 9.96e-01 3.63e-03 2.27e-24 3.64e-32 2.45e-32 
15960.30 5.95e-11 2.59e-04 9.98e-01 1.37e-03 2.78e-24 2.29e-32 1.56e-32 
16187.41 2.03e-10 5.67e-04 9.99e-01 4.55e-05 8.75e-26 2.00e-32 1.37e-32 
16354.17 4.61e-10 9.59e-04 9.99e-01 1.82e-05 2.26e-25 2.06e-32 1.43e-32 
16484.18 6.62e-10 1.28e-03 9.99e-01 2.13e-05 1.18e-24 2.45e-32 1.70e-32 
16593.12 9.01e-10 1.69e-03 9.98e-01 5.36e-06 7.69e-25 3.10e-32 2.16e-32 
16691.99 1.14e-09 2.05e-03 9.98e-01 2.18e-06 6.20e-25 3.78e-32 2.65e-32 
16788.59 1.29e-09 2.23e-03 9.98e-01 1.28e-06 5.99e-25 4.40e-32 3.09e-32 
16888.37 1.49e-09 2.53e-03 9.97e-01 8.34e-07 9.41e-25 5.00e-32 3.53e-32 
16998.79 2.36e-09 3.79e-03 9.96e-01 8.55e-07 1.29e-24 5.71e-32 4.04e-32 
17146.37 3.29e-09 4.83e-03 9.95e-01 2.65e-07 1.18e-24 6.44e-32 4.59e-32 
17415.23 6.80e-09 8.05e-03 9.92e-01 1.33e-07 2.11e-24 7.08e-32 5.08e-32 
17888.12 1.64e-08 1.59e-02 9.84e-01 9.31e-09 3.14e-25 6.97e-32 5.07e-32 
18532.37 6.43e-08 4.49e-02 9.55e-01 9.43e-10 9.78e-25 5.65e-32 4.16e-32 
19260.76 2.07e-07 1.13e-01 8.87e-01 8.78e-11 9.25e-25 4.80e-32 3.58e-32 
20034.10 4.49e-07 2.21e-01 7.79e-01 9.84e-12 1.12e-24 4.74e-32 3.59e-32 
20838.00 6.85e-07 3.16e-01 6.84e-01 1.42e-12 1.47e-24 5.24e-32 4.00e-32 
21647.97 1.04e-06 4.68e-01 5.32e-01 2.18e-13 2.12e-24 5.88e-32 4.54e-32 
22447.94 1.51e-06 6.06e-01 3.94e-01 3.87e-14 3.22e-24 7.10e-32 5.52e-32 
23245.88 2.17e-06 7.17e-01 2.83e-01 6.61e-15 4.30e-24 7.19e-32 5.64e-32 
24052.47 2.22e-06 7.94e-01 2.06e-01 1.35e-15 4.06e-24 5.14e-32 4.06e-32 
24867.72 2.79e-06 8.67e-01 1.33e-01 2.32e-16 2.70e-24 3.44e-32 2.73e-32 
25698.86 4.16e-06 9.27e-01 7.29e-02 2.58e-17 1.74e-24 2.61e-32 2.09e-32 
26587.16 6.18e-06 9.59e-01 4.08e-02 3.63e-18 2.04e-24 2.42e-32 1.95e-32 
27637.54 8.08e-06 9.79e-01 2.07e-02 4.61e-19 4.12e-24 2.88e-32 2.34e-32 
28986.97 1.12e-05 9.89e-01 1.09e-02 3.13e-20 1.21e-23 5.07e-32 4.15e-32 
#TIME: 6.90 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.32e-22 6.93e-15 2.12e-07 1.76e-01 8.22e-01 1.73e-03 4.25e-09 
999.11 2.76e-23 1.61e-15 5.73e-08 6.97e-02 9.24e-01 6.01e-03 6.30e-08 
1267.34 7.60e-24 4.70e-16 1.87e-08 3.09e-02 9.52e-01 1.73e-02 5.20e-07 
1514.05 3.18e-24 2.02e-16 8.46e-09 1.69e-02 9.50e-01 3.34e-02 1.88e-06 
1808.80 1.02e-24 7.22e-17 3.47e-09 8.79e-03 9.21e-01 6.98e-02 1.07e-05 
1919.29 4.81e-25 3.63e-17 1.88e-09 5.61e-03 8.91e-01 1.03e-01 2.52e-05 
2160.92 2.10e-25 1.70e-17 9.74e-10 3.51e-03 8.44e-01 1.53e-01 6.40e-05 
2292.92 8.94e-26 8.09e-18 5.18e-10 2.24e-03 7.82e-01 2.16e-01 1.45e-04 
2432.98 4.06e-26 3.92e-18 2.76e-10 1.46e-03 7.11e-01 2.88e-01 3.02e-04 
2581.60 2.82e-26 2.91e-18 2.19e-10 1.28e-03 7.07e-01 2.91e-01 3.02e-04 
2739.29 1.88e-26 2.09e-18 1.68e-10 1.07e-03 6.81e-01 3.18e-01 3.74e-04 
2906.62 1.21e-26 1.44e-18 1.23e-10 8.72e-04 6.44e-01 3.55e-01 5.00e-04 
3084.17 8.53e-27 1.10e-18 1.03e-10 8.02e-04 6.32e-01 3.67e-01 5.38e-04 
3272.56 5.32e-27 7.54e-19 7.75e-11 6.89e-04 5.88e-01 4.10e-01 7.39e-04 
3472.46 4.65e-27 7.26e-19 8.20e-11 7.88e-04 6.29e-01 3.70e-01 5.18e-04 
3684.57 4.09e-27 7.12e-19 8.89e-11 9.31e-04 6.69e-01 3.30e-01 3.57e-04 
3909.64 3.18e-27 6.38e-19 9.03e-11 1.06e-03 6.93e-01 3.06e-01 2.72e-04 
4148.46 3.63e-27 7.95e-19 1.19e-10 1.39e-03 7.42e-01 2.56e-01 1.60e-04 
4401.86 6.64e-27 1.35e-18 1.90e-10 2.01e-03 8.03e-01 1.95e-01 7.75e-05 
4670.75 1.04e-26 2.12e-18 2.88e-10 2.79e-03 8.44e-01 1.53e-01 4.23e-05 
4956.05 1.10e-26 2.49e-18 3.67e-10 3.59e-03 8.79e-01 1.18e-01 2.18e-05 
5258.79 1.07e-26 2.65e-18 4.26e-10 4.35e-03 9.03e-01 9.29e-02 1.21e-05 
5580.02 1.53e-26 4.00e-18 6.57e-10 6.30e-03 9.29e-01 6.51e-02 5.25e-06 
5920.87 2.34e-26 6.31e-18 1.05e-09 9.39e-03 9.50e-01 4.06e-02 1.77e-06 
6282.54 3.67e-26 1.04e-17 1.75e-09 1.43e-02 9.59e-01 2.67e-02 6.24e-07 
6666.30 7.51e-26 2.13e-17 3.44e-09 2.44e-02 9.62e-01 1.38e-02 1.45e-07 
7073.50 1.93e-25 5.48e-17 8.36e-09 4.84e-02 9.45e-01 6.16e-03 2.56e-08 
7505.58 5.26e-25 1.54e-16 2.26e-08 1.05e-01 8.93e-01 2.19e-03 2.31e-09 
7964.05 2.13e-24 6.12e-16 8.12e-08 2.70e-01 7.29e-01 4.12e-04 7.11e-11 
8450.53 1.01e-23 2.73e-15 3.00e-07 6.19e-01 3.81e-01 3.72e-05 8.32e-13 
8966.72 3.42e-23 8.31e-15 7.35e-07 8.97e-01 1.03e-01 1.12e-06 1.89e-15 
9514.44 1.24e-22 2.66e-14 1.72e-06 9.89e-01 1.06e-02 4.91e-09 2.46e-19 
10095.62 7.08e-22 1.25e-13 4.96e-06 1.00e+00 3.78e-04 2.74e-12 1.17e-24 
10712.30 7.67e-21 1.10e-12 2.32e-05 1.00e+00 3.57e-06 6.95e-17 8.24e-28 
11366.65 1.19e-19 1.40e-11 1.44e-04 1.00e+00 1.60e-08 3.74e-22 1.75e-28 
12061.10 2.94e-18 2.75e-10 1.18e-03 9.99e-01 2.83e-11 1.70e-27 5.48e-29 
12793.43 1.19e-16 8.54e-09 1.32e-02 9.87e-01 6.83e-15 4.68e-29 2.73e-30 
13528.61 7.21e-15 3.55e-07 1.65e-01 8.35e-01 9.70e-19 1.15e-30 2.03e-31 
14194.74 1.44e-13 4.77e-06 7.17e-01 2.83e-01 1.26e-22 1.43e-31 9.18e-32 
14757.77 5.15e-13 1.34e-05 9.33e-01 6.67e-02 9.25e-24 9.36e-32 6.12e-32 
15240.48 1.80e-12 3.13e-05 9.85e-01 1.49e-02 5.97e-24 6.09e-32 4.05e-32 
15646.99 1.01e-11 9.19e-05 9.96e-01 3.87e-03 2.42e-24 3.87e-32 2.60e-32 
15960.30 6.32e-11 2.74e-04 9.99e-01 2.73e-04 1.49e-25 2.43e-32 1.65e-32 
16187.41 2.17e-10 5.98e-04 9.99e-01 3.66e-05 3.72e-25 2.13e-32 1.46e-32 
16354.17 5.12e-10 1.06e-03 9.99e-01 1.57e-05 3.40e-25 2.19e-32 1.52e-32 
16484.18 6.70e-10 1.33e-03 9.99e-01 3.14e-05 6.77e-25 2.60e-32 1.81e-32 
16593.12 8.84e-10 1.73e-03 9.98e-01 3.76e-06 4.17e-25 3.29e-32 2.30e-32 
16691.99 1.17e-09 2.17e-03 9.98e-01 1.99e-06 6.92e-25 4.02e-32 2.82e-32 
16788.59 1.10e-09 2.12e-03 9.98e-01 1.57e-06 1.13e-24 4.68e-32 3.29e-32 
16888.37 1.62e-09 2.86e-03 9.97e-01 1.02e-06 1.29e-24 5.32e-32 3.76e-32 
16998.79 2.10e-09 3.58e-03 9.96e-01 5.78e-07 8.06e-25 6.06e-32 4.30e-32 
17146.37 3.37e-09 5.01e-03 9.95e-01 2.24e-07 1.11e-24 6.85e-32 4.88e-32 
17415.23 5.98e-09 7.57e-03 9.92e-01 1.01e-07 1.07e-24 7.53e-32 5.40e-32 
17888.12 1.69e-08 1.79e-02 9.82e-01 1.27e-08 1.94e-24 7.42e-32 5.39e-32 
18532.37 5.83e-08 4.23e-02 9.58e-01 1.03e-09 1.14e-24 6.01e-32 4.43e-32 
19260.76 1.89e-07 1.02e-01 8.98e-01 1.05e-10 1.01e-24 5.10e-32 3.81e-32 
20034.10 3.96e-07 1.67e-01 8.33e-01 9.93e-12 8.36e-25 5.04e-32 3.81e-32 
20838.00 7.05e-07 3.24e-01 6.76e-01 1.57e-12 1.52e-24 5.57e-32 4.26e-32 
21647.97 9.89e-07 4.49e-01 5.51e-01 3.00e-13 2.91e-24 6.25e-32 4.82e-32 
22447.94 1.39e-06 5.27e-01 4.73e-01 3.60e-14 1.81e-24 7.55e-32 5.87e-32 
23245.88 1.53e-06 6.71e-01 3.29e-01 1.05e-14 6.89e-24 7.66e-32 6.00e-32 
24052.47 2.36e-06 7.77e-01 2.23e-01 1.84e-15 5.09e-24 5.48e-32 4.32e-32 
24867.72 2.85e-06 8.62e-01 1.38e-01 2.68e-16 3.09e-24 3.66e-32 2.90e-32 
25698.86 3.66e-06 9.12e-01 8.80e-02 4.91e-17 4.18e-24 2.78e-32 2.22e-32 
26587.16 5.34e-06 9.52e-01 4.76e-02 5.28e-18 3.19e-24 2.57e-32 2.07e-32 
27637.54 7.59e-06 9.75e-01 2.53e-02 5.84e-19 3.86e-24 3.07e-32 2.49e-32 
28986.97 1.69e-05 9.82e-01 1.76e-02 2.65e-20 3.58e-24 5.40e-32 4.41e-32 
#TIME: 7.04 
#NVEL: 67 
#vel_mid[km/s] sc0 sc1 sc2 sc3 sc4 sc5 sc6 
440.10 1.20e-22 6.77e-15 2.16e-07 1.84e-01 8.15e-01 1.38e-03 1.61e-09 
999.11 2.72e-23 1.63e-15 5.97e-08 7.54e-02 9.19e-01 5.31e-03 4.26e-08 
1267.34 7.35e-24 4.75e-16 1.96e-08 3.33e-02 9.52e-01 1.50e-02 3.86e-07 
1514.05 3.20e-24 2.13e-16 9.24e-09 1.86e-02 9.51e-01 3.03e-02 1.57e-06 
1808.80 1.13e-24 8.27e-17 4.07e-09 1.04e-02 9.33e-01 5.71e-02 6.55e-06 
1919.29 5.32e-25 4.18e-17 2.23e-09 6.61e-03 9.07e-01 8.63e-02 1.62e-05 
2160.92 2.35e-25 2.01e-17 1.18e-09 4.19e-03 8.66e-01 1.30e-01 4.14e-05 
2292.92 1.10e-25 1.03e-17 6.71e-10 2.85e-03 8.24e-01 1.73e-01 8.03e-05 
2432.98 5.02e-26 5.26e-18 3.82e-10 1.92e-03 7.63e-01 2.35e-01 1.75e-04 
2581.60 3.39e-26 3.69e-18 2.86e-10 1.60e-03 7.42e-01 2.56e-01 2.11e-04 
2739.29 2.39e-26 2.71e-18 2.22e-10 1.37e-03 7.24e-01 2.74e-01 2.43e-04 
2906.62 1.59e-26 1.95e-18 1.71e-10 1.16e-03 7.01e-01 2.98e-01 3.02e-04 
3084.17 1.12e-26 1.51e-18 1.44e-10 1.08e-03 6.92e-01 3.07e-01 3.16e-04 
3272.56 7.26e-27 1.08e-18 1.14e-10 9.76e-04 6.69e-01 3.30e-01 3.80e-04 
3472.46 6.33e-27 1.04e-18 1.20e-10 1.10e-03 6.93e-01 3.05e-01 3.01e-04 
