#NTIMES:    60
#NSTAGES:     5
#TIMES[d]:     2.000    2.001    2.002    2.003    2.005    2.010    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   37.960   41.760   45.940   50.530   55.580   61.140   67.250   73.970   81.370   89.510   98.460  108.300  118.000  128.000  138.000  148.000  158.000  168.000  180.000  190.000  200.000
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]           si0           si1           si2           si3           si4
    3.929136E+04   1.0000E-099   1.0000E+000   2.9952E-010   2.7342E-022   1.0140E-031
    3.968816E+04   1.0000E-099   1.0000E+000   2.7896E-010   2.8070E-022   9.4646E-032
    3.995269E+04   1.0000E-099   1.0000E+000   2.6851E-010   2.8734E-022   9.1167E-032
    4.012905E+04   1.0000E-099   1.0000E+000   2.5123E-010   2.8572E-022   8.5368E-032
    4.024662E+04   1.0000E-099   1.0000E+000   2.3286E-010   2.7998E-022   7.9188E-032
    4.032422E+04   1.0000E-099   1.0000E+000   1.2055E-011   7.3727E-023   1.3142E-033
    4.032500E+04   1.0000E-099   1.0000E+000   1.0267E-011   6.8619E-023   1.0506E-033
#TIME:     2.002
#NVEL: 100
#vel_mid[km/s]           si0           si1           si2           si3           si4
    1.025000E+03   1.0000E-099   3.0549E-024   1.4039E-015   2.2937E-007   1.0000E+000
    1.041817E+03   1.0000E-099   3.0031E-024   1.3880E-015   2.2807E-007   1.0000E+000
    1.075450E+03   1.0000E-099   2.9528E-024   1.3729E-015   2.2639E-007   1.0000E+000
    1.142716E+03   1.0000E-099   2.9474E-024   1.3736E-015   2.2481E-007   1.0000E+000
    1.252484E+03   1.0000E-099   3.0045E-024   1.3967E-015   2.2352E-007   1.0000E+000
    1.372656E+03   1.0000E-099   3.0965E-024   1.4316E-015   2.2270E-007   1.0000E+000
    1.504364E+03   1.0000E-099   3.2338E-024   1.4814E-015   2.2251E-007   1.0000E+000
    1.648709E+03   1.0000E-099   3.4437E-024   1.5545E-015   2.2333E-007   1.0000E+000
    1.806905E+03   1.0000E-099   3.7774E-024   1.6660E-015   2.2583E-007   1.0000E+000
