#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 2.01861554579 2.05619317592 2.09447033414 2.13346004255 2.17317556566 2.21363041491 2.25483835327 2.29681339988 2.3395698349 2.38312220429 2.42748532481 2.47267428903 2.51870447048 2.56559152888 2.61335141547 2.66200037841 2.71155496835 2.76203204402 2.81344877801 2.86582266257 2.91917151557 2.97351348659 3.02886706306 3.08525107656 3.14268470925 3.20118750036 3.26077935286 3.32148054021 3.3833117133 3.44629390742 3.51044854946 3.57579746518 3.64236288663 3.71016745973 3.77923425197 3.84958676024 3.92124891885 3.99424510765 4.06860016035 4.14433937294 4.22148851231 4.30007382501 4.3801220462 4.46166040872 4.54471665236 4.62931903331 4.71549633375 4.80327787168 4.89269351084 4.98377367093 5.07654933791 5.17105207457 5.26731403124 5.36536795678 5.46524720967 5.56698576935 5.67061824786 5.77617990151 5.88370664296 5.99323505339 6.10480239496 6.21844662348 6.33420640135 6.45212111066 6.57223086664 6.69457653128 6.81919972724 6.94614285202 7.07544909235 7.20716243891 7.34132770131 7.4779905233 7.61719739831 7.75899568527 7.90343362473 8.05056035528 8.20042593021 8.35308133461 8.50857850269 8.66697033542 8.82831071856 8.99265454099 9.16005771338 9.33057718718 9.50427097406 9.68119816558 9.86141895334 10.0449946494 10.2319877073 10.422461743 10.6164815568 10.8141131554 11.015423774 11.2204818996 11.4293572942 11.6421210183 11.8588454552 12.0796043358 12.3044727634 12.5335272396 12.7668456898 13.0045074904 13.246593495 13.4931860628 13.7443690858 14.0002280179 14.2608499037 14.526323408 14.7967388466 15.0721882162 15.3527652261 15.6385653301 15.9296857591 16.2262255538 16.5282855986 16.835968656 17.1493794014 17.468624459 17.7938124375 18.1250539677 18.4624617398 18.8061505417 19.1562372982 19.5128411108 19.876083298 20.2460874368 20.6229794046 21.006887422 21.3979420967 21.7962764676 22.2020260503 22.6153288829 23.0363255732 23.4651593468 23.9019760951 24.3469244256 24.8001557121 25.2618241463 25.7320867905 26.2111036304 26.6990376303 27.1960547878 27.702324191 28.2180180755 28.7433118831 29.2783843216 29.8234174257 30.3785966184 30.9441107748 31.5201522858 32.106917124 32.7046049099 33.3134189802 33.9335664566 34.5652583169 35.2087094658 35.8641388091 36.5317693273 37.211828152 37.9045466429 38.6101604666 39.3289096768 40.0610387957 40.8067968979 41.5664376941 42.3402196183 43.1284059154 43.9312647306 44.7490692008 45.5820975476 46.4306331717 47.2949647496 48.1753863315 49.0721974417 49.9857031802 50.9162143267 51.8640474459 52.829524996 53.8129754377 54.8147333461 55.8351395246 56.8745411212 57.9332917457 59.011751591 60.1102875549 61.2292733654 62.3690897074 63.5301243528 64.7127722917 65.9174358675 67.1445249133 68.3944568914 69.6676570355 70.9645584951 72.2856024833 73.6312384263 75.0019241168 76.3981258696 77.82031868 79.2689863858
#
#TIME: 2.01861554579
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
2.6475e+04 5.0513e+03 1.3502e+09 9.9967e-01 3.2951e-04 2.2767e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.6675e+04 5.0277e+03 1.2627e+09 9.9965e-01 3.5234e-04 2.6032e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.6875e+04 5.0582e+03 1.1808e+09 9.9962e-01 3.7678e-04 2.9768e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.7075e+04 5.0514e+03 1.1042e+09 9.9960e-01 4.0291e-04 3.4041e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.7275e+04 5.0357e+03 1.0324e+09 9.9957e-01 4.3088e-04 3.8934e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.7475e+04 5.0245e+03 9.6538e+08 9.9954e-01 4.6080e-04 4.4530e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 5.0222e+03 9.0261e+08 9.9951e-01 4.9283e-04 5.0936e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 5.0010e+03 8.4390e+08 9.9947e-01 5.2710e-04 5.8268e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 5.0399e+03 7.8899e+08 9.9944e-01 5.6376e-04 6.6659e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 5.0491e+03 7.3762e+08 9.9940e-01 6.0299e-04 7.6263e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 4.9830e+03 6.8956e+08 9.9936e-01 6.4500e-04 8.7261e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 5.0159e+03 6.4459e+08 9.9931e-01 6.8996e-04 9.9856e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 4.9774e+03 6.0256e+08 9.9926e-01 7.3805e-04 1.1427e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 5.0088e+03 5.6322e+08 9.9921e-01 7.8956e-04 1.3078e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 5.0296e+03 5.2643e+08 9.9916e-01 8.4470e-04 1.4969e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 5.0460e+03 4.9203e+08 9.9910e-01 9.0370e-04 1.7134e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 4.9971e+03 4.5986e+08 9.9903e-01 9.6686e-04 1.9614e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 5.0179e+03 4.2977e+08 9.9897e-01 1.0345e-03 2.2455e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 5.0011e+03 4.0163e+08 9.9889e-01 1.1069e-03 2.5711e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 5.0168e+03 3.7532e+08 9.9882e-01 1.1844e-03 2.9439e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 4.9548e+03 3.5070e+08 9.9873e-01 1.2674e-03 3.3715e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 5.0130e+03 3.2770e+08 9.9864e-01 1.3562e-03 3.8609e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 5.0000e+03 3.0619e+08 9.9855e-01 1.4514e-03 4.4221e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 4.9970e+03 2.8607e+08 9.9845e-01 1.5533e-03 5.0656e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 5.0464e+03 2.6728e+08 9.9834e-01 1.6624e-03 5.8024e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 5.0489e+03 2.4969e+08 9.9822e-01 1.7792e-03 6.6476e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 4.9805e+03 2.3326e+08 9.9810e-01 1.9043e-03 7.6160e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 5.0348e+03 2.1789e+08 9.9796e-01 2.0384e-03 8.7274e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 5.0624e+03 2.0354e+08 9.9782e-01 2.1818e-03 9.9997e-18 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 4.9824e+03 1.9013e+08 9.9766e-01 2.3353e-03 1.1459e-17 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 4.9769e+03 1.7758e+08 9.9750e-01 2.4999e-03 1.3133e-17 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 5.1044e+03 1.6586e+08 9.9732e-01 2.6762e-03 1.5053e-17 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 5.0441e+03 1.5491e+08 9.9714e-01 2.8648e-03 1.7253e-17 1.4013e-45 0.0000e+00 0.0000e+00
3.3075e+04 5.0565e+03 1.4467e+08 9.9693e-01 3.0668e-03 1.9776e-17 1.4013e-45 0.0000e+00 0.0000e+00
3.3275e+04 4.9857e+03 1.3511e+08 9.9672e-01 3.2832e-03 2.2670e-17 1.4013e-45 0.0000e+00 0.0000e+00
3.3475e+04 4.9525e+03 1.2617e+08 9.9649e-01 3.5149e-03 2.5989e-17 1.4013e-45 0.0000e+00 0.0000e+00
3.3675e+04 4.9839e+03 1.1782e+08 9.9624e-01 3.7631e-03 2.9796e-17 1.4013e-45 0.0000e+00 0.0000e+00
3.3875e+04 4.9980e+03 1.1002e+08 9.9597e-01 4.0289e-03 3.4163e-17 2.8026e-45 0.0000e+00 0.0000e+00
3.4075e+04 4.9895e+03 1.0273e+08 9.9569e-01 4.3134e-03 3.9169e-17 2.8026e-45 0.0000e+00 0.0000e+00
3.4275e+04 4.9074e+03 9.5927e+07 9.9538e-01 4.6181e-03 4.4911e-17 4.2039e-45 0.0000e+00 0.0000e+00
3.4475e+04 4.9732e+03 8.9569e+07 9.9506e-01 4.9442e-03 5.1496e-17 4.2039e-45 0.0000e+00 0.0000e+00
3.4675e+04 4.9420e+03 8.3631e+07 9.9471e-01 5.2935e-03 5.9049e-17 5.6052e-45 0.0000e+00 0.0000e+00
3.4875e+04 5.0110e+03 7.8082e+07 9.9433e-01 5.6675e-03 6.7714e-17 7.0065e-45 0.0000e+00 0.0000e+00
3.5075e+04 5.0152e+03 7.2901e+07 9.9393e-01 6.0678e-03 7.7649e-17 8.4078e-45 0.0000e+00 0.0000e+00
3.5275e+04 4.9689e+03 6.8061e+07 9.9350e-01 6.4965e-03 8.9047e-17 9.8091e-45 0.0000e+00 0.0000e+00
3.5475e+04 4.9651e+03 6.3542e+07 9.9304e-01 6.9553e-03 1.0211e-16 1.2612e-44 0.0000e+00 0.0000e+00
3.5675e+04 5.0146e+03 5.9321e+07 9.9255e-01 7.4466e-03 1.1711e-16 1.5414e-44 0.0000e+00 0.0000e+00
3.5875e+04 5.0251e+03 5.5381e+07 9.9203e-01 7.9721e-03 1.3429e-16 1.8217e-44 0.0000e+00 0.0000e+00
3.6075e+04 5.0599e+03 5.1700e+07 9.9147e-01 8.5349e-03 1.5401e-16 2.2421e-44 0.0000e+00 0.0000e+00
3.6275e+04 5.0236e+03 4.8264e+07 9.9086e-01 9.1370e-03 1.7661e-16 2.8026e-44 0.0000e+00 0.0000e+00
3.6475e+04 4.9825e+03 4.5055e+07 9.9022e-01 9.7814e-03 2.0253e-16 3.5032e-44 0.0000e+00 0.0000e+00
3.6675e+04 5.0018e+03 4.2058e+07 9.8953e-01 1.0471e-02 2.3226e-16 4.2039e-44 0.0000e+00 0.0000e+00
3.6875e+04 4.9696e+03 3.9261e+07 9.8879e-01 1.1209e-02 2.6633e-16 5.1848e-44 0.0000e+00 0.0000e+00
3.7075e+04 5.0137e+03 3.6649e+07 9.8800e-01 1.1998e-02 3.0541e-16 6.3058e-44 0.0000e+00 0.0000e+00
3.7275e+04 4.9775e+03 3.4211e+07 9.8716e-01 1.2842e-02 3.5019e-16 7.8473e-44 0.0000e+00 0.0000e+00
3.7475e+04 4.9521e+03 3.1935e+07 9.8626e-01 1.3745e-02 4.0153e-16 9.6690e-44 0.0000e+00 0.0000e+00
3.7675e+04 4.8602e+03 2.9809e+07 9.8529e-01 1.4711e-02 4.6038e-16 1.1771e-43 0.0000e+00 0.0000e+00
3.7875e+04 4.8918e+03 2.7825e+07 9.8426e-01 1.5743e-02 5.2782e-16 1.4574e-43 0.0000e+00 0.0000e+00
3.8075e+04 4.9142e+03 2.5972e+07 9.8315e-01 1.6847e-02 6.0514e-16 1.7796e-43 0.0000e+00 0.0000e+00
3.8275e+04 4.8909e+03 2.4243e+07 9.8197e-01 1.8027e-02 6.9371e-16 2.1860e-43 0.0000e+00 0.0000e+00
3.8475e+04 4.8501e+03 2.2629e+07 9.8071e-01 1.9288e-02 7.9519e-16 2.6905e-43 0.0000e+00 0.0000e+00
3.8675e+04 4.7893e+03 2.1122e+07 9.7936e-01 2.0636e-02 9.1146e-16 3.3071e-43 0.0000e+00 0.0000e+00
3.8875e+04 4.7740e+03 1.9715e+07 9.7792e-01 2.2076e-02 1.0447e-15 4.0498e-43 0.0000e+00 0.0000e+00
3.9075e+04 4.7348e+03 1.8402e+07 9.7639e-01 2.3614e-02 1.1972e-15 4.9746e-43 0.0000e+00 0.0000e+00
3.9275e+04 4.7555e+03 1.7177e+07 9.7474e-01 2.5256e-02 1.3717e-15 6.1097e-43 0.0000e+00 0.0000e+00
3.9475e+04 4.7436e+03 1.6033e+07 9.7299e-01 2.7009e-02 1.5716e-15 7.4969e-43 0.0000e+00 0.0000e+00
3.9675e+04 4.6185e+03 1.4965e+07 9.7112e-01 2.8882e-02 1.8005e-15 9.2065e-43 0.0000e+00 0.0000e+00
3.9875e+04 4.4489e+03 1.3967e+07 9.6912e-01 3.0880e-02 2.0625e-15 1.1294e-42 0.0000e+00 0.0000e+00
4.0075e+04 4.2612e+03 1.3037e+07 9.6699e-01 3.3010e-02 2.3620e-15 1.3859e-42 0.0000e+00 0.0000e+00
4.0225e+04 4.1000e+03 1.2380e+07 9.6530e-01 3.4703e-02 2.6152e-15 1.6157e-42 0.0000e+00 0.0000e+00
#
#TIME: 2.05619317592
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
8.7500e+01 1.2382e+05 7.9410e+13 1.1017e-36 5.5303e-28 2.8308e-20 9.2544e-13 8.1164e-06 9.9999e-01
2.7500e+02 1.2156e+05 5.9233e+13 4.0130e-37 2.5318e-28 1.6330e-20 6.6148e-13 6.9160e-06 9.9999e-01
4.7500e+02 1.1953e+05 5.1682e+13 3.2061e-37 2.1734e-28 1.5103e-20 6.4795e-13 6.8997e-06 9.9999e-01
6.7500e+02 1.1749e+05 4.6680e+13 3.0789e-37 2.1633e-28 1.5631e-20 6.8480e-13 7.1520e-06 9.9999e-01
8.7500e+02 1.1541e+05 4.2668e+13 3.1759e-37 2.2821e-28 1.6923e-20 7.4664e-13 7.5322e-06 9.9999e-01
1.0750e+03 1.1348e+05 3.9224e+13 3.4133e-37 2.4901e-28 1.8823e-20 8.2977e-13 8.0115e-06 9.9999e-01
1.2750e+03 1.1132e+05 3.6178e+13 3.8364e-37 2.8216e-28 2.1602e-20 9.4377e-13 8.6260e-06 9.9999e-01
1.4750e+03 1.0919e+05 3.3453e+13 4.5050e-37 3.3182e-28 2.5577e-20 1.0987e-12 9.4030e-06 9.9999e-01
1.6750e+03 1.0697e+05 3.0999e+13 5.6571e-37 4.1328e-28 3.1798e-20 1.3272e-12 1.0454e-05 9.9999e-01
1.8750e+03 1.0448e+05 2.8783e+13 7.7010e-37 5.5164e-28 4.1942e-20 1.6769e-12 1.1904e-05 9.9999e-01
2.0750e+03 1.0184e+05 2.6775e+13 1.1785e-36 8.1440e-28 6.0328e-20 2.2632e-12 1.4043e-05 9.9999e-01
2.2750e+03 9.8830e+04 2.4960e+13 2.0717e-36 1.3550e-27 9.6211e-20 3.3048e-12 1.7280e-05 9.9998e-01
2.4750e+03 9.5475e+04 2.3322e+13 4.3994e-36 2.6542e-27 1.7680e-19 5.3774e-12 2.2537e-05 9.9998e-01
2.6750e+03 9.1591e+04 2.1818e+13 1.2149e-35 6.5298e-27 3.9666e-19 1.0195e-11 3.1918e-05 9.9997e-01
2.8750e+03 8.7206e+04 2.0378e+13 4.5040e-35 2.0780e-26 1.1190e-18 2.3054e-11 4.9738e-05 9.9995e-01
3.0750e+03 8.2123e+04 1.8903e+13 2.5437e-34 9.5750e-26 4.4092e-18 6.7459e-11 8.9197e-05 9.9991e-01
3.2750e+03 7.6359e+04 1.7368e+13 2.4533e-33 7.0825e-25 2.6780e-17 2.7533e-10 1.9195e-04 9.9981e-01
3.4750e+03 6.9668e+04 1.6039e+13 6.0794e-32 1.2009e-23 3.4453e-16 1.9841e-09 5.6349e-04 9.9944e-01
3.6750e+03 6.1986e+04 1.5013e+13 6.7237e-30 7.6464e-22 1.4757e-14 3.5312e-08 2.7141e-03 9.9729e-01
3.8750e+03 5.2915e+04 1.4062e+13 9.8623e-27 4.9807e-19 5.3007e-12 3.0863e-06 3.1123e-02 9.6887e-01
4.0750e+03 4.1884e+04 1.2362e+13 1.0100e-21 1.5741e-14 5.6986e-08 2.5815e-03 7.2490e-01 2.7252e-01
4.2750e+03 2.6707e+04 9.8127e+12 1.6470e-13 3.7402e-07 2.3669e-02 9.6011e-01 1.6221e-02 3.2846e-08
4.4750e+03 9.0651e+03 2.7977e+12 6.5769e-01 3.4231e-01 1.8421e-08 1.0699e-24 0.0000e+00 0.0000e+00
4.6750e+03 5.1559e+03 1.3462e+12 1.0000e+00 1.5440e-06 1.5316e-23 0.0000e+00 0.0000e+00 0.0000e+00
4.8750e+03 4.9489e+03 1.2095e+12 1.0000e+00 1.0258e-06 4.6477e-24 0.0000e+00 0.0000e+00 0.0000e+00
5.0750e+03 4.9492e+03 1.1376e+12 1.0000e+00 1.0449e-06 4.6744e-24 0.0000e+00 0.0000e+00 0.0000e+00
5.2750e+03 4.9478e+03 1.0696e+12 1.0000e+00 1.0623e-06 4.6748e-24 0.0000e+00 0.0000e+00 0.0000e+00
5.4750e+03 4.9466e+03 1.0062e+12 1.0000e+00 1.0872e-06 4.7646e-24 0.0000e+00 0.0000e+00 0.0000e+00
5.6750e+03 4.9475e+03 9.4535e+11 1.0000e+00 1.0998e-06 4.6983e-24 0.0000e+00 0.0000e+00 0.0000e+00
5.8750e+03 4.9417e+03 8.9084e+11 1.0000e+00 1.1485e-06 5.0640e-24 0.0000e+00 0.0000e+00 0.0000e+00
6.0750e+03 4.9501e+03 8.3774e+11 1.0000e+00 1.1769e-06 5.1758e-24 0.0000e+00 0.0000e+00 0.0000e+00
6.2750e+03 4.9513e+03 7.9003e+11 1.0000e+00 1.2444e-06 5.7745e-24 0.0000e+00 0.0000e+00 0.0000e+00
6.4750e+03 4.9468e+03 7.3979e+11 1.0000e+00 1.2237e-06 5.2593e-24 0.0000e+00 0.0000e+00 0.0000e+00
6.6750e+03 4.9454e+03 6.9765e+11 1.0000e+00 1.2996e-06 5.9395e-24 0.0000e+00 0.0000e+00 0.0000e+00
6.8750e+03 4.9493e+03 6.5769e+11 1.0000e+00 1.3796e-06 6.6962e-24 0.0000e+00 0.0000e+00 0.0000e+00
7.0750e+03 4.9447e+03 6.1672e+11 1.0000e+00 1.3824e-06 6.4259e-24 0.0000e+00 0.0000e+00 0.0000e+00
7.2750e+03 4.9486e+03 5.7975e+11 1.0000e+00 1.4272e-06 6.7019e-24 0.0000e+00 0.0000e+00 0.0000e+00
7.4750e+03 4.9437e+03 5.4597e+11 1.0000e+00 1.5078e-06 7.4526e-24 0.0000e+00 0.0000e+00 0.0000e+00
7.6750e+03 4.9412e+03 5.1222e+11 1.0000e+00 1.5259e-06 7.3502e-24 0.0000e+00 0.0000e+00 0.0000e+00
7.8750e+03 4.9511e+03 4.8237e+11 1.0000e+00 1.6200e-06 8.2834e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.0750e+03 4.9468e+03 4.5340e+11 1.0000e+00 1.6834e-06 8.7933e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.2750e+03 4.9532e+03 4.2928e+11 1.0000e+00 1.9237e-06 1.2159e-23 0.0000e+00 0.0000e+00 0.0000e+00
8.4750e+03 4.9503e+03 3.9981e+11 1.0000e+00 1.7848e-06 9.4123e-24 0.0000e+00 0.0000e+00 0.0000e+00
8.6750e+03 4.9354e+03 3.7664e+11 1.0000e+00 1.9212e-06 1.1017e-23 0.0000e+00 0.0000e+00 0.0000e+00
8.8750e+03 4.9455e+03 3.5414e+11 1.0000e+00 2.0213e-06 1.2100e-23 0.0000e+00 0.0000e+00 0.0000e+00
9.0750e+03 4.9527e+03 3.3309e+11 1.0000e+00 2.1407e-06 1.3532e-23 0.0000e+00 0.0000e+00 0.0000e+00
9.2750e+03 4.9368e+03 3.1251e+11 1.0000e+00 2.1942e-06 1.3819e-23 0.0000e+00 0.0000e+00 0.0000e+00
9.4750e+03 4.9445e+03 2.9544e+11 1.0000e+00 2.5012e-06 1.8958e-23 0.0000e+00 0.0000e+00 0.0000e+00
9.6750e+03 4.9435e+03 2.7517e+11 1.0000e+00 2.3242e-06 1.4739e-23 0.0000e+00 0.0000e+00 0.0000e+00
9.8750e+03 4.9405e+03 2.5989e+11 1.0000e+00 2.6257e-06 1.9720e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.0075e+04 4.9358e+03 2.4333e+11 1.0000e+00 2.6280e-06 1.8841e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.0275e+04 4.9452e+03 2.2926e+11 1.0000e+00 2.8773e-06 2.3104e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.0475e+04 4.9518e+03 2.1594e+11 1.0000e+00 3.1439e-06 2.8164e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.0675e+04 4.9415e+03 2.0251e+11 1.0000e+00 3.2288e-06 2.8906e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.0875e+04 4.9335e+03 1.9013e+11 1.0000e+00 3.3740e-06 3.1130e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1075e+04 4.9372e+03 1.7766e+11 1.0000e+00 3.2914e-06 2.7696e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1275e+04 4.9237e+03 1.6741e+11 1.0000e+00 3.6261e-06 3.4541e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1475e+04 4.9369e+03 1.5700e+11 1.0000e+00 3.7318e-06 3.5652e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1675e+04 4.9370e+03 1.4850e+11 1.0000e+00 4.3468e-06 5.1902e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.1875e+04 4.9425e+03 1.3904e+11 1.0000e+00 4.3747e-06 5.0348e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2075e+04 4.9432e+03 1.3082e+11 1.0000e+00 4.7224e-06 5.9337e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2275e+04 4.9327e+03 1.2246e+11 1.0000e+00 4.7446e-06 5.7285e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2475e+04 4.9273e+03 1.1455e+11 1.0000e+00 4.7126e-06 5.3569e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2675e+04 4.9208e+03 1.0783e+11 9.9999e-01 5.1259e-06 6.4476e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.2875e+04 4.9144e+03 1.0203e+11 9.9999e-01 5.9873e-06 9.4603e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.3075e+04 4.9326e+03 9.5552e+10 9.9999e-01 6.0515e-06 9.2858e-23 0.0000e+00 0.0000e+00 0.0000e+00
1.3275e+04 4.9266e+03 8.9796e+10 9.9999e-01 6.4217e-06 1.0436e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.3475e+04 4.9180e+03 8.4162e+10 9.9999e-01 6.5647e-06 1.0572e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.3675e+04 4.9293e+03 7.8997e+10 9.9999e-01 6.8474e-06 1.1327e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.3875e+04 4.9309e+03 7.4592e+10 9.9999e-01 7.7559e-06 1.5259e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.4075e+04 4.9363e+03 6.9976e+10 9.9999e-01 8.0238e-06 1.5980e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.4275e+04 4.9308e+03 6.5563e+10 9.9999e-01 8.1735e-06 1.6029e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.4475e+04 4.9324e+03 6.1665e+10 9.9999e-01 8.7620e-06 1.8531e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.4675e+04 4.9287e+03 5.8215e+10 9.9999e-01 9.8854e-06 2.4694e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.4875e+04 4.9314e+03 5.4712e+10 9.9999e-01 1.0498e-05 2.7813e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5075e+04 4.9267e+03 5.1478e+10 9.9999e-01 1.1324e-05 3.2706e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5275e+04 4.9257e+03 4.8079e+10 9.9999e-01 1.1045e-05 2.9078e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5475e+04 4.9371e+03 4.5282e+10 9.9999e-01 1.2077e-05 3.5517e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5675e+04 4.9395e+03 4.2475e+10 9.9999e-01 1.2503e-05 3.7260e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5875e+04 4.9408e+03 4.0030e+10 9.9999e-01 1.3814e-05 4.6846e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.6075e+04 4.9414e+03 3.7697e+10 9.9998e-01 1.5123e-05 5.7403e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.6275e+04 4.9453e+03 3.5482e+10 9.9998e-01 1.6460e-05 6.9200e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.6475e+04 4.9578e+03 3.3385e+10 9.9998e-01 1.7844e-05 8.2514e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.6675e+04 4.9501e+03 3.1160e+10 9.9998e-01 1.7269e-05 7.1769e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.6875e+04 4.9585e+03 2.9453e+10 9.9998e-01 2.0047e-05 1.0347e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.7075e+04 4.9599e+03 2.7705e+10 9.9998e-01 2.1765e-05 1.2384e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.7275e+04 4.9542e+03 2.6021e+10 9.9998e-01 2.3138e-05 1.3981e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.7475e+04 4.9555e+03 2.4435e+10 9.9998e-01 2.4568e-05 1.5729e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.7675e+04 4.9606e+03 2.2986e+10 9.9997e-01 2.6852e-05 1.9172e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.7875e+04 4.9677e+03 2.1520e+10 9.9997e-01 2.7301e-05 1.9120e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.8075e+04 4.9749e+03 2.0365e+10 9.9997e-01 3.3059e-05 3.0954e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.8275e+04 4.9753e+03 1.9049e+10 9.9997e-01 3.3215e-05 2.9870e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.8475e+04 4.9794e+03 1.7820e+10 9.9997e-01 3.3456e-05 2.9022e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.8675e+04 4.9828e+03 1.6745e+10 9.9996e-01 3.6419e-05 3.4961e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.8875e+04 4.9916e+03 1.5801e+10 9.9996e-01 4.2915e-05 5.2437e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.9075e+04 4.9934e+03 1.4767e+10 9.9996e-01 4.2637e-05 4.9044e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.9275e+04 5.0071e+03 1.3911e+10 9.9995e-01 4.9294e-05 6.9749e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.9475e+04 5.0128e+03 1.3031e+10 9.9995e-01 5.1334e-05 7.4291e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.9675e+04 5.0015e+03 1.2185e+10 9.9995e-01 5.1735e-05 7.2274e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.9875e+04 5.0118e+03 1.1412e+10 9.9995e-01 5.3854e-05 7.6881e-21 0.0000e+00 0.0000e+00 0.0000e+00
2.0075e+04 5.0035e+03 1.0760e+10 9.9994e-01 6.4827e-05 1.2214e-20 0.0000e+00 0.0000e+00 0.0000e+00
2.0275e+04 5.0252e+03 1.0067e+10 9.9993e-01 6.6525e-05 1.2488e-20 0.0000e+00 0.0000e+00 0.0000e+00
