#NTIMES: 200
#NSTAGES: 6
#TIMES[d]: 2.01861554579 2.05619317592 2.09447033414 2.13346004255 2.17317556566 2.21363041491 2.25483835327 2.29681339988 2.3395698349 2.38312220429 2.42748532481 2.47267428903 2.51870447048 2.56559152888 2.61335141547 2.66200037841 2.71155496835 2.76203204402 2.81344877801 2.86582266257 2.91917151557 2.97351348659 3.02886706306 3.08525107656 3.14268470925 3.20118750036 3.26077935286 3.32148054021 3.3833117133 3.44629390742 3.51044854946 3.57579746518 3.64236288663 3.71016745973 3.77923425197 3.84958676024 3.92124891885 3.99424510765 4.06860016035 4.14433937294 4.22148851231 4.30007382501 4.3801220462 4.46166040872 4.54471665236 4.62931903331 4.71549633375 4.80327787168 4.89269351084 4.98377367093 5.07654933791 5.17105207457 5.26731403124 5.36536795678 5.46524720967 5.56698576935 5.67061824786 5.77617990151 5.88370664296 5.99323505339 6.10480239496 6.21844662348 6.33420640135 6.45212111066 6.57223086664 6.69457653128 6.81919972724 6.94614285202 7.07544909235 7.20716243891 7.34132770131 7.4779905233 7.61719739831 7.75899568527 7.90343362473 8.05056035528 8.20042593021 8.35308133461 8.50857850269 8.66697033542 8.82831071856 8.99265454099 9.16005771338 9.33057718718 9.50427097406 9.68119816558 9.86141895334 10.0449946494 10.2319877073 10.422461743 10.6164815568 10.8141131554 11.015423774 11.2204818996 11.4293572942 11.6421210183 11.8588454552 12.0796043358 12.3044727634 12.5335272396 12.7668456898 13.0045074904 13.246593495 13.4931860628 13.7443690858 14.0002280179 14.2608499037 14.526323408 14.7967388466 15.0721882162 15.3527652261 15.6385653301 15.9296857591 16.2262255538 16.5282855986 16.835968656 17.1493794014 17.468624459 17.7938124375 18.1250539677 18.4624617398 18.8061505417 19.1562372982 19.5128411108 19.876083298 20.2460874368 20.6229794046 21.006887422 21.3979420967 21.7962764676 22.2020260503 22.6153288829 23.0363255732 23.4651593468 23.9019760951 24.3469244256 24.8001557121 25.2618241463 25.7320867905 26.2111036304 26.6990376303 27.1960547878 27.702324191 28.2180180755 28.7433118831 29.2783843216 29.8234174257 30.3785966184 30.9441107748 31.5201522858 32.106917124 32.7046049099 33.3134189802 33.9335664566 34.5652583169 35.2087094658 35.8641388091 36.5317693273 37.211828152 37.9045466429 38.6101604666 39.3289096768 40.0610387957 40.8067968979 41.5664376941 42.3402196183 43.1284059154 43.9312647306 44.7490692008 45.5820975476 46.4306331717 47.2949647496 48.1753863315 49.0721974417 49.9857031802 50.9162143267 51.8640474459 52.829524996 53.8129754377 54.8147333461 55.8351395246 56.8745411212 57.9332917457 59.011751591 60.1102875549 61.2292733654 62.3690897074 63.5301243528 64.7127722917 65.9174358675 67.1445249133 68.3944568914 69.6676570355 70.9645584951 72.2856024833 73.6312384263 75.0019241168 76.3981258696 77.82031868 79.2689863858
#
#TIME: 2.01861554579
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
1.3675e+04 3.5680e+03 6.2309e+08 1.0000e+00 2.7641e-11 6.0097e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.3875e+04 3.5133e+03 5.9121e+08 1.0000e+00 2.8127e-11 6.0643e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.4075e+04 3.4590e+03 4.5018e+08 1.0000e+00 1.0149e-11 3.0511e-40 0.0000e+00 0.0000e+00 0.0000e+00
1.4275e+04 3.4184e+03 3.9166e+08 1.0000e+00 6.8543e-12 9.4089e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.4475e+04 3.3736e+03 3.4020e+08 1.0000e+00 4.5731e-12 2.8025e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.4675e+04 3.3177e+03 2.9238e+08 1.0000e+00 2.8767e-12 7.0499e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.4875e+04 3.2815e+03 2.6427e+08 1.0000e+00 2.3068e-12 3.5761e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.5075e+04 3.2351e+03 2.1004e+08 1.0000e+00 9.3539e-13 2.5504e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.5275e+04 3.2347e+03 1.8241e+08 1.0000e+00 5.8446e-13 6.3058e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.5475e+04 3.2417e+03 1.4970e+08 1.0000e+00 2.4395e-13 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.5675e+04 3.1689e+03 1.4032e+08 1.0000e+00 2.3644e-13 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.5875e+04 3.1639e+03 1.2576e+08 1.0000e+00 1.6720e-13 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.6075e+04 3.1248e+03 1.1249e+08 1.0000e+00 1.1406e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6275e+04 3.0917e+03 1.0008e+08 1.0000e+00 7.2086e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6475e+04 3.0852e+03 9.7367e+07 1.0000e+00 9.5980e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6675e+04 3.0497e+03 8.3310e+07 1.0000e+00 4.1780e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6875e+04 3.0310e+03 7.7813e+07 1.0000e+00 3.9607e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7075e+04 3.0024e+03 7.3527e+07 1.0000e+00 4.2035e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7275e+04 3.0078e+03 6.5575e+07 1.0000e+00 2.4777e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7475e+04 2.9836e+03 6.0895e+07 1.0000e+00 2.2033e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7675e+04 2.9586e+03 5.3544e+07 1.0000e+00 9.5938e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7875e+04 2.9812e+03 4.7590e+07 1.0000e+00 3.8305e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8075e+04 2.9220e+03 4.5127e+07 1.0000e+00 4.9250e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8275e+04 2.9073e+03 4.4846e+07 1.0000e+00 1.2058e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8475e+04 2.8929e+03 4.0130e+07 1.0000e+00 6.2208e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8675e+04 2.8492e+03 3.6315e+07 1.0000e+00 3.3784e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8875e+04 2.8272e+03 3.3866e+07 1.0000e+00 3.1269e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9075e+04 2.8409e+03 3.1269e+07 1.0000e+00 2.3499e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9275e+04 2.8190e+03 2.7886e+07 1.0000e+00 5.9916e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9475e+04 2.8470e+03 2.6252e+07 1.0000e+00 7.6977e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9675e+04 2.7987e+03 2.4881e+07 1.0000e+00 1.1556e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9875e+04 2.8484e+03 2.3348e+07 1.0000e+00 1.2576e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0075e+04 2.7667e+03 2.1159e+07 1.0000e+00 4.7168e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0275e+04 2.7433e+03 1.9600e+07 1.0000e+00 3.2558e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0475e+04 2.7310e+03 1.8120e+07 1.0000e+00 1.9394e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0675e+04 2.6956e+03 1.6863e+07 1.0000e+00 1.5558e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0875e+04 2.6887e+03 1.5534e+07 1.0000e+00 6.0489e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1075e+04 2.6716e+03 1.4683e+07 1.0000e+00 1.3463e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1275e+04 2.6493e+03 1.3587e+07 1.0000e+00 7.3170e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1475e+04 2.6345e+03 1.2539e+07 1.0000e+00 2.6832e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1675e+04 2.6483e+03 1.1698e+07 1.0000e+00 2.4019e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1875e+04 2.6312e+03 1.0870e+07 1.0000e+00 1.4185e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2075e+04 2.6249e+03 1.0235e+07 1.0000e+00 3.1985e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2275e+04 2.6004e+03 9.4814e+06 1.0000e+00 1.4397e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2475e+04 2.5546e+03 8.7810e+06 1.0000e+00 5.4440e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2675e+04 2.5312e+03 8.1127e+06 1.0000e+00 1.4849e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2875e+04 2.5088e+03 7.6009e+06 1.0000e+00 2.1496e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3075e+04 2.5227e+03 7.0709e+06 1.0000e+00 1.3476e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3275e+04 2.4818e+03 6.4570e+06 1.0000e+00 1.6924e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3475e+04 2.4578e+03 6.0558e+06 1.0000e+00 2.1949e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3675e+04 2.4190e+03 5.6762e+06 1.0000e+00 2.8491e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3875e+04 2.3994e+03 5.2923e+06 1.0000e+00 2.3849e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4075e+04 2.4122e+03 4.9812e+06 1.0000e+00 4.8539e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4275e+04 2.3848e+03 4.5836e+06 1.0000e+00 1.2434e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4475e+04 2.3694e+03 4.1718e+06 1.0000e+00 2.6299e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4675e+04 2.3019e+03 3.2754e+06 1.0000e+00 4.5208e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4875e+04 2.2779e+03 3.2300e+06 1.0000e+00 9.4653e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5075e+04 2.2667e+03 1.9841e+06 1.0000e+00 1.2074e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5275e+04 2.2307e+03 1.4025e+06 1.0000e+00 1.8402e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5475e+04 2.1969e+03 8.0555e+05 1.0000e+00 1.2700e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5675e+04 2.1037e+03 5.0678e+05 1.0000e+00 1.7825e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5875e+04 2.1399e+03 3.8572e+05 1.0000e+00 6.4110e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6075e+04 2.0382e+03 3.2447e+05 1.0000e+00 3.6465e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6275e+04 2.0379e+03 3.8073e+05 1.0000e+00 9.1094e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6475e+04 2.0371e+03 2.8754e+05 1.0000e+00 3.1922e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6675e+04 2.0476e+03 9.0923e+05 1.0000e+00 1.1928e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6875e+04 2.8045e+03 8.8851e+06 1.0000e+00 2.2261e-12 2.6625e-43 0.0000e+00 0.0000e+00 0.0000e+00
2.7075e+04 1.9259e+03 2.1641e+05 1.0000e+00 1.6623e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7275e+04 1.9369e+03 8.1903e+04 1.0000e+00 3.2115e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7475e+04 1.9156e+03 7.7921e+05 1.0000e+00 1.6832e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7675e+04 1.9137e+03 8.4933e+04 1.0000e+00 5.4015e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7875e+04 2.0720e+03 1.2253e+06 1.0000e+00 8.1325e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8075e+04 1.7271e+03 3.6955e+04 1.0000e+00 2.4522e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8275e+04 1.7225e+03 4.2173e+04 1.0000e+00 5.0646e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8475e+04 1.8819e+03 1.5194e+04 1.0000e+00 9.1581e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8675e+04 1.9413e+03 6.7368e+05 1.0000e+00 6.6467e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8875e+04 3.2530e+03 1.3040e+07 9.9992e-01 7.9092e-05 1.5716e-22 0.0000e+00 0.0000e+00 0.0000e+00
2.9075e+04 1.6184e+03 1.4130e+04 1.0000e+00 1.1579e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9275e+04 1.6914e+03 5.6804e+03 1.0000e+00 3.3618e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9475e+04 1.8620e+03 5.5422e+05 1.0000e+00 9.3474e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9675e+04 1.6389e+03 1.3570e+04 1.0000e+00 1.6710e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.9875e+04 1.9350e+03 9.7905e+03 1.0000e+00 5.2488e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0075e+04 1.6450e+03 2.0705e+04 1.0000e+00 1.3576e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0275e+04 2.2598e+03 6.0061e+05 1.0000e+00 1.4256e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0475e+04 1.6276e+03 1.3010e+04 1.0000e+00 2.8666e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0675e+04 1.9667e+03 4.4688e+05 1.0000e+00 7.4429e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0875e+04 2.7641e+03 7.5203e+02 1.0000e+00 3.6807e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1075e+04 1.6608e+03 1.6459e+04 1.0000e+00 1.2960e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1275e+04 1.7174e+03 1.2687e+04 1.0000e+00 5.2931e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1475e+04 2.3848e+03 4.8554e+05 1.0000e+00 3.0267e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1675e+04 1.8127e+03 2.3480e+05 1.0000e+00 1.1921e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.1875e+04 1.6242e+03 1.5093e+04 1.0000e+00 1.8704e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2075e+04 1.6236e+03 9.4596e+03 1.0000e+00 3.2363e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2275e+04 1.7313e+03 1.3684e+03 1.0000e+00 1.4305e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2475e+04 1.5205e+03 2.2344e+03 1.0000e+00 1.2551e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2675e+04 1.5871e+03 7.3833e+03 1.0000e+00 1.9967e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2875e+04 1.5611e+03 6.0710e+03 1.0000e+00 1.0669e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3075e+04 1.5387e+03 1.3381e+03 1.0000e+00 2.6366e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3275e+04 1.6039e+03 6.5003e+03 1.0000e+00 2.0242e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3475e+04 1.8193e+03 1.4708e+05 1.0000e+00 2.0922e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3675e+04 1.6125e+03 7.6295e+03 1.0000e+00 5.6434e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.3875e+04 1.6892e+03 6.1970e+04 1.0000e+00 8.8710e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4075e+04 1.5708e+03 2.8118e+03 1.0000e+00 1.3197e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4275e+04 2.3103e+03 1.5434e+05 1.0000e+00 2.6350e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4475e+04 2.5146e+03 3.8144e+05 1.0000e+00 1.6428e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4675e+04 1.7159e+03 1.0017e+04 1.0000e+00 4.4651e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4875e+04 1.5538e+03 5.4851e+02 1.0000e+00 3.3970e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5075e+04 1.6674e+03 1.3728e+03 1.0000e+00 1.7037e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5275e+04 2.4759e+03 2.6844e+05 1.0000e+00 8.9641e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5475e+04 1.6538e+03 7.1188e+03 1.0000e+00 2.2227e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5675e+04 2.2139e+03 9.4727e+04 1.0000e+00 1.2886e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.5875e+04 1.6851e+03 4.8838e+04 1.0000e+00 5.1770e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6075e+04 2.3198e+03 1.0336e+05 1.0000e+00 1.1192e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6275e+04 1.5770e+03 1.0383e+03 1.0000e+00 1.5730e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6475e+04 1.6841e+03 9.5224e+01 1.0000e+00 1.1144e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6675e+04 1.5243e+03 2.3433e+02 1.0000e+00 5.1758e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6875e+04 1.7818e+03 6.5358e+01 1.0000e+00 3.4232e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7075e+04 2.0011e+03 5.2270e+04 1.0000e+00 1.3596e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7275e+04 2.3540e+03 7.4958e+04 1.0000e+00 1.7217e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7475e+04 1.7443e+03 1.6062e+02 1.0000e+00 2.2454e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7675e+04 1.5276e+03 3.9921e+02 1.0000e+00 1.0920e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.7875e+04 1.4960e+03 8.7363e+02 1.0000e+00 3.2098e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8075e+04 1.5360e+03 4.0819e+02 1.0000e+00 1.7015e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8275e+04 1.5887e+03 7.2792e+02 1.0000e+00 2.1673e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8475e+04 1.3586e+03 1.3474e+02 1.0000e+00 2.6413e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8675e+04 1.4997e+03 4.8173e+01 1.0000e+00 4.7895e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8875e+04 2.1628e+03 3.1321e+04 1.0000e+00 4.3207e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9075e+04 2.1026e+03 2.8441e+04 1.0000e+00 9.5182e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9275e+04 1.5594e+03 1.5212e+03 1.0000e+00 1.1361e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9475e+04 1.5131e+03 3.8942e+02 1.0000e+00 4.8436e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9675e+04 1.5820e+03 1.5729e+04 1.0000e+00 3.1070e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9875e+04 1.6853e+03 1.3638e+04 1.0000e+00 1.4601e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0075e+04 1.8706e+03 1.5534e+01 1.0000e+00 1.6332e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.0225e+04 1.5128e+03 6.2167e+02 1.0000e+00 6.4915e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 7.34132770131
#NVEL: 202
#vel_mid[km/s] temp[K] ne[/cm^3] ar0 ar1 ar2 ar3 ar4 ar5
8.7500e+01 5.8647e+04 1.2480e+12 3.7258e-34 3.7337e-25 6.8814e-17 1.1969e-09 5.3830e-04 9.9946e-01
2.7500e+02 5.7683e+04 9.2722e+11 1.9309e-34 2.3660e-25 5.4640e-17 1.0903e-09 5.2601e-04 9.9947e-01
4.7500e+02 5.6750e+04 8.0583e+11 2.1727e-34 2.7884e-25 6.9049e-17 1.3528e-09 5.9981e-04 9.9940e-01
6.7500e+02 5.5718e+04 7.2543e+11 3.2022e-34 4.1153e-25 1.0468e-16 1.9077e-09 7.3129e-04 9.9927e-01
8.7500e+02 5.4732e+04 6.6238e+11 4.9112e-34 6.2607e-25 1.6173e-16 2.7180e-09 8.9554e-04 9.9910e-01
1.0750e+03 5.3720e+04 6.0887e+11 8.3287e-34 1.0397e-24 2.6942e-16 4.0909e-09 1.1296e-03 9.9887e-01
1.2750e+03 5.2685e+04 5.6205e+11 1.5234e-33 1.8459e-24 4.7560e-16 6.4239e-09 1.4581e-03 9.9854e-01
1.4750e+03 5.1598e+04 5.2030e+11 3.0641e-33 3.5687e-24 9.0517e-16 1.0666e-08 1.9403e-03 9.9806e-01
1.6750e+03 5.0413e+04 4.8232e+11 7.2133e-33 7.9531e-24 1.9568e-15 1.9485e-08 2.7211e-03 9.9728e-01
1.8750e+03 4.9172e+04 4.4741e+11 1.9254e-32 1.9886e-23 4.6894e-15 3.8453e-08 3.9815e-03 9.9602e-01
2.0750e+03 4.7758e+04 4.1441e+11 6.5498e-32 6.2102e-23 1.3734e-14 8.8264e-08 6.3309e-03 9.9367e-01
2.2750e+03 4.6187e+04 3.8381e+11 2.9857e-31 2.5387e-22 5.1171e-14 2.4273e-07 1.1113e-02 9.8889e-01
2.4750e+03 4.4359e+04 3.5795e+11 2.2076e-30 1.6148e-21 2.8145e-13 8.9182e-07 2.2809e-02 9.7719e-01
2.6750e+03 4.2339e+04 3.3974e+11 2.9663e-29 1.7719e-20 2.4770e-12 4.6212e-06 5.5966e-02 9.4403e-01
2.8750e+03 4.0239e+04 3.2625e+11 6.0915e-28 2.8857e-19 3.0251e-11 3.0021e-05 1.5068e-01 8.4929e-01
3.0750e+03 3.7786e+04 3.1222e+11 2.2502e-26 8.1445e-18 5.7560e-10 2.5505e-04 4.1740e-01 5.8235e-01
3.2750e+03 3.4866e+04 2.9455e+11 1.5411e-24 4.0508e-16 1.5987e-08 2.3462e-03 8.2772e-01 1.6994e-01
3.4750e+03 3.1633e+04 2.7582e+11 2.1971e-22 3.9683e-14 6.6211e-07 2.1757e-02 9.6348e-01 1.4759e-02
3.6750e+03 2.8852e+04 2.6275e+11 3.6134e-20 4.4554e-12 2.7200e-05 1.7619e-01 8.2303e-01 7.5629e-04
3.8750e+03 2.5973e+04 2.5235e+11 6.4331e-18 4.9051e-10 8.3871e-04 7.6397e-01 2.3519e-01 7.1877e-06
4.0750e+03 2.2428e+04 2.2292e+11 2.6591e-15 9.0311e-08 2.1388e-02 9.7411e-01 4.5007e-03 7.0190e-10
4.2750e+03 1.9019e+04 1.7421e+11 2.9267e-12 2.8612e-05 5.1631e-01 4.8365e-01 8.9644e-06 1.3213e-15
4.4750e+03 1.6751e+04 1.4875e+11 2.2708e-10 5.9281e-04 9.7356e-01 2.5846e-02 2.9988e-09 7.4388e-22
4.6750e+03 1.5604e+04 1.2649e+11 2.0787e-09 2.5048e-03 9.9439e-01 3.1102e-03 1.6439e-11 8.2164e-26
4.8750e+03 1.4693e+04 1.0687e+11 1.3261e-08 8.3555e-03 9.9115e-01 4.9623e-04 1.8201e-13 3.1007e-29
5.0750e+03 1.3917e+04 9.3506e+10 7.8542e-08 2.6221e-02 9.7369e-01 8.4879e-05 2.4512e-15 1.6826e-32
5.2750e+03 1.3243e+04 8.5140e+10 4.6592e-07 8.0381e-02 9.1960e-01 1.3890e-05 3.1680e-17 8.8922e-36
5.4750e+03 1.2633e+04 7.8787e+10 2.4978e-06 2.2127e-01 7.7872e-01 2.0486e-06 3.7208e-19 4.3354e-39
5.6750e+03 1.2083e+04 7.3088e+10 1.0312e-05 4.7496e-01 5.2502e-01 2.4826e-07 3.7387e-21 1.9044e-42
5.8750e+03 1.1553e+04 6.7443e+10 3.2587e-05 7.5421e-01 2.4576e-01 1.9000e-08 2.0556e-23 0.0000e+00
6.0750e+03 1.1027e+04 6.1315e+10 8.3166e-05 9.1979e-01 8.0127e-02 8.7286e-10 5.4119e-26 0.0000e+00
6.2750e+03 1.0526e+04 5.4548e+10 1.9416e-04 9.7911e-01 2.0695e-02 2.7314e-11 7.6884e-29 0.0000e+00
6.4750e+03 1.0038e+04 4.8457e+10 4.4043e-04 9.9463e-01 4.9308e-03 7.4982e-13 8.8502e-32 0.0000e+00
6.6750e+03 9.6139e+03 4.3963e+10 9.6297e-04 9.9781e-01 1.2248e-03 2.3433e-14 1.3221e-34 0.0000e+00
6.8750e+03 9.2147e+03 4.0411e+10 2.2306e-03 9.9749e-01 2.7513e-04 5.7842e-16 1.2835e-37 0.0000e+00
7.0750e+03 8.8196e+03 3.7198e+10 5.4384e-03 9.9451e-01 5.6176e-05 1.1341e-17 8.1058e-41 0.0000e+00
7.2750e+03 8.4430e+03 3.3844e+10 1.3557e-02 9.8643e-01 1.0781e-05 1.9132e-19 3.7835e-44 0.0000e+00
7.4750e+03 8.0863e+03 2.9965e+10 3.3719e-02 9.6628e-01 1.9658e-06 2.8620e-21 0.0000e+00 0.0000e+00
