#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
5.5800e+03 4.4036e-18 1.5555e-08 4.7191e-02 9.5280e-01 5.3216e-06 1.3283e-18 2.3255e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 8.8584e-18 3.0407e-08 7.4961e-02 9.2504e-01 2.3208e-06 1.8689e-19 6.4123e-42 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 1.9904e-17 6.5526e-08 1.2610e-01 8.7389e-01 8.6218e-07 1.8620e-20 9.6690e-44 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 5.6230e-17 1.6913e-07 2.3199e-01 7.6801e-01 2.3475e-07 9.8658e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 1.8932e-16 5.0468e-07 4.4376e-01 5.5624e-01 3.6386e-08 1.7740e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 6.0582e-16 1.4393e-06 7.3522e-01 2.6478e-01 2.3180e-09 6.6630e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 1.9553e-15 3.8176e-06 9.3455e-01 6.5450e-02 4.1783e-11 3.0586e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 7.9891e-15 1.0806e-05 9.9086e-01 9.1246e-03 2.4454e-13 2.2085e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 4.1234e-14 3.4605e-05 9.9907e-01 8.9487e-04 6.4501e-16 3.9446e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 2.1595e-13 1.1141e-04 9.9980e-01 8.4050e-05 1.5260e-18 5.7313e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 1.0184e-12 3.3169e-04 9.9966e-01 9.2191e-06 5.3498e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 5.2034e-12 1.0591e-03 9.9894e-01 8.3985e-07 1.1357e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 2.4619e-11 3.3236e-03 9.9668e-01 7.1463e-08 1.9133e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 9.4741e-11 9.2649e-03 9.9074e-01 7.1181e-09 4.6473e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 3.7209e-10 2.5746e-02 9.7425e-01 7.1666e-10 1.1997e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 1.4194e-09 6.9021e-02 9.3098e-01 7.2589e-11 3.3143e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 4.1727e-09 1.5373e-01 8.4627e-01 8.9410e-12 1.6060e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 9.3242e-09 2.7692e-01 7.2308e-01 1.4115e-12 1.6241e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 2.2216e-08 4.5906e-01 5.4094e-01 2.2110e-13 2.2450e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 5.2336e-08 6.6126e-01 3.3874e-01 3.2902e-14 4.0203e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.3594e-07 8.5710e-01 1.4290e-01 2.1227e-15 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 2.4541e-07 9.4121e-01 5.8785e-02 1.3920e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 3.4792e-07 9.7049e-01 2.9508e-02 1.6789e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.1099e-07 9.8151e-01 1.8489e-02 3.6941e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.2499e-07 9.8603e-01 1.3967e-02 1.3393e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 4.3469e-07 9.8859e-01 1.1406e-02 6.4424e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 4.5564e-07 9.9094e-01 9.0599e-03 2.9185e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 5.2310e-07 9.9403e-01 5.9648e-03 7.6501e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 5.2626e-07 9.9473e-01 5.2688e-03 4.8423e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 5.6782e-07 9.9613e-01 3.8668e-03 1.7254e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 5.8601e-07 9.9714e-01 2.8566e-03 5.8446e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 6.2084e-07 9.9832e-01 1.6750e-03 8.7384e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 7.0386e-07 9.9913e-01 8.7372e-04 9.5302e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 8.1172e-07 9.9959e-01 4.0888e-04 7.1711e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.1229e-06 9.9990e-01 9.9390e-05 6.4784e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 7.5763e-07 9.9981e-01 1.8720e-04 3.4708e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.6318e-07 9.9914e-01 8.6069e-04 2.8708e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 4.0400e-07 9.9957e-01 4.3107e-04 2.6229e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.4963e-07 9.9707e-01 2.9300e-03 6.0231e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.1183e-07 9.9615e-01 3.8470e-03 1.0091e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.3155e-06 1.0000e+00 3.4898e-06 3.4528e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0990e-06 9.9999e-01 4.2570e-06 5.3051e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 4.6056e-07 9.9996e-01 3.9092e-05 4.4199e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 5.6726e-07 9.9998e-01 1.5030e-05 1.8311e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 6.9312e-07 9.9999e-01 6.4101e-06 1.1021e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 6.5871e-07 9.9999e-01 4.6592e-06 3.1120e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 5.4556e-07 1.0000e+00 3.4588e-06 7.5352e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 5.3855e-07 1.0000e+00 1.5114e-06 3.4838e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 4.4444e-07 1.0000e+00 1.1077e-06 8.0287e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 3.8194e-07 1.0000e+00 8.4106e-07 2.2591e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.3691e-07 1.0000e+00 7.3247e-07 1.1007e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 4.0143e-07 1.0000e+00 3.1270e-07 6.4627e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 4.2247e-07 1.0000e+00 1.6376e-07 6.5435e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 4.4107e-07 1.0000e+00 8.4132e-08 6.1047e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 4.9599e-07 1.0000e+00 3.6506e-08 3.4771e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 2.8925e-07 1.0000e+00 7.7250e-08 2.2099e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.9871e-07 1.0000e+00 1.1301e-07 4.7689e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 2.7066e-07 1.0000e+00 3.3452e-08 9.2203e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.4492e-07 1.0000e+00 8.9023e-08 1.1764e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.8114e-07 1.0000e+00 3.2502e-08 4.2591e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.0925e-07 1.0000e+00 6.5897e-08 2.4450e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 3.7015e-07 1.0000e+00 2.2675e-09 8.2677e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 2.8770e-08 1.0000e+00 6.3042e-07 1.0398e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 5.3159e-08 1.0000e+00 8.6506e-08 2.0026e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 2.1911e-07 1.0000e+00 1.9232e-09 1.9618e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 7.3339e-08 1.0000e+00 1.6108e-08 7.3148e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 2.3587e-08 1.0000e+00 1.5241e-07 4.1320e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 5.1114e-08 1.0000e+00 1.5712e-08 3.6784e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 3.5889e-08 1.0000e+00 2.3935e-08 9.5386e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 3.1436e-08 1.0000e+00 2.2265e-08 5.8855e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 3.3500e-08 1.0000e+00 1.3467e-08 1.0426e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 4.2949e-08 1.0000e+00 5.4724e-09 5.8855e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.2251e-07 1.0000e+00 3.4292e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 6.4830e-08 1.0000e+00 1.2352e-09 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 7.8824e-08 1.0000e+00 6.3545e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0071e-07 1.0000e+00 2.9898e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 4.3343e-08 1.0000e+00 2.0706e-09 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.4528e-07 1.0000e+00 1.0950e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.3847e-07 1.0000e+00 1.1986e-10 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.6760e-08 1.0000e+00 1.9459e-08 1.2752e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 3.6823e-08 1.0000e+00 2.4695e-09 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.3154e-07 1.0000e+00 3.2769e-11 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 21.0979
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
4.4010e+02 1.7407e-24 2.7304e-13 9.5067e-05 9.8565e-01 1.4260e-02 5.2647e-11 1.8074e-27 0.0000e+00 0.0000e+00 0.0000e+00
8.8623e+02 1.7146e-18 2.7855e-09 9.8067e-03 9.9006e-01 1.3391e-04 4.4237e-15 1.2744e-33 0.0000e+00 0.0000e+00 0.0000e+00
9.0614e+02 1.3012e-18 2.1853e-09 8.3589e-03 9.9147e-01 1.7144e-04 7.9304e-15 3.6543e-33 0.0000e+00 0.0000e+00 0.0000e+00
9.4442e+02 1.0472e-18 1.8050e-09 7.3690e-03 9.9242e-01 2.0829e-04 1.2568e-14 8.3904e-33 0.0000e+00 0.0000e+00 0.0000e+00
9.9911e+02 8.9972e-19 1.5791e-09 6.7472e-03 9.9301e-01 2.3863e-04 1.7337e-14 1.4994e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.0608e+03 8.4825e-19 1.4997e-09 6.5226e-03 9.9323e-01 2.5135e-04 1.9600e-14 1.8705e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.1257e+03 7.6247e-19 1.3641e-09 6.1247e-03 9.9360e-01 2.7715e-04 2.4709e-14 2.8439e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.1944e+03 6.9995e-19 1.2634e-09 5.8183e-03 9.9388e-01 3.0027e-04 2.9894e-14 4.0161e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.2673e+03 6.2267e-19 1.1348e-09 5.4092e-03 9.9425e-01 3.3709e-04 3.9406e-14 6.6390e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.3448e+03 5.7819e-19 1.0510e-09 5.1125e-03 9.9452e-01 3.7111e-04 4.9814e-14 1.0246e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.4269e+03 5.7132e-19 1.0221e-09 4.9759e-03 9.9463e-01 3.9240e-04 5.7425e-14 1.3464e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.5140e+03 5.1528e-19 9.3114e-10 4.6736e-03 9.9489e-01 4.3288e-04 7.2550e-14 2.0575e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.6065e+03 4.2099e-19 7.9200e-10 4.2341e-03 9.9527e-01 4.9716e-04 9.9768e-14 3.6002e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.7047e+03 3.6925e-19 7.1034e-10 3.9537e-03 9.9550e-01 5.4926e-04 1.2584e-13 5.4389e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.8088e+03 3.2467e-19 6.3574e-10 3.6787e-03 9.9571e-01 6.1230e-04 1.6257e-13 8.6140e-31 0.0000e+00 0.0000e+00 0.0000e+00
1.9193e+03 2.7762e-19 5.5801e-10 3.3877e-03 9.9592e-01 6.9046e-04 2.1518e-13 1.4184e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.0365e+03 2.4595e-19 5.0513e-10 3.1834e-03 9.9606e-01 7.5509e-04 2.6491e-13 2.0501e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.1609e+03 2.1170e-19 4.5007e-10 2.9744e-03 9.9620e-01 8.2648e-04 3.2502e-13 2.9183e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.2929e+03 1.7778e-19 4.0035e-10 2.8042e-03 9.9632e-01 8.7774e-04 3.6693e-13 3.5078e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.4330e+03 1.5322e-19 3.6513e-10 2.6906e-03 9.9640e-01 9.0578e-04 3.8649e-13 3.7128e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.5816e+03 1.4891e-19 3.6618e-10 2.7339e-03 9.9640e-01 8.6396e-04 3.3994e-13 2.8679e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.7393e+03 1.6027e-19 3.9891e-10 2.9233e-03 9.9631e-01 7.6665e-04 2.5300e-13 1.6502e-30 0.0000e+00 0.0000e+00 0.0000e+00
2.9067e+03 1.8666e-19 4.6962e-10 3.3037e-03 9.9608e-01 6.2081e-04 1.5088e-13 6.3153e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.0842e+03 2.1787e-19 5.6798e-10 3.8484e-03 9.9568e-01 4.7015e-04 7.5676e-14 1.7266e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.2726e+03 2.5882e-19 7.1194e-10 4.6362e-03 9.9503e-01 3.3249e-04 3.1908e-14 3.3826e-32 0.0000e+00 0.0000e+00 0.0000e+00
3.4725e+03 3.1920e-19 9.2925e-10 5.7572e-03 9.9402e-01 2.2295e-04 1.1813e-14 5.1997e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.6846e+03 3.9964e-19 1.2487e-09 7.3449e-03 9.9251e-01 1.4144e-04 3.8035e-15 6.1115e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.9097e+03 4.2439e-19 1.4929e-09 8.7971e-03 9.9111e-01 9.6579e-05 1.4343e-15 9.2931e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.1484e+03 5.7824e-19 2.0990e-09 1.1392e-02 9.8855e-01 6.1164e-05 4.6842e-16 1.1509e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.4019e+03 1.2034e-18 3.9719e-09 1.7267e-02 9.8270e-01 3.2137e-05 1.0312e-16 7.5200e-37 0.0000e+00 0.0000e+00 0.0000e+00
4.6708e+03 2.3874e-18 7.3990e-09 2.6225e-02 9.7376e-01 1.6330e-05 2.0736e-17 4.0685e-38 0.0000e+00 0.0000e+00 0.0000e+00
4.9561e+03 3.6166e-18 1.1656e-08 3.6911e-02 9.6308e-01 8.7557e-06 4.5594e-18 2.4167e-39 0.0000e+00 0.0000e+00 0.0000e+00
5.2588e+03 5.4352e-18 1.8368e-08 5.2094e-02 9.4790e-01 4.5857e-06 9.5009e-19 1.2949e-40 0.0000e+00 0.0000e+00 0.0000e+00
5.5800e+03 1.0018e-17 3.3386e-08 7.9053e-02 9.2094e-01 2.1409e-06 1.5657e-19 4.7336e-42 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 2.0481e-17 6.6066e-08 1.2573e-01 8.7427e-01 8.7939e-07 1.9695e-20 1.0790e-43 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 4.5706e-17 1.4108e-07 2.0761e-01 7.9239e-01 3.0183e-07 1.7185e-21 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 1.3032e-16 3.6467e-07 3.7076e-01 6.2924e-01 6.6132e-08 6.2241e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 4.1612e-16 1.0224e-06 6.3557e-01 3.6443e-01 6.8008e-09 5.6991e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 1.1865e-15 2.5523e-06 8.7278e-01 1.2722e-01 2.6089e-10 9.7717e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 3.6671e-15 6.2280e-06 9.7415e-01 2.5843e-02 3.5349e-12 3.0092e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 1.4949e-14 1.7138e-05 9.9645e-01 3.5290e-03 2.1056e-14 2.3550e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 7.4106e-14 5.2983e-05 9.9958e-01 3.6787e-04 6.5484e-17 5.7274e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 3.4395e-13 1.5683e-04 9.9980e-01 4.0573e-05 2.3239e-19 1.6816e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 1.5426e-12 4.5103e-04 9.9954e-01 4.7515e-06 9.5994e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 7.5919e-12 1.4064e-03 9.9859e-01 4.5017e-07 2.2409e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 3.5526e-11 4.3795e-03 9.9562e-01 3.8779e-08 3.8931e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 1.3731e-10 1.2205e-02 9.8780e-01 3.8699e-09 9.5572e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 5.3097e-10 3.3467e-02 9.6653e-01 3.9546e-10 2.5849e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 2.0694e-09 9.0594e-02 9.0941e-01 3.7577e-11 6.2144e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 6.3243e-09 2.0478e-01 7.9522e-01 4.0082e-12 2.2138e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 1.3554e-08 3.5336e-01 6.4664e-01 5.9324e-13 2.0465e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 2.9263e-08 5.3989e-01 4.6011e-01 9.3659e-14 3.1112e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 7.0573e-08 7.5422e-01 2.4578e-01 9.1775e-15 2.4383e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.6821e-07 9.0356e-01 9.6443e-02 5.5412e-16 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 2.9122e-07 9.6071e-01 3.9291e-02 3.7706e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 4.3757e-07 9.8308e-01 1.6915e-02 2.9308e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.9877e-07 9.8871e-01 1.1291e-02 7.8842e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 5.2804e-07 9.9195e-01 8.0457e-03 2.4093e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 5.6102e-07 9.9399e-01 6.0078e-03 8.8816e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 5.9198e-07 9.9533e-01 4.6731e-03 3.7839e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 6.0862e-07 9.9608e-01 3.9166e-03 2.0432e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 6.8780e-07 9.9736e-01 2.6408e-03 5.7518e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 7.0997e-07 9.9787e-01 2.1297e-03 2.7128e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
