#NTIMES: 200
#NSTAGES: 10
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
6.9475e+04 1.7122e-03 9.9829e-01 2.6675e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.6393e-03 9.9836e-01 2.7542e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.6201e-03 9.9838e-01 2.7709e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.5911e-03 9.9841e-01 2.8051e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.6751e-03 9.9832e-01 2.6536e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.4262e-03 9.9857e-01 3.1063e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 5.9039e-04 9.9941e-01 7.5162e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.0089
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
4.4010e+02 8.1275e-44 5.6991e-34 2.8771e-25 1.6321e-17 8.4964e-11 1.3409e-05 3.0318e-02 8.2006e-01 1.4959e-01 1.3458e-05
8.8623e+02 4.8861e-31 4.1391e-23 2.5520e-16 1.7732e-10 1.1534e-05 2.3552e-02 7.1106e-01 2.6469e-01 6.8712e-04 9.1097e-10
9.0614e+02 4.9730e-31 4.2094e-23 2.5918e-16 1.7982e-10 1.1668e-05 2.3728e-02 7.1231e-01 2.6327e-01 6.7748e-04 8.8885e-10
9.4442e+02 4.9627e-31 4.2012e-23 2.5873e-16 1.7953e-10 1.1653e-05 2.3708e-02 7.1218e-01 2.6342e-01 6.7852e-04 8.9121e-10
9.9911e+02 4.9913e-31 4.2241e-23 2.6001e-16 1.8033e-10 1.1696e-05 2.3763e-02 7.1256e-01 2.6299e-01 6.7558e-04 8.8453e-10
1.0608e+03 4.9095e-31 4.1602e-23 2.5651e-16 1.7822e-10 1.1586e-05 2.3624e-02 7.1160e-01 2.6408e-01 6.8286e-04 9.0096e-10
1.1257e+03 4.8365e-31 4.0989e-23 2.5291e-16 1.7587e-10 1.1456e-05 2.3449e-02 7.1032e-01 2.6553e-01 6.9288e-04 9.2432e-10
1.1944e+03 4.4259e-31 3.7664e-23 2.3398e-16 1.6393e-10 1.0811e-05 2.2590e-02 7.0396e-01 2.7269e-01 7.4337e-04 1.0448e-09
1.2673e+03 3.1526e-31 2.7275e-23 1.7400e-16 1.2552e-10 8.6727e-06 1.9591e-02 6.7894e-01 3.0050e-01 9.6447e-04 1.6467e-09
1.3448e+03 7.1037e-32 6.6275e-24 4.7558e-17 3.9052e-11 3.2875e-06 1.0301e-02 5.5694e-01 4.3003e-01 2.7245e-03 1.0446e-08
1.4269e+03 3.1319e-33 3.3845e-25 3.0661e-18 3.2687e-12 4.0007e-07 2.3503e-03 3.0032e-01 6.8122e-01 1.6111e-02 2.9588e-07
1.5140e+03 8.8672e-35 1.1325e-26 1.3297e-19 1.9072e-13 3.4309e-08 3.8320e-04 1.1822e-01 8.0806e-01 7.3327e-02 6.6366e-06
1.6065e+03 3.9900e-36 5.9549e-28 8.7935e-21 1.6443e-14 4.0563e-09 7.5372e-05 4.6593e-02 7.5702e-01 1.9625e-01 6.1321e-05
1.7047e+03 2.2840e-37 3.8812e-29 6.9779e-22 1.6499e-15 5.3244e-10 1.5276e-05 1.7239e-02 5.9584e-01 3.8655e-01 3.5684e-04
1.8088e+03 8.9739e-39 1.7496e-30 3.8798e-23 1.1851e-16 5.0743e-11 2.2815e-06 4.8248e-03 3.6810e-01 6.2527e-01 1.7964e-03
1.9193e+03 2.2097e-40 5.0669e-32 1.4257e-24 5.8354e-18 3.4168e-12 2.4636e-07 1.0054e-03 1.7582e-01 8.1555e-01 7.6199e-03
2.0365e+03 3.8900e-42 1.0662e-33 3.8816e-26 2.1884e-19 1.7956e-13 2.1026e-08 1.6825e-04 6.9186e-02 9.0240e-01 2.8242e-02
2.1609e+03 5.7453e-44 1.8953e-35 9.0805e-28 7.2099e-21 8.4718e-15 1.6143e-09 2.5162e-05 2.4262e-02 8.8434e-01 9.1377e-02
2.2929e+03 1.4013e-45 2.9817e-37 1.9089e-29 2.1713e-22 3.7250e-16 1.1522e-10 3.4237e-06 7.5729e-03 7.4824e-01 2.4418e-01
2.4330e+03 0.0000e+00 4.3676e-39 3.6956e-31 5.9697e-24 1.4892e-17 7.3337e-12 3.9926e-07 1.9559e-03 5.0389e-01 4.9415e-01
2.5816e+03 0.0000e+00 8.7434e-41 9.4116e-33 2.0675e-25 7.2038e-19 5.3304e-13 4.8479e-08 4.7356e-04 2.8156e-01 7.1796e-01
2.7393e+03 0.0000e+00 3.8354e-42 4.9941e-34 1.3981e-26 6.3593e-20 6.4758e-14 8.6546e-09 1.4272e-04 1.6019e-01 8.3966e-01
2.9067e+03 0.0000e+00 4.3160e-43 6.5146e-35 2.1826e-27 1.2079e-20 1.5454e-14 2.6828e-09 6.2674e-05 1.0679e-01 8.9315e-01
3.0842e+03 0.0000e+00 1.3312e-43 2.2432e-35 8.5025e-28 5.3481e-21 7.8437e-15 1.5733e-09 4.3468e-05 8.9227e-02 9.1073e-01
3.2726e+03 0.0000e+00 1.2191e-43 2.2117e-35 8.8821e-28 5.8711e-21 8.9113e-15 1.8232e-09 4.9290e-05 9.5779e-02 9.0417e-01
3.4725e+03 0.0000e+00 2.8026e-43 5.2788e-35 2.1159e-27 1.3723e-20 1.9756e-14 3.6965e-09 8.3418e-05 1.2580e-01 8.7411e-01
3.6846e+03 0.0000e+00 1.5120e-42 2.8609e-34 1.0936e-26 6.6015e-20 8.3755e-14 1.2877e-08 2.0708e-04 1.9839e-01 8.0140e-01
3.9097e+03 0.0000e+00 1.2870e-41 2.4663e-33 8.9194e-26 4.9609e-19 5.3732e-13 6.3016e-08 6.4500e-04 3.3835e-01 6.6101e-01
4.1484e+03 0.0000e+00 9.7783e-41 1.8148e-32 6.0202e-25 3.0172e-18 2.7487e-12 2.4362e-07 1.6326e-03 4.9550e-01 5.0287e-01
4.4019e+03 0.0000e+00 3.1610e-40 5.5092e-32 1.6795e-24 7.6872e-18 6.2058e-12 4.6520e-07 2.4907e-03 5.7430e-01 4.2321e-01
4.6708e+03 0.0000e+00 1.9310e-40 3.5028e-32 1.1181e-24 5.3675e-18 4.5838e-12 3.6832e-07 2.1477e-03 5.4696e-01 4.5090e-01
4.9561e+03 0.0000e+00 4.6324e-41 9.6968e-33 3.6105e-25 2.0283e-18 2.0578e-12 2.0108e-07 1.4672e-03 4.7955e-01 5.1899e-01
5.2588e+03 0.0000e+00 1.3101e-41 3.1474e-33 1.3541e-25 8.8075e-19 1.0440e-12 1.2090e-07 1.0641e-03 4.2610e-01 5.7284e-01
5.5800e+03 0.0000e+00 7.2349e-42 1.8701e-33 8.6660e-26 6.0733e-19 7.7694e-13 9.7334e-08 9.2966e-04 4.0507e-01 5.9400e-01
5.9209e+03 0.0000e+00 7.4283e-42 2.0009e-33 9.5666e-26 6.8965e-19 8.9517e-13 1.1139e-07 1.0292e-03 4.2378e-01 5.7519e-01
6.2825e+03 0.0000e+00 1.1346e-41 3.1381e-33 1.5126e-25 1.0934e-18 1.3866e-12 1.6194e-07 1.3375e-03 4.7154e-01 5.2712e-01
6.6663e+03 0.0000e+00 2.3235e-41 6.4171e-33 3.0250e-25 2.1264e-18 2.5420e-12 2.6687e-07 1.8751e-03 5.3520e-01 4.6293e-01
7.0735e+03 0.0000e+00 6.6259e-41 1.8012e-32 8.1320e-25 5.4359e-18 5.9133e-12 5.2893e-07 2.9432e-03 6.2227e-01 3.7478e-01
7.5056e+03 0.0000e+00 2.7500e-40 7.4056e-32 3.1833e-24 2.0062e-17 1.9170e-11 1.3604e-06 5.3941e-03 7.3505e-01 2.5955e-01
7.9641e+03 0.0000e+00 1.6583e-39 4.3053e-31 1.7073e-23 9.8185e-17 7.8222e-11 4.0936e-06 1.0588e-02 8.3653e-01 1.5288e-01
8.4505e+03 0.0000e+00 1.5546e-38 3.7004e-30 1.2865e-22 6.4070e-16 3.9716e-10 1.4119e-05 2.1776e-02 9.0202e-01 7.6190e-02
8.9668e+03 0.0000e+00 3.4040e-37 7.1212e-29 2.0584e-21 8.3511e-15 3.5928e-09 7.3498e-05 5.4790e-02 9.1880e-01 2.6332e-02
9.5145e+03 1.8217e-44 2.9494e-35 5.0507e-27 1.1167e-19 3.3207e-13 8.1303e-08 7.2377e-04 1.8367e-01 8.1089e-01 4.7146e-03
1.0096e+04 8.5255e-42 1.2032e-32 1.5075e-24 2.2722e-17 4.1688e-11 4.3144e-06 1.1272e-02 6.0047e-01 3.8803e-01 2.2781e-04
1.0712e+04 2.2010e-38 2.4199e-29 1.9418e-21 1.7572e-14 1.4962e-08 4.0338e-04 1.6208e-01 8.0911e-01 2.8405e-02 5.1376e-07
1.1367e+04 5.3521e-34 3.8272e-25 1.5667e-17 6.7210e-11 1.4601e-05 4.3021e-02 8.5801e-01 9.8920e-02 3.4138e-05 2.4824e-12
1.2062e+04 3.7495e-29 1.4266e-20 2.5172e-13 3.5621e-07 8.2082e-03 8.1779e-01 1.7394e-01 6.8399e-05 2.2323e-11 4.0000e-22
1.2794e+04 5.3019e-25 1.0234e-16 8.3738e-10 2.7257e-04 3.7568e-01 6.2350e-01 5.4898e-04 2.2641e-10 1.6410e-20 1.2836e-35
1.3528e+04 5.1437e-22 5.4762e-14 2.2718e-07 1.3747e-02 9.6375e-01 2.2506e-02 6.3771e-08 2.0272e-17 2.2331e-31 0.0000e+00
1.4194e+04 3.4203e-19 2.1050e-11 3.9137e-05 3.0622e-01 6.9361e-01 1.2442e-04 4.8165e-13 4.1250e-26 1.9618e-44 0.0000e+00
1.4758e+04 6.8567e-17 2.6445e-09 1.6838e-03 9.6763e-01 3.0682e-02 1.3164e-08 1.2976e-20 3.7681e-38 0.0000e+00 0.0000e+00
1.5240e+04 1.6553e-14 3.4297e-07 4.5151e-02 9.5468e-01 1.7356e-04 5.7388e-14 2.9106e-30 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 3.4248e-12 3.2892e-05 6.5365e-01 3.4632e-01 2.2724e-07 3.3457e-20 3.7949e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 1.1908e-10 4.4423e-04 9.9129e-01 8.2642e-03 1.0208e-11 2.8806e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 4.3402e-09 5.3860e-03 9.9454e-01 7.0074e-05 6.1575e-17 8.6838e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 1.8573e-07 7.1380e-02 9.2862e-01 3.6440e-07 1.1158e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 5.5893e-06 5.9143e-01 4.0856e-01 4.6395e-10 1.6684e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 2.8728e-05 9.6040e-01 3.9568e-02 1.3568e-13 5.3671e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 7.6224e-05 9.9644e-01 3.4830e-03 6.5911e-17 6.7262e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 1.1919e-04 9.9901e-01 8.7538e-04 7.7995e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 1.5995e-04 9.9951e-01 3.3106e-04 3.3413e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.9175e-04 9.9963e-01 1.7380e-04 4.0566e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.4136e-04 9.9968e-01 7.9661e-05 3.2282e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 3.8795e-04 9.9959e-01 1.9087e-05 3.4647e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 9.5025e-04 9.9905e-01 1.6113e-06 1.5789e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 2.6587e-03 9.9734e-01 1.1052e-07 4.2882e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 6.5019e-03 9.9350e-01 9.6500e-09 2.3397e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.4276e-02 9.8572e-01 9.8856e-10 1.9887e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.8729e-02 9.7127e-01 1.2204e-10 3.0392e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.2596e-02 9.4740e-01 1.9113e-11 1.0075e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 9.4280e-02 9.0572e-01 2.6603e-12 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.3422e-01 8.6578e-01 6.2667e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.8536e-01 8.1464e-01 1.5574e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 2.5422e-01 7.4578e-01 3.6623e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 3.2434e-01 6.7566e-01 9.6252e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 4.0022e-01 5.9978e-01 2.2704e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 4.4961e-01 5.5039e-01 6.0712e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 4.4974e-01 5.5026e-01 2.0102e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 4.1550e-01 5.8450e-01 5.3331e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.4361e-01 8.5639e-01 2.6579e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 2.6426e-02 9.7357e-01 2.4226e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.7892e-02 9.8211e-01 1.5720e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.2341e-02 9.8766e-01 1.8167e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 7.3921e-03 9.9261e-01 3.9827e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.6203e-02 9.8380e-01 3.6782e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 3.4605e-02 9.6539e-01 3.2532e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.3192e-02 9.7681e-01 4.9783e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 7.8534e-02 9.2147e-01 1.1854e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 7.6783e-03 9.9232e-01 2.4445e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 8.2590e-03 9.9174e-01 1.2270e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.6515e-01 8.3485e-01 2.7884e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.0713e-02 9.6929e-01 1.8110e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.5557e-02 9.8444e-01 5.9619e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 7.4734e-01 2.5266e-01 1.5376e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 6.2261e-01 3.7739e-01 7.0216e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 9.5068e-01 4.9322e-02 4.6684e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 8.5075e-01 1.4925e-01 3.1654e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 9.5231e-02 9.0477e-01 4.7174e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 2.6655e-04 9.9973e-01 1.1795e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.5317e-01 8.4683e-01 4.4932e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 4.4916e-03 9.9551e-01 2.7203e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 6.3969e-04 9.9936e-01 2.0076e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.5930e-03 9.9841e-01 1.4242e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 9.4929e-05 9.9991e-01 4.3399e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.2641e-04 9.9987e-01 8.3390e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 3.8151e-05 9.9996e-01 1.4053e-12 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.8125e-04 9.9982e-01 1.2012e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 4.2686e-05 9.9996e-01 3.8501e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 9.5691e-02 9.0431e-01 1.0589e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 2.1363e-01 7.8637e-01 7.9429e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 4.3171e-01 5.6829e-01 3.9527e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 5.0592e-01 4.9408e-01 1.5098e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 4.8942e-01 5.1058e-01 1.9904e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 4.5015e-01 5.4985e-01 2.5948e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.7484e-01 7.2516e-01 7.3681e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.0313
#NVEL: 115
#vel_mid[km/s] ni0 ni1 ni2 ni3 ni4 ni5 ni6 ni7 ni8 ni9
4.4010e+02 2.5083e-43 1.7518e-33 8.5390e-25 4.6388e-17 2.1744e-10 2.7905e-05 4.6750e-02 8.5720e-01 9.6018e-02 4.7833e-06
8.8623e+02 1.0351e-30 8.7077e-23 5.1727e-16 3.4356e-10 2.0189e-05 3.3831e-02 7.6807e-01 1.9776e-01 3.2362e-04 2.4547e-10
9.0614e+02 9.8195e-31 8.2906e-23 4.9491e-16 3.3044e-10 1.9570e-05 3.3189e-02 7.6549e-01 2.0097e-01 3.3670e-04 2.6259e-10
9.4442e+02 9.8239e-31 8.2941e-23 4.9510e-16 3.3055e-10 1.9575e-05 3.3194e-02 7.6551e-01 2.0094e-01 3.3659e-04 2.6244e-10
9.9911e+02 9.9204e-31 8.3706e-23 4.9924e-16 3.3301e-10 1.9693e-05 3.3318e-02 7.6601e-01 2.0031e-01 3.3400e-04 2.5900e-10
1.0608e+03 9.6599e-31 8.1669e-23 4.8836e-16 3.2665e-10 1.9393e-05 3.3006e-02 7.6475e-01 2.0188e-01 3.4047e-04 2.6758e-10
1.1257e+03 9.6186e-31 8.1277e-23 4.8592e-16 3.2498e-10 1.9304e-05 3.2904e-02 7.6429e-01 2.0245e-01 3.4292e-04 2.7098e-10
1.1944e+03 8.7344e-31 7.4161e-23 4.4678e-16 3.0132e-10 1.8150e-05 3.1660e-02 7.5886e-01 2.0909e-01 3.7171e-04 3.1114e-10
1.2673e+03 6.2747e-31 5.4175e-23 3.3512e-16 2.3265e-10 1.4693e-05 2.7719e-02 7.3906e-01 2.3272e-01 4.8716e-04 4.9544e-10
1.3448e+03 1.4189e-31 1.3252e-23 9.2480e-17 7.3246e-11 5.6818e-06 1.5013e-02 6.3174e-01 3.5176e-01 1.4772e-03 3.4382e-09
1.4269e+03 6.3484e-33 6.9041e-25 6.1127e-18 6.3044e-12 7.2089e-07 3.6343e-03 3.6875e-01 6.1765e-01 9.9599e-03 1.1479e-07
1.5140e+03 1.8000e-34 2.3215e-26 2.6736e-19 3.7139e-13 6.3133e-08 6.1545e-04 1.5381e-01 7.9496e-01 5.0619e-02 2.9756e-06
1.6065e+03 8.1438e-36 1.2295e-27 1.7845e-20 3.2317e-14 7.5845e-09 1.2449e-04 6.3229e-02 7.8995e-01 1.4667e-01 3.0510e-05
1.7047e+03 4.7731e-37 8.2107e-29 1.4526e-21 3.3242e-15 1.0248e-09 2.6220e-05 2.4591e-02 6.6236e-01 3.1283e-01 1.9614e-04
1.8088e+03 1.9646e-38 3.8734e-30 8.4475e-23 2.4914e-16 1.0204e-10 4.1233e-06 7.3173e-03 4.3991e-01 5.5167e-01 1.0957e-03
1.9193e+03 4.9511e-40 1.1464e-31 3.1705e-24 1.2503e-17 7.0072e-12 4.5790e-07 1.5866e-03 2.2158e-01 7.7174e-01 5.0926e-03
2.0365e+03 8.6670e-42 2.3977e-33 8.5820e-26 4.6568e-19 3.6575e-13 3.9131e-08 2.6903e-04 8.9479e-02 8.9018e-01 2.0073e-02
2.1609e+03 1.2191e-43 4.1063e-35 1.9403e-27 1.4862e-20 1.6754e-14 2.9463e-09 4.0069e-05 3.1753e-02 8.9963e-01 6.8574e-02
2.2929e+03 1.4013e-45 6.2334e-37 3.9569e-29 4.3628e-22 7.2080e-16 2.0792e-10 5.4832e-06 1.0138e-02 7.9404e-01 1.9581e-01
2.4330e+03 0.0000e+00 9.0535e-39 7.6302e-31 1.2000e-23 2.8910e-17 1.3381e-11 6.5677e-07 2.7310e-03 5.6749e-01 4.2978e-01
2.5816e+03 0.0000e+00 1.8217e-40 1.9552e-32 4.1872e-25 1.4087e-18 9.8272e-13 8.1515e-08 6.8389e-04 3.3252e-01 6.6680e-01
2.7393e+03 0.0000e+00 7.9720e-42 1.0349e-33 2.8244e-26 1.2391e-19 1.1902e-13 1.4614e-08 2.0861e-04 1.9323e-01 8.0656e-01
