#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
4670.75 1.97e-12 6.48e-04 9.99e-01 1.55e-04 2.60e-18 1.65e-37 1.03e-33 
4956.05 2.36e-12 7.28e-04 9.99e-01 6.44e-05 1.92e-19 1.59e-37 1.22e-34 
5258.79 3.00e-12 8.64e-04 9.99e-01 5.97e-05 1.11e-19 1.61e-37 9.46e-34 
5580.02 4.62e-12 1.13e-03 9.99e-01 1.23e-04 1.78e-18 1.63e-37 1.84e-34 
5920.87 7.08e-12 1.48e-03 9.98e-01 1.18e-04 3.47e-19 1.70e-37 5.24e-33 
6282.54 1.14e-11 2.06e-03 9.98e-01 2.47e-05 3.56e-21 1.83e-37 1.41e-34 
6666.30 1.93e-11 3.04e-03 9.97e-01 2.70e-04 3.39e-19 1.92e-37 1.77e-32 
7073.50 3.53e-11 4.81e-03 9.95e-01 4.98e-05 3.42e-20 2.04e-37 5.89e-32 
7505.58 6.00e-11 7.33e-03 9.93e-01 2.15e-06 3.00e-24 2.29e-37 9.21e-36 
7964.05 1.37e-10 1.46e-02 9.85e-01 8.16e-06 7.12e-23 2.57e-37 8.04e-35 
8450.53 3.70e-10 3.33e-02 9.67e-01 1.35e-07 1.50e-27 2.85e-37 1.27e-37 
8966.72 1.01e-09 7.98e-02 9.20e-01 7.14e-07 2.43e-26 3.36e-37 5.38e-32 
9514.44 3.36e-09 2.25e-01 7.75e-01 7.06e-10 1.60e-33 4.34e-37 1.96e-37 
10095.62 1.16e-08 5.37e-01 4.63e-01 1.04e-10 3.43e-36 6.04e-37 2.75e-37 
10712.30 3.32e-08 8.56e-01 1.44e-01 5.24e-15 1.61e-36 9.64e-37 4.43e-37 
11366.65 8.87e-08 9.73e-01 2.68e-02 7.09e-17 3.03e-36 1.82e-36 8.47e-37 
12061.10 2.48e-07 9.97e-01 3.10e-03 2.58e-21 6.54e-36 3.97e-36 1.86e-36 
12793.43 6.46e-07 1.00e+00 3.34e-04 3.28e-24 1.38e-35 8.42e-36 4.00e-36 
13528.61 1.32e-06 1.00e+00 2.82e-05 1.64e-25 2.76e-35 1.69e-35 8.09e-36 
14194.74 1.86e-06 1.00e+00 2.96e-06 2.27e-30 5.44e-35 3.34e-35 1.61e-35 
14757.77 3.21e-06 9.98e-01 2.03e-03 1.73e-23 1.44e-31 6.46e-35 3.14e-35 
15240.48 3.34e-06 1.00e+00 8.15e-07 3.93e-32 1.72e-34 1.06e-34 5.18e-35 
15646.99 4.62e-06 1.00e+00 1.78e-08 6.90e-34 2.46e-34 1.52e-34 7.44e-35 
15960.30 6.95e-06 1.00e+00 7.26e-09 7.97e-34 3.03e-34 1.87e-34 9.19e-35 
16187.41 8.41e-06 1.00e+00 1.74e-08 1.11e-32 4.52e-34 2.79e-34 1.37e-34 
16354.17 8.43e-06 1.00e+00 2.17e-09 1.17e-33 6.78e-34 4.18e-34 2.06e-34 
16484.18 9.14e-06 1.00e+00 2.70e-09 1.74e-33 1.01e-33 6.21e-34 3.07e-34 
16593.12 8.48e-06 1.00e+00 2.27e-09 2.47e-33 1.43e-33 8.80e-34 4.35e-34 
16691.99 7.84e-06 1.00e+00 2.22e-09 3.25e-33 1.88e-33 1.16e-33 5.73e-34 
16788.59 7.52e-06 1.00e+00 3.81e-09 7.89e-32 2.37e-33 1.46e-33 7.25e-34 
16888.37 7.02e-06 1.00e+00 2.65e-09 9.21e-33 2.99e-33 1.85e-33 9.16e-34 
16998.79 7.11e-06 1.00e+00 2.00e-09 6.77e-33 3.91e-33 2.41e-33 1.20e-33 
17146.37 6.84e-06 1.00e+00 9.94e-10 9.24e-33 5.33e-33 3.29e-33 1.63e-33 
17415.23 6.61e-06 1.00e+00 1.59e-09 1.83e-32 8.23e-33 5.08e-33 2.52e-33 
17888.12 9.20e-06 1.00e+00 1.22e-05 1.12e-27 1.63e-32 1.01e-32 4.99e-33 
18532.37 4.55e-06 1.00e+00 2.30e-09 4.84e-32 2.79e-32 1.72e-32 8.54e-33 
19260.76 4.35e-06 1.00e+00 7.36e-09 1.78e-30 4.29e-32 2.65e-32 1.31e-32 
20034.10 3.75e-06 1.00e+00 1.86e-09 1.12e-31 6.48e-32 4.00e-32 1.98e-32 
20838.00 3.31e-06 1.00e+00 5.22e-09 1.74e-31 9.54e-32 5.89e-32 2.92e-32 
21647.97 2.98e-06 1.00e+00 2.94e-09 2.31e-31 1.33e-31 8.24e-32 4.08e-32 
22447.94 2.54e-06 1.00e+00 2.81e-09 3.43e-31 1.98e-31 1.22e-31 6.06e-32 
23245.88 2.13e-06 1.00e+00 4.12e-09 5.29e-31 3.06e-31 1.89e-31 9.35e-32 
24052.47 1.81e-06 1.00e+00 4.86e-09 8.25e-31 4.76e-31 2.94e-31 1.46e-31 
24867.72 1.62e-06 1.00e+00 6.21e-09 1.28e-30 7.40e-31 4.57e-31 2.26e-31 
25698.86 1.41e-06 1.00e+00 9.44e-08 2.09e-26 1.15e-30 7.09e-31 3.51e-31 
26587.16 1.44e-06 1.00e+00 7.58e-09 2.98e-30 1.72e-30 1.06e-30 5.27e-31 
27637.54 1.38e-06 1.00e+00 2.07e-07 1.03e-25 2.33e-30 1.44e-30 7.14e-31 
28986.97 2.25e-06 1.00e+00 1.97e-05 2.53e-24 2.88e-30 1.78e-30 8.81e-31 
#TIME: 33.38 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 3.30e-12 1.42e-03 9.99e-01 4.34e-05 4.46e-19 7.89e-39 3.42e-39 
999.11 3.50e-12 1.27e-03 9.99e-01 1.45e-04 3.11e-18 7.89e-39 3.74e-35 
1267.34 4.15e-12 1.22e-03 9.99e-01 7.97e-05 3.60e-18 7.82e-39 7.97e-36 
1514.05 4.83e-12 1.20e-03 9.99e-01 1.28e-04 2.74e-18 9.72e-39 3.28e-35 
1808.80 4.45e-12 9.49e-04 9.99e-01 3.65e-04 2.75e-17 1.69e-38 2.46e-34 
1919.29 4.71e-12 9.29e-04 9.98e-01 6.09e-04 1.27e-16 2.13e-38 3.02e-33 
2160.92 3.21e-12 6.11e-04 9.99e-01 7.00e-04 8.74e-16 3.79e-38 2.47e-33 
2292.92 3.10e-12 5.99e-04 9.99e-01 4.83e-04 1.35e-16 5.36e-38 3.29e-34 
2432.98 2.92e-12 5.78e-04 9.99e-01 7.62e-04 2.01e-16 7.53e-38 7.88e-35 
2581.60 2.59e-12 5.24e-04 9.99e-01 8.11e-04 3.45e-16 1.00e-37 5.77e-33 
2739.29 2.59e-12 5.20e-04 9.99e-01 5.10e-04 1.45e-16 1.24e-37 9.13e-34 
2906.62 2.53e-12 5.15e-04 9.99e-01 5.13e-04 6.72e-17 1.43e-37 4.86e-35 
3084.17 2.30e-12 4.97e-04 9.99e-01 5.47e-04 6.58e-17 1.64e-37 4.89e-33 
3272.56 2.12e-12 4.92e-04 9.99e-01 4.21e-04 4.21e-17 1.90e-37 1.92e-33 
3472.46 2.02e-12 5.07e-04 9.99e-01 6.55e-04 1.04e-16 2.13e-37 1.38e-32 
3684.57 1.82e-12 5.12e-04 9.99e-01 2.66e-04 1.42e-17 2.24e-37 4.78e-34 
3909.64 1.61e-12 5.22e-04 9.99e-01 1.77e-04 3.29e-18 2.34e-37 7.91e-34 
4148.46 1.78e-12 6.03e-04 9.99e-01 1.51e-04 2.82e-18 2.28e-37 7.93e-34 
4401.86 2.42e-12 7.59e-04 9.99e-01 8.29e-05 4.20e-19 1.99e-37 4.43e-34 
4670.75 3.57e-12 1.01e-03 9.99e-01 3.73e-05 7.49e-20 1.75e-37 7.53e-35 
4956.05 4.29e-12 1.15e-03 9.99e-01 7.66e-05 2.47e-19 1.69e-37 9.98e-33 
5258.79 5.14e-12 1.27e-03 9.99e-01 3.97e-05 3.96e-20 1.71e-37 1.87e-33 
5580.02 8.15e-12 1.70e-03 9.98e-01 1.42e-05 1.83e-21 1.72e-37 3.38e-36 
5920.87 1.28e-11 2.27e-03 9.98e-01 1.42e-05 1.32e-21 1.81e-37 3.18e-35 
6282.54 2.07e-11 3.13e-03 9.97e-01 2.88e-04 3.69e-19 5.57e-37 2.07e-30 
6666.30 3.63e-11 4.81e-03 9.95e-01 9.40e-05 1.42e-19 2.04e-37 5.87e-33 
7073.50 6.63e-11 7.69e-03 9.92e-01 7.11e-06 5.08e-23 2.17e-37 1.28e-35 
7505.58 1.19e-10 1.25e-02 9.87e-01 4.42e-05 7.97e-21 3.51e-36 9.31e-30 
7964.05 2.63e-10 2.46e-02 9.75e-01 4.46e-05 5.31e-22 2.73e-37 1.44e-32 
8450.53 7.27e-10 6.03e-02 9.40e-01 2.08e-06 1.84e-24 6.52e-37 1.09e-30 
8966.72 1.97e-09 1.43e-01 8.57e-01 1.38e-09 9.62e-33 3.56e-37 1.60e-37 
9514.44 6.40e-09 3.73e-01 6.27e-01 2.90e-10 2.87e-35 4.60e-37 2.08e-37 
10095.62 1.98e-08 7.38e-01 2.62e-01 2.94e-13 1.07e-36 6.40e-37 2.92e-37 
10712.30 5.32e-08 9.47e-01 5.35e-02 1.52e-15 1.70e-36 1.02e-36 4.71e-37 
11366.65 1.44e-07 9.90e-01 1.00e-02 1.23e-19 3.20e-36 1.93e-36 9.01e-37 
12061.10 4.09e-07 9.98e-01 1.68e-03 8.12e-21 6.91e-36 4.20e-36 1.98e-36 
12793.43 1.00e-06 9.99e-01 1.28e-03 4.21e-23 1.46e-35 8.91e-36 4.25e-36 
13528.61 2.14e-06 1.00e+00 6.79e-05 2.65e-27 2.91e-35 1.79e-35 8.61e-36 
14194.74 2.34e-06 1.00e+00 5.23e-07 7.35e-33 5.76e-35 3.54e-35 1.72e-35 
14757.77 3.15e-06 1.00e+00 2.16e-07 1.99e-34 1.11e-34 6.83e-35 3.34e-35 
15240.48 4.09e-06 1.00e+00 1.34e-08 3.15e-34 1.82e-34 1.12e-34 5.51e-35 
15646.99 6.32e-06 1.00e+00 2.06e-08 8.33e-33 2.61e-34 1.61e-34 7.91e-35 
15960.30 9.21e-06 1.00e+00 2.94e-09 1.26e-33 3.21e-34 1.98e-34 9.78e-35 
16187.41 1.28e-05 1.00e+00 3.31e-07 4.45e-32 4.78e-34 2.95e-34 1.46e-34 
16354.17 1.17e-05 1.00e+00 2.43e-09 5.56e-33 7.17e-34 4.43e-34 2.19e-34 
16484.18 1.14e-05 1.00e+00 8.14e-10 1.85e-33 1.07e-33 6.59e-34 3.26e-34 
16593.12 1.09e-05 1.00e+00 7.13e-10 2.62e-33 1.51e-33 9.35e-34 4.63e-34 
16691.99 9.98e-06 1.00e+00 4.78e-10 3.45e-33 1.99e-33 1.23e-33 6.10e-34 
16788.59 1.00e-05 1.00e+00 4.05e-10 4.37e-33 2.52e-33 1.56e-33 7.71e-34 
16888.37 9.59e-06 1.00e+00 9.52e-10 8.43e-33 3.18e-33 1.97e-33 9.74e-34 
16998.79 8.76e-06 1.00e+00 1.40e-09 2.31e-32 4.16e-33 2.57e-33 1.27e-33 
17146.37 7.89e-06 1.00e+00 6.77e-10 9.82e-33 5.67e-33 3.50e-33 1.73e-33 
17415.23 7.13e-06 1.00e+00 3.99e-09 8.95e-31 8.75e-33 5.41e-33 2.68e-33 
17888.12 5.86e-06 1.00e+00 3.65e-09 3.00e-32 1.73e-32 1.07e-32 5.30e-33 
18532.37 5.11e-06 1.00e+00 2.80e-09 6.88e-31 2.97e-32 1.83e-32 9.08e-33 
19260.76 4.68e-06 1.00e+00 1.68e-09 7.91e-32 4.56e-32 2.82e-32 1.40e-32 
20034.10 4.31e-06 1.00e+00 1.44e-07 1.50e-27 6.89e-32 4.25e-32 2.11e-32 
20838.00 3.72e-06 1.00e+00 2.58e-09 1.76e-31 1.01e-31 6.27e-32 3.10e-32 
21647.97 3.28e-06 1.00e+00 2.49e-09 2.46e-31 1.42e-31 8.77e-32 4.34e-32 
22447.94 2.82e-06 1.00e+00 3.22e-09 3.65e-31 2.11e-31 1.30e-31 6.44e-32 
23245.88 2.18e-06 1.00e+00 2.02e-08 5.63e-31 3.25e-31 2.01e-31 9.94e-32 
24052.47 3.96e-06 1.00e+00 4.71e-04 8.18e-24 5.06e-31 3.13e-31 1.55e-31 
24867.72 1.82e-06 1.00e+00 2.27e-08 1.36e-30 7.87e-31 4.86e-31 2.41e-31 
25698.86 1.26e-06 1.00e+00 2.24e-07 8.05e-27 1.22e-30 7.54e-31 3.73e-31 
26587.16 1.58e-06 1.00e+00 7.19e-08 1.34e-26 1.83e-30 1.13e-30 5.60e-31 
27637.54 1.70e-06 1.00e+00 1.20e-07 2.05e-27 2.48e-30 1.53e-30 7.59e-31 
28986.97 1.29e-06 1.00e+00 9.41e-07 1.75e-27 3.06e-30 1.89e-30 9.37e-31 
#TIME: 34.07 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 1.15e-11 2.59e-03 9.97e-01 6.65e-06 3.24e-21 8.37e-39 3.64e-39 
999.11 8.60e-12 2.34e-03 9.98e-01 8.07e-05 9.79e-19 8.37e-39 2.89e-36 
1267.34 8.41e-12 2.28e-03 9.98e-01 6.39e-05 5.79e-19 8.29e-39 6.56e-37 
1514.05 9.98e-12 2.04e-03 9.98e-01 4.32e-05 1.03e-19 1.03e-38 4.48e-39 
1808.80 9.31e-12 1.65e-03 9.98e-01 5.10e-05 2.28e-19 1.79e-38 9.46e-37 
1919.29 9.14e-12 1.55e-03 9.98e-01 8.44e-05 4.96e-19 2.26e-38 2.62e-38 
2160.92 7.80e-12 1.23e-03 9.98e-01 2.87e-04 2.74e-17 4.02e-38 1.45e-34 
2292.92 6.51e-12 1.07e-03 9.99e-01 2.87e-04 7.39e-18 5.69e-38 5.39e-34 
2432.98 5.44e-12 9.03e-04 9.99e-01 1.45e-04 2.32e-18 7.99e-38 3.84e-35 
2581.60 4.73e-12 8.11e-04 9.99e-01 3.18e-04 1.77e-17 1.07e-37 1.30e-34 
2739.29 4.62e-12 7.90e-04 9.99e-01 2.38e-04 2.32e-17 1.31e-37 8.38e-34 
2906.62 4.43e-12 7.75e-04 9.99e-01 2.79e-04 9.32e-18 1.52e-37 1.53e-33 
3084.17 4.27e-12 7.74e-04 9.99e-01 2.63e-04 2.21e-17 1.74e-37 5.16e-33 
3272.56 3.77e-12 7.46e-04 9.99e-01 2.41e-04 1.28e-17 2.02e-37 8.93e-33 
3472.46 3.43e-12 7.44e-04 9.99e-01 3.73e-04 2.96e-17 2.26e-37 8.42e-33 
3684.57 3.21e-12 7.73e-04 9.99e-01 8.47e-05 9.37e-19 2.38e-37 5.85e-34 
3909.64 2.91e-12 8.04e-04 9.99e-01 9.58e-05 1.02e-18 2.48e-37 6.31e-33 
4148.46 3.09e-12 9.02e-04 9.99e-01 7.29e-05 2.46e-19 2.42e-37 1.32e-33 
4401.86 4.45e-12 1.20e-03 9.99e-01 3.06e-05 2.46e-20 2.12e-37 4.89e-34 
4670.75 6.24e-12 1.52e-03 9.98e-01 1.94e-05 8.42e-21 1.86e-37 3.14e-34 
4956.05 7.75e-12 1.76e-03 9.98e-01 6.46e-05 1.72e-19 1.80e-37 2.87e-33 
5258.79 9.65e-12 2.00e-03 9.98e-01 8.39e-06 5.95e-22 1.81e-37 1.94e-35 
5580.02 1.48e-11 2.59e-03 9.97e-01 8.28e-06 6.78e-22 1.83e-37 6.87e-34 
5920.87 2.45e-11 3.67e-03 9.96e-01 8.48e-06 1.69e-22 1.92e-37 7.23e-34 
6282.54 3.80e-11 4.91e-03 9.95e-01 2.14e-05 3.73e-21 2.05e-37 4.46e-35 
6666.30 6.64e-11 7.54e-03 9.92e-01 1.65e-05 7.85e-22 2.16e-37 6.84e-35 
7073.50 1.25e-10 1.25e-02 9.87e-01 2.94e-05 2.25e-21 2.30e-37 2.65e-31 
7505.58 2.30e-10 2.12e-02 9.79e-01 5.99e-05 9.30e-22 2.57e-37 2.77e-35 
7964.05 5.14e-10 4.39e-02 9.56e-01 7.39e-06 6.48e-24 2.89e-37 1.48e-35 
8450.53 1.42e-09 1.08e-01 8.92e-01 9.77e-09 1.95e-30 3.20e-37 1.44e-37 
8966.72 3.88e-09 2.55e-01 7.45e-01 1.71e-10 1.01e-34 3.77e-37 1.70e-37 
9514.44 1.20e-08 5.71e-01 4.29e-01 1.15e-12 8.20e-37 4.87e-37 2.21e-37 
10095.62 3.28e-08 8.69e-01 1.31e-01 1.35e-14 1.13e-36 6.77e-37 3.11e-37 
10712.30 8.51e-08 9.64e-01 3.59e-02 5.54e-17 1.79e-36 1.08e-36 5.00e-37 
11366.65 2.33e-07 9.95e-01 4.97e-03 1.66e-20 3.37e-36 2.04e-36 9.58e-37 
12061.10 6.56e-07 9.98e-01 1.51e-03 4.94e-22 7.29e-36 4.44e-36 2.11e-36 
12793.43 1.60e-06 1.00e+00 8.62e-05 1.45e-26 1.54e-35 9.43e-36 4.52e-36 
13528.61 3.60e-06 1.00e+00 3.59e-05 3.29e-28 3.08e-35 1.89e-35 9.15e-36 
14194.74 3.22e-06 1.00e+00 1.17e-07 1.17e-33 6.08e-35 3.74e-35 1.83e-35 
14757.77 4.36e-06 1.00e+00 3.58e-08 1.04e-33 1.17e-34 7.24e-35 3.55e-35 
15240.48 6.09e-06 1.00e+00 6.67e-09 1.26e-33 1.93e-34 1.19e-34 5.86e-35 
15646.99 1.05e-05 1.00e+00 5.66e-07 9.77e-32 2.76e-34 1.70e-34 8.41e-35 
15960.30 1.22e-05 1.00e+00 1.24e-09 8.88e-34 3.40e-34 2.10e-34 1.04e-34 
16187.41 1.53e-05 1.00e+00 8.50e-10 8.79e-34 5.07e-34 3.13e-34 1.55e-34 
16354.17 1.63e-05 1.00e+00 6.50e-10 1.32e-33 7.63e-34 4.71e-34 2.33e-34 
16484.18 1.70e-05 1.00e+00 8.71e-10 4.37e-33 1.13e-33 7.00e-34 3.47e-34 
16593.12 1.41e-05 1.00e+00 2.51e-10 2.79e-33 1.61e-33 9.94e-34 4.92e-34 
16691.99 1.26e-05 1.00e+00 3.57e-10 3.67e-33 2.12e-33 1.31e-33 6.48e-34 
16788.59 1.14e-05 1.00e+00 3.49e-10 4.65e-33 2.68e-33 1.66e-33 8.20e-34 
16888.37 1.07e-05 1.00e+00 4.33e-10 5.87e-33 3.39e-33 2.09e-33 1.04e-33 
16998.79 9.68e-06 1.00e+00 4.80e-10 7.66e-33 4.42e-33 2.73e-33 1.35e-33 
17146.37 1.02e-05 1.00e+00 1.15e-06 2.46e-28 6.03e-33 3.72e-33 1.84e-33 
17415.23 8.76e-06 1.00e+00 7.94e-09 1.62e-30 9.31e-33 5.75e-33 2.85e-33 
17888.12 6.94e-06 1.00e+00 1.57e-09 3.20e-32 1.84e-32 1.14e-32 5.64e-33 
18532.37 6.04e-06 1.00e+00 4.51e-09 2.08e-30 3.16e-32 1.95e-32 9.65e-33 
19260.76 6.53e-06 1.00e+00 2.60e-06 3.40e-27 4.85e-32 3.00e-32 1.48e-32 
20034.10 4.34e-06 1.00e+00 1.45e-08 6.93e-31 7.32e-32 4.52e-32 2.24e-32 
20838.00 4.02e-06 1.00e+00 4.31e-08 2.54e-30 1.08e-31 6.66e-32 3.30e-32 
21647.97 5.23e-06 1.00e+00 3.10e-05 6.28e-26 1.51e-31 9.32e-32 4.62e-32 
22447.94 3.12e-06 1.00e+00 2.62e-09 3.88e-31 2.24e-31 1.38e-31 6.85e-32 
23245.88 2.66e-06 1.00e+00 2.94e-09 5.99e-31 3.45e-31 2.13e-31 1.06e-31 
24052.47 2.30e-06 1.00e+00 4.94e-09 9.33e-31 5.38e-31 3.32e-31 1.65e-31 
24867.72 2.24e-06 1.00e+00 1.42e-06 2.50e-27 8.37e-31 5.17e-31 2.56e-31 
25698.86 1.83e-06 1.00e+00 5.41e-08 1.18e-28 1.30e-30 8.02e-31 3.97e-31 
26587.16 2.18e-06 1.00e+00 9.04e-07 8.43e-27 1.95e-30 1.20e-30 5.96e-31 
27637.54 1.60e-06 1.00e+00 2.00e-07 1.06e-26 2.64e-30 1.63e-30 8.07e-31 
28986.97 1.25e-06 1.00e+00 5.58e-07 1.37e-26 3.26e-30 2.01e-30 9.96e-31 
#TIME: 34.78 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 1.67e-11 4.26e-03 9.96e-01 1.11e-05 3.53e-21 8.88e-39 3.87e-39 
999.11 1.83e-11 4.15e-03 9.96e-01 1.20e-04 1.25e-18 8.88e-39 2.15e-35 
1267.34 2.07e-11 4.23e-03 9.96e-01 3.32e-06 5.22e-22 8.80e-39 3.84e-39 
1514.05 2.07e-11 3.53e-03 9.96e-01 8.33e-05 2.58e-19 1.09e-38 1.58e-33 
1808.80 1.98e-11 2.92e-03 9.97e-01 9.81e-05 3.59e-18 1.90e-38 7.59e-34 
1919.29 1.96e-11 2.64e-03 9.97e-01 2.02e-04 1.69e-18 2.40e-38 1.48e-32 
2160.92 1.47e-11 1.98e-03 9.98e-01 5.91e-05 6.81e-19 4.26e-38 1.59e-36 
2292.92 1.34e-11 1.80e-03 9.98e-01 1.28e-04 2.98e-18 6.03e-38 1.04e-34 
2432.98 1.15e-11 1.55e-03 9.98e-01 6.10e-05 1.47e-19 8.48e-38 3.69e-38 
2581.60 9.10e-12 1.29e-03 9.98e-01 2.97e-04 1.62e-17 1.13e-37 3.24e-33 
2739.29 8.24e-12 1.20e-03 9.99e-01 2.23e-04 7.67e-18 1.39e-37 4.78e-33 
2906.62 8.30e-12 1.21e-03 9.98e-01 4.07e-04 3.53e-17 1.61e-37 4.57e-32 
3084.17 7.94e-12 1.21e-03 9.99e-01 1.54e-04 5.98e-18 1.85e-37 4.69e-33 
3272.56 6.49e-12 1.10e-03 9.99e-01 6.40e-05 1.96e-19 2.14e-37 9.57e-35 
3472.46 6.42e-12 1.17e-03 9.99e-01 7.41e-05 9.81e-19 2.40e-37 3.95e-34 
3684.57 5.76e-12 1.18e-03 9.99e-01 4.17e-05 1.19e-19 2.52e-37 6.62e-34 
3909.64 5.10e-12 1.20e-03 9.99e-01 2.96e-05 2.22e-20 2.63e-37 2.27e-34 
4148.46 5.75e-12 1.43e-03 9.99e-01 2.60e-05 1.35e-20 2.57e-37 5.77e-34 
4401.86 7.91e-12 1.83e-03 9.98e-01 7.24e-06 8.24e-22 2.25e-37 2.60e-35 
4670.75 1.15e-11 2.37e-03 9.98e-01 7.00e-06 7.14e-22 1.98e-37 1.32e-34 
4956.05 1.47e-11 2.83e-03 9.97e-01 3.98e-06 1.18e-22 1.90e-37 2.99e-37 
5258.79 1.76e-11 3.11e-03 9.97e-01 4.09e-06 7.22e-23 1.92e-37 1.55e-34 
5580.02 2.84e-11 4.20e-03 9.96e-01 7.94e-06 4.66e-22 1.94e-37 2.74e-33 
5920.87 4.58e-11 5.73e-03 9.94e-01 8.01e-06 8.17e-23 2.03e-37 4.26e-33 
6282.54 7.46e-11 8.22e-03 9.92e-01 6.92e-06 1.13e-22 2.18e-37 1.87e-34 
6666.30 1.26e-10 1.23e-02 9.88e-01 4.94e-05 4.70e-21 2.29e-37 7.45e-33 
7073.50 2.38e-10 2.11e-02 9.79e-01 8.77e-07 1.75e-25 2.44e-37 1.08e-37 
7505.58 4.49e-10 3.77e-02 9.62e-01 2.36e-07 3.76e-27 2.73e-37 1.22e-37 
7964.05 1.04e-09 8.18e-02 9.18e-01 1.18e-07 4.43e-28 3.07e-37 1.37e-37 
8450.53 2.98e-09 2.06e-01 7.94e-01 7.55e-10 2.61e-33 3.39e-37 1.53e-37 
8966.72 7.87e-09 4.38e-01 5.62e-01 4.21e-11 2.02e-36 3.99e-37 1.81e-37 
9514.44 2.05e-08 7.59e-01 2.41e-01 3.10e-13 8.65e-37 5.15e-37 2.35e-37 
10095.62 5.40e-08 9.53e-01 4.68e-02 1.34e-15 1.19e-36 7.16e-37 3.30e-37 
10712.30 1.38e-07 9.84e-01 1.57e-02 4.95e-19 1.89e-36 1.14e-36 5.32e-37 
11366.65 3.88e-07 9.98e-01 1.67e-03 4.90e-22 3.56e-36 2.16e-36 1.02e-36 
12061.10 1.01e-06 9.99e-01 1.29e-03 1.67e-24 7.70e-36 4.70e-36 2.24e-36 
12793.43 2.61e-06 9.98e-01 1.65e-03 6.91e-24 1.63e-35 9.98e-36 4.81e-36 
13528.61 3.48e-06 1.00e+00 7.41e-07 3.33e-32 3.26e-35 2.00e-35 9.73e-36 
14194.74 5.86e-06 1.00e+00 8.89e-07 3.07e-32 6.44e-35 3.96e-35 1.94e-35 
14757.77 6.68e-06 1.00e+00 5.55e-08 4.05e-33 1.24e-34 7.66e-35 3.77e-35 
15240.48 8.93e-06 1.00e+00 3.81e-09 3.53e-34 2.04e-34 1.26e-34 6.23e-35 
15646.99 1.30e-05 1.00e+00 1.18e-08 5.07e-34 2.92e-34 1.81e-34 8.95e-35 
15960.30 1.88e-05 1.00e+00 1.49e-09 8.28e-34 3.61e-34 2.23e-34 1.11e-34 
16187.41 2.08e-05 1.00e+00 1.61e-09 1.47e-33 5.39e-34 3.33e-34 1.65e-34 
16354.17 2.11e-05 1.00e+00 1.21e-09 1.34e-32 8.11e-34 5.01e-34 2.48e-34 
16484.18 1.83e-05 1.00e+00 4.13e-10 2.09e-33 1.21e-33 7.45e-34 3.69e-34 
16593.12 1.70e-05 1.00e+00 5.71e-10 1.41e-32 1.71e-33 1.06e-33 5.23e-34 
16691.99 1.42e-05 1.00e+00 3.97e-10 3.90e-33 2.25e-33 1.39e-33 6.89e-34 
16788.59 1.43e-05 1.00e+00 2.89e-09 9.37e-32 2.85e-33 1.76e-33 8.72e-34 
16888.37 1.26e-05 1.00e+00 4.93e-10 9.56e-33 3.60e-33 2.22e-33 1.10e-33 
16998.79 1.14e-05 1.00e+00 5.76e-10 1.23e-32 4.70e-33 2.90e-33 1.44e-33 
17146.37 1.04e-05 1.00e+00 2.68e-09 1.11e-32 6.41e-33 3.96e-33 1.96e-33 
17415.23 1.01e-05 1.00e+00 1.28e-08 2.98e-31 9.90e-33 6.11e-33 3.03e-33 
17888.12 1.48e-05 1.00e+00 2.48e-05 3.79e-27 1.96e-32 1.21e-32 6.00e-33 
18532.37 6.59e-06 1.00e+00 1.03e-09 5.82e-32 3.36e-32 2.07e-32 1.03e-32 
19260.76 6.32e-06 1.00e+00 8.89e-09 8.94e-32 5.16e-32 3.19e-32 1.58e-32 
20034.10 1.14e-05 1.00e+00 5.31e-05 6.56e-27 7.79e-32 4.81e-32 2.38e-32 
