#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
20838.00 4.52e-06 1.00e+00 1.76e-09 1.99e-31 1.15e-31 7.09e-32 3.51e-32 
21647.97 4.10e-06 1.00e+00 1.90e-09 2.78e-31 1.60e-31 9.91e-32 4.91e-32 
22447.94 1.09e-05 9.97e-01 3.09e-03 1.97e-24 6.19e-26 1.47e-31 7.28e-32 
23245.88 2.97e-06 1.00e+00 4.45e-08 2.79e-27 3.67e-31 2.27e-31 1.12e-31 
24052.47 2.58e-06 1.00e+00 2.02e-08 9.92e-31 5.72e-31 3.53e-31 1.75e-31 
24867.72 2.28e-06 1.00e+00 3.75e-09 1.54e-30 8.90e-31 5.50e-31 2.72e-31 
25698.86 1.91e-06 1.00e+00 7.56e-08 1.71e-27 1.38e-30 8.53e-31 4.22e-31 
26587.16 1.10e-06 1.00e+00 4.73e-07 6.06e-27 2.07e-30 1.28e-30 6.33e-31 
27637.54 1.33e-06 1.00e+00 3.90e-07 2.64e-26 2.81e-30 1.73e-30 8.58e-31 
28986.97 1.61e-06 1.00e+00 3.65e-07 1.04e-26 3.46e-30 2.14e-30 1.06e-30 
#TIME: 35.50 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 5.31e-11 8.04e-03 9.92e-01 7.36e-07 1.15e-23 9.41e-39 4.11e-39 
999.11 4.43e-11 7.60e-03 9.92e-01 8.83e-07 1.66e-23 9.41e-39 4.11e-39 
1267.34 4.90e-11 7.34e-03 9.93e-01 1.15e-06 3.02e-23 9.33e-39 4.08e-39 
1514.05 4.50e-11 6.35e-03 9.94e-01 1.88e-06 8.97e-23 1.16e-38 5.06e-39 
1808.80 4.18e-11 5.07e-03 9.95e-01 2.95e-06 2.26e-22 2.01e-38 8.79e-39 
1919.29 3.68e-11 4.18e-03 9.96e-01 1.31e-05 2.68e-21 2.54e-38 1.11e-38 
2160.92 3.00e-11 3.34e-03 9.97e-01 1.69e-05 5.61e-21 4.52e-38 1.97e-38 
2292.92 2.67e-11 3.00e-03 9.97e-01 1.63e-05 6.04e-21 6.40e-38 2.79e-38 
2432.98 2.26e-11 2.62e-03 9.97e-01 9.38e-06 3.56e-21 8.99e-38 3.92e-38 
2581.60 1.90e-11 2.26e-03 9.98e-01 1.81e-04 5.02e-18 1.20e-37 2.76e-33 
2739.29 1.75e-11 2.11e-03 9.98e-01 5.07e-05 1.73e-19 1.48e-37 9.24e-35 
2906.62 1.53e-11 1.88e-03 9.98e-01 9.00e-05 4.05e-19 1.71e-37 1.91e-34 
3084.17 1.43e-11 1.85e-03 9.98e-01 6.72e-05 1.10e-19 1.96e-37 3.00e-34 
3272.56 1.24e-11 1.74e-03 9.98e-01 1.63e-04 2.17e-18 2.27e-37 4.91e-32 
3472.46 1.13e-11 1.75e-03 9.98e-01 1.12e-04 2.01e-18 2.54e-37 1.71e-32 
3684.57 1.12e-11 1.93e-03 9.98e-01 1.53e-05 4.95e-21 2.67e-37 1.12e-34 
3909.64 9.74e-12 1.92e-03 9.98e-01 2.96e-05 1.68e-20 2.79e-37 4.62e-33 
4148.46 1.05e-11 2.20e-03 9.98e-01 7.35e-06 5.64e-22 2.73e-37 6.43e-35 
4401.86 1.44e-11 2.79e-03 9.97e-01 3.42e-05 6.89e-20 2.38e-37 2.13e-31 
4670.75 2.11e-11 3.67e-03 9.96e-01 3.13e-05 1.64e-20 2.10e-37 2.27e-32 
4956.05 2.76e-11 4.44e-03 9.96e-01 2.41e-05 3.42e-21 2.02e-37 2.02e-32 
5258.79 3.37e-11 4.94e-03 9.95e-01 1.77e-06 7.25e-24 2.04e-37 9.36e-35 
5580.02 5.48e-11 6.77e-03 9.93e-01 2.73e-06 8.88e-24 2.06e-37 4.73e-35 
5920.87 8.82e-11 9.36e-03 9.91e-01 5.58e-06 1.07e-22 2.15e-37 3.60e-33 
6282.54 1.43e-10 1.38e-02 9.86e-01 2.70e-04 2.06e-18 6.60e-35 1.59e-28 
6666.30 2.53e-10 2.21e-02 9.78e-01 1.06e-06 2.05e-24 2.43e-37 5.17e-37 
7073.50 4.69e-10 3.78e-02 9.62e-01 2.91e-06 1.45e-24 2.58e-37 3.88e-33 
7505.58 9.30e-10 7.25e-02 9.27e-01 4.09e-08 4.60e-29 2.89e-37 9.47e-37 
7964.05 2.25e-09 1.60e-01 8.40e-01 5.12e-09 8.15e-32 3.25e-37 1.46e-37 
8450.53 6.16e-09 3.71e-01 6.29e-01 2.31e-11 3.14e-36 3.59e-37 1.62e-37 
8966.72 1.45e-08 6.47e-01 3.53e-01 5.41e-13 7.12e-37 4.23e-37 1.92e-37 
9514.44 3.47e-08 8.89e-01 1.11e-01 1.25e-14 9.11e-37 5.45e-37 2.50e-37 
10095.62 8.89e-08 9.76e-01 2.45e-02 8.05e-17 1.26e-36 7.57e-37 3.51e-37 
10712.30 2.32e-07 9.96e-01 3.57e-03 4.77e-21 1.99e-36 1.21e-36 5.66e-37 
11366.65 6.59e-07 9.99e-01 6.52e-04 1.97e-23 3.75e-36 2.28e-36 1.08e-36 
12061.10 1.66e-06 1.00e+00 1.14e-04 2.85e-26 8.13e-36 4.97e-36 2.38e-36 
12793.43 2.88e-06 1.00e+00 1.15e-05 2.32e-29 1.72e-35 1.06e-35 5.11e-36 
13528.61 4.49e-06 1.00e+00 6.61e-08 1.48e-34 3.44e-35 2.12e-35 1.03e-35 
14194.74 7.12e-06 1.00e+00 7.68e-09 1.18e-34 6.81e-35 4.20e-35 2.06e-35 
14757.77 8.85e-06 1.00e+00 1.54e-09 2.28e-34 1.31e-34 8.12e-35 4.01e-35 
15240.48 1.28e-05 1.00e+00 2.01e-08 3.67e-33 2.17e-34 1.34e-34 6.62e-35 
15646.99 1.72e-05 1.00e+00 7.20e-10 5.39e-34 3.11e-34 1.92e-34 9.51e-35 
15960.30 2.19e-05 1.00e+00 4.83e-08 1.17e-32 3.84e-34 2.37e-34 1.18e-34 
16187.41 2.14e-05 1.00e+00 3.28e-10 9.94e-34 5.74e-34 3.54e-34 1.75e-34 
16354.17 2.20e-05 1.00e+00 6.65e-10 3.19e-33 8.62e-34 5.33e-34 2.64e-34 
16484.18 2.22e-05 1.00e+00 7.48e-09 1.46e-32 1.28e-33 7.92e-34 3.92e-34 
16593.12 1.80e-05 1.00e+00 2.39e-10 3.15e-33 1.82e-33 1.12e-33 5.56e-34 
16691.99 1.56e-05 1.00e+00 8.27e-10 2.44e-32 2.40e-33 1.48e-33 7.33e-34 
16788.59 1.43e-05 1.00e+00 6.65e-10 5.25e-33 3.03e-33 1.87e-33 9.27e-34 
16888.37 1.42e-05 1.00e+00 1.13e-08 1.03e-30 3.83e-33 2.36e-33 1.17e-33 
16998.79 1.26e-05 1.00e+00 3.65e-07 9.05e-29 5.00e-33 3.09e-33 1.53e-33 
17146.37 1.22e-05 1.00e+00 2.98e-10 1.18e-32 6.81e-33 4.21e-33 2.08e-33 
17415.23 1.08e-05 1.00e+00 5.86e-10 1.82e-32 1.05e-32 6.50e-33 3.22e-33 
17888.12 8.93e-06 1.00e+00 7.31e-10 3.61e-32 2.08e-32 1.29e-32 6.38e-33 
18532.37 8.21e-06 1.00e+00 4.93e-09 6.18e-32 3.57e-32 2.20e-32 1.09e-32 
19260.76 6.94e-06 1.00e+00 1.83e-09 9.51e-32 5.49e-32 3.39e-32 1.68e-32 
20034.10 5.23e-06 1.00e+00 3.31e-08 1.44e-31 8.28e-32 5.11e-32 2.53e-32 
20838.00 1.37e-05 9.95e-01 4.63e-03 2.88e-24 7.41e-26 7.53e-32 3.73e-32 
21647.97 4.87e-06 1.00e+00 1.05e-06 2.29e-27 1.71e-31 1.05e-31 5.22e-32 
22447.94 3.87e-06 1.00e+00 5.08e-09 4.39e-31 2.53e-31 1.56e-31 7.74e-32 
23245.88 8.85e-06 9.99e-01 1.27e-03 1.59e-25 4.55e-31 2.41e-31 1.19e-31 
24052.47 2.94e-06 1.00e+00 2.42e-09 1.05e-30 6.08e-31 3.76e-31 1.86e-31 
24867.72 2.71e-06 1.00e+00 8.75e-07 4.74e-26 9.46e-31 5.85e-31 2.90e-31 
25698.86 2.25e-06 1.00e+00 5.34e-09 2.54e-30 1.47e-30 9.07e-31 4.49e-31 
26587.16 2.08e-06 1.00e+00 6.29e-08 2.11e-28 2.20e-30 1.36e-30 6.74e-31 
27637.54 1.99e-06 1.00e+00 1.55e-07 2.24e-27 2.98e-30 1.84e-30 9.13e-31 
28986.97 2.28e-06 1.00e+00 4.62e-08 2.41e-28 3.68e-30 2.27e-30 1.13e-30 
#TIME: 36.23 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 1.05e-10 1.36e-02 9.86e-01 3.59e-07 1.44e-24 9.98e-39 4.38e-39 
999.11 1.09e-10 1.38e-02 9.86e-01 2.64e-07 7.06e-25 9.99e-39 4.38e-39 
1267.34 1.02e-10 1.27e-02 9.87e-01 4.37e-07 2.28e-24 9.90e-39 4.34e-39 
1514.05 9.29e-11 1.09e-02 9.89e-01 8.28e-07 7.68e-24 1.23e-38 5.39e-39 
1808.80 8.18e-11 8.64e-03 9.91e-01 1.06e-06 1.45e-23 2.13e-38 9.34e-39 
1919.29 7.29e-11 7.17e-03 9.93e-01 1.32e-06 3.45e-23 2.70e-38 1.18e-38 
2160.92 5.96e-11 5.78e-03 9.94e-01 1.10e-05 9.34e-22 4.80e-38 2.25e-35 
2292.92 5.26e-11 5.09e-03 9.95e-01 1.02e-05 8.51e-22 6.79e-38 6.75e-36 
2432.98 4.45e-11 4.41e-03 9.96e-01 9.89e-06 7.93e-22 9.54e-38 4.17e-38 
2581.60 3.83e-11 3.83e-03 9.96e-01 5.16e-05 1.44e-19 1.27e-37 4.69e-36 
2739.29 3.58e-11 3.66e-03 9.96e-01 8.84e-06 1.21e-21 1.57e-37 4.60e-36 
2906.62 3.27e-11 3.34e-03 9.97e-01 2.19e-05 2.35e-20 1.81e-37 1.17e-34 
3084.17 3.04e-11 3.28e-03 9.97e-01 5.47e-05 3.55e-20 2.08e-37 5.91e-33 
3272.56 2.50e-11 2.92e-03 9.97e-01 2.44e-05 6.90e-21 2.41e-37 2.88e-35 
3472.46 2.27e-11 2.96e-03 9.97e-01 1.12e-05 1.22e-21 2.70e-37 1.59e-36 
3684.57 2.14e-11 3.06e-03 9.97e-01 1.94e-05 1.93e-20 2.84e-37 1.13e-32 
3909.64 1.87e-11 3.08e-03 9.97e-01 5.17e-06 1.80e-22 2.96e-37 2.73e-35 
4148.46 2.00e-11 3.56e-03 9.96e-01 1.38e-05 3.20e-21 2.89e-37 9.01e-33 
4401.86 2.84e-11 4.58e-03 9.95e-01 1.90e-06 1.30e-23 2.53e-37 1.38e-37 
4670.75 4.13e-11 5.94e-03 9.94e-01 7.71e-07 1.52e-24 2.22e-37 9.79e-38 
4956.05 5.22e-11 6.96e-03 9.93e-01 1.08e-06 1.84e-24 2.14e-37 3.30e-37 
5258.79 6.50e-11 7.92e-03 9.92e-01 5.08e-05 5.27e-21 2.76e-37 6.81e-31 
5580.02 1.09e-10 1.14e-02 9.89e-01 3.02e-05 1.08e-21 2.18e-37 2.48e-31 
5920.87 1.75e-10 1.59e-02 9.84e-01 1.23e-04 6.04e-20 1.75e-36 3.84e-30 
6282.54 2.90e-10 2.47e-02 9.75e-01 2.36e-06 1.04e-24 2.45e-37 1.09e-37 
6666.30 4.98e-10 3.99e-02 9.60e-01 4.53e-07 1.88e-26 2.58e-37 8.36e-36 
7073.50 9.70e-10 7.33e-02 9.26e-01 3.81e-04 6.10e-21 2.89e-36 4.03e-30 
7505.58 1.96e-09 1.41e-01 8.59e-01 1.09e-09 1.33e-32 3.06e-37 1.37e-37 
7964.05 4.70e-09 2.96e-01 7.04e-01 6.94e-11 3.27e-35 3.44e-37 1.55e-37 
8450.53 1.16e-08 5.66e-01 4.34e-01 4.36e-12 6.41e-37 3.80e-37 1.73e-37 
8966.72 2.51e-08 8.19e-01 1.81e-01 1.19e-12 7.50e-37 4.47e-37 2.05e-37 
9514.44 5.75e-08 9.54e-01 4.64e-02 1.39e-16 9.60e-37 5.76e-37 2.66e-37 
10095.62 1.44e-07 9.93e-01 6.86e-03 1.11e-19 1.33e-36 8.01e-37 3.73e-37 
10712.30 3.92e-07 9.99e-01 6.76e-04 1.34e-21 2.10e-36 1.28e-36 6.02e-37 
11366.65 9.99e-07 1.00e+00 3.12e-04 3.23e-25 3.96e-36 2.41e-36 1.15e-36 
12061.10 1.98e-06 1.00e+00 3.68e-06 7.38e-30 8.58e-36 5.26e-36 2.53e-36 
12793.43 3.43e-06 1.00e+00 1.07e-07 1.94e-34 1.82e-35 1.12e-35 5.44e-36 
13528.61 6.56e-06 1.00e+00 2.42e-08 3.37e-34 3.64e-35 2.24e-35 1.10e-35 
14194.74 9.60e-06 1.00e+00 3.07e-09 2.87e-34 7.20e-35 4.44e-35 2.20e-35 
14757.77 1.34e-05 1.00e+00 1.53e-09 1.29e-33 1.40e-34 8.62e-35 4.27e-35 
15240.48 1.44e-05 1.00e+00 3.77e-10 3.99e-34 2.30e-34 1.42e-34 7.04e-35 
15646.99 1.95e-05 1.00e+00 1.73e-09 6.05e-33 3.31e-34 2.04e-34 1.01e-34 
15960.30 2.27e-05 1.00e+00 4.32e-10 7.08e-34 4.09e-34 2.52e-34 1.25e-34 
16187.41 2.82e-05 1.00e+00 3.11e-10 1.06e-33 6.10e-34 3.77e-34 1.87e-34 
16354.17 2.41e-05 1.00e+00 1.60e-10 1.59e-33 9.17e-34 5.66e-34 2.81e-34 
16484.18 2.34e-05 1.00e+00 2.25e-10 2.36e-33 1.36e-33 8.42e-34 4.17e-34 
16593.12 2.05e-05 1.00e+00 1.94e-10 3.35e-33 1.93e-33 1.19e-33 5.92e-34 
16691.99 1.81e-05 1.00e+00 2.87e-10 4.42e-33 2.55e-33 1.57e-33 7.79e-34 
16788.59 1.67e-05 1.00e+00 3.58e-10 5.59e-33 3.22e-33 1.99e-33 9.86e-34 
16888.37 1.64e-05 1.00e+00 2.30e-10 7.05e-33 4.07e-33 2.51e-33 1.25e-33 
16998.79 1.50e-05 1.00e+00 2.62e-10 9.21e-33 5.31e-33 3.28e-33 1.63e-33 
17146.37 1.39e-05 1.00e+00 1.46e-09 7.19e-32 7.25e-33 4.48e-33 2.22e-33 
17415.23 1.20e-05 1.00e+00 8.44e-10 1.94e-32 1.12e-32 6.91e-33 3.42e-33 
17888.12 1.07e-05 1.00e+00 1.44e-09 3.84e-32 2.22e-32 1.37e-32 6.78e-33 
18532.37 8.85e-06 1.00e+00 1.22e-09 6.58e-32 3.79e-32 2.34e-32 1.16e-32 
19260.76 7.50e-06 1.00e+00 1.25e-09 2.05e-31 5.84e-32 3.60e-32 1.79e-32 
20034.10 1.42e-05 9.99e-01 9.37e-04 9.86e-26 1.25e-27 5.44e-32 2.69e-32 
20838.00 5.90e-06 1.00e+00 1.91e-09 2.25e-31 1.30e-31 8.01e-32 3.97e-32 
21647.97 5.30e-06 1.00e+00 1.97e-09 3.14e-31 1.81e-31 1.12e-31 5.55e-32 
22447.94 4.64e-06 1.00e+00 1.36e-09 4.67e-31 2.69e-31 1.66e-31 8.23e-32 
23245.88 3.86e-06 1.00e+00 2.85e-08 7.20e-31 4.15e-31 2.57e-31 1.27e-31 
24052.47 3.24e-06 1.00e+00 5.10e-08 1.12e-30 6.47e-31 4.00e-31 1.98e-31 
24867.72 2.88e-06 1.00e+00 3.30e-08 1.74e-30 1.01e-30 6.22e-31 3.08e-31 
25698.86 2.71e-06 1.00e+00 5.34e-08 9.34e-27 1.56e-30 9.64e-31 4.77e-31 
26587.16 2.13e-06 1.00e+00 2.33e-07 2.41e-26 2.34e-30 1.45e-30 7.16e-31 
27637.54 2.25e-06 1.00e+00 6.43e-09 5.50e-30 3.17e-30 1.96e-30 9.70e-31 
28986.97 2.41e-06 1.00e+00 7.03e-08 1.89e-27 3.92e-30 2.42e-30 1.20e-30 
#TIME: 36.98 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 2.18e-10 2.26e-02 9.77e-01 1.43e-07 1.18e-25 1.06e-38 4.65e-39 
999.11 2.09e-10 2.23e-02 9.78e-01 1.04e-07 6.43e-26 1.06e-38 4.65e-39 
1267.34 1.89e-10 1.99e-02 9.80e-01 1.32e-07 1.10e-25 1.05e-38 4.61e-39 
1514.05 1.93e-10 1.92e-02 9.81e-01 1.81e-07 2.49e-25 1.30e-38 5.73e-39 
1808.80 1.63e-10 1.48e-02 9.85e-01 6.82e-07 1.93e-24 2.26e-38 9.93e-39 
1919.29 1.40e-10 1.20e-02 9.88e-01 1.01e-06 5.08e-24 2.86e-38 1.26e-38 
2160.92 1.17e-10 1.00e-02 9.90e-01 1.03e-06 8.46e-24 5.09e-38 2.23e-38 
2292.92 1.05e-10 8.76e-03 9.91e-01 1.54e-06 1.49e-23 7.20e-38 3.16e-38 
2432.98 9.39e-11 7.98e-03 9.92e-01 6.60e-06 2.16e-22 1.01e-37 6.04e-35 
2581.60 7.47e-11 6.36e-03 9.94e-01 1.07e-05 6.44e-22 1.35e-37 5.14e-36 
2739.29 6.76e-11 5.87e-03 9.94e-01 8.54e-05 8.47e-20 1.66e-37 5.98e-33 
2906.62 6.50e-11 5.73e-03 9.94e-01 7.80e-06 3.54e-22 1.92e-37 1.71e-35 
3084.17 5.56e-11 5.13e-03 9.95e-01 2.57e-05 1.94e-20 2.21e-37 3.28e-33 
3272.56 4.94e-11 4.88e-03 9.95e-01 5.07e-06 1.43e-22 2.55e-37 1.07e-35 
3472.46 4.36e-11 4.74e-03 9.95e-01 3.48e-06 5.53e-23 2.86e-37 2.83e-35 
3684.57 4.15e-11 4.98e-03 9.95e-01 4.64e-06 9.27e-23 3.01e-37 1.46e-35 
3909.64 3.83e-11 5.31e-03 9.95e-01 2.23e-06 1.69e-23 3.14e-37 1.18e-34 
4148.46 3.90e-11 5.73e-03 9.94e-01 2.04e-06 1.10e-23 3.07e-37 6.80e-36 
4401.86 5.32e-11 7.17e-03 9.93e-01 1.14e-06 9.68e-24 2.68e-37 1.97e-34 
4670.75 8.02e-11 9.55e-03 9.90e-01 5.77e-07 4.30e-25 2.36e-37 8.36e-35 
4956.05 1.03e-10 1.14e-02 9.89e-01 6.48e-07 2.82e-25 2.27e-37 6.03e-35 
5258.79 1.34e-10 1.37e-02 9.86e-01 4.61e-07 1.15e-25 2.29e-37 1.02e-37 
5580.02 2.24e-10 1.99e-02 9.80e-01 2.58e-07 8.95e-27 2.31e-37 1.03e-37 
5920.87 3.49e-10 2.85e-02 9.71e-01 1.87e-06 2.70e-24 2.42e-37 1.08e-37 
6282.54 6.06e-10 4.66e-02 9.53e-01 2.52e-07 5.29e-27 2.60e-37 2.59e-36 
6666.30 1.04e-09 7.75e-02 9.23e-01 1.46e-07 8.57e-28 2.73e-37 1.46e-35 
7073.50 2.05e-09 1.45e-01 8.55e-01 1.88e-08 6.39e-30 2.90e-37 1.30e-37 
7505.58 4.19e-09 2.69e-01 7.31e-01 7.58e-11 6.03e-35 3.24e-37 1.46e-37 
7964.05 9.20e-09 4.82e-01 5.18e-01 6.98e-12 6.16e-37 3.64e-37 1.65e-37 
8450.53 2.11e-08 7.69e-01 2.31e-01 1.85e-13 6.75e-37 4.02e-37 1.83e-37 
8966.72 4.27e-08 9.23e-01 7.66e-02 3.67e-15 7.90e-37 4.73e-37 2.18e-37 
9514.44 9.46e-08 9.81e-01 1.90e-02 4.41e-18 1.01e-36 6.09e-37 2.83e-37 
10095.62 2.43e-07 9.96e-01 3.54e-03 5.75e-21 1.40e-36 8.47e-37 3.97e-37 
10712.30 6.63e-07 1.00e+00 4.04e-04 1.31e-23 2.22e-36 1.35e-36 6.40e-37 
11366.65 1.61e-06 9.99e-01 5.84e-04 3.18e-25 4.18e-36 2.55e-36 1.22e-36 
12061.10 2.84e-06 1.00e+00 2.03e-05 6.82e-28 9.06e-36 5.56e-36 2.69e-36 
12793.43 5.44e-06 1.00e+00 3.49e-08 1.05e-34 1.92e-35 1.18e-35 5.78e-36 
13528.61 1.01e-05 1.00e+00 7.00e-09 6.66e-35 3.85e-35 2.37e-35 1.17e-35 
14194.74 1.37e-05 1.00e+00 8.69e-10 1.32e-34 7.63e-35 4.71e-35 2.33e-35 
14757.77 1.77e-05 1.00e+00 5.03e-09 7.59e-34 1.48e-34 9.16e-35 4.54e-35 
15240.48 1.67e-05 1.00e+00 3.39e-10 4.24e-34 2.45e-34 1.51e-34 7.49e-35 
15646.99 2.08e-05 1.00e+00 9.19e-10 1.21e-33 3.52e-34 2.17e-34 1.08e-34 
15960.30 2.62e-05 1.00e+00 1.17e-10 7.53e-34 4.35e-34 2.68e-34 1.33e-34 
16187.41 3.20e-05 1.00e+00 4.03e-10 1.12e-33 6.49e-34 4.01e-34 1.98e-34 
16354.17 2.98e-05 1.00e+00 1.39e-10 1.69e-33 9.75e-34 6.02e-34 2.98e-34 
16484.18 2.48e-05 1.00e+00 3.48e-10 2.51e-33 1.45e-33 8.95e-34 4.43e-34 
16593.12 2.26e-05 1.00e+00 4.62e-10 1.14e-32 2.06e-33 1.27e-33 6.29e-34 
16691.99 2.20e-05 1.00e+00 1.54e-09 4.69e-33 2.71e-33 1.67e-33 8.29e-34 
16788.59 3.36e-05 1.00e+00 1.48e-05 7.24e-28 3.43e-33 2.12e-33 1.05e-33 
16888.37 1.86e-05 1.00e+00 2.34e-10 7.50e-33 4.33e-33 2.67e-33 1.32e-33 
16998.79 1.65e-05 1.00e+00 2.38e-10 9.79e-33 5.65e-33 3.49e-33 1.73e-33 
17146.37 1.50e-05 1.00e+00 8.58e-10 2.30e-32 7.71e-33 4.76e-33 2.36e-33 
17415.23 1.31e-05 1.00e+00 1.07e-09 1.34e-31 1.19e-32 7.35e-33 3.64e-33 
17888.12 1.12e-05 1.00e+00 3.21e-09 1.73e-30 2.36e-32 1.46e-32 7.21e-33 
18532.37 1.10e-05 1.00e+00 2.91e-06 1.41e-27 4.04e-32 2.49e-32 1.23e-32 
19260.76 9.18e-06 1.00e+00 1.40e-06 9.11e-27 6.21e-32 3.83e-32 1.90e-32 
20034.10 6.48e-06 1.00e+00 4.19e-07 1.62e-31 9.36e-32 5.78e-32 2.86e-32 
20838.00 7.30e-06 1.00e+00 1.33e-05 8.55e-27 1.38e-31 8.52e-32 4.22e-32 
21647.97 5.79e-06 1.00e+00 1.81e-09 3.34e-31 1.93e-31 1.19e-31 5.90e-32 
22447.94 5.14e-06 1.00e+00 3.24e-09 4.96e-31 2.86e-31 1.77e-31 8.76e-32 
23245.88 3.15e-06 1.00e+00 7.16e-08 9.29e-28 4.42e-31 2.73e-31 1.35e-31 
24052.47 3.47e-06 1.00e+00 2.01e-08 5.10e-29 6.88e-31 4.25e-31 2.10e-31 
24867.72 6.28e-06 1.00e+00 4.79e-05 1.08e-25 1.07e-30 6.61e-31 3.27e-31 
25698.86 2.95e-06 1.00e+00 3.29e-09 2.88e-30 1.66e-30 1.03e-30 5.08e-31 
26587.16 2.68e-06 1.00e+00 7.59e-08 4.31e-30 2.49e-30 1.54e-30 7.62e-31 
27637.54 2.63e-06 1.00e+00 5.72e-08 1.94e-26 3.37e-30 2.08e-30 1.03e-30 
28986.97 2.60e-06 1.00e+00 1.69e-08 7.22e-30 4.16e-30 2.57e-30 1.27e-30 
#TIME: 37.74 
#NVEL: 67 
#vel_mid[km/s] cr0 cr1 cr2 cr3 cr4 cr5 cr6 
440.10 3.44e-10 3.16e-02 9.68e-01 5.25e-08 1.02e-26 1.13e-38 4.95e-39 
999.11 4.00e-10 3.38e-02 9.66e-01 5.10e-08 9.18e-27 1.12e-38 4.95e-39 
1267.34 4.10e-10 3.53e-02 9.65e-01 4.88e-08 8.03e-27 1.11e-38 4.90e-39 
1514.05 3.68e-10 3.08e-02 9.69e-01 6.05e-08 1.43e-26 1.38e-38 6.09e-39 
1808.80 3.24e-10 2.64e-02 9.74e-01 1.14e-07 5.30e-26 2.40e-38 1.06e-38 
1919.29 2.78e-10 2.21e-02 9.78e-01 1.36e-07 7.95e-26 3.04e-38 1.33e-38 
2160.92 2.33e-10 1.79e-02 9.82e-01 2.22e-06 7.71e-24 5.40e-38 1.55e-35 
2292.92 1.99e-10 1.53e-02 9.85e-01 3.60e-07 5.04e-25 7.64e-38 3.36e-38 
2432.98 1.76e-10 1.32e-02 9.87e-01 1.57e-05 8.60e-22 1.07e-37 9.68e-33 
2581.60 1.49e-10 1.14e-02 9.89e-01 2.19e-06 1.26e-23 1.43e-37 3.86e-36 
2739.29 1.37e-10 1.06e-02 9.89e-01 1.95e-05 1.44e-20 1.76e-37 4.70e-35 
2906.62 1.33e-10 1.02e-02 9.90e-01 3.25e-06 3.08e-23 2.04e-37 6.21e-35 
3084.17 1.11e-10 8.84e-03 9.91e-01 4.56e-06 6.14e-23 2.34e-37 4.80e-36 
3272.56 9.70e-11 8.37e-03 9.92e-01 1.96e-05 2.37e-21 2.71e-37 2.57e-32 
3472.46 8.90e-11 8.12e-03 9.92e-01 1.26e-06 3.53e-24 3.03e-37 1.18e-35 
3684.57 8.41e-11 8.40e-03 9.92e-01 1.78e-05 1.29e-21 3.19e-37 1.13e-32 
3909.64 7.55e-11 8.62e-03 9.91e-01 8.44e-07 1.25e-24 3.34e-37 3.74e-35 
4148.46 8.22e-11 9.91e-03 9.90e-01 3.09e-07 1.47e-25 3.25e-37 1.44e-37 
4401.86 1.13e-10 1.25e-02 9.88e-01 3.89e-07 1.48e-25 2.84e-37 5.15e-36 
4670.75 1.69e-10 1.68e-02 9.83e-01 1.94e-07 1.85e-26 2.50e-37 2.71e-36 
4956.05 2.10e-10 1.97e-02 9.80e-01 8.72e-06 2.41e-22 2.74e-37 4.74e-31 
5258.79 2.73e-10 2.37e-02 9.76e-01 5.98e-07 8.56e-26 2.43e-37 6.51e-34 
5580.02 4.50e-10 3.54e-02 9.65e-01 1.16e-07 1.03e-27 2.45e-37 5.49e-36 
5920.87 7.28e-10 5.40e-02 9.46e-01 1.83e-07 2.29e-27 2.57e-37 2.72e-37 
6282.54 1.25e-09 9.03e-02 9.10e-01 4.76e-05 1.66e-22 2.59e-35 3.23e-29 
6666.30 2.23e-09 1.55e-01 8.45e-01 4.54e-08 4.02e-29 2.90e-37 6.23e-36 
