#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
6.1676e+04 1.0000e+00 4.8242e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 8.1242e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 3.6103e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 1.7833e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 1.8391e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0000e+00 1.6726e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 2.0145e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 2.5549e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0000e+00 1.4252e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0000e+00 2.7751e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0000e+00 5.4229e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.0000e+00 1.3363e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.0000e+00 5.0999e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0000e+00 8.3110e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.8486e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.7189
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.4010e+02 2.5097e-14 4.3355e-06 2.9618e-01 7.0380e-01 1.0126e-05 1.6828e-16 2.0982e-32
8.8623e+02 5.3371e-11 1.9114e-04 7.5122e-01 2.4858e-01 1.6556e-06 4.0278e-17 2.2525e-32
9.0614e+02 4.2089e-13 2.8834e-06 9.8958e-02 9.0028e-01 7.5505e-04 1.0423e-11 1.3226e-23
9.4442e+02 7.9052e-14 6.1388e-07 3.9459e-02 9.5716e-01 3.3832e-03 3.1330e-10 4.0077e-21
9.9911e+02 6.2244e-14 4.9118e-07 3.4492e-02 9.6134e-01 4.1658e-03 5.0537e-10 8.9675e-21
1.0608e+03 6.1733e-14 4.8760e-07 3.4344e-02 9.6146e-01 4.1926e-03 5.1280e-10 9.1889e-21
1.1257e+03 6.0896e-14 4.8094e-07 3.4050e-02 9.6170e-01 4.2508e-03 5.2955e-10 9.7052e-21
1.1944e+03 5.7877e-14 4.5789e-07 3.3040e-02 9.6250e-01 4.4562e-03 5.9071e-10 1.1677e-20
1.2673e+03 5.0591e-14 4.0180e-07 3.0486e-02 9.6446e-01 5.0537e-03 7.9100e-10 1.9146e-20
1.3448e+03 2.1857e-14 1.8088e-07 1.8699e-02 9.7072e-01 1.0582e-02 4.3987e-09 3.4813e-19
1.4269e+03 3.5930e-15 3.2910e-08 6.5126e-03 9.4686e-01 4.6628e-02 1.4399e-07 1.2802e-16
1.5140e+03 4.5804e-16 4.8242e-09 1.8979e-03 8.0974e-01 1.8836e-01 4.5424e-06 4.7236e-14
1.6065e+03 7.0553e-17 8.4959e-10 5.7227e-04 5.6501e-01 4.3437e-01 5.0693e-05 3.4320e-12
1.7047e+03 1.1147e-17 1.4866e-10 1.5632e-04 3.1672e-01 6.8281e-01 3.1327e-04 1.0764e-10
1.8088e+03 1.2942e-18 1.9121e-11 3.1502e-05 1.3541e-01 8.6287e-01 1.6815e-03 3.2023e-09
1.9193e+03 1.2146e-19 2.0466e-12 5.2889e-06 4.9142e-02 9.4287e-01 7.9816e-03 8.5684e-08
2.0365e+03 8.6991e-21 1.7498e-13 7.2159e-07 1.5305e-02 9.4669e-01 3.8007e-02 2.5219e-06
2.1609e+03 5.3680e-22 1.3506e-14 8.7485e-08 4.2439e-03 8.3871e-01 1.5698e-01 6.2333e-05
2.2929e+03 2.9089e-23 9.4309e-16 9.1571e-09 9.6465e-04 5.6102e-01 4.3711e-01 9.0088e-04
2.4330e+03 1.0984e-24 4.6645e-17 6.4884e-10 1.4486e-04 2.4033e-01 7.5186e-01 7.6709e-03
2.5816e+03 4.0752e-26 2.2680e-18 4.2558e-11 1.8724e-05 8.0088e-02 8.8185e-01 3.8044e-02
2.7393e+03 2.3913e-27 1.6929e-19 3.9922e-12 3.0438e-06 2.8018e-02 8.5420e-01 1.1778e-01
2.9067e+03 2.8304e-28 2.4358e-20 6.8101e-13 7.6996e-07 1.2165e-02 7.5494e-01 2.3289e-01
3.0842e+03 7.9675e-29 7.9631e-21 2.5497e-13 3.6250e-07 7.6487e-03 6.8004e-01 3.1231e-01
3.2726e+03 6.2845e-29 6.8682e-21 2.4217e-13 3.6233e-07 7.8146e-03 6.8644e-01 3.0574e-01
3.4725e+03 1.2482e-28 1.4037e-20 5.2011e-13 6.9667e-07 1.2124e-02 7.6118e-01 2.2669e-01
3.6846e+03 8.0025e-28 8.6393e-20 3.1419e-12 3.0121e-06 3.0410e-02 8.6734e-01 1.0225e-01
3.9097e+03 1.7598e-26 1.7350e-18 5.6112e-11 2.9430e-05 1.1557e-01 8.6326e-01 2.1141e-02
4.1484e+03 3.3665e-25 2.9624e-17 7.7655e-10 2.1718e-04 3.3092e-01 6.6536e-01 3.5053e-03
4.4019e+03 1.3117e-24 1.0555e-16 2.3824e-09 4.8657e-04 4.7418e-01 5.2395e-01 1.3787e-03
4.6708e+03 1.0881e-24 8.9979e-17 2.0967e-09 4.4694e-04 4.5871e-01 5.3932e-01 1.5199e-03
4.9561e+03 4.4785e-25 4.2513e-17 1.1569e-09 3.0106e-04 3.9105e-01 6.0633e-01 2.3130e-03
5.2588e+03 1.8152e-25 1.9901e-17 6.3465e-10 2.0140e-04 3.2938e-01 6.6702e-01 3.4009e-03
5.5800e+03 9.2870e-26 1.1191e-17 3.9745e-10 1.4588e-04 2.8443e-01 7.1085e-01 4.5714e-03
5.9209e+03 8.6429e-26 1.1036e-17 4.1057e-10 1.5266e-04 2.9360e-01 7.0201e-01 4.2371e-03
6.2825e+03 1.3667e-25 1.8044e-17 6.6784e-10 2.2327e-04 3.5566e-01 6.4136e-01 2.7513e-03
6.6663e+03 2.5408e-25 3.3892e-17 1.2083e-09 3.4864e-04 4.3759e-01 5.6046e-01 1.5980e-03
7.0735e+03 6.4019e-25 8.5295e-17 2.8131e-09 6.4460e-04 5.6413e-01 4.3455e-01 6.7708e-04
7.5056e+03 2.6804e-24 3.5907e-16 1.0241e-08 1.5858e-03 7.5288e-01 2.4540e-01 1.3729e-04
7.9641e+03 1.4420e-23 1.9018e-15 4.3272e-08 4.0512e-03 8.9479e-01 1.0114e-01 1.6071e-05
8.4505e+03 9.6897e-23 1.2103e-14 2.0157e-07 1.0416e-02 9.5675e-01 3.2836e-02 1.2713e-06
8.9668e+03 1.3260e-21 1.5567e-13 1.6248e-06 3.6152e-02 9.5774e-01 6.1033e-03 3.1898e-08
9.5145e+03 4.9019e-20 5.3856e-12 2.7803e-05 1.8434e-01 8.1517e-01 4.6338e-04 1.3442e-10
1.0096e+04 3.6850e-18 3.5041e-10 6.2377e-04 7.3815e-01 2.6122e-01 5.0888e-06 2.5646e-14
1.0712e+04 4.0870e-16 3.0108e-08 1.0700e-02 9.8129e-01 8.0103e-03 1.0388e-09 1.2002e-20
1.1367e+04 2.8564e-13 1.1293e-05 3.4374e-01 6.5623e-01 1.6941e-05 1.0878e-15 1.1104e-30
1.2062e+04 1.0609e-10 1.0185e-03 9.9036e-01 8.6240e-03 6.9231e-11 1.1126e-25 0.0000e+00
1.2794e+04 7.2709e-08 8.0682e-02 9.1931e-01 7.2548e-06 1.3706e-18 1.9556e-39 0.0000e+00
1.3528e+04 1.5221e-05 9.5856e-01 4.1426e-02 5.4611e-11 1.7763e-29 0.0000e+00 0.0000e+00
1.4194e+04 2.6335e-04 9.9958e-01 1.6159e-04 3.2148e-17 1.3256e-41 0.0000e+00 0.0000e+00
1.4758e+04 2.3857e-03 9.9761e-01 2.1809e-06 5.2154e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.1305e-02 9.8869e-01 1.1580e-07 3.0838e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 5.7316e-02 9.4268e-01 5.7259e-09 1.7900e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 3.3293e-01 6.6707e-01 1.0798e-10 1.5593e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 8.0584e-01 1.9416e-01 6.7391e-13 2.8577e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 9.7019e-01 2.9815e-02 2.1870e-15 2.4663e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.9523e-01 4.7673e-03 9.4651e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 9.9914e-01 8.6003e-04 5.5468e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 9.9981e-01 1.9187e-04 6.2401e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 9.9997e-01 3.4890e-05 3.7694e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 9.9999e-01 9.5259e-06 7.2153e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.0000e+00 2.3768e-06 1.0058e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.0000e+00 4.0554e-07 4.3001e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.0000e+00 5.9229e-08 1.1500e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.0000e+00 3.6201e-09 2.3624e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.0000e+00 1.0732e-10 6.8697e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.0000e+00 3.7961e-12 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.0000e+00 2.5830e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0000e+00 9.1333e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.0000e+00 1.8247e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.0000e+00 3.5371e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.0000e+00 1.4554e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0000e+00 1.1858e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0000e+00 1.2721e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0000e+00 3.2462e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0000e+00 1.3072e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0000e+00 5.2414e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.0000e+00 1.1132e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.0000e+00 5.6715e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.0000e+00 7.1064e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.0000e+00 1.9083e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.0000e+00 1.8715e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0000e+00 1.9295e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.0000e+00 2.5332e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.0000e+00 4.5269e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.0000e+00 8.5851e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.0000e+00 2.7144e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0000e+00 5.4801e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.0000e+00 5.2369e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.0000e+00 6.4709e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.0000e+00 1.9008e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.0000e+00 6.1011e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.0000e+00 2.0137e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 1.0000e+00 1.0746e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 1.0000e+00 1.9623e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.0000e+00 4.8914e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.0000e+00 7.6793e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.0000e+00 4.6168e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0000e+00 4.0674e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0000e+00 5.9402e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.0000e+00 6.9544e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.0000e+00 2.0083e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.0000e+00 2.6842e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.0000e+00 6.3179e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.0000e+00 3.2959e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 1.0000e+00 3.4155e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 1.0000e+00 9.0207e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.0000e+00 3.3111e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.0000e+00 5.4273e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 1.0000e+00 2.4150e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0000e+00 6.3213e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 1.0000e+00 1.4276e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 1.0000e+00 1.0607e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 1.0000e+00 2.4753e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.0000e+00 1.5945e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 2.7795
#NVEL: 115
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 ne5 ne6
4.4010e+02 4.5202e-14 7.2667e-06 3.8793e-01 6.1206e-01 4.6750e-06 3.3392e-17 1.4503e-33
8.8623e+02 7.4603e-11 2.5727e-04 8.1313e-01 1.8661e-01 7.0596e-07 8.0405e-18 1.7498e-33
9.0614e+02 6.2575e-13 4.3396e-06 1.2705e-01 8.7247e-01 4.7067e-04 3.5574e-12 2.1413e-24
9.4442e+02 1.0402e-13 8.3322e-07 4.8067e-02 9.4952e-01 2.4112e-03 1.4117e-10 1.0218e-21
9.9911e+02 7.9483e-14 6.4867e-07 4.1355e-02 9.5559e-01 3.0545e-03 2.4256e-10 2.5412e-21
1.0608e+03 7.8290e-14 6.3984e-07 4.1019e-02 9.5589e-01 3.0929e-03 2.4958e-10 2.6657e-21
1.1257e+03 7.7619e-14 6.3409e-07 4.0786e-02 9.5609e-01 3.1224e-03 2.5518e-10 2.7686e-21
1.1944e+03 7.3882e-14 6.0462e-07 3.9616e-02 9.5711e-01 3.2703e-03 2.8396e-10 3.3171e-21
1.2673e+03 6.3826e-14 5.2490e-07 3.6329e-02 9.5992e-01 3.7513e-03 3.8997e-10 5.6740e-21
1.3448e+03 2.7593e-14 2.3658e-07 2.2331e-02 9.6976e-01 7.9105e-03 2.1935e-09 1.0505e-19
1.4269e+03 4.5041e-15 4.2722e-08 7.7732e-03 9.5629e-01 3.5936e-02 7.6005e-08 4.2352e-17
1.5140e+03 5.8406e-16 6.3695e-09 2.3202e-03 8.4535e-01 1.5232e-01 2.5653e-06 1.7161e-14
1.6065e+03 9.2956e-17 1.1611e-09 7.3087e-04 6.2274e-01 3.7650e-01 3.1268e-05 1.3950e-12
1.7047e+03 1.5130e-17 2.0967e-10 2.0804e-04 3.6753e-01 6.3206e-01 2.1002e-04 4.8617e-11
1.8088e+03 1.7656e-18 2.7094e-11 4.2594e-05 1.6168e-01 8.3707e-01 1.2096e-03 1.5987e-09
1.9193e+03 1.6669e-19 2.9013e-12 7.1992e-06 5.9387e-02 9.3466e-01 5.9441e-03 4.5073e-08
2.0365e+03 1.1880e-20 2.4513e-13 9.7836e-07 1.8550e-02 9.5226e-01 2.9188e-02 1.3975e-06
2.1609e+03 7.3294e-22 1.8834e-14 1.1940e-07 5.2249e-03 8.6848e-01 1.2626e-01 3.6980e-05
2.2929e+03 4.0550e-23 1.3411e-15 1.2918e-08 1.2422e-03 6.1724e-01 3.8093e-01 5.9303e-04
2.4330e+03 1.5894e-24 6.8595e-17 9.5642e-10 1.9669e-04 2.8244e-01 7.1176e-01 5.6016e-03
2.5816e+03 5.9616e-26 3.3554e-18 6.3542e-11 2.5931e-05 9.7030e-02 8.7334e-01 2.9608e-02
2.7393e+03 3.4996e-27 2.4998e-19 5.9845e-12 4.2562e-06 3.4548e-02 8.6996e-01 9.5491e-02
2.9067e+03 4.1318e-28 3.5870e-20 1.0226e-12 1.0847e-06 1.5231e-02 7.8869e-01 1.9608e-01
3.0842e+03 1.1692e-28 1.1786e-20 3.8544e-13 5.1522e-07 9.6913e-03 7.2185e-01 2.6846e-01
3.2726e+03 9.2013e-29 1.0149e-20 3.6535e-13 5.1402e-07 9.8848e-03 7.2761e-01 2.6250e-01
3.4725e+03 1.8349e-28 2.0828e-20 7.8560e-13 9.8561e-07 1.5211e-02 7.9470e-01 1.9008e-01
3.6846e+03 1.1839e-27 1.2910e-19 4.7478e-12 4.2331e-06 3.7543e-02 8.8032e-01 8.2131e-02
3.9097e+03 2.6525e-26 2.6500e-18 8.5704e-11 4.1332e-05 1.4030e-01 8.4372e-01 1.5935e-02
4.1484e+03 4.9831e-25 4.4689e-17 1.1603e-09 2.9591e-04 3.8486e-01 6.1241e-01 2.4351e-03
4.4019e+03 1.9200e-24 1.5763e-16 3.5045e-09 6.4886e-04 5.3531e-01 4.6313e-01 9.0776e-04
4.6708e+03 1.6063e-24 1.3548e-16 3.1083e-09 5.9998e-04 5.2042e-01 4.7798e-01 1.0007e-03
4.9561e+03 6.7212e-25 6.5051e-17 1.7449e-09 4.1124e-04 4.5143e-01 5.4661e-01 1.5487e-03
5.2588e+03 2.7494e-25 3.0735e-17 9.6783e-10 2.7857e-04 3.8580e-01 6.1160e-01 2.3228e-03
5.5800e+03 1.4113e-25 1.7340e-17 6.0910e-10 2.0317e-04 3.3633e-01 6.6029e-01 3.1761e-03
5.9209e+03 1.3134e-25 1.7113e-17 6.2931e-10 2.1253e-04 3.4668e-01 6.5018e-01 2.9295e-03
6.2825e+03 2.0496e-25 2.7674e-17 1.0107e-09 3.0668e-04 4.1377e-01 5.8406e-01 1.8650e-03
6.6663e+03 3.7725e-25 5.1544e-17 1.8079e-09 4.7218e-04 4.9994e-01 4.9853e-01 1.0508e-03
7.0735e+03 9.3857e-25 1.2826e-16 4.1397e-09 8.5442e-04 6.2641e-01 3.7231e-01 4.2413e-04
7.5056e+03 3.8753e-24 5.3288e-16 1.4726e-08 2.0357e-03 7.9978e-01 1.9810e-01 7.9529e-05
7.9641e+03 2.0853e-23 2.8250e-15 6.1583e-08 5.0930e-03 9.1750e-01 7.7394e-02 8.6293e-06
8.4505e+03 1.4173e-22 1.8231e-14 2.8812e-07 1.3029e-02 9.6275e-01 2.4220e-02 6.4322e-07
8.9668e+03 1.9908e-21 2.4182e-13 2.3681e-06 4.5513e-02 9.5017e-01 4.3174e-03 1.4940e-08
9.5145e+03 7.4512e-20 8.4766e-12 4.0425e-05 2.2748e-01 7.7217e-01 3.0261e-04 5.5655e-11
1.0096e+04 5.1135e-18 5.0150e-10 8.0864e-04 7.9201e-01 2.0718e-01 2.6517e-06 7.9636e-15
1.0712e+04 5.7107e-16 4.2795e-08 1.3421e-02 9.8099e-01 5.5869e-03 4.4211e-10 2.7658e-21
1.1367e+04 4.0626e-13 1.5722e-05 4.0838e-01 5.9160e-01 9.8825e-06 3.5231e-16 1.7217e-31
1.2062e+04 1.3788e-10 1.2393e-03 9.9255e-01 6.2096e-03 2.9561e-11 2.3633e-26 0.0000e+00
1.2794e+04 1.1466e-07 1.0958e-01 8.9041e-01 4.0336e-06 3.1945e-19 1.4485e-40 0.0000e+00
1.3528e+04 1.7100e-05 9.6768e-01 3.2299e-02 2.7608e-11 4.4941e-30 0.0000e+00 0.0000e+00
1.4194e+04 2.9556e-04 9.9958e-01 1.2328e-04 1.5643e-17 3.1473e-42 0.0000e+00 0.0000e+00
1.4758e+04 2.4797e-03 9.9752e-01 1.9199e-06 3.6493e-22 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.1916e-02 9.8808e-01 9.9106e-08 2.0098e-25 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 6.2956e-02 9.3704e-01 4.4640e-09 9.2798e-29 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 3.2124e-01 6.7876e-01 1.1465e-10 1.7065e-32 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 8.0123e-01 1.9877e-01 6.8847e-13 2.8105e-37 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 9.6903e-01 3.0974e-02 2.3127e-15 2.5896e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 9.9561e-01 4.3906e-03 7.0446e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 9.9928e-01 7.1806e-04 3.1029e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 9.9985e-01 1.4580e-04 2.6438e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 9.9996e-01 3.7828e-05 4.5395e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 9.9999e-01 9.5034e-06 6.7987e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.0000e+00 2.3058e-06 8.7138e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.0000e+00 4.3517e-07 5.0490e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.0000e+00 4.8770e-08 6.1311e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 1.0000e+00 3.3255e-09 1.7450e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 1.0000e+00 1.5697e-10 1.9475e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.0000e+00 4.1513e-12 4.2039e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.0000e+00 1.8635e-13 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 1.0000e+00 4.0661e-14 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
