#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
3909.64 3.29e-26 1.94e-17 2.08e-09 7.22e-04 9.99e-01 
4148.46 3.59e-26 2.28e-17 2.39e-09 7.61e-04 9.99e-01 
4401.86 7.08e-26 4.28e-17 3.82e-09 1.01e-03 9.99e-01 
4670.75 1.20e-25 7.10e-17 5.77e-09 1.28e-03 9.99e-01 
4956.05 1.41e-25 9.22e-17 7.30e-09 1.50e-03 9.98e-01 
5258.79 1.51e-25 1.10e-16 8.69e-09 1.70e-03 9.98e-01 
5580.02 2.31e-25 1.77e-16 1.29e-08 2.13e-03 9.98e-01 
5920.87 4.24e-25 3.36e-16 2.14e-08 2.86e-03 9.97e-01 
6282.54 7.81e-25 6.48e-16 3.61e-08 3.83e-03 9.96e-01 
6666.30 1.99e-24 1.66e-15 7.40e-08 5.68e-03 9.94e-01 
7073.50 6.37e-24 5.31e-15 1.79e-07 9.14e-03 9.91e-01 
7505.58 2.43e-23 2.10e-14 5.17e-07 1.64e-02 9.84e-01 
7964.05 1.83e-22 1.58e-13 2.45e-06 3.91e-02 9.61e-01 
8450.53 2.57e-21 2.17e-12 1.82e-05 1.17e-01 8.83e-01 
8966.72 4.28e-20 3.54e-11 1.46e-04 3.34e-01 6.66e-01 
9514.44 1.09e-18 9.17e-10 1.42e-03 7.65e-01 2.33e-01 
10095.62 4.72e-17 3.83e-08 1.42e-02 9.64e-01 2.18e-02 
10712.30 4.46e-15 3.63e-06 1.97e-01 8.02e-01 4.46e-04 
11366.65 1.76e-13 1.57e-04 8.74e-01 1.25e-01 3.80e-07 
12061.10 2.69e-12 2.61e-03 9.94e-01 2.91e-03 4.60e-11 
12793.43 5.51e-11 5.84e-02 9.42e-01 1.85e-05 4.82e-16 
13528.61 6.09e-10 6.74e-01 3.26e-01 3.01e-08 5.65e-22 
14194.74 8.89e-10 9.72e-01 2.81e-02 2.36e-11 9.05e-28 
14757.77 8.66e-10 9.99e-01 1.38e-03 3.49e-14 5.89e-33 
15240.48 1.06e-09 1.00e+00 1.63e-04 1.98e-16 2.51e-36 
15646.99 1.61e-09 1.00e+00 1.87e-05 9.29e-19 2.00e-36 
15960.30 2.86e-09 1.00e+00 1.98e-06 3.87e-21 1.63e-36 
16187.41 3.88e-09 1.00e+00 4.06e-07 7.83e-23 1.79e-36 
16354.17 4.62e-09 1.00e+00 1.04e-07 2.71e-24 2.17e-36 
16484.18 4.55e-09 1.00e+00 4.03e-08 3.66e-25 2.88e-36 
16593.12 4.27e-09 1.00e+00 2.11e-08 3.69e-26 3.99e-36 
16691.99 4.28e-09 1.00e+00 7.77e-09 3.86e-27 5.34e-36 
16788.59 3.95e-09 1.00e+00 6.23e-09 1.64e-27 6.93e-36 
16888.37 4.14e-09 1.00e+00 2.28e-09 2.29e-28 9.06e-36 
16998.79 3.98e-09 1.00e+00 1.21e-09 4.13e-29 1.24e-35 
17146.37 4.15e-09 1.00e+00 6.42e-10 8.55e-30 1.82e-35 
17415.23 4.26e-09 1.00e+00 1.24e-10 5.26e-30 3.19e-35 
17888.12 4.24e-09 1.00e+00 1.11e-11 1.05e-29 8.66e-35 
18532.37 5.32e-09 1.00e+00 6.27e-13 1.51e-29 2.31e-34 
19260.76 6.19e-09 1.00e+00 2.50e-14 3.50e-29 4.64e-34 
20034.10 5.43e-09 1.00e+00 1.42e-15 3.92e-29 5.39e-34 
20838.00 4.70e-09 1.00e+00 2.73e-16 3.99e-29 3.67e-34 
21647.97 4.29e-09 1.00e+00 1.15e-17 3.05e-29 2.37e-34 
22447.94 3.83e-09 1.00e+00 8.75e-19 3.06e-30 2.29e-34 
23245.88 3.50e-09 1.00e+00 1.95e-19 9.49e-30 2.87e-34 
24052.47 3.34e-09 1.00e+00 1.24e-20 7.45e-30 3.96e-34 
24867.72 3.50e-09 1.00e+00 7.78e-22 8.17e-34 5.61e-34 
25698.86 3.66e-09 1.00e+00 1.32e-22 1.19e-33 8.19e-34 
26587.16 3.69e-09 1.00e+00 7.15e-23 9.04e-31 1.27e-33 
27637.54 4.00e-09 1.00e+00 1.31e-24 3.21e-33 2.24e-33 
28986.97 4.25e-09 1.00e+00 9.99e-26 7.03e-33 4.95e-33 
#TIME: 6.90 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 4.59e-21 9.15e-13 7.67e-06 6.94e-02 9.31e-01 
999.11 5.87e-22 1.20e-13 1.53e-06 2.85e-02 9.72e-01 
1267.34 1.28e-22 2.62e-14 4.61e-07 1.46e-02 9.85e-01 
1514.05 4.64e-23 9.49e-15 2.09e-07 9.49e-03 9.91e-01 
1808.80 1.40e-23 3.06e-15 8.87e-08 5.96e-03 9.94e-01 
1919.29 5.75e-24 1.34e-15 4.68e-08 4.24e-03 9.96e-01 
2160.92 2.40e-24 5.98e-16 2.56e-08 3.10e-03 9.97e-01 
2292.92 1.06e-24 2.88e-16 1.47e-08 2.27e-03 9.98e-01 
2432.98 5.59e-25 1.63e-16 9.71e-09 1.83e-03 9.98e-01 
2581.60 3.25e-25 1.01e-16 6.81e-09 1.51e-03 9.98e-01 
2739.29 2.30e-25 7.61e-17 5.44e-09 1.33e-03 9.99e-01 
2906.62 1.50e-25 5.31e-17 4.10e-09 1.12e-03 9.99e-01 
3084.17 1.07e-25 4.10e-17 3.43e-09 1.02e-03 9.99e-01 
3272.56 6.65e-26 2.84e-17 2.57e-09 8.33e-04 9.99e-01 
3472.46 6.08e-26 2.86e-17 2.71e-09 8.77e-04 9.99e-01 
3684.57 5.84e-26 3.07e-17 2.96e-09 9.32e-04 9.99e-01 
3909.64 4.25e-26 2.59e-17 2.63e-09 8.32e-04 9.99e-01 
4148.46 5.05e-26 3.29e-17 3.21e-09 9.31e-04 9.99e-01 
4401.86 9.41e-26 5.81e-17 4.98e-09 1.18e-03 9.99e-01 
4670.75 1.53e-25 9.38e-17 7.21e-09 1.45e-03 9.99e-01 
4956.05 1.91e-25 1.29e-16 9.53e-09 1.75e-03 9.98e-01 
5258.79 1.97e-25 1.48e-16 1.12e-08 1.96e-03 9.98e-01 
5580.02 3.26e-25 2.57e-16 1.73e-08 2.53e-03 9.97e-01 
5920.87 5.71e-25 4.70e-16 2.82e-08 3.36e-03 9.97e-01 
6282.54 1.10e-24 9.36e-16 4.81e-08 4.48e-03 9.96e-01 
6666.30 2.78e-24 2.40e-15 1.00e-07 6.72e-03 9.93e-01 
7073.50 9.42e-24 8.12e-15 2.51e-07 1.11e-02 9.89e-01 
7505.58 3.93e-23 3.49e-14 7.76e-07 2.08e-02 9.79e-01 
7964.05 2.94e-22 2.67e-13 3.76e-06 5.05e-02 9.50e-01 
8450.53 4.29e-21 3.71e-12 2.74e-05 1.46e-01 8.54e-01 
8966.72 6.64e-20 5.83e-11 2.15e-04 4.02e-01 5.97e-01 
9514.44 1.59e-18 1.41e-09 1.90e-03 8.16e-01 1.82e-01 
10095.62 6.93e-17 5.84e-08 1.85e-02 9.66e-01 1.58e-02 
10712.30 6.52e-15 5.54e-06 2.49e-01 7.51e-01 2.47e-04 
11366.65 2.09e-13 1.96e-04 9.00e-01 9.94e-02 2.11e-07 
12061.10 3.21e-12 3.26e-03 9.95e-01 1.83e-03 2.17e-11 
12793.43 6.36e-11 7.10e-02 9.29e-01 1.30e-04 1.04e-14 
13528.61 6.32e-10 7.25e-01 2.75e-01 1.88e-08 2.18e-22 
14194.74 8.73e-10 9.88e-01 1.20e-02 7.05e-12 1.17e-28 
14757.77 8.63e-10 9.99e-01 1.12e-03 1.84e-14 7.93e-33 
15240.48 1.03e-09 1.00e+00 1.38e-04 1.33e-16 2.67e-36 
15646.99 1.58e-09 1.00e+00 1.59e-05 5.73e-19 2.13e-36 
15960.30 2.77e-09 1.00e+00 1.81e-06 2.76e-21 1.73e-36 
16187.41 3.82e-09 1.00e+00 3.47e-07 6.44e-23 1.90e-36 
16354.17 4.41e-09 1.00e+00 1.02e-07 3.90e-24 2.31e-36 
16484.18 4.41e-09 1.00e+00 3.56e-08 2.19e-25 3.06e-36 
16593.12 3.97e-09 1.00e+00 2.37e-08 7.23e-26 4.25e-36 
16691.99 4.16e-09 1.00e+00 8.72e-09 4.75e-27 5.68e-36 
16788.59 3.92e-09 1.00e+00 5.18e-09 1.37e-27 7.37e-36 
16888.37 4.20e-09 1.00e+00 2.28e-09 2.14e-28 9.63e-36 
16998.79 3.81e-09 1.00e+00 1.28e-09 2.94e-29 1.32e-35 
17146.37 3.84e-09 1.00e+00 5.77e-10 6.51e-30 1.94e-35 
17415.23 4.07e-09 1.00e+00 1.18e-10 4.27e-30 3.39e-35 
17888.12 4.39e-09 1.00e+00 9.51e-12 7.25e-30 9.21e-35 
18532.37 4.97e-09 1.00e+00 3.46e-13 6.33e-30 2.46e-34 
19260.76 5.59e-09 1.00e+00 3.91e-14 4.39e-29 4.94e-34 
20034.10 5.27e-09 1.00e+00 1.33e-15 1.77e-29 5.74e-34 
20838.00 4.79e-09 1.00e+00 6.43e-17 1.84e-30 3.90e-34 
21647.97 4.20e-09 1.00e+00 3.96e-18 6.12e-31 2.52e-34 
22447.94 3.60e-09 1.00e+00 2.13e-19 3.61e-34 2.44e-34 
23245.88 3.51e-09 1.00e+00 4.30e-20 7.77e-32 3.05e-34 
24052.47 3.25e-09 1.00e+00 5.70e-20 4.25e-29 4.21e-34 
24867.72 3.36e-09 1.00e+00 3.21e-21 1.47e-29 5.97e-34 
25698.86 3.51e-09 1.00e+00 1.50e-22 1.71e-32 8.70e-34 
26587.16 3.96e-09 1.00e+00 2.23e-23 2.05e-32 1.35e-33 
27637.54 4.43e-09 1.00e+00 1.81e-23 2.68e-28 2.39e-33 
28986.97 3.73e-09 1.00e+00 2.03e-25 7.48e-33 5.26e-33 
#TIME: 7.04 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 3.88e-21 8.06e-13 6.98e-06 6.60e-02 9.34e-01 
999.11 5.97e-22 1.29e-13 1.61e-06 2.93e-02 9.71e-01 
1267.34 1.31e-22 2.89e-14 4.91e-07 1.51e-02 9.85e-01 
1514.05 4.84e-23 1.03e-14 2.24e-07 9.82e-03 9.90e-01 
1808.80 1.56e-23 3.62e-15 1.00e-07 6.35e-03 9.94e-01 
1919.29 6.70e-24 1.62e-15 5.52e-08 4.70e-03 9.95e-01 
2160.92 3.00e-24 7.83e-16 3.20e-08 3.54e-03 9.96e-01 
2292.92 1.36e-24 3.83e-16 1.87e-08 2.64e-03 9.97e-01 
2432.98 7.05e-25 2.17e-16 1.22e-08 2.11e-03 9.98e-01 
2581.60 4.16e-25 1.35e-16 8.60e-09 1.73e-03 9.98e-01 
2739.29 3.02e-25 1.03e-16 7.07e-09 1.56e-03 9.98e-01 
2906.62 2.02e-25 7.41e-17 5.44e-09 1.33e-03 9.99e-01 
3084.17 1.43e-25 5.77e-17 4.51e-09 1.20e-03 9.99e-01 
3272.56 9.42e-26 4.20e-17 3.57e-09 1.04e-03 9.99e-01 
3472.46 8.39e-26 4.11e-17 3.62e-09 1.05e-03 9.99e-01 
3684.57 7.83e-26 4.29e-17 3.87e-09 1.09e-03 9.99e-01 
3909.64 5.44e-26 3.43e-17 3.32e-09 9.52e-04 9.99e-01 
4148.46 6.33e-26 4.24e-17 4.02e-09 1.06e-03 9.99e-01 
4401.86 1.22e-25 7.79e-17 6.29e-09 1.34e-03 9.99e-01 
4670.75 2.11e-25 1.33e-16 9.52e-09 1.71e-03 9.98e-01 
4956.05 2.55e-25 1.77e-16 1.25e-08 2.08e-03 9.98e-01 
5258.79 2.69e-25 2.09e-16 1.46e-08 2.29e-03 9.98e-01 
5580.02 4.58e-25 3.71e-16 2.32e-08 3.00e-03 9.97e-01 
5920.87 7.77e-25 6.60e-16 3.68e-08 3.86e-03 9.96e-01 
6282.54 1.57e-24 1.38e-15 6.56e-08 5.34e-03 9.95e-01 
6666.30 3.94e-24 3.52e-15 1.34e-07 7.82e-03 9.92e-01 
7073.50 1.37e-23 1.23e-14 3.49e-07 1.33e-02 9.87e-01 
7505.58 6.18e-23 5.70e-14 1.15e-06 2.61e-02 9.74e-01 
7964.05 4.73e-22 4.39e-13 5.50e-06 6.15e-02 9.38e-01 
8450.53 7.19e-21 6.47e-12 4.24e-05 1.86e-01 8.14e-01 
8966.72 1.04e-19 9.42e-11 3.04e-04 4.65e-01 5.35e-01 
9514.44 2.36e-18 2.17e-09 2.52e-03 8.54e-01 1.43e-01 
10095.62 1.05e-16 9.30e-08 2.44e-02 9.66e-01 9.97e-03 
10712.30 9.11e-15 8.17e-06 3.06e-01 6.94e-01 1.74e-04 
11366.65 2.60e-13 2.51e-04 9.29e-01 7.04e-02 8.80e-08 
12061.10 3.84e-12 4.03e-03 9.94e-01 1.59e-03 9.12e-12 
12793.43 7.51e-11 8.73e-02 9.13e-01 9.16e-06 2.29e-16 
13528.61 6.43e-10 7.68e-01 2.32e-01 1.15e-08 1.01e-22 
14194.74 8.49e-10 9.91e-01 9.47e-03 4.02e-12 3.16e-29 
14757.77 8.08e-10 9.90e-01 1.00e-02 1.35e-13 8.11e-32 
15240.48 9.91e-10 1.00e+00 1.26e-04 9.27e-17 2.84e-36 
15646.99 1.52e-09 1.00e+00 1.47e-05 4.96e-19 2.26e-36 
15960.30 2.70e-09 1.00e+00 1.62e-06 2.52e-21 1.84e-36 
16187.41 3.62e-09 1.00e+00 3.23e-07 5.56e-23 2.02e-36 
16354.17 4.37e-09 1.00e+00 7.57e-08 2.09e-24 2.45e-36 
16484.18 4.48e-09 1.00e+00 3.03e-08 1.11e-25 3.26e-36 
16593.12 4.14e-09 1.00e+00 1.77e-08 1.70e-26 4.51e-36 
16691.99 3.97e-09 1.00e+00 9.85e-09 3.37e-27 6.04e-36 
16788.59 3.81e-09 1.00e+00 3.93e-09 4.20e-28 7.84e-36 
16888.37 3.84e-09 1.00e+00 2.66e-09 2.11e-28 1.02e-35 
16998.79 3.62e-09 1.00e+00 1.39e-09 4.10e-29 1.40e-35 
17146.37 3.85e-09 1.00e+00 5.14e-10 7.64e-30 2.06e-35 
17415.23 3.95e-09 1.00e+00 1.22e-10 5.70e-30 3.60e-35 
17888.12 4.07e-09 1.00e+00 1.13e-11 1.40e-29 9.79e-35 
18532.37 4.84e-09 1.00e+00 4.50e-13 2.68e-29 2.61e-34 
19260.76 5.32e-09 1.00e+00 4.87e-14 3.48e-29 5.25e-34 
20034.10 5.12e-09 1.00e+00 1.30e-15 1.81e-29 6.10e-34 
20838.00 4.19e-09 1.00e+00 1.36e-16 2.97e-29 4.15e-34 
21647.97 3.81e-09 1.00e+00 1.72e-17 4.35e-29 2.68e-34 
22447.94 3.45e-09 1.00e+00 4.64e-19 1.73e-30 2.59e-34 
23245.88 3.22e-09 1.00e+00 5.92e-19 2.07e-28 3.24e-34 
24052.47 3.01e-09 1.00e+00 1.14e-18 4.35e-28 4.47e-34 
24867.72 2.98e-09 1.00e+00 4.07e-21 4.39e-30 6.35e-34 
25698.86 3.14e-09 1.00e+00 2.83e-22 2.68e-30 9.26e-34 
26587.16 5.45e-09 1.00e+00 2.07e-21 6.87e-29 1.44e-33 
27637.54 3.59e-09 1.00e+00 1.70e-24 3.63e-33 2.54e-33 
28986.97 3.16e-09 1.00e+00 1.70e-25 7.95e-33 5.60e-33 
#TIME: 7.19 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 3.09e-21 7.00e-13 6.27e-06 6.31e-02 9.37e-01 
999.11 6.37e-22 1.44e-13 1.75e-06 3.09e-02 9.69e-01 
1267.34 1.53e-22 3.47e-14 5.74e-07 1.68e-02 9.83e-01 
1514.05 5.10e-23 1.16e-14 2.45e-07 1.03e-02 9.90e-01 
1808.80 1.80e-23 4.33e-15 1.17e-07 6.98e-03 9.93e-01 
1919.29 7.76e-24 1.99e-15 6.48e-08 5.13e-03 9.95e-01 
2160.92 3.66e-24 9.96e-16 3.90e-08 3.97e-03 9.96e-01 
2292.92 1.69e-24 4.95e-16 2.31e-08 2.99e-03 9.97e-01 
2432.98 9.07e-25 2.90e-16 1.56e-08 2.44e-03 9.98e-01 
2581.60 5.34e-25 1.83e-16 1.10e-08 2.02e-03 9.98e-01 
2739.29 3.85e-25 1.37e-16 8.98e-09 1.81e-03 9.98e-01 
2906.62 2.78e-25 1.05e-16 7.33e-09 1.61e-03 9.98e-01 
3084.17 1.99e-25 8.14e-17 6.15e-09 1.46e-03 9.99e-01 
3272.56 1.31e-25 6.01e-17 4.84e-09 1.25e-03 9.99e-01 
3472.46 1.13e-25 5.70e-17 4.80e-09 1.25e-03 9.99e-01 
3684.57 1.04e-25 5.81e-17 5.05e-09 1.29e-03 9.99e-01 
3909.64 7.12e-26 4.61e-17 4.28e-09 1.12e-03 9.99e-01 
4148.46 8.10e-26 5.63e-17 5.03e-09 1.20e-03 9.99e-01 
4401.86 1.66e-25 1.09e-16 8.27e-09 1.59e-03 9.98e-01 
4670.75 2.95e-25 1.92e-16 1.29e-08 2.07e-03 9.98e-01 
4956.05 3.43e-25 2.45e-16 1.61e-08 2.38e-03 9.98e-01 
5258.79 3.83e-25 3.05e-16 1.97e-08 2.71e-03 9.97e-01 
5580.02 6.14e-25 5.17e-16 3.05e-08 3.50e-03 9.97e-01 
5920.87 1.10e-24 9.58e-16 4.92e-08 4.54e-03 9.95e-01 
6282.54 2.22e-24 2.02e-15 8.91e-08 6.33e-03 9.94e-01 
6666.30 6.00e-24 5.47e-15 1.89e-07 9.54e-03 9.90e-01 
7073.50 2.11e-23 1.93e-14 4.95e-07 1.61e-02 9.84e-01 
7505.58 9.80e-23 9.28e-14 1.68e-06 3.21e-02 9.68e-01 
7964.05 8.02e-22 7.68e-13 8.56e-06 7.96e-02 9.20e-01 
8450.53 1.18e-20 1.11e-11 6.43e-05 2.30e-01 7.70e-01 
8966.72 1.66e-19 1.56e-10 4.39e-04 5.39e-01 4.60e-01 
9514.44 3.48e-18 3.35e-09 3.36e-03 8.91e-01 1.05e-01 
10095.62 1.60e-16 1.49e-07 3.25e-02 9.61e-01 6.73e-03 
10712.30 1.28e-14 1.21e-05 3.74e-01 6.26e-01 8.57e-05 
11366.65 3.11e-13 3.13e-04 9.46e-01 5.38e-02 6.27e-07 
12061.10 4.53e-12 4.95e-03 9.94e-01 1.07e-03 5.89e-12 
12793.43 8.64e-11 1.05e-01 8.95e-01 6.37e-06 3.06e-17 
13528.61 6.65e-10 8.12e-01 1.88e-01 6.50e-09 2.17e-23 
14194.74 8.06e-10 9.86e-01 1.38e-02 4.61e-12 8.09e-29 
14757.77 8.04e-10 9.99e-01 8.03e-04 9.57e-15 5.99e-35 
15240.48 9.85e-10 1.00e+00 9.88e-05 5.22e-17 3.02e-36 
15646.99 1.47e-09 1.00e+00 1.24e-05 2.85e-19 2.40e-36 
15960.30 2.56e-09 1.00e+00 1.47e-06 1.98e-21 1.96e-36 
16187.41 3.60e-09 1.00e+00 2.67e-07 2.57e-23 2.15e-36 
16354.17 4.13e-09 1.00e+00 7.40e-08 9.25e-25 2.61e-36 
16484.18 4.03e-09 1.00e+00 3.36e-08 1.65e-25 3.46e-36 
16593.12 4.09e-09 1.00e+00 1.35e-08 1.96e-26 4.80e-36 
16691.99 3.73e-09 1.00e+00 9.11e-09 3.87e-27 6.42e-36 
16788.59 3.54e-09 1.00e+00 4.01e-09 8.69e-28 8.34e-36 
16888.37 3.58e-09 1.00e+00 2.72e-09 3.34e-28 1.09e-35 
16998.79 3.76e-09 1.00e+00 1.28e-09 3.26e-29 1.49e-35 
17146.37 3.72e-09 1.00e+00 4.23e-10 5.31e-30 2.19e-35 
17415.23 3.80e-09 1.00e+00 1.23e-10 6.44e-30 3.83e-35 
17888.12 3.89e-09 1.00e+00 9.53e-12 1.06e-29 1.04e-34 
18532.37 4.56e-09 1.00e+00 7.13e-13 3.69e-29 2.78e-34 
19260.76 4.99e-09 1.00e+00 3.37e-14 2.18e-29 5.58e-34 
20034.10 4.79e-09 1.00e+00 1.82e-15 4.24e-29 6.49e-34 
20838.00 4.74e-09 1.00e+00 2.27e-16 4.08e-29 4.41e-34 
21647.97 5.30e-09 1.00e+00 2.29e-17 6.16e-30 2.85e-34 
22447.94 3.21e-09 1.00e+00 3.68e-18 1.04e-28 2.76e-34 
23245.88 2.95e-09 1.00e+00 1.66e-19 8.36e-31 3.45e-34 
24052.47 2.88e-09 1.00e+00 3.87e-20 1.88e-31 4.76e-34 
24867.72 2.86e-09 1.00e+00 5.99e-21 7.18e-30 6.75e-34 
25698.86 2.95e-09 1.00e+00 1.11e-21 2.94e-29 9.84e-34 
26587.16 3.05e-09 1.00e+00 2.96e-23 2.21e-33 1.53e-33 
27637.54 3.30e-09 1.00e+00 1.56e-24 3.86e-33 2.70e-33 
28986.97 3.10e-09 1.00e+00 3.07e-25 8.46e-33 5.95e-33 
#TIME: 7.34 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
440.10 3.15e-21 7.46e-13 6.49e-06 6.45e-02 9.36e-01 
999.11 6.69e-22 1.58e-13 1.90e-06 3.28e-02 9.67e-01 
1267.34 1.62e-22 3.87e-14 6.25e-07 1.75e-02 9.82e-01 
1514.05 5.89e-23 1.41e-14 2.85e-07 1.13e-02 9.89e-01 
1808.80 1.92e-23 4.87e-15 1.29e-07 7.35e-03 9.93e-01 
1919.29 9.80e-24 2.60e-15 8.02e-08 5.79e-03 9.94e-01 
2160.92 4.46e-24 1.27e-15 4.75e-08 4.45e-03 9.96e-01 
2292.92 2.06e-24 6.33e-16 2.83e-08 3.35e-03 9.97e-01 
2432.98 1.12e-24 3.67e-16 1.91e-08 2.74e-03 9.97e-01 
2581.60 7.21e-25 2.57e-16 1.45e-08 2.37e-03 9.98e-01 
2739.29 4.97e-25 1.85e-16 1.14e-08 2.09e-03 9.98e-01 
2906.62 3.69e-25 1.45e-16 9.56e-09 1.89e-03 9.98e-01 
3084.17 2.61e-25 1.12e-16 7.92e-09 1.69e-03 9.98e-01 
3272.56 1.81e-25 8.55e-17 6.56e-09 1.51e-03 9.98e-01 
3472.46 1.54e-25 8.06e-17 6.40e-09 1.49e-03 9.99e-01 
3684.57 1.42e-25 8.31e-17 6.71e-09 1.53e-03 9.98e-01 
3909.64 9.46e-26 6.34e-17 5.48e-09 1.29e-03 9.99e-01 
4148.46 1.13e-25 8.07e-17 6.70e-09 1.43e-03 9.99e-01 
4401.86 2.30e-25 1.56e-16 1.10e-08 1.90e-03 9.98e-01 
4670.75 3.99e-25 2.68e-16 1.69e-08 2.41e-03 9.98e-01 
4956.05 4.71e-25 3.49e-16 2.13e-08 2.80e-03 9.97e-01 
5258.79 5.26e-25 4.34e-16 2.64e-08 3.22e-03 9.97e-01 
5580.02 8.47e-25 7.35e-16 4.00e-08 4.04e-03 9.96e-01 
5920.87 1.56e-24 1.40e-15 6.67e-08 5.39e-03 9.95e-01 
6282.54 3.20e-24 3.01e-15 1.21e-07 7.45e-03 9.93e-01 
6666.30 8.66e-24 8.25e-15 2.64e-07 1.15e-02 9.88e-01 
7073.50 3.39e-23 3.20e-14 7.40e-07 2.04e-02 9.80e-01 
7505.58 1.58e-22 1.56e-13 2.54e-06 4.08e-02 9.59e-01 
7964.05 1.30e-21 1.30e-12 1.31e-05 1.01e-01 8.99e-01 
8450.53 1.97e-20 1.91e-11 9.72e-05 2.83e-01 7.17e-01 
8966.72 2.56e-19 2.54e-10 6.27e-04 6.18e-01 3.82e-01 
9514.44 4.91e-18 4.98e-09 4.32e-03 9.15e-01 8.03e-02 
10095.62 2.47e-16 2.41e-07 4.37e-02 9.52e-01 4.06e-03 
10712.30 1.77e-14 1.76e-05 4.47e-01 5.53e-01 6.61e-05 
11366.65 3.65e-13 3.83e-04 9.59e-01 4.09e-02 3.61e-08 
12061.10 5.38e-12 6.12e-03 9.93e-01 8.21e-04 2.66e-12 
12793.43 1.03e-10 1.30e-01 8.70e-01 4.22e-06 1.33e-17 
13528.61 6.67e-10 8.43e-01 1.57e-01 3.86e-09 7.57e-24 
14194.74 7.93e-10 9.84e-01 1.60e-02 4.01e-12 2.22e-29 
14757.77 7.79e-10 9.99e-01 6.85e-04 5.73e-15 1.81e-34 
15240.48 9.30e-10 1.00e+00 9.09e-05 4.66e-17 3.21e-36 
15646.99 1.40e-09 1.00e+00 1.12e-05 1.91e-19 2.56e-36 
15960.30 2.48e-09 1.00e+00 1.39e-06 1.72e-21 2.08e-36 
16187.41 3.46e-09 1.00e+00 2.45e-07 4.57e-23 2.28e-36 
16354.17 3.95e-09 1.00e+00 7.03e-08 9.73e-25 2.77e-36 
16484.18 3.97e-09 1.00e+00 2.87e-08 1.12e-25 3.68e-36 
16593.12 3.77e-09 1.00e+00 1.86e-08 1.73e-26 5.10e-36 
16691.99 3.63e-09 1.00e+00 6.04e-09 3.43e-27 6.83e-36 
16788.59 3.58e-09 1.00e+00 3.88e-09 7.34e-28 8.87e-36 
16888.37 3.63e-09 1.00e+00 1.99e-09 5.81e-29 1.16e-35 
16998.79 3.29e-09 1.00e+00 1.14e-09 4.60e-29 1.59e-35 
17146.37 3.55e-09 1.00e+00 4.78e-10 7.41e-30 2.33e-35 
17415.23 3.59e-09 1.00e+00 1.12e-10 5.84e-30 4.08e-35 
17888.12 3.79e-09 1.00e+00 1.11e-11 1.72e-29 1.11e-34 
18532.37 4.37e-09 1.00e+00 8.06e-13 2.72e-29 2.95e-34 
19260.76 4.77e-09 1.00e+00 3.22e-14 3.19e-29 5.94e-34 
20034.10 4.58e-09 1.00e+00 2.32e-15 2.93e-29 6.90e-34 
20838.00 4.97e-09 1.00e+00 1.59e-16 1.02e-29 4.69e-34 
21647.97 3.49e-09 1.00e+00 2.04e-17 9.27e-30 3.03e-34 
22447.94 3.09e-09 1.00e+00 2.32e-18 4.51e-30 2.93e-34 
23245.88 2.88e-09 1.00e+00 6.44e-19 5.99e-29 3.67e-34 
24052.47 2.49e-09 1.00e+00 2.45e-19 2.41e-28 5.06e-34 
24867.72 2.66e-09 1.00e+00 1.92e-21 1.98e-31 7.18e-34 
25698.86 2.77e-09 1.00e+00 8.38e-22 3.84e-30 1.05e-33 
26587.16 2.83e-09 1.00e+00 2.12e-23 2.35e-33 1.63e-33 
27637.54 3.21e-09 1.00e+00 1.54e-24 4.11e-33 2.87e-33 
28986.97 2.79e-09 1.00e+00 2.34e-25 9.00e-33 6.33e-33 
#TIME: 7.49 
#NVEL: 67 
#vel_mid[km/s] k0 k1 k2 k3 k4 
