#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
1.8088e+03 4.2824e-25 1.7806e-18 7.6685e-12 2.3098e-06 1.2300e-02 9.1492e-01 7.2777e-02
1.9193e+03 3.3070e-26 1.6939e-19 9.3732e-13 4.4239e-07 4.5781e-03 8.1308e-01 1.8234e-01
2.0365e+03 1.9212e-27 1.2474e-20 9.0233e-14 6.7405e-08 1.3892e-03 6.0543e-01 3.9318e-01
2.1609e+03 8.2897e-29 7.0034e-22 6.7414e-15 7.9488e-09 3.2743e-04 3.4935e-01 6.5032e-01
2.2929e+03 2.8880e-30 3.2487e-23 4.2401e-16 7.8143e-10 6.3658e-05 1.6255e-01 8.3738e-01
2.4330e+03 1.0057e-31 1.4989e-24 2.6392e-17 7.3678e-11 1.1553e-05 6.8223e-02 9.3177e-01
2.5816e+03 5.1591e-33 9.8427e-26 2.2612e-18 8.9418e-12 2.4788e-06 3.0398e-02 9.6960e-01
2.7393e+03 5.1943e-34 1.2073e-26 3.4379e-19 1.7689e-12 7.5826e-07 1.6222e-02 9.8378e-01
2.9067e+03 1.0632e-34 2.8780e-27 9.6599e-20 6.0006e-13 3.4586e-07 1.0706e-02 9.8929e-01
3.0842e+03 4.4370e-35 1.3490e-27 5.1030e-20 3.5927e-13 2.4158e-07 8.8952e-03 9.9110e-01
3.2726e+03 3.9962e-35 1.3040e-27 5.2628e-20 3.9124e-13 2.6380e-07 9.4070e-03 9.9059e-01
3.4725e+03 6.9485e-35 2.3293e-27 9.5376e-20 7.0066e-13 4.1682e-07 1.2136e-02 9.8786e-01
3.6846e+03 2.2254e-34 7.4526e-27 2.9962e-19 2.0513e-12 9.5256e-07 1.9115e-02 9.8088e-01
3.9097e+03 1.0215e-33 3.4454e-26 1.3689e-18 8.4801e-12 2.8396e-06 3.4791e-02 9.6521e-01
4.1484e+03 4.6905e-33 1.5297e-25 5.7962e-18 3.1347e-11 7.6442e-06 5.9351e-02 9.4064e-01
4.4019e+03 1.1745e-32 3.5978e-25 1.2736e-17 6.1832e-11 1.2591e-05 7.7094e-02 9.2289e-01
4.6708e+03 7.9571e-33 2.5364e-25 9.3581e-18 4.7892e-11 1.0490e-05 7.0204e-02 9.2979e-01
4.9561e+03 2.5857e-33 9.5102e-26 4.0594e-18 2.4521e-11 6.5735e-06 5.5412e-02 9.4458e-01
5.2588e+03 9.6203e-34 4.0611e-26 1.9929e-18 1.4007e-11 4.4684e-06 4.5619e-02 9.5438e-01
5.5800e+03 6.0435e-34 2.7447e-26 1.4495e-18 1.0987e-11 3.7944e-06 4.2068e-02 9.5793e-01
5.9209e+03 6.0914e-34 2.8831e-26 1.5828e-18 1.2249e-11 4.1762e-06 4.4517e-02 9.5548e-01
6.2825e+03 8.3336e-34 4.0514e-26 2.2741e-18 1.7380e-11 5.5021e-06 5.1852e-02 9.4814e-01
6.6663e+03 1.4457e-33 7.0243e-26 3.9198e-18 2.8564e-11 8.0384e-06 6.3637e-02 9.3635e-01
7.0735e+03 3.2976e-33 1.5804e-25 8.6354e-18 5.8069e-11 1.3740e-05 8.4706e-02 9.1528e-01
7.5056e+03 1.0403e-32 4.9654e-25 2.6695e-17 1.6062e-10 2.9660e-05 1.2711e-01 8.7286e-01
7.9641e+03 4.5675e-32 2.1223e-24 1.0925e-16 5.5844e-10 7.4961e-05 2.0364e-01 7.9629e-01
8.4505e+03 2.8581e-31 1.2362e-23 5.7914e-16 2.3460e-09 2.1165e-04 3.3250e-01 6.6729e-01
8.9668e+03 3.2515e-30 1.2728e-22 5.1761e-15 1.4898e-08 7.6756e-04 5.5922e-01 4.4001e-01
9.5145e+03 8.5005e-29 2.8942e-21 9.3658e-14 1.5874e-07 3.5588e-03 8.3261e-01 1.6383e-01
1.0096e+04 6.7238e-27 1.8913e-19 4.1663e-12 3.1470e-06 2.1015e-02 9.5364e-01 2.5342e-02
1.0712e+04 3.3518e-24 7.7886e-17 9.0019e-10 1.9457e-04 2.0840e-01 7.9041e-01 9.9618e-04
1.1367e+04 8.2388e-21 1.6070e-13 5.6118e-07 1.5734e-02 9.1653e-01 6.7731e-02 6.6186e-07
1.2062e+04 5.2799e-17 9.4121e-10 4.5813e-04 5.7596e-01 4.2350e-01 8.3727e-05 5.2306e-13
1.2794e+04 4.2965e-14 7.5791e-07 3.2424e-02 9.6385e-01 3.7230e-03 5.7952e-10 4.8507e-22
1.3528e+04 1.0346e-11 1.8509e-04 6.2467e-01 3.7514e-01 6.1988e-06 5.5024e-16 4.0481e-32
1.4194e+04 3.0099e-10 5.4011e-03 9.8780e-01 6.7964e-03 2.2196e-10 3.7332e-24 5.6052e-45
1.4758e+04 9.1156e-09 1.6945e-01 8.3053e-01 2.1922e-05 3.0879e-16 1.1193e-34 0.0000e+00
1.5240e+04 6.1426e-08 9.4422e-01 5.5778e-02 1.8733e-09 2.7092e-24 0.0000e+00 0.0000e+00
1.5647e+04 9.3944e-08 9.9954e-01 4.6296e-04 1.1211e-14 8.1414e-34 0.0000e+00 0.0000e+00
1.5960e+04 1.5418e-07 1.0000e+00 2.0292e-06 1.5358e-20 1.8217e-44 0.0000e+00 0.0000e+00
1.6187e+04 2.6430e-07 1.0000e+00 3.8291e-09 2.4851e-27 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 4.4654e-07 1.0000e+00 3.9405e-12 8.2225e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 7.9103e-07 1.0000e+00 1.6056e-15 2.4943e-43 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.2765e-06 1.0000e+00 6.3606e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 1.8638e-06 1.0000e+00 5.3859e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 2.1078e-06 1.0000e+00 8.0112e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 2.2608e-06 1.0000e+00 3.9480e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.3351e-06 1.0000e+00 5.1788e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.4715e-06 1.0000e+00 4.5906e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 2.9638e-06 1.0000e+00 6.4249e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 4.5544e-06 1.0000e+00 5.1237e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 7.9695e-06 9.9999e-01 2.7757e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.2763e-05 9.9999e-01 2.7411e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 1.8900e-05 9.9998e-01 3.8963e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.6805e-05 9.9997e-01 9.5288e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 3.6659e-05 9.9996e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 4.8994e-05 9.9995e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 5.6327e-05 9.9994e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 6.4847e-05 9.9994e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 7.6185e-05 9.9992e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 8.5551e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.2583e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 8.7609e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 6.6624e-05 9.9993e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 3.9758e-05 9.9996e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 8.8848e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.5333e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 8.3744e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 5.4188e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.4438e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 5.1792e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 7.5922e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 5.0309e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.0126e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.8302e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.6973e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 1.2008e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.2476e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.8173e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 4.4395e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 2.8076e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 9.8586e-06 9.9999e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 4.5383e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 3.5389e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 7.1212e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 4.0273e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 3.1780e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 7.9018e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.3009e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 2.7075e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 2.5912e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 2.0364e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 2.5400e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 1.7055e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 1.4547e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 2.6212e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 4.9825e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 5.9415e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 5.7975e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 4.9902e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.3085e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 1.0313
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 1.4367e-27 2.1889e-19 1.4334e-11 1.5144e-05 6.8543e-02 9.2785e-01 3.5945e-03
8.8623e+02 6.6885e-19 1.2151e-12 9.8958e-07 1.3549e-02 8.2781e-01 1.5863e-01 9.0732e-06
9.0614e+02 6.4307e-19 1.1714e-12 9.6066e-07 1.3301e-02 8.2530e-01 1.6139e-01 9.4611e-06
9.4442e+02 6.4328e-19 1.1718e-12 9.6090e-07 1.3303e-02 8.2532e-01 1.6136e-01 9.4578e-06
9.9911e+02 6.4803e-19 1.1799e-12 9.6638e-07 1.3351e-02 8.2582e-01 1.6082e-01 9.3808e-06
1.0608e+03 6.3537e-19 1.1587e-12 9.5236e-07 1.3231e-02 8.2458e-01 1.6217e-01 9.5728e-06
1.1257e+03 6.3294e-19 1.1534e-12 9.4828e-07 1.3192e-02 8.2413e-01 1.6267e-01 9.6468e-06
1.1944e+03 5.8818e-19 1.0748e-12 8.9448e-07 1.2713e-02 8.1885e-01 1.6843e-01 1.0508e-05
1.2673e+03 4.5740e-19 8.4439e-13 7.3231e-07 1.1192e-02 7.9967e-01 1.8912e-01 1.4004e-05
1.3448e+03 1.4754e-19 2.8745e-13 2.9830e-07 6.2381e-03 6.9531e-01 2.9841e-01 4.5817e-05
1.4269e+03 1.3210e-20 2.8984e-14 4.2040e-08 1.6066e-03 4.2319e-01 5.7484e-01 3.6053e-04
1.5140e+03 7.7794e-22 1.9994e-15 4.0652e-09 2.8854e-04 1.8414e-01 8.1344e-01 2.1378e-03
1.6065e+03 6.7791e-23 2.0524e-16 5.4840e-10 6.3710e-05 8.1881e-02 9.1077e-01 7.2840e-03
1.7047e+03 7.7169e-24 2.7085e-17 9.0651e-11 1.6039e-05 3.7877e-02 9.4224e-01 1.9866e-02
1.8088e+03 7.5706e-25 3.1380e-18 1.3213e-11 3.6074e-06 1.6104e-02 9.2996e-01 5.3929e-02
1.9193e+03 5.8609e-26 2.9783e-19 1.6135e-12 6.9593e-07 6.0944e-03 8.5200e-01 1.4191e-01
2.0365e+03 3.4932e-27 2.2425e-20 1.5896e-13 1.0946e-07 1.9263e-03 6.6951e-01 3.2857e-01
2.1609e+03 1.5337e-28 1.2814e-21 1.2119e-14 1.3327e-08 4.7446e-04 4.1033e-01 5.8920e-01
2.2929e+03 5.2589e-30 5.8682e-23 7.5543e-16 1.3157e-09 9.3880e-05 1.9767e-01 8.0223e-01
2.4330e+03 1.7654e-31 2.6172e-24 4.5570e-17 1.2165e-10 1.6907e-05 8.3589e-02 9.1639e-01
2.5816e+03 8.7764e-33 1.6654e-25 3.7798e-18 1.4398e-11 3.5671e-06 3.7053e-02 9.6294e-01
2.7393e+03 8.6575e-34 1.9996e-26 5.6146e-19 2.7944e-12 1.0760e-06 1.9644e-02 9.8035e-01
2.9067e+03 1.7351e-34 4.6680e-27 1.5444e-19 9.3103e-13 4.8426e-07 1.2876e-02 9.8712e-01
3.0842e+03 7.1880e-35 2.1724e-27 8.1010e-20 5.5405e-13 3.3671e-07 1.0673e-02 9.8933e-01
3.2726e+03 6.5331e-35 2.1187e-27 8.4292e-20 6.0780e-13 3.6971e-07 1.1321e-02 9.8868e-01
3.4725e+03 1.1403e-34 3.8023e-27 1.5373e-19 1.0936e-12 5.8630e-07 1.4633e-02 9.8537e-01
3.6846e+03 3.7731e-34 1.2563e-26 4.9897e-19 3.2891e-12 1.3669e-06 2.3290e-02 9.7671e-01
3.9097e+03 1.8195e-33 6.0972e-26 2.3929e-18 1.4147e-11 4.1946e-06 4.3000e-02 9.5700e-01
4.1484e+03 8.7219e-33 2.8234e-25 1.0560e-17 5.4040e-11 1.1555e-05 7.4063e-02 9.2593e-01
4.4019e+03 2.2174e-32 6.7395e-25 2.3537e-17 1.0774e-10 1.9161e-05 9.6339e-02 9.0364e-01
4.6708e+03 1.5016e-32 4.7485e-25 1.7281e-17 8.3438e-11 1.5969e-05 8.7817e-02 9.1217e-01
4.9561e+03 4.8751e-33 1.7785e-25 7.4867e-18 4.2715e-11 1.0016e-05 6.9472e-02 9.3052e-01
5.2588e+03 1.8116e-33 7.5851e-26 3.6708e-18 2.4390e-11 6.8105e-06 5.7272e-02 9.4272e-01
5.5800e+03 1.1269e-33 5.0801e-26 2.6480e-18 1.9000e-11 5.7557e-06 5.2705e-02 9.4729e-01
5.9209e+03 1.1421e-33 5.3667e-26 2.9085e-18 2.1280e-11 6.3560e-06 5.5860e-02 9.4413e-01
6.2825e+03 1.5761e-33 7.6089e-26 4.2167e-18 3.0403e-11 8.4135e-06 6.5175e-02 9.3482e-01
6.6663e+03 2.7714e-33 1.3370e-25 7.3633e-18 5.0461e-11 1.2372e-05 8.0152e-02 9.1984e-01
7.0735e+03 6.4262e-33 3.0571e-25 1.6473e-17 1.0372e-10 2.1288e-05 1.0677e-01 8.9321e-01
7.5056e+03 2.0832e-32 9.8604e-25 5.2170e-17 2.9170e-10 4.6365e-05 1.6000e-01 8.3995e-01
7.9641e+03 9.3869e-32 4.3204e-24 2.1814e-16 1.0266e-09 1.1746e-04 2.5366e-01 7.4623e-01
8.4505e+03 5.9191e-31 2.5350e-23 1.1606e-15 4.2876e-09 3.2640e-04 4.0228e-01 5.9740e-01
8.9668e+03 6.6272e-30 2.5716e-22 1.0169e-14 2.6380e-08 1.1324e-03 6.3631e-01 3.6256e-01
9.5145e+03 1.6921e-28 5.7379e-21 1.7925e-13 2.6983e-07 4.9572e-03 8.7415e-01 1.2090e-01
1.0096e+04 1.3666e-26 3.8692e-19 8.1369e-12 5.3652e-06 2.8747e-02 9.5412e-01 1.7129e-02
1.0712e+04 7.2041e-24 1.6998e-16 1.8224e-09 3.3295e-04 2.7509e-01 7.2400e-01 5.7663e-04
1.1367e+04 1.5988e-20 3.1929e-13 9.8737e-07 2.2219e-02 9.3396e-01 4.3816e-02 2.4184e-07
1.2062e+04 9.2853e-17 1.7148e-09 7.0614e-04 6.7117e-01 3.2809e-01 3.6748e-05 1.1206e-13
1.2794e+04 7.2198e-14 1.3225e-06 4.5564e-02 9.5222e-01 2.2136e-03 1.6992e-10 5.8247e-23
1.3528e+04 1.5191e-11 2.8179e-04 7.2146e-01 2.7826e-01 2.4448e-06 8.9960e-17 2.1813e-33
1.4194e+04 4.0702e-10 7.5605e-03 9.8845e-01 3.9923e-03 6.1300e-11 3.5887e-25 0.0000e+00
1.4758e+04 1.1719e-08 2.2898e-01 7.7100e-01 1.1151e-05 6.6781e-17 7.2348e-36 0.0000e+00
1.5240e+04 6.0506e-08 9.6357e-01 3.6434e-02 6.0625e-10 3.2623e-25 0.0000e+00 0.0000e+00
1.5647e+04 8.8986e-08 9.9973e-01 2.6748e-04 2.7119e-15 5.7579e-35 0.0000e+00 0.0000e+00
1.5960e+04 1.5207e-07 1.0000e+00 1.0088e-06 2.5889e-21 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 2.6428e-07 1.0000e+00 1.6970e-09 3.1391e-28 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 4.5111e-07 1.0000e+00 1.7266e-12 1.0088e-35 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 8.1094e-07 1.0000e+00 6.0171e-16 2.1019e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 1.4015e-06 1.0000e+00 9.4535e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 2.0270e-06 1.0000e+00 4.0770e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 2.2984e-06 1.0000e+00 5.3593e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 2.4908e-06 1.0000e+00 3.3361e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 2.6634e-06 1.0000e+00 3.6769e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 2.8917e-06 1.0000e+00 3.4561e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 3.6369e-06 1.0000e+00 4.7400e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 5.4634e-06 9.9999e-01 5.9066e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 9.5598e-06 9.9999e-01 3.1227e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 1.6241e-05 9.9998e-01 1.7971e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.4132e-05 9.9998e-01 2.4088e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 3.6155e-05 9.9996e-01 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 5.0044e-05 9.9995e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 6.5120e-05 9.9993e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 7.4374e-05 9.9993e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 8.5065e-05 9.9991e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.7121e-05 9.9990e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 1.0810e-04 9.9989e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 1.0977e-04 9.9989e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0427e-04 9.9990e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 8.1026e-05 9.9992e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 4.6391e-05 9.9995e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.5830e-05 9.9998e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 2.8646e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.8136e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.0379e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 1.0946e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.7480e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 5.4958e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 1.4028e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.3578e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 2.7847e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 8.6773e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 3.8909e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.6962e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.8223e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 8.4135e-10 1.0000e+00 6.2646e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 3.6476e-09 1.0000e+00 3.6673e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.8775e-13 4.1131e-01 5.8869e-01 4.6646e-09 9.0682e-27 0.0000e+00 0.0000e+00
5.6265e+04 2.2057e-11 1.0000e+00 5.6765e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 6.1430e-07 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 5.1447e-08 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
