#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.9561e+03 1.9864e-10 9.9983e-01 1.6664e-04 3.0978e-17 2.3707e-40 0.0000e+00 0.0000e+00
5.2588e+03 1.7820e-10 9.9992e-01 8.2437e-05 4.8922e-18 7.3386e-42 0.0000e+00 0.0000e+00
5.5800e+03 1.6789e-10 9.9997e-01 3.3155e-05 4.6865e-19 9.3887e-44 0.0000e+00 0.0000e+00
5.9209e+03 1.5929e-10 9.9999e-01 1.0411e-05 2.4005e-20 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 1.5330e-10 1.0000e+00 2.5829e-06 6.7971e-22 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 1.5741e-10 1.0000e+00 4.9280e-07 1.0197e-23 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 1.6821e-10 1.0000e+00 7.8267e-08 9.7711e-26 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 1.7784e-10 1.0000e+00 1.0662e-08 6.2724e-28 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 1.9336e-10 1.0000e+00 1.3143e-09 3.1539e-30 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 2.2153e-10 1.0000e+00 1.4890e-10 1.3097e-32 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 2.5465e-10 1.0000e+00 1.4786e-11 3.8710e-35 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 2.9213e-10 1.0000e+00 1.2334e-12 7.2759e-38 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 3.4278e-10 1.0000e+00 8.1506e-14 7.5793e-41 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 4.0617e-10 1.0000e+00 3.5947e-15 2.8026e-44 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 4.7008e-10 1.0000e+00 1.4135e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 5.1233e-10 1.0000e+00 6.2119e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 5.8991e-10 1.0000e+00 2.0360e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 7.1141e-10 1.0000e+00 4.7775e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 7.8892e-10 1.0000e+00 1.8288e-22 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 8.3175e-10 1.0000e+00 1.1751e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.0353e-09 1.0000e+00 1.0540e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.6009e-09 1.0000e+00 8.1034e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 3.0152e-09 1.0000e+00 4.3041e-27 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 4.5375e-09 1.0000e+00 2.4741e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 5.5799e-09 1.0000e+00 2.8712e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 5.8503e-09 1.0000e+00 5.9239e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 5.4535e-09 1.0000e+00 2.2509e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 5.2388e-09 1.0000e+00 9.3998e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 5.0908e-09 1.0000e+00 4.1915e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 5.0712e-09 1.0000e+00 1.4705e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 4.8916e-09 1.0000e+00 8.1870e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 4.7250e-09 1.0000e+00 3.3360e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 4.4610e-09 1.0000e+00 7.0279e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 3.8874e-09 1.0000e+00 9.0069e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.5136e-09 1.0000e+00 1.0059e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 3.1300e-09 1.0000e+00 9.9508e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.6898e-09 1.0000e+00 1.0034e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.2744e-09 1.0000e+00 2.1125e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 1.9397e-09 1.0000e+00 1.0235e-37 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.5658e-09 1.0000e+00 6.9203e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.2707e-09 1.0000e+00 3.1688e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.0875e-09 1.0000e+00 9.4502e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 9.6366e-10 1.0000e+00 3.1550e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 8.8902e-10 1.0000e+00 9.2733e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 8.9047e-10 1.0000e+00 1.2077e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 9.4762e-10 1.0000e+00 1.2423e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.1352e-09 1.0000e+00 5.8434e-43 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.1664e-09 1.0000e+00 4.2039e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 9.7253e-10 1.0000e+00 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 6.7254e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 4.9377e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 3.3647e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 2.8065e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.2739e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 2.6174e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 2.1362e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 1.9585e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 1.5321e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 4.5543e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 7.7127e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.5332e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 1.5070e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 4.4173e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 4.0479e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 5.6518e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 2.4554e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 3.8072e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 2.6446e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.2520e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 3.1570e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 2.8486e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 3.5349e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 5.5817e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 1.3549e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 8.3729e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 9.8767e-13 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 7.4773e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 5.0966e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 3.2836e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 1.0467e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 8.8936e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 6.3127e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 2.5790e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 1.1783e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 24.0796
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 3.3287e-12 6.7421e-01 3.2579e-01 1.7442e-09 4.9637e-27 0.0000e+00 0.0000e+00
8.8623e+02 4.9285e-10 9.9651e-01 3.4912e-03 1.1419e-13 1.6404e-33 0.0000e+00 0.0000e+00
9.0614e+02 4.9177e-10 9.9642e-01 3.5768e-03 1.2130e-13 1.8310e-33 0.0000e+00 0.0000e+00
9.4442e+02 4.9194e-10 9.9644e-01 3.5606e-03 1.1993e-13 1.7933e-33 0.0000e+00 0.0000e+00
9.9911e+02 4.8983e-10 9.9623e-01 3.7744e-03 1.3878e-13 2.3404e-33 0.0000e+00 0.0000e+00
1.0608e+03 4.9061e-10 9.9633e-01 3.6695e-03 1.2929e-13 2.0562e-33 0.0000e+00 0.0000e+00
1.1257e+03 4.9031e-10 9.9624e-01 3.7628e-03 1.3777e-13 2.3106e-33 0.0000e+00 0.0000e+00
1.1944e+03 4.9000e-10 9.9610e-01 3.8992e-03 1.5078e-13 2.7275e-33 0.0000e+00 0.0000e+00
1.2673e+03 4.9358e-10 9.9616e-01 3.8353e-03 1.4514e-13 2.5550e-33 0.0000e+00 0.0000e+00
1.3448e+03 5.0080e-10 9.9606e-01 3.9380e-03 1.5644e-13 2.9627e-33 0.0000e+00 0.0000e+00
1.4269e+03 5.1398e-10 9.9613e-01 3.8735e-03 1.5210e-13 2.8633e-33 0.0000e+00 0.0000e+00
1.5140e+03 5.1578e-10 9.9615e-01 3.8460e-03 1.4965e-13 2.7855e-33 0.0000e+00 0.0000e+00
1.6065e+03 5.0308e-10 9.9608e-01 3.9192e-03 1.5492e-13 2.9191e-33 0.0000e+00 0.0000e+00
1.7047e+03 4.9705e-10 9.9597e-01 4.0328e-03 1.6553e-13 3.2712e-33 0.0000e+00 0.0000e+00
1.8088e+03 4.9392e-10 9.9583e-01 4.1748e-03 1.8016e-13 3.8072e-33 0.0000e+00 0.0000e+00
1.9193e+03 4.8847e-10 9.9584e-01 4.1618e-03 1.7767e-13 3.6832e-33 0.0000e+00 0.0000e+00
2.0365e+03 4.8227e-10 9.9572e-01 4.2762e-03 1.8907e-13 4.0946e-33 0.0000e+00 0.0000e+00
2.1609e+03 4.7065e-10 9.9574e-01 4.2632e-03 1.8517e-13 3.8756e-33 0.0000e+00 0.0000e+00
2.2929e+03 4.4535e-10 9.9563e-01 4.3712e-03 1.9159e-13 3.9747e-33 0.0000e+00 0.0000e+00
2.4330e+03 4.2118e-10 9.9568e-01 4.3248e-03 1.8097e-13 3.4445e-33 0.0000e+00 0.0000e+00
2.5816e+03 4.0571e-10 9.9588e-01 4.1199e-03 1.5678e-13 2.5774e-33 0.0000e+00 0.0000e+00
2.7393e+03 3.9734e-10 9.9641e-01 3.5859e-03 1.0892e-13 1.2985e-33 0.0000e+00 0.0000e+00
2.9067e+03 3.8597e-10 9.9705e-01 2.9458e-03 6.5046e-14 4.9233e-34 0.0000e+00 0.0000e+00
3.0842e+03 3.6235e-10 9.9767e-01 2.3293e-03 3.4626e-14 1.4757e-34 0.0000e+00 0.0000e+00
3.2726e+03 3.3163e-10 9.9829e-01 1.7074e-03 1.5001e-14 2.9748e-35 0.0000e+00 0.0000e+00
3.4725e+03 3.0000e-10 9.9877e-01 1.2308e-03 6.1917e-15 5.4420e-36 0.0000e+00 0.0000e+00
3.6846e+03 2.6528e-10 9.9915e-01 8.4733e-04 2.2464e-15 7.7298e-37 0.0000e+00 0.0000e+00
3.9097e+03 2.2403e-10 9.9938e-01 6.1722e-04 9.1774e-16 1.3239e-37 0.0000e+00 0.0000e+00
4.1484e+03 2.0627e-10 9.9959e-01 4.0906e-04 3.0898e-16 1.6840e-38 0.0000e+00 0.0000e+00
4.4019e+03 2.1387e-10 9.9977e-01 2.2742e-04 7.0982e-17 1.1489e-39 0.0000e+00 0.0000e+00
4.6708e+03 2.1447e-10 9.9988e-01 1.1637e-04 1.2973e-17 5.0256e-41 0.0000e+00 0.0000e+00
4.9561e+03 1.9432e-10 9.9994e-01 5.7864e-05 2.0866e-18 1.6199e-42 0.0000e+00 0.0000e+00
5.2588e+03 1.7355e-10 9.9997e-01 2.6470e-05 2.6928e-19 3.5032e-44 0.0000e+00 0.0000e+00
5.5800e+03 1.6339e-10 9.9999e-01 9.4687e-06 1.9124e-20 0.0000e+00 0.0000e+00 0.0000e+00
5.9209e+03 1.5714e-10 1.0000e+00 2.6554e-06 7.3911e-22 0.0000e+00 0.0000e+00 0.0000e+00
6.2825e+03 1.5515e-10 1.0000e+00 6.3633e-07 1.9388e-23 0.0000e+00 0.0000e+00 0.0000e+00
6.6663e+03 1.6313e-10 1.0000e+00 1.2325e-07 3.0537e-25 0.0000e+00 0.0000e+00 0.0000e+00
7.0735e+03 1.7684e-10 1.0000e+00 1.9885e-08 3.0616e-27 0.0000e+00 0.0000e+00 0.0000e+00
7.5056e+03 1.8701e-10 1.0000e+00 2.9633e-09 2.4637e-29 0.0000e+00 0.0000e+00 0.0000e+00
7.9641e+03 2.0175e-10 1.0000e+00 4.1662e-10 1.7206e-31 0.0000e+00 0.0000e+00 0.0000e+00
8.4505e+03 2.2863e-10 1.0000e+00 5.4832e-11 1.0388e-33 0.0000e+00 0.0000e+00 0.0000e+00
8.9668e+03 2.6289e-10 1.0000e+00 5.5469e-12 3.2120e-36 0.0000e+00 0.0000e+00 0.0000e+00
9.5145e+03 3.0078e-10 1.0000e+00 4.7046e-13 6.2741e-39 0.0000e+00 0.0000e+00 0.0000e+00
1.0096e+04 3.5168e-10 1.0000e+00 3.2005e-14 7.0093e-42 0.0000e+00 0.0000e+00 0.0000e+00
1.0712e+04 4.1980e-10 1.0000e+00 1.4215e-15 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
1.1367e+04 4.8761e-10 1.0000e+00 5.8176e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2062e+04 5.4135e-10 1.0000e+00 2.2319e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2794e+04 6.3456e-10 1.0000e+00 6.2728e-20 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.3528e+04 7.5568e-10 1.0000e+00 1.5901e-21 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4194e+04 8.3830e-10 1.0000e+00 5.5714e-23 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4758e+04 9.0220e-10 1.0000e+00 2.5867e-24 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.1195e-09 1.0000e+00 2.3544e-25 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 1.7689e-09 1.0000e+00 1.6304e-26 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 3.4363e-09 1.0000e+00 6.9911e-28 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 4.9954e-09 1.0000e+00 5.1639e-29 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 6.0161e-09 1.0000e+00 6.4645e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 6.2469e-09 1.0000e+00 1.3158e-30 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 5.8397e-09 1.0000e+00 4.4737e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 5.6086e-09 1.0000e+00 1.7281e-31 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 5.4574e-09 1.0000e+00 6.9063e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 5.2616e-09 1.0000e+00 3.6952e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 5.1772e-09 1.0000e+00 1.3666e-32 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 4.9543e-09 1.0000e+00 5.9558e-33 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 4.7001e-09 1.0000e+00 9.6960e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 4.0317e-09 1.0000e+00 1.4901e-34 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.6568e-09 1.0000e+00 1.4546e-35 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 3.2985e-09 1.0000e+00 1.2158e-36 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 2.9017e-09 1.0000e+00 9.7367e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 2.4412e-09 1.0000e+00 2.5286e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 2.0498e-09 1.0000e+00 1.6056e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 1.6534e-09 1.0000e+00 1.0558e-38 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 1.3239e-09 1.0000e+00 6.2140e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 1.1449e-09 1.0000e+00 1.7343e-39 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 1.0211e-09 1.0000e+00 5.9236e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 9.6202e-10 1.0000e+00 1.5329e-40 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.4832e-10 1.0000e+00 3.0276e-41 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.0828e-09 1.0000e+00 1.7376e-42 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.3048e-09 1.0000e+00 8.2677e-44 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 1.3532e-09 1.0000e+00 5.6052e-45 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 1.1377e-09 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 8.1381e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 5.3260e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 4.1293e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 3.3135e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 2.6810e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 1.2394e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 9.4915e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 7.4095e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 7.1652e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 1.6504e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 8.1900e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 1.1920e-10 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 7.9852e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 5.3600e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 3.6040e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 4.9608e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 3.7957e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 3.3055e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.4818e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.8230e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 1.8892e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 1.8384e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 1.7309e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 1.3608e-11 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 8.8880e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 2.4553e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 7.7213e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 2.9712e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 8.3129e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 9.9816e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 3.3963e-13 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 2.9598e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 7.2044e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 9.3843e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 5.4578e-12 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 24.6160
#NVEL: 115
#vel_mid[km/s] na0 na1 na2 na3 na4 na5 na6
4.4010e+02 3.8654e-12 7.9523e-01 2.0477e-01 4.1355e-10 3.0212e-28 0.0000e+00 0.0000e+00
