#NTIMES: 50
#NSTAGES 3
#TIMES[d]: 199.16 202.03 204.93 207.87 210.86 213.89 216.97 220.09 223.25 226.46 229.71 233.01 236.36 239.76 243.21 246.70 250.25 253.85 257.50 261.20 264.95 268.76 272.62 276.54 280.51 284.55 288.64 292.79 296.99 301.26 305.59 309.99 314.44 318.96 323.55 328.19 332.91 337.70 342.55 347.48 352.47 357.54 362.68 367.89 373.18 378.54 383.98 389.50 395.10 400.78
#
#TIME: 199.16
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
20034.10 2.8632e-04 3.2666e-01 6.7305e-01
20838.00 1.6178e-04 2.4146e-01 7.5838e-01
21647.97 1.6556e-04 2.2632e-01 7.7351e-01
22447.94 1.4878e-04 2.0280e-01 7.9705e-01
23245.88 8.4048e-05 1.5195e-01 8.4796e-01
24052.47 2.3111e-04 1.1255e-01 8.8721e-01
24867.72 1.0099e-04 1.2430e-01 8.7560e-01
25698.86 3.4527e-05 7.2762e-02 9.2720e-01
26587.16 3.9249e-05 8.0045e-02 9.1992e-01
27637.54 2.1879e-05 6.5763e-02 9.3421e-01
28986.97 6.7384e-06 2.6923e-02 9.7307e-01
#TIME: 216.97
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.2194e-01 6.2560e-01 2.5246e-01
886.22 1.3804e-01 6.2276e-01 2.3920e-01
906.14 1.2873e-01 6.1987e-01 2.5140e-01
944.43 1.3379e-01 6.3171e-01 2.3450e-01
999.11 1.1417e-01 6.2909e-01 2.5673e-01
1060.83 1.2421e-01 6.2466e-01 2.5113e-01
1125.62 1.1582e-01 6.2625e-01 2.5793e-01
1194.38 1.2725e-01 6.3140e-01 2.4135e-01
1267.34 1.1396e-01 6.2832e-01 2.5772e-01
1344.75 1.2217e-01 6.2769e-01 2.5014e-01
1426.89 1.3555e-01 6.3559e-01 2.2886e-01
1514.05 1.3462e-01 6.3767e-01 2.2772e-01
1606.54 1.4630e-01 6.3181e-01 2.2189e-01
1704.67 1.4177e-01 6.3332e-01 2.2491e-01
1808.80 1.4175e-01 6.3136e-01 2.2689e-01
1919.29 1.3656e-01 6.3089e-01 2.3255e-01
2036.53 1.3065e-01 6.3112e-01 2.3823e-01
2160.92 1.2930e-01 6.2991e-01 2.4079e-01
2292.92 1.2019e-01 6.2420e-01 2.5561e-01
2432.98 1.0783e-01 6.1366e-01 2.7850e-01
2581.60 9.3350e-02 6.0183e-01 3.0482e-01
2739.29 7.5429e-02 5.8363e-01 3.4094e-01
2906.62 5.9554e-02 5.5404e-01 3.8640e-01
3084.17 4.3674e-02 5.1935e-01 4.3697e-01
3272.56 2.6796e-02 4.7211e-01 5.0109e-01
3472.46 1.5278e-02 4.1759e-01 5.6713e-01
3684.57 9.2342e-03 3.7653e-01 6.1424e-01
3909.64 5.6518e-03 3.2777e-01 6.6658e-01
4148.46 5.7499e-03 3.3285e-01 6.6140e-01
4401.86 7.6472e-03 3.5393e-01 6.3842e-01
4670.75 6.9148e-03 3.4581e-01 6.4728e-01
4956.05 3.4870e-03 2.8589e-01 7.1062e-01
5258.79 1.1641e-03 2.2672e-01 7.7212e-01
5580.02 2.6480e-04 1.7137e-01 8.2837e-01
5920.87 1.0805e-04 1.3312e-01 8.6677e-01
6282.54 6.5325e-05 1.0803e-01 8.9191e-01
6666.30 6.0884e-05 1.0634e-01 8.9360e-01
7073.50 5.9576e-05 1.0064e-01 8.9930e-01
7505.58 6.8880e-05 1.0694e-01 8.9299e-01
7964.05 7.9458e-05 1.0705e-01 8.9287e-01
8450.53 1.5526e-04 1.2846e-01 8.7138e-01
8966.72 4.9716e-04 1.6862e-01 8.3089e-01
9514.44 1.2051e-03 2.1198e-01 7.8682e-01
10095.62 2.5861e-03 2.5702e-01 7.4039e-01
10712.30 4.6981e-03 3.0677e-01 6.8853e-01
11366.65 7.5791e-03 3.4861e-01 6.4381e-01
12061.10 8.8608e-03 3.6356e-01 6.2758e-01
12793.43 8.5914e-03 3.7345e-01 6.1796e-01
13528.61 9.4318e-03 3.7695e-01 6.1362e-01
14194.74 7.1809e-03 3.7361e-01 6.1921e-01
14757.77 6.5787e-03 3.6315e-01 6.3027e-01
15240.48 5.2514e-03 4.1067e-01 5.8408e-01
15646.99 7.0146e-03 4.9429e-01 4.9869e-01
15960.30 8.0502e-03 6.0515e-01 3.8680e-01
16187.41 8.1211e-03 6.5209e-01 3.3979e-01
16354.17 8.3549e-03 6.5628e-01 3.3536e-01
16484.18 6.0527e-03 6.3584e-01 3.5811e-01
16593.12 5.0158e-03 6.0863e-01 3.8636e-01
16691.99 4.4702e-03 5.7243e-01 4.2310e-01
16788.59 3.7846e-03 5.6161e-01 4.3461e-01
16888.37 1.7214e-03 5.5682e-01 4.4146e-01
16998.79 2.2860e-03 5.2157e-01 4.7614e-01
17146.37 1.6052e-03 5.1009e-01 4.8830e-01
17415.23 1.6281e-03 4.7819e-01 5.2018e-01
17888.12 5.4926e-04 4.3800e-01 5.6146e-01
18532.37 5.1016e-04 3.9784e-01 6.0165e-01
19260.76 3.3646e-04 3.4332e-01 6.5634e-01
20034.10 2.2907e-04 3.0719e-01 6.9258e-01
20838.00 1.7503e-04 2.5020e-01 7.4962e-01
21647.97 1.5958e-04 2.2105e-01 7.7879e-01
22447.94 1.8020e-04 1.8098e-01 8.1884e-01
23245.88 1.5859e-04 1.4131e-01 8.5853e-01
24052.47 9.4522e-05 1.1441e-01 8.8549e-01
24867.72 1.2066e-04 8.5068e-02 9.1481e-01
25698.86 2.4123e-05 6.7565e-02 9.3241e-01
26587.16 4.8379e-05 6.1315e-02 9.3864e-01
27637.54 4.1102e-05 6.3680e-02 9.3628e-01
28986.97 1.5667e-05 4.9028e-02 9.5096e-01
#TIME: 220.09
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.3105e-01 6.2959e-01 2.3936e-01
886.22 1.2086e-01 6.1110e-01 2.6804e-01
906.14 1.3850e-01 6.2846e-01 2.3304e-01
944.43 1.2672e-01 6.3286e-01 2.4042e-01
999.11 1.2822e-01 6.3081e-01 2.4097e-01
1060.83 1.2104e-01 6.3377e-01 2.4519e-01
1125.62 1.2504e-01 6.3357e-01 2.4140e-01
1194.38 1.3631e-01 6.3095e-01 2.3274e-01
1267.34 1.2210e-01 6.3098e-01 2.4692e-01
1344.75 1.2580e-01 6.2832e-01 2.4588e-01
1426.89 1.3187e-01 6.3570e-01 2.3242e-01
1514.05 1.3744e-01 6.3470e-01 2.2786e-01
1606.54 1.4213e-01 6.3544e-01 2.2243e-01
1704.67 1.3724e-01 6.3431e-01 2.2845e-01
1808.80 1.3848e-01 6.3182e-01 2.2970e-01
1919.29 1.4375e-01 6.3273e-01 2.2352e-01
2036.53 1.3503e-01 6.3127e-01 2.3370e-01
2160.92 1.2796e-01 6.2889e-01 2.4314e-01
2292.92 1.1672e-01 6.2259e-01 2.6069e-01
2432.98 1.0329e-01 6.1364e-01 2.8307e-01
2581.60 8.8948e-02 5.9834e-01 3.1271e-01
2739.29 7.5455e-02 5.8042e-01 3.4412e-01
2906.62 5.9403e-02 5.5798e-01 3.8262e-01
3084.17 4.2878e-02 5.1890e-01 4.3823e-01
3272.56 2.6773e-02 4.7277e-01 5.0046e-01
3472.46 1.5696e-02 4.2208e-01 5.6223e-01
3684.57 9.0739e-03 3.6472e-01 6.2621e-01
3909.64 5.4093e-03 3.2400e-01 6.7059e-01
4148.46 5.5403e-03 3.1892e-01 6.7554e-01
4401.86 8.1550e-03 3.6656e-01 6.2529e-01
4670.75 7.6906e-03 3.6210e-01 6.3021e-01
4956.05 3.5124e-03 2.8634e-01 7.1015e-01
5258.79 1.0536e-03 2.1379e-01 7.8516e-01
5580.02 2.5508e-04 1.6697e-01 8.3277e-01
5920.87 1.0677e-04 1.2593e-01 8.7396e-01
6282.54 6.5720e-05 1.0923e-01 8.9070e-01
6666.30 6.1333e-05 1.0745e-01 8.9249e-01
7073.50 5.9092e-05 1.0281e-01 8.9713e-01
7505.58 6.6814e-05 1.0022e-01 8.9971e-01
7964.05 8.0050e-05 1.1021e-01 8.8971e-01
8450.53 1.5468e-04 1.2618e-01 8.7367e-01
8966.72 4.5865e-04 1.6393e-01 8.3561e-01
9514.44 1.1524e-03 2.0772e-01 7.9113e-01
10095.62 2.7058e-03 2.6282e-01 7.3447e-01
10712.30 4.4872e-03 3.0278e-01 6.9274e-01
11366.65 7.5326e-03 3.5799e-01 6.3448e-01
12061.10 9.0679e-03 3.6995e-01 6.2098e-01
12793.43 9.0607e-03 3.7397e-01 6.1697e-01
13528.61 1.0700e-02 3.6711e-01 6.2219e-01
14194.74 7.0047e-03 3.5347e-01 6.3953e-01
14757.77 6.3797e-03 3.5053e-01 6.4309e-01
15240.48 6.0113e-03 4.0154e-01 5.9245e-01
15646.99 7.0305e-03 4.9838e-01 4.9459e-01
15960.30 8.7390e-03 6.1016e-01 3.8110e-01
16187.41 8.2665e-03 6.4968e-01 3.4205e-01
16354.17 7.7156e-03 6.5327e-01 3.3901e-01
16484.18 5.6696e-03 6.4399e-01 3.5034e-01
16593.12 6.7927e-03 5.9860e-01 3.9460e-01
16691.99 9.0691e-03 5.6774e-01 4.2319e-01
16788.59 3.4735e-03 5.6605e-01 4.3048e-01
16888.37 2.4628e-03 5.4962e-01 4.4792e-01
16998.79 1.8776e-03 5.3504e-01 4.6308e-01
17146.37 1.4100e-03 5.1828e-01 4.8031e-01
17415.23 1.2584e-03 4.9994e-01 4.9880e-01
17888.12 7.6936e-04 4.3584e-01 5.6339e-01
18532.37 4.3095e-04 4.0391e-01 5.9566e-01
19260.76 3.3686e-04 3.6463e-01 6.3504e-01
20034.10 2.0338e-04 3.1455e-01 6.8525e-01
20838.00 1.9542e-04 2.4754e-01 7.5227e-01
21647.97 1.3273e-04 2.1320e-01 7.8667e-01
22447.94 1.6919e-04 1.5569e-01 8.4414e-01
23245.88 2.3170e-04 1.5528e-01 8.4449e-01
24052.47 9.6782e-05 1.1197e-01 8.8793e-01
24867.72 5.9771e-05 1.1390e-01 8.8604e-01
25698.86 4.9154e-05 6.6026e-02 9.3393e-01
26587.16 4.8231e-05 7.8591e-02 9.2136e-01
27637.54 8.3946e-05 6.5065e-02 9.3485e-01
28986.97 1.8255e-05 4.5066e-02 9.5492e-01
#TIME: 223.25
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.2773e-01 6.2970e-01 2.4256e-01
886.22 1.0960e-01 6.4697e-01 2.4343e-01
906.14 1.1886e-01 6.3181e-01 2.4934e-01
944.43 1.2320e-01 6.2891e-01 2.4788e-01
999.11 1.4319e-01 6.4024e-01 2.1656e-01
1060.83 1.2378e-01 6.2629e-01 2.4993e-01
1125.62 1.2215e-01 6.2461e-01 2.5325e-01
1194.38 1.3038e-01 6.2674e-01 2.4288e-01
1267.34 1.1605e-01 6.2532e-01 2.5863e-01
1344.75 1.2900e-01 6.3047e-01 2.4053e-01
1426.89 1.3806e-01 6.3234e-01 2.2960e-01
1514.05 1.4121e-01 6.3556e-01 2.2323e-01
1606.54 1.3457e-01 6.2979e-01 2.3564e-01
1704.67 1.4627e-01 6.3879e-01 2.1494e-01
1808.80 1.4019e-01 6.3154e-01 2.2827e-01
1919.29 1.4100e-01 6.3489e-01 2.2412e-01
2036.53 1.4362e-01 6.3478e-01 2.2160e-01
2160.92 1.3608e-01 6.3157e-01 2.3236e-01
2292.92 1.2431e-01 6.2621e-01 2.4948e-01
2432.98 1.0534e-01 6.1657e-01 2.7809e-01
2581.60 9.0291e-02 5.9967e-01 3.1003e-01
2739.29 7.8665e-02 5.8588e-01 3.3546e-01
2906.62 6.1313e-02 5.6249e-01 3.7620e-01
3084.17 4.5079e-02 5.2815e-01 4.2677e-01
3272.56 2.7573e-02 4.7699e-01 4.9543e-01
3472.46 1.5571e-02 4.1999e-01 5.6444e-01
3684.57 9.2735e-03 3.7238e-01 6.1835e-01
3909.64 5.2923e-03 3.1250e-01 6.8221e-01
4148.46 5.8124e-03 3.2806e-01 6.6612e-01
4401.86 7.8596e-03 3.5031e-01 6.4183e-01
4670.75 7.8309e-03 3.6388e-01 6.2829e-01
4956.05 3.8241e-03 2.9704e-01 6.9913e-01
5258.79 1.0522e-03 2.2164e-01 7.7731e-01
5580.02 2.7725e-04 1.7514e-01 8.2458e-01
5920.87 1.0277e-04 1.3295e-01 8.6695e-01
6282.54 7.0805e-05 1.1053e-01 8.8940e-01
6666.30 6.2292e-05 1.0541e-01 8.9452e-01
7073.50 5.8281e-05 1.0121e-01 8.9874e-01
7505.58 6.6697e-05 1.0154e-01 8.9839e-01
7964.05 7.7663e-05 1.0543e-01 8.9449e-01
8450.53 1.5500e-04 1.2999e-01 8.6986e-01
8966.72 4.6674e-04 1.6329e-01 8.3625e-01
9514.44 1.1340e-03 2.0244e-01 7.9643e-01
10095.62 2.6205e-03 2.6412e-01 7.3326e-01
10712.30 4.8615e-03 3.1506e-01 6.8008e-01
11366.65 7.0512e-03 3.5325e-01 6.3970e-01
12061.10 9.0868e-03 3.7552e-01 6.1539e-01
12793.43 9.4378e-03 3.6457e-01 6.2599e-01
13528.61 8.1343e-03 3.7552e-01 6.1634e-01
14194.74 7.2088e-03 3.8625e-01 6.0655e-01
14757.77 5.7345e-03 3.7525e-01 6.1901e-01
15240.48 6.2858e-03 4.0465e-01 5.8907e-01
15646.99 6.7405e-03 5.0340e-01 4.8986e-01
15960.30 9.1864e-03 6.1833e-01 3.7248e-01
16187.41 8.6959e-03 6.5283e-01 3.3848e-01
16354.17 7.0731e-03 6.6948e-01 3.2345e-01
16484.18 6.3618e-03 6.4002e-01 3.5362e-01
16593.12 5.9830e-03 6.2450e-01 3.6952e-01
16691.99 5.5145e-03 5.8179e-01 4.1269e-01
16788.59 4.2105e-03 5.6188e-01 4.3391e-01
16888.37 3.6006e-03 5.5783e-01 4.3857e-01
16998.79 2.1397e-03 5.3516e-01 4.6270e-01
17146.37 1.6563e-03 5.1685e-01 4.8149e-01
17415.23 1.1899e-03 4.8287e-01 5.1594e-01
17888.12 8.7557e-04 4.4548e-01 5.5364e-01
18532.37 5.3190e-04 3.9671e-01 6.0276e-01
19260.76 3.5928e-04 3.9010e-01 6.0954e-01
20034.10 2.6775e-04 3.0868e-01 6.9105e-01
20838.00 1.1822e-04 2.6204e-01 7.3784e-01
21647.97 2.4382e-04 2.4005e-01 7.5971e-01
22447.94 1.7713e-04 1.9033e-01 8.0949e-01
23245.88 1.3482e-04 1.4391e-01 8.5596e-01
24052.47 1.9896e-04 9.2499e-02 9.0730e-01
24867.72 1.5588e-04 7.4469e-02 9.2537e-01
25698.86 2.5877e-05 3.8007e-02 9.6197e-01
26587.16 9.0355e-05 7.8043e-02 9.2187e-01
27637.54 6.0072e-05 6.1013e-02 9.3893e-01
28986.97 6.5051e-05 5.3192e-02 9.4674e-01
#TIME: 226.46
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.3876e-01 6.2987e-01 2.3137e-01
886.22 1.4462e-01 6.2329e-01 2.3209e-01
906.14 1.1975e-01 6.1712e-01 2.6313e-01
944.43 1.4061e-01 6.2607e-01 2.3332e-01
999.11 1.3115e-01 6.2853e-01 2.4031e-01
1060.83 1.2941e-01 6.3151e-01 2.3908e-01
1125.62 1.3468e-01 6.3129e-01 2.3403e-01
1194.38 1.2851e-01 6.3353e-01 2.3796e-01
1267.34 1.2631e-01 6.3746e-01 2.3623e-01
1344.75 1.3213e-01 6.2752e-01 2.4035e-01
1426.89 1.3663e-01 6.3359e-01 2.2977e-01
1514.05 1.4758e-01 6.2944e-01 2.2298e-01
1606.54 1.4532e-01 6.3510e-01 2.1958e-01
1704.67 1.4987e-01 6.3517e-01 2.1496e-01
1808.80 1.4605e-01 6.3692e-01 2.1703e-01
1919.29 1.4747e-01 6.3854e-01 2.1400e-01
2036.53 1.3734e-01 6.3504e-01 2.2762e-01
2160.92 1.3428e-01 6.2872e-01 2.3700e-01
2292.92 1.2190e-01 6.2835e-01 2.4975e-01
2432.98 1.1023e-01 6.1795e-01 2.7182e-01
2581.60 9.2683e-02 6.0569e-01 3.0163e-01
2739.29 7.8081e-02 5.8360e-01 3.3832e-01
2906.62 5.9397e-02 5.5885e-01 3.8175e-01
3084.17 4.5621e-02 5.2640e-01 4.2798e-01
3272.56 2.6855e-02 4.6769e-01 5.0545e-01
3472.46 1.5786e-02 4.1536e-01 5.6885e-01
3684.57 9.6177e-03 3.7817e-01 6.1222e-01
3909.64 5.8629e-03 3.3337e-01 6.6077e-01
4148.46 5.6882e-03 3.2362e-01 6.7069e-01
4401.86 7.9433e-03 3.5460e-01 6.3746e-01
4670.75 7.4527e-03 3.5546e-01 6.3708e-01
4956.05 3.5349e-03 2.9521e-01 7.0125e-01
5258.79 1.0678e-03 2.2613e-01 7.7280e-01
5580.02 2.5689e-04 1.6605e-01 8.3369e-01
5920.87 1.0346e-04 1.2928e-01 8.7062e-01
6282.54 7.1356e-05 1.1237e-01 8.8756e-01
6666.30 6.1847e-05 1.0341e-01 8.9653e-01
7073.50 6.0328e-05 1.0255e-01 8.9739e-01
7505.58 6.3303e-05 9.9656e-02 9.0028e-01
7964.05 8.3695e-05 1.1154e-01 8.8837e-01
8450.53 1.6780e-04 1.3443e-01 8.6540e-01
8966.72 4.7243e-04 1.7023e-01 8.2930e-01
9514.44 1.1391e-03 2.1539e-01 7.8347e-01
10095.62 2.6620e-03 2.5648e-01 7.4085e-01
10712.30 4.7566e-03 3.1203e-01 6.8322e-01
11366.65 7.2048e-03 3.4741e-01 6.4538e-01
12061.10 9.4922e-03 3.6620e-01 6.2430e-01
12793.43 9.9436e-03 3.8087e-01 6.0919e-01
13528.61 9.3646e-03 3.7130e-01 6.1934e-01
14194.74 6.9477e-03 3.7419e-01 6.1886e-01
14757.77 7.5349e-03 3.6253e-01 6.2994e-01
15240.48 5.4574e-03 4.2044e-01 5.7411e-01
15646.99 7.4247e-03 5.0651e-01 4.8607e-01
15960.30 1.0947e-02 6.0393e-01 3.8512e-01
16187.41 8.1919e-03 6.5484e-01 3.3697e-01
16354.17 9.7490e-03 6.5961e-01 3.3064e-01
16484.18 6.8439e-03 6.4626e-01 3.4689e-01
16593.12 5.0149e-03 6.3543e-01 3.5955e-01
16691.99 4.7681e-03 5.8164e-01 4.1359e-01
16788.59 3.5021e-03 5.9327e-01 4.0323e-01
16888.37 3.5248e-03 5.3616e-01 4.6031e-01
16998.79 2.3484e-03 5.4110e-01 4.5656e-01
17146.37 1.5927e-03 5.3156e-01 4.6685e-01
17415.23 1.4955e-03 5.2860e-01 4.6991e-01
17888.12 8.9566e-04 4.3396e-01 5.6515e-01
18532.37 4.1224e-04 4.1327e-01 5.8632e-01
19260.76 3.5810e-04 3.6207e-01 6.3758e-01
20034.10 2.1621e-04 2.9808e-01 7.0170e-01
20838.00 2.2694e-04 2.6123e-01 7.3855e-01
21647.97 1.6572e-04 2.6588e-01 7.3395e-01
22447.94 1.4938e-04 2.0133e-01 7.9852e-01
23245.88 1.1593e-04 1.4841e-01 8.5147e-01
24052.47 1.2492e-04 1.3785e-01 8.6203e-01
24867.72 6.3759e-05 1.1127e-01 8.8867e-01
25698.86 8.8914e-05 1.1173e-01 8.8818e-01
26587.16 1.7246e-04 7.9115e-02 9.2071e-01
27637.54 3.3874e-05 5.2929e-02 9.4704e-01
28986.97 4.9046e-05 4.4929e-02 9.5502e-01
#TIME: 229.71
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.4247e-01 6.2847e-01 2.2905e-01
886.22 1.2692e-01 6.3813e-01 2.3495e-01
906.14 1.2776e-01 6.1650e-01 2.5574e-01
944.43 1.3936e-01 6.3512e-01 2.2551e-01
999.11 1.2606e-01 6.2461e-01 2.4933e-01
1060.83 1.3239e-01 6.3212e-01 2.3549e-01
1125.62 1.2910e-01 6.3146e-01 2.3944e-01
1194.38 1.3519e-01 6.3422e-01 2.3059e-01
1267.34 1.3418e-01 6.3083e-01 2.3499e-01
1344.75 1.3101e-01 6.3164e-01 2.3735e-01
1426.89 1.4392e-01 6.3589e-01 2.2019e-01
1514.05 1.4298e-01 6.3287e-01 2.2415e-01
1606.54 1.3888e-01 6.3538e-01 2.2574e-01
1704.67 1.4471e-01 6.3475e-01 2.2055e-01
1808.80 1.4374e-01 6.3236e-01 2.2391e-01
1919.29 1.5445e-01 6.3399e-01 2.1156e-01
2036.53 1.4888e-01 6.3822e-01 2.1290e-01
2160.92 1.3381e-01 6.3151e-01 2.3468e-01
2292.92 1.2797e-01 6.2783e-01 2.4420e-01
2432.98 1.0576e-01 6.1640e-01 2.7784e-01
2581.60 9.1954e-02 6.0495e-01 3.0309e-01
2739.29 7.6372e-02 5.8524e-01 3.3839e-01
2906.62 6.1943e-02 5.6230e-01 3.7576e-01
3084.17 4.5626e-02 5.2703e-01 4.2735e-01
3272.56 2.7759e-02 4.8062e-01 4.9163e-01
3472.46 1.5493e-02 4.2085e-01 5.6366e-01
3684.57 9.5326e-03 3.7748e-01 6.1298e-01
3909.64 5.7371e-03 3.2998e-01 6.6428e-01
4148.46 5.5361e-03 3.2096e-01 6.7350e-01
4401.86 7.7558e-03 3.5735e-01 6.3489e-01
4670.75 7.0714e-03 3.5080e-01 6.4213e-01
4956.05 3.4432e-03 2.9545e-01 7.0111e-01
5258.79 1.1086e-03 2.2786e-01 7.7103e-01
5580.02 2.6807e-04 1.6768e-01 8.3205e-01
5920.87 1.1511e-04 1.3240e-01 8.6748e-01
6282.54 7.1008e-05 1.1158e-01 8.8834e-01
6666.30 6.3103e-05 1.0549e-01 8.9444e-01
7073.50 5.9202e-05 1.0318e-01 8.9676e-01
7505.58 6.6085e-05 1.0303e-01 8.9691e-01
7964.05 8.2960e-05 1.1450e-01 8.8542e-01
8450.53 1.6253e-04 1.3533e-01 8.6450e-01
8966.72 4.6809e-04 1.6968e-01 8.2985e-01
9514.44 1.1520e-03 2.1021e-01 7.8864e-01
10095.62 2.6468e-03 2.6393e-01 7.3342e-01
10712.30 4.9253e-03 3.1472e-01 6.8035e-01
11366.65 7.0236e-03 3.5549e-01 6.3748e-01
12061.10 9.0767e-03 3.7643e-01 6.1449e-01
12793.43 1.0251e-02 3.7876e-01 6.1099e-01
13528.61 1.0813e-02 3.6499e-01 6.2420e-01
14194.74 6.1672e-03 3.6649e-01 6.2734e-01
14757.77 8.0587e-03 3.6191e-01 6.3003e-01
15240.48 5.1654e-03 4.2090e-01 5.7393e-01
15646.99 6.7563e-03 5.0264e-01 4.9061e-01
15960.30 9.5448e-03 6.1603e-01 3.7443e-01
16187.41 9.0785e-03 6.6389e-01 3.2703e-01
16354.17 7.5884e-03 6.9189e-01 3.0052e-01
16484.18 8.1617e-03 6.4402e-01 3.4781e-01
16593.12 4.7910e-03 6.2150e-01 3.7371e-01
16691.99 3.6561e-03 6.2244e-01 3.7390e-01
16788.59 3.2548e-03 5.7960e-01 4.1715e-01
16888.37 4.5821e-03 5.6034e-01 4.3508e-01
16998.79 2.5810e-03 5.3902e-01 4.5840e-01
17146.37 1.3795e-03 5.2266e-01 4.7596e-01
17415.23 9.0397e-04 5.0451e-01 4.9459e-01
17888.12 9.5257e-04 4.4086e-01 5.5819e-01
18532.37 4.5430e-04 4.0592e-01 5.9362e-01
19260.76 3.0057e-04 3.6209e-01 6.3761e-01
20034.10 3.3294e-04 3.2094e-01 6.7873e-01
20838.00 2.6683e-04 2.6733e-01 7.3241e-01
21647.97 1.8724e-04 2.3881e-01 7.6100e-01
22447.94 1.6472e-04 1.9257e-01 8.0726e-01
23245.88 7.9616e-05 1.4954e-01 8.5038e-01
24052.47 8.5339e-05 1.1762e-01 8.8230e-01
24867.72 1.9062e-04 9.1287e-02 9.0852e-01
25698.86 3.6454e-05 6.9343e-02 9.3062e-01
26587.16 4.1485e-05 8.0832e-02 9.1913e-01
27637.54 7.5816e-05 6.6626e-02 9.3330e-01
28986.97 9.9859e-05 5.8605e-02 9.4130e-01
#TIME: 233.01
#NVEL 78
#vel_mid[km/s] ne0 ne1 ne2
440.10 1.2921e-01 6.2501e-01 2.4577e-01
886.22 1.1690e-01 6.0855e-01 2.7455e-01
906.14 1.5599e-01 6.3270e-01 2.1131e-01
944.43 1.3907e-01 6.3285e-01 2.2808e-01
999.11 1.4188e-01 6.2755e-01 2.3057e-01
1060.83 1.2171e-01 6.2759e-01 2.5070e-01
1125.62 1.2748e-01 6.2776e-01 2.4477e-01
1194.38 1.3775e-01 6.2670e-01 2.3554e-01
1267.34 1.4460e-01 6.3251e-01 2.2289e-01
1344.75 1.4019e-01 6.3497e-01 2.2484e-01
1426.89 1.3823e-01 6.3420e-01 2.2757e-01
1514.05 1.5596e-01 6.3552e-01 2.0852e-01
1606.54 1.4727e-01 6.3695e-01 2.1578e-01
1704.67 1.4829e-01 6.3917e-01 2.1254e-01
1808.80 1.5366e-01 6.3653e-01 2.0982e-01
1919.29 1.4832e-01 6.3424e-01 2.1744e-01
2036.53 1.4295e-01 6.3411e-01 2.2294e-01
2160.92 1.4068e-01 6.3430e-01 2.2502e-01
2292.92 1.2304e-01 6.2737e-01 2.4958e-01
2432.98 1.1264e-01 6.2057e-01 2.6679e-01
2581.60 9.7359e-02 6.0831e-01 2.9433e-01
2739.29 8.1567e-02 5.9205e-01 3.2639e-01
2906.62 6.0896e-02 5.6086e-01 3.7825e-01
3084.17 4.7003e-02 5.3299e-01 4.2001e-01
3272.56 2.9520e-02 4.8494e-01 4.8554e-01
3472.46 1.5771e-02 4.2234e-01 5.6188e-01
3684.57 9.7732e-03 3.8148e-01 6.0875e-01
3909.64 5.6852e-03 3.3100e-01 6.6332e-01
4148.46 6.5566e-03 3.4466e-01 6.4878e-01
4401.86 8.8013e-03 3.7315e-01 6.1805e-01
4670.75 7.4345e-03 3.6288e-01 6.2968e-01
4956.05 3.7165e-03 2.9852e-01 6.9776e-01
5258.79 1.0467e-03 2.1829e-01 7.8066e-01
5580.02 2.7856e-04 1.6918e-01 8.3054e-01
5920.87 1.1629e-04 1.3682e-01 8.6307e-01
6282.54 6.8918e-05 1.1275e-01 8.8718e-01
6666.30 6.2227e-05 1.0421e-01 8.9573e-01
7073.50 6.2530e-05 1.0217e-01 8.9777e-01
7505.58 6.0274e-05 9.9364e-02 9.0058e-01
7964.05 8.4229e-05 1.1164e-01 8.8827e-01
8450.53 1.6102e-04 1.3412e-01 8.6571e-01
8966.72 4.5558e-04 1.6411e-01 8.3544e-01
9514.44 1.1153e-03 2.0415e-01 7.9474e-01
10095.62 2.6746e-03 2.6217e-01 7.3516e-01
10712.30 4.8507e-03 3.0499e-01 6.9016e-01
11366.65 7.0633e-03 3.4847e-01 6.4447e-01
12061.10 8.7889e-03 3.7417e-01 6.1704e-01
12793.43 1.0762e-02 3.7563e-01 6.1361e-01
13528.61 9.9108e-03 3.7224e-01 6.1785e-01
14194.74 7.8299e-03 3.8396e-01 6.0821e-01
14757.77 7.7041e-03 3.7427e-01 6.1803e-01
15240.48 8.7315e-03 4.2993e-01 5.6134e-01
15646.99 7.1490e-03 5.0827e-01 4.8458e-01
15960.30 8.0702e-03 6.2075e-01 3.7118e-01
16187.41 9.3616e-03 6.6023e-01 3.3040e-01
16354.17 1.1244e-02 6.6706e-01 3.2169e-01
16484.18 7.6439e-03 6.4375e-01 3.4861e-01
16593.12 6.1152e-03 6.1034e-01 3.8354e-01
16691.99 4.3773e-03 6.1323e-01 3.8239e-01
16788.59 3.4328e-03 5.7552e-01 4.2104e-01
16888.37 3.1791e-03 5.6063e-01 4.3619e-01
16998.79 3.0063e-03 5.4728e-01 4.4971e-01
17146.37 1.7832e-03 5.4514e-01 4.5308e-01
17415.23 1.2446e-03 5.0557e-01 4.9319e-01
