#NTIMES: 200
#NSTAGES: 7
#TIMES[d]: 0.9869 1.0089 1.0313 1.0543 1.0778 1.1018 1.1263 1.1514 1.1771 1.2033 1.2301 1.2575 1.2855 1.3142 1.3434 1.3734 1.4039 1.4352 1.4672 1.4999 1.5333 1.5674 1.6024 1.6381 1.6745 1.7118 1.7500 1.7890 1.8288 1.8696 1.9112 1.9538 1.9973 2.0418 2.0873 2.1338 2.1813 2.2299 2.2796 2.3303 2.3823 2.4353 2.4896 2.5450 2.6017 2.6597 2.7189 2.7795 2.8414 2.9047 2.9694 3.0356 3.1032 3.1723 3.2430 3.3152 3.3891 3.4646 3.5417 3.6206 3.7013 3.7837 3.8680 3.9542 4.0423 4.1323 4.2244 4.3185 4.4147 4.5130 4.6135 4.7163 4.8214 4.9288 5.0386 5.1508 5.2655 5.3828 5.5028 5.6253 5.7506 5.8787 6.0097 6.1436 6.2804 6.4203 6.5633 6.7096 6.8590 7.0118 7.1680 7.3277 7.4909 7.6578 7.8284 8.0028 8.1810 8.3633 8.5496 8.7400 8.9347 9.1337 9.3372 9.5452 9.7578 9.9752 10.1974 10.4246 10.6568 10.8942 11.1368 11.3849 11.6385 11.8978 12.1628 12.4338 12.7108 12.9939 13.2834 13.5793 13.8818 14.1910 14.5071 14.8303 15.1606 15.4983 15.8436 16.1965 16.5573 16.9261 17.3032 17.6886 18.0827 18.4855 18.8973 19.3182 19.7486 20.1885 20.6382 21.0979 21.5679 22.0484 22.5395 23.0416 23.5549 24.0796 24.6160 25.1644 25.7249 26.2980 26.8838 27.4826 28.0949 28.7207 29.3605 30.0145 30.6831 31.3666 32.0654 32.7796 33.5098 34.2563 35.0194 35.7995 36.5970 37.4122 38.2456 39.0976 39.9685 40.8589 41.7690 42.6995 43.6507 44.6230 45.6171 46.6332 47.6720 48.7340 49.8196 50.9294 52.0639 53.2236 54.4093 55.6213 56.8603 58.1269 59.4218 60.7455 62.0986 63.4819 64.8961 66.3417 67.8195 69.3303 70.8747 72.4535 74.0675 75.7174 77.4041 79.1284
#
#TIME: 0.9869
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.7294e+04 5.2520e-08 1.0000e+00 1.0263e-14 1.4013e-45 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 4.5129e-08 1.0000e+00 5.9818e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 4.3359e-08 1.0000e+00 1.0225e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 3.3238e-08 1.0000e+00 2.3245e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.7820e-08 1.0000e+00 2.0571e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 2.5122e-08 1.0000e+00 7.4452e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.8103e-08 1.0000e+00 4.7866e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.5372e-08 1.0000e+00 3.7111e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.3225e-08 1.0000e+00 2.4430e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 1.0444e-08 1.0000e+00 6.4571e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 1.0507e-08 1.0000e+00 4.8703e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 8.7552e-09 1.0000e+00 6.0404e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 7.2304e-09 1.0000e+00 9.7717e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 6.6484e-09 1.0000e+00 3.9911e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 6.6779e-09 1.0000e+00 7.4498e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 5.6688e-09 1.0000e+00 1.1154e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 6.1695e-09 1.0000e+00 1.7006e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 5.2644e-09 1.0000e+00 2.8384e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 5.3583e-09 1.0000e+00 1.2351e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 6.9283e-09 1.0000e+00 1.6291e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 6.8373e-09 1.0000e+00 1.4869e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 6.7904e-09 1.0000e+00 1.4663e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 7.3374e-09 1.0000e+00 9.4201e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 7.6413e-09 1.0000e+00 8.9578e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 7.0768e-09 1.0000e+00 8.0298e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 3.7832e-09 1.0000e+00 1.2779e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 6.4203
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.4010e+02 4.6625e-22 1.3177e-12 3.7666e-05 9.9996e-01 5.2721e-20 0.0000e+00 0.0000e+00
8.8623e+02 1.0076e-16 3.3739e-09 1.6464e-03 9.9835e-01 1.3297e-20 0.0000e+00 0.0000e+00
9.0614e+02 3.8346e-17 1.4175e-09 9.6739e-04 9.9903e-01 1.1276e-19 0.0000e+00 0.0000e+00
9.4442e+02 9.2679e-18 3.9906e-10 4.4331e-04 9.9956e-01 2.6019e-18 2.9427e-44 0.0000e+00
9.9911e+02 2.0514e-18 1.0468e-10 1.9331e-04 9.9981e-01 7.4931e-17 6.0986e-41 0.0000e+00
1.0608e+03 7.3224e-19 4.2004e-11 1.0903e-04 9.9989e-01 7.9264e-16 1.3205e-38 0.0000e+00
1.1257e+03 3.9157e-19 2.4055e-11 7.6517e-05 9.9992e-01 3.5335e-15 3.9996e-37 0.0000e+00
1.1944e+03 2.4899e-19 1.6046e-11 5.9003e-05 9.9994e-01 1.0819e-14 5.1499e-36 0.0000e+00
1.2673e+03 1.4901e-19 1.0110e-11 4.3700e-05 9.9996e-01 4.0628e-14 1.0593e-34 0.0000e+00
1.3448e+03 7.3789e-20 5.3663e-12 2.8783e-05 9.9997e-01 2.6667e-13 7.8331e-33 0.0000e+00
1.4269e+03 2.8696e-20 2.3322e-12 1.6575e-05 9.9998e-01 3.1521e-12 2.2197e-30 0.0000e+00
1.5140e+03 9.3088e-21 9.0703e-13 8.9549e-06 9.9999e-01 4.2299e-11 8.2891e-28 0.0000e+00
1.6065e+03 2.9682e-21 3.6190e-13 4.9638e-06 1.0000e+00 4.4391e-10 1.7440e-25 0.0000e+00
1.7047e+03 1.0286e-21 1.5626e-13 2.8782e-06 1.0000e+00 4.0155e-09 2.6213e-23 9.8091e-45
1.8088e+03 3.4898e-22 6.7128e-14 1.6521e-06 1.0000e+00 3.9803e-08 4.8668e-21 6.2739e-41
1.9193e+03 1.1619e-22 2.8772e-14 9.3988e-07 1.0000e+00 4.4144e-07 1.1722e-18 6.5998e-37
2.0365e+03 4.1760e-23 1.3198e-14 5.5354e-07 9.9999e-01 4.8459e-06 2.7821e-16 6.8324e-33
2.1609e+03 1.4547e-23 6.0574e-15 3.3025e-07 9.9995e-01 4.7765e-05 5.1243e-14 4.5469e-29
2.2929e+03 4.8763e-24 2.7716e-15 2.0166e-07 9.9964e-01 3.5924e-04 5.0091e-12 1.0126e-25
2.4330e+03 1.7015e-24 1.3196e-15 1.2765e-07 9.9771e-01 2.2866e-03 3.3424e-10 1.1775e-22
2.5816e+03 7.0023e-25 7.0723e-16 8.6912e-08 9.8846e-01 1.1537e-02 1.3362e-08 5.8506e-20
2.7393e+03 3.5062e-25 4.3314e-16 6.3846e-08 9.5900e-01 4.1005e-02 2.4860e-07 8.1877e-18
2.9067e+03 1.9995e-25 2.8907e-16 4.9258e-08 9.0550e-01 9.4498e-02 1.7773e-06 2.3156e-16
3.0842e+03 1.2909e-25 2.1186e-16 4.0806e-08 8.6481e-01 1.3518e-01 4.1694e-06 9.7633e-16
3.2726e+03 1.0302e-25 1.8369e-16 3.8562e-08 8.7809e-01 1.2191e-01 3.1264e-06 5.6949e-16
3.4725e+03 1.0861e-25 1.9648e-16 4.2350e-08 9.3638e-01 6.3622e-02 6.2948e-07 3.4761e-17
3.6846e+03 1.4321e-25 2.4576e-16 5.1454e-08 9.8318e-01 1.6815e-02 2.7197e-08 1.5837e-19
3.9097e+03 1.9344e-25 3.1240e-16 6.3355e-08 9.9675e-01 3.2479e-03 5.9672e-10 2.3297e-22
4.1484e+03 2.7301e-25 4.0598e-16 7.7322e-08 9.9909e-01 9.0585e-04 3.1497e-11 1.5689e-24
4.4019e+03 4.2541e-25 5.5785e-16 9.4709e-08 9.9962e-01 3.8050e-04 4.3774e-12 5.6510e-26
4.6708e+03 4.8971e-25 6.2046e-16 1.0230e-07 9.9975e-01 2.4754e-04 1.6320e-12 1.0601e-26
4.9561e+03 3.5581e-25 5.0363e-16 9.2915e-08 9.9976e-01 2.4195e-04 1.4939e-12 8.6974e-27
5.2588e+03 2.3384e-25 3.8100e-16 8.0933e-08 9.9973e-01 2.7183e-04 1.8713e-12 1.2050e-26
5.5800e+03 1.8218e-25 3.2311e-16 7.4753e-08 9.9972e-01 2.8178e-04 1.9796e-12 1.2802e-26
5.9209e+03 1.5774e-25 2.9563e-16 7.2455e-08 9.9976e-01 2.4014e-04 1.3422e-12 6.4348e-27
6.2825e+03 1.5221e-25 2.9308e-16 7.4130e-08 9.9984e-01 1.5907e-04 5.1193e-13 1.2235e-27
6.6663e+03 1.7483e-25 3.2888e-16 8.1692e-08 9.9992e-01 8.2833e-05 1.1360e-13 9.4135e-29
7.0735e+03 2.2736e-25 4.0610e-16 9.6225e-08 9.9997e-01 3.1516e-05 1.2303e-14 2.1509e-30
7.5056e+03 3.0907e-25 5.2805e-16 1.1967e-07 9.9999e-01 7.8823e-06 5.0387e-16 9.3082e-33
7.9641e+03 4.9495e-25 7.8524e-16 1.6308e-07 1.0000e+00 1.3346e-06 8.4706e-18 8.9299e-36
8.4505e+03 1.1785e-24 1.5850e-15 2.6775e-07 1.0000e+00 1.2238e-07 3.5661e-20 8.4006e-40
8.9668e+03 4.0104e-24 4.3281e-15 5.3244e-07 1.0000e+00 5.3558e-09 2.7907e-23 4.2039e-45
9.5145e+03 1.5804e-23 1.3808e-14 1.1636e-06 1.0000e+00 1.6023e-10 9.1626e-27 0.0000e+00
1.0096e+04 1.5546e-22 9.8984e-14 4.1980e-06 1.0000e+00 6.5155e-13 3.1955e-32 0.0000e+00
1.0712e+04 3.2284e-21 1.5417e-12 2.4469e-05 9.9998e-01 3.0771e-16 8.0721e-40 0.0000e+00
1.1367e+04 1.3891e-19 5.6706e-11 2.4336e-04 9.9976e-01 1.0481e-20 0.0000e+00 0.0000e+00
1.2062e+04 7.1484e-18 2.6592e-09 2.7255e-03 9.9727e-01 2.1854e-25 0.0000e+00 0.0000e+00
1.2794e+04 1.7623e-15 6.0581e-07 7.7683e-02 9.2232e-01 4.6013e-32 0.0000e+00 0.0000e+00
1.3528e+04 1.8105e-13 5.1870e-05 7.3791e-01 2.6204e-01 2.7243e-39 0.0000e+00 0.0000e+00
1.4194e+04 1.1514e-12 2.9357e-04 9.6664e-01 3.3065e-02 9.8091e-45 0.0000e+00 0.0000e+00
1.4758e+04 3.2414e-12 7.9785e-04 9.9229e-01 6.9088e-03 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 1.0093e-11 2.0216e-03 9.9628e-01 1.7010e-03 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 4.2778e-11 5.7319e-03 9.9388e-01 3.8711e-04 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.5527e-10 1.9126e-02 9.8080e-01 7.3198e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 9.3484e-10 4.9088e-02 9.5089e-01 1.7520e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 2.4818e-09 1.0352e-01 8.9647e-01 4.9529e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 4.5579e-09 1.7258e-01 8.2742e-01 1.7907e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 5.2985e-09 2.1191e-01 7.8809e-01 1.0647e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 6.7186e-09 2.6881e-01 7.3119e-01 5.7912e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.6788e+04 7.9892e-09 3.2047e-01 6.7953e-01 3.5105e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.6888e+04 9.0721e-09 3.6615e-01 6.3385e-01 2.3046e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.6999e+04 1.1316e-08 4.4278e-01 5.5722e-01 1.1998e-07 0.0000e+00 0.0000e+00 0.0000e+00
1.7146e+04 1.3586e-08 5.2258e-01 4.7742e-01 6.0095e-08 0.0000e+00 0.0000e+00 0.0000e+00
1.7416e+04 1.8991e-08 6.7998e-01 3.2002e-01 1.3575e-08 0.0000e+00 0.0000e+00 0.0000e+00
1.7888e+04 2.6718e-08 8.6086e-01 1.3914e-01 1.0117e-09 0.0000e+00 0.0000e+00 0.0000e+00
1.8532e+04 3.6392e-08 9.5688e-01 4.3116e-02 4.0065e-11 0.0000e+00 0.0000e+00 0.0000e+00
1.9260e+04 4.9855e-08 9.9088e-01 9.1249e-03 6.6672e-13 0.0000e+00 0.0000e+00 0.0000e+00
2.0034e+04 6.1443e-08 9.9792e-01 2.0809e-03 1.3425e-14 0.0000e+00 0.0000e+00 0.0000e+00
2.0838e+04 7.2834e-08 9.9950e-01 4.9622e-04 2.9995e-16 0.0000e+00 0.0000e+00 0.0000e+00
2.1648e+04 8.2748e-08 9.9986e-01 1.3532e-04 9.3836e-18 0.0000e+00 0.0000e+00 0.0000e+00
2.2448e+04 8.5061e-08 9.9996e-01 4.0935e-05 3.6177e-19 0.0000e+00 0.0000e+00 0.0000e+00
2.3246e+04 7.8137e-08 9.9998e-01 1.9721e-05 4.5896e-20 0.0000e+00 0.0000e+00 0.0000e+00
2.4052e+04 7.5672e-08 9.9999e-01 8.2135e-06 4.0599e-21 0.0000e+00 0.0000e+00 0.0000e+00
2.4868e+04 7.4777e-08 1.0000e+00 3.9174e-06 5.2833e-22 0.0000e+00 0.0000e+00 0.0000e+00
2.5699e+04 8.2079e-08 1.0000e+00 1.4427e-06 3.6560e-23 0.0000e+00 0.0000e+00 0.0000e+00
2.6588e+04 9.3890e-08 1.0000e+00 5.4312e-07 2.7694e-24 0.0000e+00 0.0000e+00 0.0000e+00
2.7638e+04 1.2162e-07 1.0000e+00 1.4826e-07 9.5209e-26 0.0000e+00 0.0000e+00 0.0000e+00
2.8987e+04 1.7294e-07 1.0000e+00 2.8230e-08 1.3044e-27 0.0000e+00 0.0000e+00 0.0000e+00
3.0652e+04 2.5577e-07 1.0000e+00 1.6379e-09 7.0369e-31 0.0000e+00 0.0000e+00 0.0000e+00
3.2516e+04 2.3066e-07 1.0000e+00 3.1578e-10 7.0876e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.4459e+04 1.8925e-07 1.0000e+00 7.1566e-11 1.0363e-34 0.0000e+00 0.0000e+00 0.0000e+00
3.6371e+04 1.2423e-07 1.0000e+00 2.1323e-10 1.5185e-33 0.0000e+00 0.0000e+00 0.0000e+00
3.8150e+04 1.4378e-07 1.0000e+00 1.5802e-12 2.3798e-39 0.0000e+00 0.0000e+00 0.0000e+00
3.9750e+04 9.3860e-08 1.0000e+00 5.1570e-11 2.4945e-35 0.0000e+00 0.0000e+00 0.0000e+00
4.1174e+04 1.1586e-07 1.0000e+00 2.3285e-13 1.0497e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.2468e+04 9.1565e-08 1.0000e+00 4.0695e-13 4.0825e-41 0.0000e+00 0.0000e+00 0.0000e+00
4.3688e+04 7.8618e-08 1.0000e+00 1.4105e-13 1.9800e-42 0.0000e+00 0.0000e+00 0.0000e+00
4.4884e+04 6.1834e-08 1.0000e+00 2.1821e-13 5.4903e-42 0.0000e+00 0.0000e+00 0.0000e+00
4.6084e+04 5.7001e-08 1.0000e+00 3.2620e-14 2.8026e-44 0.0000e+00 0.0000e+00 0.0000e+00
4.7294e+04 5.9976e-08 1.0000e+00 1.4575e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.8516e+04 4.4393e-08 1.0000e+00 4.8010e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
4.9754e+04 3.3579e-08 1.0000e+00 1.7592e-14 2.8026e-45 0.0000e+00 0.0000e+00 0.0000e+00
5.1012e+04 2.5898e-08 1.0000e+00 5.9735e-14 8.1275e-44 0.0000e+00 0.0000e+00 0.0000e+00
5.2292e+04 2.5366e-08 1.0000e+00 4.5512e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.3596e+04 2.0248e-08 1.0000e+00 8.4458e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.4921e+04 1.5700e-08 1.0000e+00 2.8279e-14 7.0065e-45 0.0000e+00 0.0000e+00 0.0000e+00
5.6265e+04 1.4171e-08 1.0000e+00 7.9611e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.7622e+04 1.2049e-08 1.0000e+00 6.2459e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.8985e+04 9.9138e-09 1.0000e+00 8.9281e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0341e+04 9.0249e-09 1.0000e+00 2.6314e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.1676e+04 7.5569e-09 1.0000e+00 3.3420e-15 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.2975e+04 7.5481e-09 1.0000e+00 3.4198e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.4219e+04 6.5903e-09 1.0000e+00 2.8908e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.5388e+04 5.5956e-09 1.0000e+00 4.1595e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.6461e+04 5.4186e-09 1.0000e+00 1.2731e-16 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.7422e+04 5.2856e-09 1.0000e+00 4.9550e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8257e+04 5.1126e-09 1.0000e+00 2.6985e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.8960e+04 6.4534e-09 1.0000e+00 2.8499e-18 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9475e+04 8.3154e-09 1.0000e+00 5.7720e-19 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9758e+04 4.7969e-09 1.0000e+00 1.0563e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9886e+04 4.5646e-09 1.0000e+00 1.4669e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9950e+04 4.3844e-09 1.0000e+00 1.8686e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9982e+04 4.6196e-09 1.0000e+00 1.4969e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.9996e+04 4.1134e-09 1.0000e+00 1.8908e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0000e+04 2.3951e-09 1.0000e+00 3.7388e-17 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
#
#TIME: 6.5633
#NVEL: 115
#vel_mid[km/s] al0 al1 al2 al3 al4 al5 al6
4.4010e+02 4.6026e-22 1.3662e-12 3.9080e-05 9.9996e-01 3.7171e-20 0.0000e+00 0.0000e+00
8.8623e+02 9.5165e-17 3.3562e-09 1.6656e-03 9.9833e-01 1.0402e-20 0.0000e+00 0.0000e+00
9.0614e+02 3.8655e-17 1.4940e-09 1.0143e-03 9.9899e-01 7.6429e-20 0.0000e+00 0.0000e+00
9.4442e+02 1.0445e-17 4.6391e-10 4.9402e-04 9.9951e-01 1.3787e-18 7.0065e-45 0.0000e+00
9.9911e+02 2.5549e-18 1.3275e-10 2.2774e-04 9.9977e-01 3.1465e-17 8.2901e-42 0.0000e+00
1.0608e+03 9.1653e-19 5.3498e-11 1.2911e-04 9.9987e-01 3.2084e-16 1.6487e-39 0.0000e+00
1.1257e+03 4.6793e-19 2.9414e-11 8.8479e-05 9.9991e-01 1.5575e-15 6.0577e-38 0.0000e+00
1.1944e+03 2.8047e-19 1.8617e-11 6.6072e-05 9.9993e-01 5.4125e-15 1.0405e-36 0.0000e+00
1.2673e+03 1.6151e-19 1.1330e-11 4.7916e-05 9.9995e-01 2.2079e-14 2.5844e-35 0.0000e+00
1.3448e+03 7.7856e-20 5.8571e-12 3.1060e-05 9.9997e-01 1.5493e-13 2.2257e-33 0.0000e+00
1.4269e+03 3.0433e-20 2.5422e-12 1.7876e-05 9.9998e-01 1.8530e-12 6.4851e-31 0.0000e+00
1.5140e+03 9.8363e-21 9.7923e-13 9.5966e-06 9.9999e-01 2.5873e-11 2.6547e-28 0.0000e+00
1.6065e+03 3.1405e-21 3.8924e-13 5.3085e-06 9.9999e-01 2.7522e-10 5.7644e-26 0.0000e+00
1.7047e+03 1.0825e-21 1.6672e-13 3.0642e-06 1.0000e+00 2.5318e-09 9.0040e-24 1.4013e-45
1.8088e+03 3.6735e-22 7.1410e-14 1.7578e-06 1.0000e+00 2.4903e-08 1.6418e-21 9.7727e-42
1.9193e+03 1.1916e-22 2.9930e-14 9.8749e-07 1.0000e+00 2.8421e-07 4.2141e-19 1.1428e-37
2.0365e+03 4.1825e-23 1.3444e-14 5.7385e-07 1.0000e+00 3.2528e-06 1.0993e-16 1.3872e-33
2.1609e+03 1.4524e-23 6.1301e-15 3.4000e-07 9.9997e-01 3.3331e-05 2.2152e-14 1.0773e-29
2.2929e+03 4.8549e-24 2.7910e-15 2.0646e-07 9.9974e-01 2.5785e-04 2.3111e-12 2.6824e-26
2.4330e+03 1.7094e-24 1.3351e-15 1.3089e-07 9.9838e-01 1.6167e-03 1.4892e-10 2.9411e-23
2.5816e+03 6.9944e-25 7.1239e-16 8.8856e-08 9.9180e-01 8.1964e-03 5.9923e-09 1.4737e-20
2.7393e+03 3.5020e-25 4.3704e-16 6.5479e-08 9.7054e-01 2.9458e-02 1.1301e-07 2.0960e-18
2.9067e+03 2.0282e-25 2.9602e-16 5.1217e-08 9.3099e-01 6.9012e-02 8.2201e-07 6.0381e-17
3.0842e+03 1.3347e-25 2.2065e-16 4.3055e-08 9.0087e-01 9.9128e-02 1.9144e-06 2.4932e-16
3.2726e+03 1.0694e-25 1.9175e-16 4.0720e-08 9.1229e-01 8.7709e-02 1.3791e-06 1.3615e-16
3.4725e+03 1.1234e-25 2.0369e-16 4.4315e-08 9.5644e-01 4.3558e-02 2.5337e-07 7.2014e-18
3.6846e+03 1.4883e-25 2.5479e-16 5.3629e-08 9.8894e-01 1.1056e-02 1.0190e-08 2.9407e-20
3.9097e+03 1.9706e-25 3.1944e-16 6.5454e-08 9.9777e-01 2.2259e-03 2.4748e-10 5.1542e-23
4.1484e+03 2.7261e-25 4.0976e-16 7.9305e-08 9.9936e-01 6.4398e-04 1.4212e-11 4.0014e-25
4.4019e+03 4.2657e-25 5.6535e-16 9.7465e-08 9.9973e-01 2.6702e-04 1.9178e-12 1.3710e-26
4.6708e+03 4.9448e-25 6.3234e-16 1.0570e-07 9.9983e-01 1.7086e-04 6.8854e-13 2.4129e-27
4.9561e+03 3.6501e-25 5.1934e-16 9.6756e-08 9.9984e-01 1.6150e-04 5.8390e-13 1.7402e-27
5.2588e+03 2.4353e-25 3.9722e-16 8.4883e-08 9.9982e-01 1.7602e-04 6.8256e-13 2.1458e-27
5.5800e+03 1.9043e-25 3.3777e-16 7.8536e-08 9.9982e-01 1.8132e-04 7.1191e-13 2.2262e-27
5.9209e+03 1.6633e-25 3.1115e-16 7.6473e-08 9.9985e-01 1.5161e-04 4.6220e-13 1.0399e-27
6.2825e+03 1.6011e-25 3.0819e-16 7.8231e-08 9.9990e-01 1.0056e-04 1.7679e-13 1.9861e-28
6.6663e+03 1.8458e-25 3.4727e-16 8.6517e-08 9.9995e-01 5.1494e-05 3.7749e-14 1.4308e-29
7.0735e+03 2.3957e-25 4.2920e-16 1.0210e-07 9.9998e-01 1.9346e-05 3.9689e-15 3.1059e-31
7.5056e+03 3.2663e-25 5.6144e-16 1.2770e-07 1.0000e+00 4.6886e-06 1.5112e-16 1.1860e-33
7.9641e+03 5.3746e-25 8.5594e-16 1.7697e-07 1.0000e+00 7.4109e-07 2.1711e-18 8.7181e-37
8.4505e+03 1.3254e-24 1.7817e-15 2.9574e-07 1.0000e+00 6.4775e-08 8.2085e-21 6.8501e-41
8.9668e+03 4.4708e-24 4.8558e-15 5.8563e-07 1.0000e+00 2.9444e-09 7.0119e-24 0.0000e+00
9.5145e+03 1.7412e-23 1.5438e-14 1.2741e-06 1.0000e+00 9.0411e-11 2.4434e-27 0.0000e+00
1.0096e+04 1.8244e-22 1.1809e-13 4.7796e-06 1.0000e+00 3.1167e-13 5.8427e-33 0.0000e+00
1.0712e+04 3.8941e-21 1.9132e-12 2.8490e-05 9.9997e-01 1.3214e-16 1.1520e-40 0.0000e+00
1.1367e+04 1.6759e-19 7.0774e-11 2.8312e-04 9.9972e-01 4.5905e-21 0.0000e+00 0.0000e+00
1.2062e+04 8.8101e-18 3.4013e-09 3.2126e-03 9.9679e-01 9.0285e-26 0.0000e+00 0.0000e+00
1.2794e+04 2.0783e-15 7.4826e-07 8.9209e-02 9.1079e-01 1.9422e-32 0.0000e+00 0.0000e+00
1.3528e+04 1.8672e-13 5.5737e-05 7.5724e-01 2.4271e-01 1.3575e-39 0.0000e+00 0.0000e+00
1.4194e+04 1.1437e-12 3.0422e-04 9.6917e-01 3.0530e-02 5.6052e-45 0.0000e+00 0.0000e+00
1.4758e+04 3.2247e-12 8.2673e-04 9.9283e-01 6.3475e-03 0.0000e+00 0.0000e+00 0.0000e+00
1.5240e+04 9.6979e-12 2.0357e-03 9.9633e-01 1.6294e-03 0.0000e+00 0.0000e+00 0.0000e+00
1.5647e+04 4.2366e-11 5.9089e-03 9.9373e-01 3.5784e-04 0.0000e+00 0.0000e+00 0.0000e+00
1.5960e+04 2.5038e-10 1.9546e-02 9.8039e-01 6.8533e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.6187e+04 8.3815e-10 4.6792e-02 9.5319e-01 1.8328e-05 0.0000e+00 0.0000e+00 0.0000e+00
1.6354e+04 2.0784e-09 9.3802e-02 9.0619e-01 5.7058e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.6484e+04 3.4705e-09 1.4606e-01 8.5394e-01 2.4050e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.6593e+04 4.4973e-09 1.9453e-01 8.0547e-01 1.2366e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.6692e+04 5.8426e-09 2.5149e-01 7.4851e-01 6.5653e-07 0.0000e+00 0.0000e+00 0.0000e+00
