#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
4670.75 6.79e-07 9.37e-01 6.33e-02 1.50e-15 1.04e-36 2.67e-37 5.04e-38 
4956.05 7.98e-07 9.59e-01 4.11e-02 2.35e-15 1.04e-36 2.69e-37 5.10e-38 
5258.79 8.96e-07 9.78e-01 2.15e-02 3.51e-17 1.03e-36 2.66e-37 5.08e-38 
5580.02 1.15e-06 9.84e-01 1.64e-02 1.92e-17 1.01e-36 2.58e-37 4.98e-38 
5920.87 1.46e-06 9.91e-01 9.18e-03 1.08e-18 1.03e-36 2.62e-37 5.10e-38 
6282.54 1.90e-06 9.88e-01 1.24e-02 2.23e-18 1.09e-36 2.77e-37 5.45e-38 
6666.30 2.48e-06 9.99e-01 9.34e-04 5.72e-22 1.16e-36 2.94e-37 5.84e-38 
7073.50 3.49e-06 1.00e+00 3.48e-04 2.24e-23 1.26e-36 3.20e-37 6.42e-38 
7505.58 5.01e-06 1.00e+00 1.45e-04 1.10e-24 1.48e-36 3.73e-37 7.58e-38 
7964.05 8.20e-06 1.00e+00 7.63e-05 5.86e-26 1.76e-36 4.44e-37 9.14e-38 
8450.53 1.59e-05 1.00e+00 9.49e-05 5.26e-26 2.09e-36 5.24e-37 1.10e-37 
8966.72 3.56e-05 1.00e+00 1.03e-06 7.71e-31 2.64e-36 6.58e-37 1.40e-37 
9514.44 9.85e-05 1.00e+00 2.85e-07 6.16e-29 3.59e-36 8.90e-37 1.93e-37 
10095.62 2.62e-04 1.00e+00 4.96e-08 1.81e-28 5.12e-36 1.27e-36 2.79e-37 
10712.30 5.61e-04 9.99e-01 8.89e-10 3.06e-30 8.11e-36 2.00e-36 4.41e-37 
11366.65 7.51e-04 9.99e-01 2.86e-09 1.88e-28 1.42e-35 3.50e-36 7.70e-37 
12061.10 7.53e-04 9.99e-01 5.63e-10 5.89e-29 2.59e-35 6.39e-36 1.41e-36 
12793.43 8.93e-04 9.99e-01 4.95e-10 4.36e-28 4.26e-35 1.05e-35 2.32e-36 
13528.61 1.02e-03 9.99e-01 5.04e-10 7.20e-28 6.47e-35 1.60e-35 3.52e-36 
14194.74 9.11e-04 9.99e-01 5.73e-10 1.38e-27 9.91e-35 2.45e-35 5.39e-36 
14757.77 5.85e-04 9.99e-01 7.24e-10 1.51e-30 1.53e-34 3.79e-35 8.34e-36 
15240.48 4.70e-04 1.00e+00 1.00e-09 3.72e-27 2.07e-34 5.10e-35 1.12e-35 
15646.99 8.41e-04 9.99e-01 3.06e-08 2.65e-26 2.60e-34 6.42e-35 1.41e-35 
15960.30 8.85e-04 9.99e-01 6.26e-10 3.77e-27 3.17e-34 7.84e-35 1.73e-35 
16187.41 6.26e-04 9.99e-01 5.96e-10 7.61e-27 5.23e-34 1.29e-34 2.85e-35 
16354.17 8.86e-04 9.99e-01 7.74e-10 3.77e-27 9.11e-34 2.25e-34 4.96e-35 
16484.18 4.16e-04 1.00e+00 7.14e-10 3.20e-27 1.52e-33 3.75e-34 8.26e-35 
16593.12 6.49e-04 9.99e-01 6.88e-10 6.84e-27 2.24e-33 5.54e-34 1.22e-34 
16691.99 2.69e-04 1.00e+00 1.21e-09 8.70e-26 2.95e-33 7.30e-34 1.61e-34 
16788.59 2.87e-04 1.00e+00 1.53e-09 1.34e-25 3.71e-33 9.18e-34 2.02e-34 
16888.37 3.79e-04 1.00e+00 1.83e-09 1.80e-25 4.67e-33 1.15e-33 2.54e-34 
16998.79 1.27e-04 1.00e+00 2.05e-09 2.61e-25 6.06e-33 1.50e-33 3.29e-34 
17146.37 3.32e-04 1.00e+00 1.65e-05 4.01e-25 8.22e-33 2.03e-33 4.47e-34 
17415.23 7.64e-05 1.00e+00 1.51e-08 2.11e-26 1.28e-32 3.16e-33 6.95e-34 
17888.12 8.81e-05 1.00e+00 3.05e-09 1.58e-24 2.65e-32 6.56e-33 1.44e-33 
18532.37 6.89e-05 1.00e+00 2.95e-08 1.12e-24 4.90e-32 1.21e-32 2.67e-33 
19260.76 7.72e-05 1.00e+00 3.80e-05 1.76e-20 7.81e-32 1.93e-32 4.25e-33 
20034.10 5.74e-05 1.00e+00 8.46e-09 2.28e-23 1.10e-31 2.72e-32 6.00e-33 
20838.00 6.25e-05 1.00e+00 5.97e-05 4.52e-20 1.32e-31 3.25e-32 7.16e-33 
21647.97 1.39e-05 1.00e+00 2.03e-08 2.55e-27 1.35e-31 3.34e-32 7.35e-33 
22447.94 1.01e-04 9.99e-01 4.00e-04 5.32e-19 1.57e-31 3.88e-32 8.54e-33 
23245.88 3.71e-05 1.00e+00 9.94e-09 1.55e-26 1.97e-31 4.87e-32 1.07e-32 
24052.47 3.91e-06 1.00e+00 2.41e-05 1.44e-22 2.43e-31 6.01e-32 1.32e-32 
24867.72 8.44e-06 8.44e-01 1.56e-01 3.83e-22 2.85e-31 7.04e-32 1.55e-32 
25698.86 2.75e-06 1.00e+00 5.75e-08 5.35e-23 3.23e-31 7.99e-32 1.76e-32 
26587.16 1.27e-05 9.42e-01 5.77e-02 1.18e-17 3.70e-31 9.15e-32 2.01e-32 
27637.54 1.73e-06 1.00e+00 7.66e-07 1.90e-22 4.39e-31 1.08e-31 2.39e-32 
28986.97 9.97e-06 1.00e+00 1.72e-07 7.78e-27 5.56e-31 1.37e-31 3.03e-32 
#TIME: 46.32 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 2.22e-07 4.91e-01 5.09e-01 9.93e-12 9.58e-38 2.51e-38 4.46e-39 
999.11 2.13e-07 4.79e-01 5.21e-01 8.76e-12 9.56e-38 2.50e-38 4.46e-39 
1267.34 2.34e-07 5.05e-01 4.95e-01 6.42e-12 9.45e-38 2.47e-38 4.42e-39 
1514.05 2.75e-07 5.39e-01 4.61e-01 5.63e-12 8.33e-38 2.18e-38 3.89e-39 
1808.80 2.88e-07 5.60e-01 4.40e-01 4.21e-12 8.18e-38 2.14e-38 3.84e-39 
1919.29 3.26e-07 6.05e-01 3.95e-01 2.38e-12 8.30e-38 2.17e-38 3.90e-39 
2160.92 3.38e-07 6.28e-01 3.72e-01 1.69e-12 9.04e-38 2.36e-38 4.25e-39 
2292.92 3.66e-07 6.60e-01 3.40e-01 1.16e-12 1.00e-37 2.61e-38 4.72e-39 
2432.98 3.82e-07 6.91e-01 3.09e-01 8.99e-13 1.13e-37 2.94e-38 5.34e-39 
2581.60 4.11e-07 7.29e-01 2.71e-01 3.44e-13 1.27e-37 3.31e-38 6.02e-39 
2739.29 4.03e-07 7.27e-01 2.73e-01 4.34e-13 1.42e-37 3.71e-38 6.76e-39 
2906.62 4.67e-07 7.79e-01 2.21e-01 1.73e-13 1.63e-37 4.25e-38 7.79e-39 
3084.17 4.79e-07 7.98e-01 2.02e-01 1.95e-13 1.98e-37 5.14e-38 9.45e-39 
3272.56 5.10e-07 8.37e-01 1.63e-01 6.11e-14 2.50e-37 6.48e-38 1.20e-38 
3472.46 5.30e-07 8.70e-01 1.30e-01 1.80e-14 3.23e-37 8.36e-38 1.55e-38 
3684.57 5.74e-07 8.97e-01 1.03e-01 8.60e-15 4.36e-37 1.13e-37 2.10e-38 
3909.64 5.98e-07 9.17e-01 8.31e-02 3.98e-15 6.49e-37 1.68e-37 3.14e-38 
4148.46 6.67e-07 9.54e-01 4.58e-02 2.77e-16 9.04e-37 2.33e-37 4.40e-38 
4401.86 8.44e-07 9.69e-01 3.10e-02 1.06e-16 1.04e-36 2.69e-37 5.10e-38 
4670.75 1.09e-06 9.76e-01 2.35e-02 5.78e-17 1.07e-36 2.75e-37 5.26e-38 
4956.05 1.23e-06 9.89e-01 1.08e-02 4.71e-18 1.08e-36 2.76e-37 5.32e-38 
5258.79 1.40e-06 9.93e-01 6.90e-03 1.18e-18 1.07e-36 2.73e-37 5.30e-38 
5580.02 1.73e-06 9.96e-01 3.96e-03 1.34e-19 1.04e-36 2.66e-37 5.19e-38 
5920.87 2.13e-06 9.99e-01 9.48e-04 1.01e-21 1.06e-36 2.70e-37 5.31e-38 
6282.54 2.75e-06 9.98e-01 2.05e-03 7.79e-21 1.12e-36 2.86e-37 5.67e-38 
6666.30 3.62e-06 9.98e-01 2.49e-03 5.41e-21 1.20e-36 3.03e-37 6.08e-38 
7073.50 4.95e-06 1.00e+00 2.49e-04 1.35e-23 1.31e-36 3.30e-37 6.69e-38 
7505.58 6.88e-06 1.00e+00 2.14e-04 3.29e-24 1.53e-36 3.85e-37 7.89e-38 
7964.05 1.21e-05 9.99e-01 6.98e-04 7.30e-24 1.82e-36 4.57e-37 9.52e-38 
8450.53 2.25e-05 1.00e+00 4.99e-06 1.19e-29 2.16e-36 5.40e-37 1.14e-37 
8966.72 6.50e-05 1.00e+00 1.47e-07 5.21e-30 2.73e-36 6.78e-37 1.46e-37 
9514.44 1.67e-04 1.00e+00 7.63e-08 1.11e-29 3.71e-36 9.18e-37 2.01e-37 
10095.62 3.58e-04 1.00e+00 1.67e-06 1.79e-27 5.34e-36 1.32e-36 2.91e-37 
10712.30 6.32e-04 9.99e-01 1.34e-09 1.27e-28 8.48e-36 2.09e-36 4.61e-37 
11366.65 6.67e-04 9.99e-01 5.80e-10 3.17e-29 1.49e-35 3.67e-36 8.08e-37 
12061.10 8.61e-04 9.99e-01 5.48e-10 2.72e-28 2.72e-35 6.72e-36 1.48e-36 
12793.43 8.12e-04 9.99e-01 5.03e-10 5.59e-28 4.50e-35 1.11e-35 2.45e-36 
13528.61 9.71e-04 9.99e-01 5.38e-10 8.80e-28 6.84e-35 1.69e-35 3.72e-36 
14194.74 7.58e-04 9.99e-01 9.44e-10 2.47e-27 1.05e-34 2.60e-35 5.71e-36 
14757.77 7.22e-04 9.99e-01 9.02e-09 3.04e-26 1.63e-34 4.02e-35 8.85e-36 
15240.48 6.70e-04 9.99e-01 8.12e-10 2.66e-27 2.19e-34 5.42e-35 1.19e-35 
15646.99 8.91e-04 9.99e-01 5.74e-10 8.51e-29 2.76e-34 6.82e-35 1.50e-35 
15960.30 4.70e-04 1.00e+00 7.17e-10 4.80e-27 3.37e-34 8.33e-35 1.83e-35 
16187.41 7.10e-04 9.99e-01 5.13e-10 5.88e-27 5.56e-34 1.37e-34 3.02e-35 
16354.17 8.12e-04 9.99e-01 4.87e-10 7.96e-27 9.68e-34 2.39e-34 5.27e-35 
16484.18 8.34e-04 9.99e-01 1.28e-09 3.70e-26 1.61e-33 3.99e-34 8.78e-35 
16593.12 4.53e-04 1.00e+00 7.77e-10 4.96e-26 2.38e-33 5.89e-34 1.30e-34 
16691.99 4.35e-04 1.00e+00 2.36e-09 1.29e-25 3.14e-33 7.76e-34 1.71e-34 
16788.59 8.51e-05 1.00e+00 3.48e-09 2.05e-25 3.95e-33 9.76e-34 2.15e-34 
16888.37 1.44e-04 1.00e+00 1.06e-08 7.46e-25 4.96e-33 1.23e-33 2.70e-34 
16998.79 3.09e-04 1.00e+00 1.19e-09 1.12e-25 6.44e-33 1.59e-33 3.50e-34 
17146.37 1.81e-04 1.00e+00 1.89e-07 2.89e-27 8.73e-33 2.16e-33 4.75e-34 
17415.23 1.31e-04 1.00e+00 3.66e-09 1.17e-25 1.36e-32 3.35e-33 7.38e-34 
17888.12 2.13e-04 1.00e+00 3.29e-06 1.08e-21 2.82e-32 6.97e-33 1.53e-33 
18532.37 5.65e-05 1.00e+00 1.84e-07 1.91e-23 5.21e-32 1.29e-32 2.83e-33 
19260.76 2.43e-05 1.00e+00 1.29e-06 2.09e-25 8.30e-32 2.05e-32 4.51e-33 
20034.10 2.81e-05 1.00e+00 2.02e-05 2.55e-20 1.17e-31 2.90e-32 6.38e-33 
20838.00 6.56e-05 1.00e+00 5.43e-09 1.78e-27 1.40e-31 3.46e-32 7.61e-33 
21647.97 7.40e-06 1.00e+00 3.72e-08 4.04e-23 1.44e-31 3.55e-32 7.81e-33 
22447.94 1.15e-05 1.00e+00 1.69e-04 1.30e-23 1.67e-31 4.13e-32 9.08e-33 
23245.88 1.69e-05 1.00e+00 2.06e-05 5.01e-20 2.10e-31 5.18e-32 1.14e-32 
24052.47 1.46e-06 1.00e+00 1.66e-07 5.52e-25 2.59e-31 6.39e-32 1.41e-32 
24867.72 2.03e-06 1.00e+00 9.88e-08 7.03e-29 3.03e-31 7.48e-32 1.65e-32 
25698.86 2.08e-05 1.00e+00 1.36e-06 2.85e-21 3.44e-31 8.50e-32 1.87e-32 
26587.16 1.75e-06 1.43e-01 8.57e-01 3.24e-13 6.49e-28 9.73e-32 2.14e-32 
27637.54 6.02e-05 5.17e-01 4.83e-01 3.65e-17 4.66e-31 1.15e-31 2.54e-32 
28986.97 2.06e-05 1.00e+00 2.69e-05 2.22e-20 5.91e-31 1.46e-31 3.22e-32 
#TIME: 47.28 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 3.06e-07 5.97e-01 4.03e-01 2.09e-12 1.01e-37 2.64e-38 4.74e-39 
999.11 3.46e-07 6.29e-01 3.71e-01 1.84e-12 1.01e-37 2.63e-38 4.74e-39 
1267.34 4.14e-07 6.77e-01 3.23e-01 1.32e-12 9.95e-38 2.60e-38 4.69e-39 
1514.05 4.66e-07 7.09e-01 2.91e-01 6.74e-13 8.76e-38 2.29e-38 4.14e-39 
1808.80 5.07e-07 7.41e-01 2.59e-01 4.62e-13 8.61e-38 2.24e-38 4.08e-39 
1919.29 5.59e-07 7.77e-01 2.23e-01 2.73e-13 8.73e-38 2.27e-38 4.14e-39 
2160.92 5.87e-07 7.99e-01 2.01e-01 2.04e-13 9.49e-38 2.47e-38 4.51e-39 
2292.92 6.61e-07 8.37e-01 1.63e-01 9.09e-14 1.05e-37 2.73e-38 5.01e-39 
2432.98 6.79e-07 8.62e-01 1.38e-01 4.94e-13 1.19e-37 3.08e-38 5.66e-39 
2581.60 7.15e-07 8.86e-01 1.14e-01 1.41e-14 1.33e-37 3.46e-38 6.37e-39 
2739.29 7.38e-07 8.94e-01 1.06e-01 1.40e-14 1.49e-37 3.87e-38 7.15e-39 
2906.62 8.21e-07 9.04e-01 9.57e-02 1.58e-14 1.71e-37 4.43e-38 8.22e-39 
3084.17 8.40e-07 9.34e-01 6.60e-02 3.05e-15 2.07e-37 5.34e-38 9.95e-39 
3272.56 8.61e-07 9.41e-01 5.92e-02 1.72e-15 2.60e-37 6.72e-38 1.26e-38 
3472.46 9.12e-07 9.51e-01 4.86e-02 1.13e-15 3.36e-37 8.66e-38 1.63e-38 
3684.57 9.31e-07 9.64e-01 3.60e-02 3.66e-16 4.52e-37 1.17e-37 2.20e-38 
3909.64 9.53e-07 9.75e-01 2.51e-02 1.36e-16 6.73e-37 1.73e-37 3.29e-38 
4148.46 1.05e-06 9.86e-01 1.35e-02 5.58e-18 9.36e-37 2.40e-37 4.59e-38 
4401.86 1.30e-06 9.85e-01 1.47e-02 1.25e-17 1.08e-36 2.77e-37 5.33e-38 
4670.75 1.64e-06 9.89e-01 1.06e-02 6.86e-17 1.11e-36 2.84e-37 5.49e-38 
4956.05 1.77e-06 9.94e-01 5.59e-03 4.15e-19 1.11e-36 2.85e-37 5.54e-38 
5258.79 2.00e-06 9.98e-01 1.94e-03 7.80e-21 1.10e-36 2.82e-37 5.52e-38 
5580.02 2.41e-06 9.97e-01 2.95e-03 3.63e-20 1.08e-36 2.74e-37 5.41e-38 
5920.87 2.96e-06 9.99e-01 1.44e-03 2.94e-21 1.09e-36 2.78e-37 5.53e-38 
6282.54 3.62e-06 9.98e-01 2.18e-03 3.93e-21 1.16e-36 2.94e-37 5.91e-38 
6666.30 4.53e-06 1.00e+00 9.50e-05 4.85e-25 1.24e-36 3.12e-37 6.33e-38 
7073.50 6.29e-06 1.00e+00 6.38e-05 6.31e-26 1.35e-36 3.40e-37 6.97e-38 
7505.58 9.42e-06 1.00e+00 4.33e-04 4.13e-24 1.58e-36 3.96e-37 8.22e-38 
7964.05 1.58e-05 1.00e+00 2.29e-05 7.02e-28 1.88e-36 4.71e-37 9.91e-38 
8450.53 3.32e-05 1.00e+00 6.12e-07 4.10e-30 2.24e-36 5.57e-37 1.19e-37 
8966.72 7.93e-05 1.00e+00 1.17e-07 2.83e-29 2.82e-36 6.99e-37 1.52e-37 
9514.44 2.08e-04 1.00e+00 5.05e-09 2.82e-30 3.85e-36 9.51e-37 2.09e-37 
10095.62 4.66e-04 1.00e+00 1.21e-09 3.90e-32 5.58e-36 1.38e-36 3.03e-37 
10712.30 6.56e-04 9.99e-01 5.81e-10 3.84e-29 8.86e-36 2.19e-36 4.82e-37 
11366.65 7.51e-04 9.99e-01 4.67e-09 1.19e-27 1.56e-35 3.85e-36 8.47e-37 
12061.10 1.14e-03 9.99e-01 8.78e-10 4.55e-28 2.86e-35 7.07e-36 1.56e-36 
12793.43 1.07e-03 9.99e-01 8.07e-10 7.88e-28 4.75e-35 1.17e-35 2.58e-36 
13528.61 1.04e-03 9.99e-01 3.88e-09 6.43e-27 7.24e-35 1.79e-35 3.94e-36 
14194.74 9.31e-04 9.99e-01 5.42e-10 9.26e-28 1.11e-34 2.75e-35 6.06e-36 
14757.77 5.95e-04 9.99e-01 7.42e-10 2.48e-28 1.73e-34 4.26e-35 9.39e-36 
15240.48 7.67e-04 9.99e-01 6.36e-10 3.24e-27 2.33e-34 5.75e-35 1.27e-35 
15646.99 6.53e-04 9.99e-01 5.87e-10 4.20e-27 2.93e-34 7.25e-35 1.60e-35 
15960.30 4.66e-04 1.00e+00 6.84e-10 4.11e-27 3.58e-34 8.85e-35 1.95e-35 
16187.41 9.52e-04 9.99e-01 4.93e-10 6.87e-27 5.91e-34 1.46e-34 3.21e-35 
16354.17 7.65e-04 9.99e-01 6.74e-06 1.47e-22 1.03e-33 2.54e-34 5.60e-35 
16484.18 5.12e-04 9.99e-01 7.13e-10 1.40e-26 1.72e-33 4.24e-34 9.33e-35 
16593.12 4.82e-04 1.00e+00 8.48e-10 4.30e-26 2.53e-33 6.26e-34 1.38e-34 
16691.99 7.37e-04 9.99e-01 1.38e-09 3.45e-26 3.34e-33 8.24e-34 1.81e-34 
16788.59 4.45e-04 1.00e+00 8.67e-10 2.36e-26 4.20e-33 1.04e-33 2.28e-34 
16888.37 3.77e-04 1.00e+00 1.00e-09 1.27e-26 5.27e-33 1.30e-33 2.87e-34 
16998.79 3.38e-04 1.00e+00 3.10e-09 5.11e-25 6.84e-33 1.69e-33 3.72e-34 
17146.37 1.19e-04 1.00e+00 2.56e-09 3.93e-27 9.28e-33 2.29e-33 5.05e-34 
17415.23 1.13e-04 1.00e+00 5.22e-08 6.94e-24 1.44e-32 3.57e-33 7.85e-34 
17888.12 5.66e-05 1.00e+00 1.23e-08 5.59e-27 3.00e-32 7.41e-33 1.63e-33 
18532.37 4.99e-05 1.00e+00 3.78e-07 6.50e-24 5.54e-32 1.37e-32 3.01e-33 
19260.76 1.36e-05 1.00e+00 1.94e-06 9.51e-24 8.83e-32 2.18e-32 4.80e-33 
20034.10 1.05e-04 1.00e+00 5.13e-05 1.02e-23 1.25e-31 3.08e-32 6.78e-33 
20838.00 6.58e-05 1.00e+00 5.20e-09 1.92e-23 1.49e-31 3.68e-32 8.09e-33 
21647.97 1.38e-04 1.00e+00 1.05e-04 1.53e-20 1.53e-31 3.77e-32 8.31e-33 
22447.94 2.02e-05 1.00e+00 1.53e-08 3.04e-27 1.78e-31 4.39e-32 9.66e-33 
23245.88 1.27e-05 1.00e+00 8.70e-08 2.22e-25 2.23e-31 5.51e-32 1.21e-32 
24052.47 6.51e-06 1.00e+00 7.42e-08 3.59e-23 2.75e-31 6.80e-32 1.50e-32 
24867.72 3.06e-06 1.00e+00 6.63e-08 7.73e-23 3.22e-31 7.96e-32 1.75e-32 
25698.86 4.15e-06 1.00e+00 2.68e-07 2.70e-23 3.66e-31 9.04e-32 1.99e-32 
26587.16 2.70e-06 1.00e+00 8.37e-08 1.94e-29 4.19e-31 1.03e-31 2.28e-32 
27637.54 2.84e-06 1.00e+00 1.71e-07 8.03e-29 4.96e-31 1.23e-31 2.70e-32 
28986.97 1.07e-05 1.00e+00 1.78e-07 1.89e-24 6.29e-31 1.55e-31 3.42e-32 
#TIME: 48.26 
#NVEL: 67 
#vel_mid[km/s] fe0 fe1 fe2 fe3 fe4 fe5 fe6 
440.10 4.85e-07 7.49e-01 2.51e-01 2.82e-13 1.06e-37 2.77e-38 5.04e-39 
999.11 5.88e-07 7.90e-01 2.10e-01 1.90e-13 1.06e-37 2.76e-38 5.04e-39 
1267.34 7.47e-07 8.50e-01 1.50e-01 7.81e-14 1.05e-37 2.72e-38 4.99e-39 
1514.05 8.32e-07 8.66e-01 1.34e-01 5.17e-14 9.22e-38 2.39e-38 4.40e-39 
1808.80 9.11e-07 8.90e-01 1.10e-01 2.94e-14 9.06e-38 2.35e-38 4.33e-39 
1919.29 9.82e-07 9.04e-01 9.63e-02 1.26e-14 9.17e-38 2.38e-38 4.40e-39 
2160.92 1.08e-06 9.33e-01 6.67e-02 3.72e-15 9.97e-38 2.58e-38 4.79e-39 
2292.92 1.11e-06 9.31e-01 6.85e-02 5.03e-15 1.11e-37 2.86e-38 5.32e-39 
2432.98 1.14e-06 9.55e-01 4.47e-02 3.95e-16 1.24e-37 3.22e-38 6.01e-39 
2581.60 1.16e-06 9.55e-01 4.49e-02 7.73e-16 1.40e-37 3.62e-38 6.75e-39 
2739.29 1.18e-06 9.56e-01 4.36e-02 9.91e-16 1.56e-37 4.04e-38 7.56e-39 
2906.62 1.30e-06 9.64e-01 3.58e-02 7.47e-16 1.79e-37 4.62e-38 8.67e-39 
3084.17 1.32e-06 9.78e-01 2.21e-02 3.89e-17 2.16e-37 5.56e-38 1.05e-38 
3272.56 1.33e-06 9.68e-01 3.23e-02 3.58e-16 2.71e-37 6.98e-38 1.32e-38 
3472.46 1.34e-06 9.79e-01 2.15e-02 7.91e-17 3.49e-37 8.98e-38 1.71e-38 
3684.57 1.38e-06 9.87e-01 1.26e-02 9.78e-18 4.69e-37 1.21e-37 2.30e-38 
3909.64 1.43e-06 9.89e-01 1.06e-02 5.66e-18 6.98e-37 1.79e-37 3.44e-38 
4148.46 1.54e-06 9.86e-01 1.36e-02 7.77e-18 9.70e-37 2.48e-37 4.80e-38 
4401.86 1.87e-06 9.88e-01 1.21e-02 2.91e-18 1.12e-36 2.86e-37 5.56e-38 
4670.75 2.32e-06 9.98e-01 2.21e-03 6.13e-20 1.15e-36 2.93e-37 5.73e-38 
4956.05 2.59e-06 9.98e-01 1.53e-03 7.81e-21 1.15e-36 2.93e-37 5.78e-38 
5258.79 2.75e-06 9.99e-01 5.50e-04 1.86e-22 1.14e-36 2.90e-37 5.75e-38 
5580.02 3.21e-06 1.00e+00 3.94e-04 4.52e-23 1.11e-36 2.82e-37 5.63e-38 
5920.87 3.87e-06 9.99e-01 8.31e-04 7.72e-23 1.13e-36 2.86e-37 5.76e-38 
6282.54 4.64e-06 1.00e+00 7.98e-05 3.19e-25 1.20e-36 3.03e-37 6.16e-38 
6666.30 5.68e-06 9.99e-01 1.36e-03 1.45e-22 1.28e-36 3.22e-37 6.59e-38 
7073.50 8.17e-06 1.00e+00 8.07e-05 7.51e-26 1.40e-36 3.51e-37 7.26e-38 
7505.58 1.26e-05 1.00e+00 1.01e-05 1.14e-28 1.63e-36 4.09e-37 8.57e-38 
7964.05 2.11e-05 1.00e+00 7.80e-05 4.61e-27 1.95e-36 4.86e-37 1.03e-37 
8450.53 4.11e-05 1.00e+00 2.16e-07 1.14e-29 2.31e-36 5.74e-37 1.24e-37 
8966.72 1.27e-04 1.00e+00 1.15e-07 3.39e-29 2.92e-36 7.21e-37 1.58e-37 
9514.44 2.62e-04 1.00e+00 5.77e-09 4.97e-29 4.01e-36 9.91e-37 2.18e-37 
10095.62 4.36e-04 1.00e+00 8.23e-10 4.13e-29 5.82e-36 1.44e-36 3.16e-37 
10712.30 6.20e-04 9.99e-01 5.93e-10 9.25e-29 9.26e-36 2.29e-36 5.04e-37 
11366.65 9.07e-04 9.99e-01 8.45e-10 2.57e-29 1.63e-35 4.03e-36 8.88e-37 
12061.10 9.94e-04 9.99e-01 4.36e-10 1.58e-28 3.01e-35 7.44e-36 1.64e-36 
12793.43 1.11e-03 9.99e-01 7.33e-07 4.31e-25 5.02e-35 1.24e-35 2.73e-36 
13528.61 1.21e-03 9.99e-01 1.06e-08 2.12e-27 7.66e-35 1.89e-35 4.17e-36 
14194.74 1.09e-03 9.99e-01 4.72e-10 1.26e-27 1.18e-34 2.92e-35 6.42e-36 
14757.77 7.49e-04 9.99e-01 2.50e-09 8.65e-27 1.83e-34 4.52e-35 9.96e-36 
15240.48 8.19e-04 9.99e-01 7.16e-10 4.70e-27 2.47e-34 6.11e-35 1.34e-35 
15646.99 8.65e-04 9.99e-01 5.40e-10 4.33e-27 3.12e-34 7.70e-35 1.69e-35 
15960.30 8.39e-04 9.99e-01 4.50e-10 2.92e-27 3.81e-34 9.41e-35 2.07e-35 
16187.41 6.94e-04 9.99e-01 5.29e-10 7.77e-27 6.28e-34 1.55e-34 3.41e-35 
16354.17 5.28e-04 9.99e-01 1.38e-09 2.71e-30 1.09e-33 2.70e-34 5.95e-35 
16484.18 9.09e-04 9.99e-01 5.09e-10 1.84e-26 1.82e-33 4.50e-34 9.92e-35 
16593.12 8.13e-04 9.99e-01 5.97e-10 3.19e-26 2.69e-33 6.65e-34 1.46e-34 
16691.99 2.70e-04 1.00e+00 9.29e-10 4.71e-26 3.55e-33 8.76e-34 1.93e-34 
16788.59 3.79e-04 1.00e+00 9.39e-10 1.07e-25 4.46e-33 1.10e-33 2.43e-34 
16888.37 5.23e-04 9.99e-01 8.86e-10 1.22e-25 5.61e-33 1.39e-33 3.05e-34 
16998.79 2.04e-04 1.00e+00 1.29e-09 8.20e-26 7.27e-33 1.80e-33 3.96e-34 
17146.37 1.85e-04 1.00e+00 1.44e-09 1.72e-25 9.87e-33 2.44e-33 5.37e-34 
17415.23 1.27e-04 1.00e+00 3.82e-07 3.62e-24 1.53e-32 3.79e-33 8.34e-34 
17888.12 1.43e-04 1.00e+00 4.34e-07 4.84e-23 3.19e-32 7.88e-33 1.73e-33 
18532.37 3.92e-05 1.00e+00 2.03e-06 1.72e-23 5.89e-32 1.46e-32 3.21e-33 
19260.76 2.13e-05 1.00e+00 1.18e-07 4.10e-25 9.39e-32 2.32e-32 5.10e-33 
20034.10 4.48e-05 1.00e+00 3.32e-08 8.52e-27 1.33e-31 3.28e-32 7.21e-33 
