#NTIMES: 145 
#NSTAGES: 7 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
7505.58 5.59e-25 4.67e-16 1.96e-08 3.68e-03 9.94e-01 2.79e-03 2.38e-09 
7964.05 2.44e-24 2.03e-15 7.03e-08 8.14e-03 9.91e-01 8.10e-04 1.88e-10 
8450.53 2.16e-23 1.50e-14 3.84e-07 2.29e-02 9.77e-01 1.58e-04 2.68e-12 
8966.72 2.28e-22 1.38e-13 2.51e-06 7.10e-02 9.29e-01 2.54e-05 3.66e-14 
9514.44 5.14e-21 2.53e-12 2.84e-05 2.84e-01 7.16e-01 1.66e-06 7.84e-17 
10095.62 2.06e-19 7.79e-11 4.21e-04 8.33e-01 1.67e-01 5.48e-09 1.82e-21 
10712.30 6.25e-18 1.76e-09 3.87e-03 9.88e-01 8.10e-03 1.87e-12 5.87e-28 
11366.65 2.72e-16 5.61e-08 4.23e-02 9.57e-01 1.82e-04 1.32e-16 2.66e-35 
12061.10 1.40e-14 2.07e-06 4.43e-01 5.57e-01 8.54e-07 3.01e-22 5.52e-39 
12793.43 1.92e-13 1.91e-05 9.54e-01 4.56e-02 3.80e-10 8.93e-30 1.33e-38 
13528.61 1.98e-12 1.11e-04 9.99e-01 1.09e-03 2.17e-14 7.29e-37 3.02e-38 
14194.74 1.36e-11 4.76e-04 9.99e-01 4.05e-05 4.17e-18 1.53e-36 6.61e-38 
14757.77 5.25e-11 1.34e-03 9.99e-01 5.38e-06 2.54e-20 3.24e-36 1.44e-37 
15240.48 2.55e-10 4.03e-03 9.96e-01 4.13e-07 3.34e-23 6.26e-36 2.84e-37 
15646.99 1.61e-09 1.34e-02 9.87e-01 3.96e-08 1.33e-25 1.15e-35 5.28e-37 
15960.30 1.20e-08 4.62e-02 9.54e-01 9.27e-09 6.29e-27 1.86e-35 8.68e-37 
16187.41 4.72e-08 1.12e-01 8.88e-01 3.82e-10 8.62e-32 3.60e-35 1.69e-36 
16354.17 1.17e-07 2.02e-01 7.98e-01 1.02e-10 4.00e-33 6.92e-35 3.29e-36 
16484.18 1.77e-07 2.70e-01 7.30e-01 3.11e-11 2.48e-34 1.24e-34 5.90e-36 
16593.12 1.79e-07 2.78e-01 7.22e-01 2.41e-11 1.26e-34 1.82e-34 8.73e-36 
16691.99 3.34e-07 4.94e-01 5.06e-01 2.63e-12 1.10e-35 2.27e-34 1.09e-35 
16788.59 2.81e-07 3.83e-01 6.17e-01 5.91e-12 1.27e-35 2.62e-34 1.27e-35 
16888.37 4.14e-07 5.28e-01 4.72e-01 6.88e-13 1.43e-35 2.92e-34 1.42e-35 
16998.79 5.17e-07 5.93e-01 4.07e-01 4.28e-13 1.59e-35 3.25e-34 1.58e-35 
17146.37 6.91e-07 7.13e-01 2.87e-01 7.94e-14 1.74e-35 3.54e-34 1.73e-35 
17415.23 9.56e-07 8.24e-01 1.76e-01 1.46e-14 1.81e-35 3.65e-34 1.80e-35 
17888.12 1.37e-06 9.28e-01 7.17e-02 2.68e-16 1.79e-35 3.57e-34 1.79e-35 
18532.37 2.22e-06 9.83e-01 1.68e-02 5.95e-18 1.72e-35 3.38e-34 1.72e-35 
19260.76 3.54e-06 9.96e-01 4.48e-03 1.95e-20 1.88e-35 3.64e-34 1.88e-35 
20034.10 4.20e-06 9.99e-01 8.18e-04 5.87e-35 2.44e-35 4.67e-34 2.44e-35 
20838.00 4.88e-06 9.99e-01 6.72e-04 2.99e-24 3.55e-35 6.72e-34 3.55e-35 
21647.97 4.87e-06 1.00e+00 1.92e-04 1.26e-34 5.31e-35 9.93e-34 5.31e-35 
22447.94 6.10e-06 1.00e+00 4.46e-05 1.97e-34 8.37e-35 1.55e-33 8.37e-35 
23245.88 5.60e-06 1.00e+00 2.94e-05 2.95e-34 1.26e-34 2.31e-33 1.26e-34 
24052.47 6.93e-06 1.00e+00 6.37e-06 3.95e-34 1.69e-34 3.08e-33 1.69e-34 
24867.72 7.65e-06 1.00e+00 4.35e-06 4.91e-34 2.11e-34 3.81e-33 2.11e-34 
25698.86 1.02e-05 1.00e+00 2.13e-06 6.23e-34 2.70e-34 4.82e-33 2.70e-34 
26587.16 1.03e-05 1.00e+00 8.90e-07 8.89e-34 3.86e-34 6.85e-33 3.86e-34 
27637.54 1.68e-05 1.00e+00 1.06e-07 1.58e-33 6.91e-34 1.21e-32 6.91e-34 
28986.97 1.99e-05 1.00e+00 3.78e-08 4.10e-33 1.81e-33 3.13e-32 1.81e-33 
#TIME: 7.64 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 9.77e-23 1.36e-14 1.62e-07 8.98e-03 9.87e-01 3.60e-03 2.05e-08 
999.11 2.45e-23 3.76e-15 5.40e-08 4.59e-03 9.87e-01 8.62e-03 1.00e-07 
1267.34 8.96e-24 1.49e-15 2.44e-08 2.82e-03 9.81e-01 1.60e-02 3.62e-07 
1514.05 4.39e-24 7.65e-16 1.36e-08 1.94e-03 9.70e-01 2.78e-02 1.38e-06 
1808.80 1.71e-24 3.45e-16 7.15e-09 1.33e-03 9.54e-01 4.45e-02 3.99e-06 
1919.29 1.02e-24 2.12e-16 4.80e-09 1.04e-03 9.37e-01 6.16e-02 9.24e-06 
2160.92 5.64e-25 1.28e-16 3.22e-09 8.19e-04 9.21e-01 7.82e-02 1.52e-05 
2292.92 2.84e-25 7.19e-17 2.04e-09 6.27e-04 9.00e-01 9.94e-02 2.60e-05 
2432.98 1.62e-25 4.41e-17 1.39e-09 4.98e-04 8.79e-01 1.21e-01 4.20e-05 
2581.60 1.08e-25 3.23e-17 1.09e-09 4.34e-04 8.67e-01 1.32e-01 5.11e-05 
2739.29 7.70e-26 2.34e-17 8.43e-10 3.72e-04 8.53e-01 1.47e-01 6.71e-05 
2906.62 5.51e-26 1.83e-17 7.04e-10 3.38e-04 8.47e-01 1.52e-01 6.97e-05 
3084.17 3.71e-26 1.37e-17 5.72e-10 3.04e-04 8.44e-01 1.56e-01 6.96e-05 
3272.56 2.17e-26 9.43e-18 4.40e-10 2.66e-04 8.37e-01 1.63e-01 7.31e-05 
3472.46 1.65e-26 7.82e-18 3.95e-10 2.57e-04 8.43e-01 1.56e-01 6.11e-05 
3684.57 9.99e-27 5.22e-18 2.87e-10 2.17e-04 8.36e-01 1.64e-01 7.21e-05 
3909.64 6.50e-27 4.33e-18 2.69e-10 2.20e-04 8.47e-01 1.53e-01 4.49e-05 
4148.46 6.98e-27 4.66e-18 2.98e-10 2.39e-04 8.62e-01 1.37e-01 3.18e-05 
4401.86 1.19e-26 7.70e-18 4.50e-10 3.10e-04 8.93e-01 1.06e-01 1.76e-05 
4670.75 1.75e-26 1.13e-17 6.30e-10 3.86e-04 9.18e-01 8.20e-02 9.18e-06 
4956.05 1.83e-26 1.24e-17 7.20e-10 4.32e-04 9.32e-01 6.74e-02 5.48e-06 
5258.79 1.62e-26 1.28e-17 7.98e-10 4.76e-04 9.42e-01 5.75e-02 3.54e-06 
5580.02 2.27e-26 1.80e-17 1.10e-09 5.94e-04 9.58e-01 4.15e-02 1.47e-06 
5920.87 3.10e-26 2.63e-17 1.57e-09 7.51e-04 9.69e-01 3.01e-02 6.83e-07 
6282.54 5.11e-26 4.34e-17 2.49e-09 1.01e-03 9.80e-01 1.93e-02 2.37e-07 
6666.30 9.79e-26 8.77e-17 4.60e-09 1.49e-03 9.87e-01 1.11e-02 5.51e-08 
7073.50 2.58e-25 2.29e-16 1.06e-08 2.51e-03 9.92e-01 5.08e-03 9.31e-09 
7505.58 7.30e-25 6.54e-16 2.68e-08 4.50e-03 9.93e-01 2.03e-03 1.12e-09 
7964.05 3.50e-24 2.87e-15 9.65e-08 9.99e-03 9.89e-01 5.70e-04 5.65e-11 
8450.53 3.02e-23 2.13e-14 5.28e-07 2.81e-02 9.72e-01 1.14e-04 2.06e-12 
8966.72 3.44e-22 2.07e-13 3.61e-06 8.90e-02 9.11e-01 1.62e-05 1.22e-14 
9514.44 7.54e-21 3.74e-12 4.01e-05 3.43e-01 6.57e-01 9.68e-07 2.51e-17 
10095.62 2.73e-19 1.05e-10 5.33e-04 8.73e-01 1.27e-01 9.09e-09 1.88e-21 
10712.30 8.22e-18 2.34e-09 4.79e-03 9.90e-01 5.69e-03 7.82e-13 1.37e-28 
11366.65 3.63e-16 7.48e-08 5.22e-02 9.48e-01 1.33e-04 5.54e-17 1.58e-36 
12061.10 1.71e-14 2.53e-06 4.99e-01 5.01e-01 2.47e-06 4.31e-21 5.81e-39 
12793.43 2.11e-13 2.11e-05 9.65e-01 3.47e-02 2.85e-10 2.40e-29 1.41e-38 
13528.61 2.20e-12 1.23e-04 9.99e-01 8.84e-04 1.06e-14 7.65e-37 3.18e-38 
14194.74 1.52e-11 5.31e-04 9.99e-01 8.82e-05 3.09e-17 1.60e-36 6.96e-38 
14757.77 6.04e-11 1.55e-03 9.98e-01 2.15e-06 2.23e-21 3.40e-36 1.51e-37 
15240.48 2.57e-10 4.16e-03 9.96e-01 3.24e-07 2.24e-23 6.58e-36 2.99e-37 
15646.99 1.63e-09 1.38e-02 9.86e-01 2.28e-08 5.74e-27 1.21e-35 5.57e-37 
15960.30 1.22e-08 4.73e-02 9.53e-01 2.31e-09 9.09e-30 1.96e-35 9.15e-37 
16187.41 4.70e-08 1.15e-01 8.85e-01 3.32e-10 4.82e-32 3.79e-35 1.79e-36 
16354.17 1.20e-07 2.15e-01 7.85e-01 6.73e-11 1.50e-33 7.30e-35 3.47e-36 
16484.18 1.68e-07 2.70e-01 7.30e-01 3.09e-11 1.80e-34 1.30e-34 6.23e-36 
16593.12 2.15e-07 3.24e-01 6.76e-01 1.36e-11 4.66e-35 1.92e-34 9.23e-36 
16691.99 2.74e-07 4.14e-01 5.86e-01 4.75e-12 1.17e-35 2.40e-34 1.16e-35 
16788.59 3.39e-07 4.85e-01 5.15e-01 2.43e-12 1.35e-35 2.76e-34 1.34e-35 
16888.37 4.16e-07 5.81e-01 4.19e-01 4.76e-13 1.51e-35 3.09e-34 1.50e-35 
16998.79 4.42e-07 5.41e-01 4.59e-01 8.22e-13 1.69e-35 3.44e-34 1.68e-35 
17146.37 5.95e-07 6.82e-01 3.18e-01 1.33e-13 1.85e-35 3.75e-34 1.84e-35 
17415.23 8.77e-07 8.19e-01 1.81e-01 1.66e-14 1.92e-35 3.87e-34 1.91e-35 
17888.12 1.34e-06 9.15e-01 8.50e-02 1.19e-15 1.90e-35 3.79e-34 1.90e-35 
18532.37 2.19e-06 9.86e-01 1.35e-02 4.01e-19 1.83e-35 3.59e-34 1.82e-35 
19260.76 3.11e-06 9.96e-01 3.72e-03 2.98e-21 2.00e-35 3.87e-34 1.99e-35 
20034.10 4.14e-06 9.98e-01 2.23e-03 2.02e-21 3.57e-24 4.96e-34 2.59e-35 
20838.00 4.37e-06 1.00e+00 3.60e-04 9.03e-35 3.78e-35 7.15e-34 3.78e-35 
21647.97 5.55e-06 1.00e+00 2.44e-04 1.66e-24 5.65e-35 1.06e-33 5.65e-35 
22447.94 7.91e-06 1.00e+00 1.78e-04 3.31e-25 8.90e-35 1.65e-33 8.90e-35 
23245.88 4.97e-06 1.00e+00 2.10e-05 3.14e-34 1.34e-34 2.45e-33 1.34e-34 
24052.47 5.89e-06 1.00e+00 9.27e-06 4.20e-34 1.80e-34 3.27e-33 1.80e-34 
24867.72 7.82e-06 1.00e+00 3.01e-06 5.22e-34 2.25e-34 4.06e-33 2.25e-34 
25698.86 6.69e-06 1.00e+00 7.05e-06 6.63e-34 2.87e-34 5.13e-33 2.87e-34 
26587.16 1.15e-05 1.00e+00 4.86e-07 9.46e-34 4.11e-34 7.29e-33 4.11e-34 
27637.54 1.29e-05 1.00e+00 1.95e-07 1.68e-33 7.35e-34 1.29e-32 7.35e-34 
28986.97 1.80e-05 1.00e+00 4.26e-08 4.37e-33 1.92e-33 3.33e-32 1.92e-33 
#TIME: 7.80 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 9.61e-23 1.39e-14 1.69e-07 9.36e-03 9.88e-01 3.05e-03 1.37e-08 
999.11 2.32e-23 3.68e-15 5.44e-08 4.69e-03 9.88e-01 7.79e-03 8.18e-08 
1267.34 8.76e-24 1.52e-15 2.54e-08 2.93e-03 9.82e-01 1.47e-02 2.76e-07 
1514.05 4.35e-24 8.04e-16 1.46e-08 2.06e-03 9.74e-01 2.43e-02 9.20e-07 
1808.80 1.83e-24 3.74e-16 7.88e-09 1.43e-03 9.60e-01 3.83e-02 2.52e-06 
1919.29 1.06e-24 2.28e-16 5.25e-09 1.11e-03 9.46e-01 5.28e-02 5.62e-06 
2160.92 6.05e-25 1.39e-16 3.55e-09 8.85e-04 9.31e-01 6.81e-02 1.05e-05 
2292.92 3.10e-25 8.09e-17 2.32e-09 6.88e-04 9.12e-01 8.69e-02 1.79e-05 
2432.98 1.66e-25 5.02e-17 1.60e-09 5.54e-04 8.94e-01 1.05e-01 2.87e-05 
2581.60 1.20e-25 3.71e-17 1.27e-09 4.85e-04 8.85e-01 1.15e-01 3.44e-05 
2739.29 8.26e-26 2.73e-17 9.90e-10 4.19e-04 8.71e-01 1.29e-01 4.80e-05 
2906.62 6.32e-26 2.18e-17 8.38e-10 3.84e-04 8.67e-01 1.33e-01 4.92e-05 
3084.17 4.40e-26 1.63e-17 6.79e-10 3.44e-04 8.63e-01 1.36e-01 4.91e-05 
3272.56 2.69e-26 1.15e-17 5.36e-10 3.07e-04 8.61e-01 1.39e-01 4.73e-05 
3472.46 1.96e-26 9.37e-18 4.73e-10 2.93e-04 8.65e-01 1.35e-01 4.15e-05 
3684.57 1.11e-26 6.07e-18 3.37e-10 2.45e-04 8.58e-01 1.42e-01 4.35e-05 
3909.64 8.19e-27 5.28e-18 3.27e-10 2.53e-04 8.71e-01 1.28e-01 2.78e-05 
4148.46 7.98e-27 5.72e-18 3.65e-10 2.77e-04 8.83e-01 1.17e-01 2.17e-05 
4401.86 1.38e-26 9.53e-18 5.56e-10 3.60e-04 9.12e-01 8.79e-02 1.10e-05 
4670.75 2.21e-26 1.40e-17 7.66e-10 4.42e-04 9.32e-01 6.78e-02 5.25e-06 
4956.05 2.13e-26 1.55e-17 8.93e-10 5.00e-04 9.43e-01 5.63e-02 3.60e-06 
5258.79 2.00e-26 1.61e-17 9.94e-10 5.53e-04 9.53e-01 4.65e-02 1.99e-06 
5580.02 2.73e-26 2.24e-17 1.36e-09 6.81e-04 9.65e-01 3.45e-02 9.86e-07 
5920.87 3.83e-26 3.38e-17 2.00e-09 8.80e-04 9.75e-01 2.38e-02 3.64e-07 
6282.54 6.28e-26 5.58e-17 3.15e-09 1.18e-03 9.83e-01 1.54e-02 1.33e-07 
6666.30 1.34e-25 1.18e-16 6.05e-09 1.78e-03 9.90e-01 8.28e-03 2.80e-08 
7073.50 3.61e-25 3.14e-16 1.42e-08 3.03e-03 9.93e-01 3.68e-03 4.41e-09 
7505.58 1.07e-24 9.13e-16 3.64e-08 5.48e-03 9.93e-01 1.44e-03 4.75e-10 
7964.05 4.91e-24 4.04e-15 1.32e-07 1.22e-02 9.87e-01 4.11e-04 1.97e-11 
8450.53 4.21e-23 3.10e-14 7.44e-07 3.49e-02 9.65e-01 7.98e-05 1.02e-12 
8966.72 5.03e-22 3.05e-13 5.12e-06 1.10e-01 8.90e-01 1.07e-05 4.68e-15 
9514.44 1.07e-20 5.37e-12 5.47e-05 4.04e-01 5.96e-01 5.55e-07 7.88e-18 
10095.62 3.63e-19 1.41e-10 6.73e-04 9.06e-01 9.33e-02 2.86e-09 2.39e-22 
10712.30 1.10e-17 3.16e-09 6.05e-03 9.90e-01 3.85e-03 2.76e-13 1.63e-29 
11366.65 4.75e-16 9.85e-08 6.39e-02 9.36e-01 9.32e-05 2.55e-17 7.25e-37 
12061.10 2.06e-14 3.08e-06 5.59e-01 4.41e-01 3.45e-07 3.58e-23 6.12e-39 
12793.43 2.33e-13 2.32e-05 9.72e-01 2.78e-02 9.21e-11 3.18e-31 1.48e-38 
13528.61 2.39e-12 1.32e-04 9.99e-01 6.52e-04 5.28e-15 8.02e-37 3.35e-38 
14194.74 1.60e-11 5.55e-04 9.99e-01 2.30e-05 9.04e-19 1.68e-36 7.34e-38 
14757.77 5.91e-11 1.51e-03 9.98e-01 3.45e-06 6.47e-21 3.57e-36 1.60e-37 
15240.48 2.58e-10 4.20e-03 9.96e-01 2.91e-07 1.06e-23 6.92e-36 3.15e-37 
15646.99 1.91e-09 1.62e-02 9.84e-01 1.88e-08 1.22e-26 1.27e-35 5.87e-37 
15960.30 1.40e-08 5.53e-02 9.45e-01 1.53e-09 1.13e-29 2.06e-35 9.65e-37 
16187.41 5.18e-08 1.24e-01 8.76e-01 1.90e-10 1.64e-32 3.99e-35 1.88e-36 
16354.17 1.17e-07 2.17e-01 7.83e-01 6.27e-11 9.54e-34 7.69e-35 3.66e-36 
16484.18 1.82e-07 2.90e-01 7.10e-01 2.14e-11 5.92e-35 1.38e-34 6.58e-36 
16593.12 2.56e-07 4.05e-01 5.95e-01 5.46e-12 9.83e-36 2.03e-34 9.76e-36 
16691.99 2.86e-07 4.38e-01 5.62e-01 3.95e-12 1.23e-35 2.53e-34 1.22e-35 
16788.59 2.73e-07 4.07e-01 5.93e-01 3.29e-12 1.43e-35 2.92e-34 1.42e-35 
16888.37 4.94e-07 6.48e-01 3.52e-01 2.38e-13 1.60e-35 3.27e-34 1.59e-35 
16998.79 4.68e-07 6.25e-01 3.75e-01 3.24e-13 1.79e-35 3.64e-34 1.78e-35 
17146.37 5.35e-07 6.41e-01 3.59e-01 1.36e-13 1.96e-35 3.97e-34 1.95e-35 
17415.23 8.19e-07 7.99e-01 2.01e-01 1.77e-14 2.04e-35 4.11e-34 2.03e-35 
17888.12 1.25e-06 9.31e-01 6.90e-02 4.88e-16 2.02e-35 4.02e-34 2.02e-35 
18532.37 2.05e-06 9.85e-01 1.49e-02 4.90e-19 1.94e-35 3.82e-34 1.94e-35 
19260.76 3.02e-06 9.87e-01 1.32e-02 1.05e-19 2.12e-35 4.11e-34 2.12e-35 
20034.10 4.79e-06 9.98e-01 2.11e-03 2.67e-21 2.76e-35 5.27e-34 2.76e-35 
20838.00 4.50e-06 1.00e+00 2.48e-04 9.60e-35 4.02e-35 7.60e-34 4.02e-35 
21647.97 4.70e-06 1.00e+00 4.83e-04 1.43e-34 6.01e-35 1.12e-33 6.00e-35 
22447.94 4.78e-06 1.00e+00 6.21e-05 2.23e-34 9.46e-35 1.75e-33 9.46e-35 
23245.88 8.19e-06 1.00e+00 3.31e-04 4.56e-25 1.42e-34 2.61e-33 1.42e-34 
24052.47 4.72e-06 1.00e+00 2.00e-05 4.46e-34 1.91e-34 3.48e-33 1.91e-34 
24867.72 5.92e-06 1.00e+00 6.05e-06 5.56e-34 2.39e-34 4.32e-33 2.39e-34 
25698.86 7.80e-06 1.00e+00 2.16e-06 7.05e-34 3.05e-34 5.46e-33 3.05e-34 
26587.16 9.67e-06 1.00e+00 5.03e-07 1.01e-33 4.37e-34 7.76e-33 4.37e-34 
27637.54 1.33e-05 1.00e+00 1.87e-07 1.79e-33 7.82e-34 1.37e-32 7.82e-34 
28986.97 1.97e-05 1.00e+00 2.86e-08 4.64e-33 2.04e-33 3.55e-32 2.04e-33 
#TIME: 7.96 
#NVEL: 67 
#vel_mid[km/s] co0 co1 co2 co3 co4 co5 co6 
440.10 9.31e-23 1.38e-14 1.72e-07 9.57e-03 9.88e-01 2.76e-03 7.69e-09 
999.11 2.17e-23 3.74e-15 5.66e-08 4.86e-03 9.88e-01 7.13e-03 5.83e-08 
1267.34 8.45e-24 1.55e-15 2.66e-08 3.06e-03 9.84e-01 1.34e-02 2.39e-07 
1514.05 4.40e-24 8.48e-16 1.57e-08 2.19e-03 9.77e-01 2.13e-02 6.54e-07 
1808.80 1.84e-24 4.12e-16 8.80e-09 1.55e-03 9.65e-01 3.35e-02 1.85e-06 
1919.29 1.03e-24 2.51e-16 5.87e-09 1.21e-03 9.53e-01 4.57e-02 3.82e-06 
2160.92 6.01e-25 1.50e-16 3.91e-09 9.54e-04 9.39e-01 6.04e-02 7.73e-06 
2292.92 3.34e-25 9.11e-17 2.63e-09 7.57e-04 9.24e-01 7.54e-02 1.26e-05 
2432.98 1.94e-25 5.72e-17 1.83e-09 6.15e-04 9.10e-01 8.94e-02 1.76e-05 
2581.60 1.30e-25 4.22e-17 1.45e-09 5.39e-04 9.00e-01 9.99e-02 2.33e-05 
2739.29 9.29e-26 3.19e-17 1.16e-09 4.73e-04 8.89e-01 1.10e-01 2.92e-05 
2906.62 7.03e-26 2.54e-17 9.84e-10 4.32e-04 8.84e-01 1.15e-01 3.31e-05 
3084.17 4.81e-26 1.92e-17 8.07e-10 3.91e-04 8.81e-01 1.19e-01 3.52e-05 
3272.56 3.06e-26 1.38e-17 6.44e-10 3.50e-04 8.79e-01 1.21e-01 3.33e-05 
3472.46 2.23e-26 1.14e-17 5.76e-10 3.37e-04 8.83e-01 1.16e-01 2.84e-05 
3684.57 1.28e-26 7.21e-18 3.99e-10 2.78e-04 8.77e-01 1.23e-01 2.89e-05 
3909.64 9.37e-27 6.39e-18 3.95e-10 2.89e-04 8.89e-01 1.10e-01 1.98e-05 
4148.46 9.28e-27 7.19e-18 4.58e-10 3.25e-04 9.04e-01 9.57e-02 1.25e-05 
4401.86 1.76e-26 1.17e-17 6.75e-10 4.12e-04 9.27e-01 7.27e-02 6.29e-06 
4670.75 2.57e-26 1.73e-17 9.45e-10 5.09e-04 9.43e-01 5.69e-02 3.67e-06 
4956.05 2.61e-26 1.95e-17 1.11e-09 5.81e-04 9.54e-01 4.55e-02 1.93e-06 
5258.79 2.51e-26 2.01e-17 1.22e-09 6.35e-04 9.61e-01 3.81e-02 1.19e-06 
5580.02 3.23e-26 2.85e-17 1.71e-09 7.96e-04 9.71e-01 2.78e-02 5.69e-07 
5920.87 5.01e-26 4.39e-17 2.55e-09 1.03e-03 9.80e-01 1.87e-02 1.94e-07 
6282.54 7.75e-26 7.40e-17 4.11e-09 1.41e-03 9.87e-01 1.18e-02 6.53e-08 
6666.30 1.71e-25 1.57e-16 7.92e-09 2.12e-03 9.92e-01 6.35e-03 1.87e-08 
7073.50 4.79e-25 4.29e-16 1.89e-08 3.64e-03 9.94e-01 2.76e-03 1.91e-09 
7505.58 1.42e-24 1.27e-15 4.92e-08 6.67e-03 9.92e-01 1.06e-03 3.62e-10 
7964.05 6.67e-24 5.83e-15 1.85e-07 1.51e-02 9.85e-01 2.90e-04 2.62e-11 
8450.53 6.40e-23 4.59e-14 1.06e-06 4.36e-02 9.56e-01 5.20e-05 1.54e-13 
8966.72 7.41e-22 4.62e-13 7.42e-06 1.38e-01 8.62e-01 7.16e-06 1.88e-15 
9514.44 1.53e-20 7.88e-12 7.59e-05 4.75e-01 5.25e-01 2.69e-07 2.02e-18 
10095.62 4.76e-19 1.87e-10 8.37e-04 9.30e-01 6.94e-02 9.12e-10 3.53e-23 
10712.30 1.43e-17 4.14e-09 7.40e-03 9.90e-01 2.83e-03 1.26e-13 5.60e-30 
11366.65 6.08e-16 1.27e-07 7.69e-02 9.23e-01 5.94e-05 7.52e-18 5.93e-38 
12061.10 2.52e-14 3.75e-06 6.22e-01 3.78e-01 1.72e-07 9.61e-24 6.44e-39 
12793.43 2.56e-13 2.56e-05 9.78e-01 2.15e-02 4.89e-11 1.29e-31 1.56e-38 
13528.61 2.69e-12 1.47e-04 9.99e-01 5.56e-04 3.49e-15 8.41e-37 3.52e-38 
14194.74 1.76e-11 6.16e-04 9.99e-01 2.46e-05 1.30e-18 1.77e-36 7.73e-38 
14757.77 6.46e-11 1.69e-03 9.98e-01 1.99e-06 1.73e-21 3.75e-36 1.68e-37 
15240.48 2.83e-10 4.75e-03 9.95e-01 1.84e-07 4.90e-24 7.28e-36 3.32e-37 
15646.99 1.92e-09 1.64e-02 9.84e-01 2.71e-08 6.97e-26 1.34e-35 6.18e-37 
15960.30 1.35e-08 5.45e-02 9.46e-01 4.02e-09 2.34e-28 2.17e-35 1.02e-36 
16187.41 5.40e-08 1.32e-01 8.68e-01 3.89e-10 5.70e-31 4.20e-35 1.99e-36 
16354.17 1.17e-07 2.16e-01 7.84e-01 5.02e-11 7.24e-34 8.10e-35 3.86e-36 
16484.18 1.46e-07 2.44e-01 7.56e-01 2.65e-11 1.18e-34 1.45e-34 6.95e-36 
16593.12 2.27e-07 3.72e-01 6.28e-01 1.68e-10 4.22e-32 2.14e-34 1.03e-35 
16691.99 2.74e-07 4.38e-01 5.62e-01 2.43e-12 1.30e-35 2.68e-34 1.29e-35 
16788.59 3.31e-07 5.06e-01 4.94e-01 1.10e-12 1.51e-35 3.09e-34 1.50e-35 
16888.37 4.07e-07 5.65e-01 4.35e-01 7.69e-13 1.69e-35 3.46e-34 1.68e-35 
16998.79 4.32e-07 5.61e-01 4.39e-01 7.02e-13 1.90e-35 3.86e-34 1.89e-35 
17146.37 5.80e-07 6.79e-01 3.21e-01 6.84e-14 2.08e-35 4.21e-34 2.07e-35 
17415.23 8.46e-07 8.38e-01 1.62e-01 9.11e-15 2.17e-35 4.36e-34 2.16e-35 
17888.12 1.22e-06 9.39e-01 6.12e-02 1.64e-16 2.15e-35 4.28e-34 2.14e-35 
18532.37 1.96e-06 9.68e-01 3.21e-02 2.33e-17 2.06e-35 4.06e-34 2.06e-35 
19260.76 2.93e-06 9.95e-01 4.50e-03 3.84e-20 2.26e-35 4.37e-34 2.25e-35 
20034.10 3.83e-06 9.99e-01 1.19e-03 6.37e-23 2.93e-35 5.61e-34 2.93e-35 
20838.00 4.01e-06 1.00e+00 4.14e-04 3.49e-24 4.27e-35 8.07e-34 4.27e-35 
21647.97 5.17e-06 1.00e+00 2.10e-04 1.07e-24 6.39e-35 1.20e-33 6.38e-35 
22447.94 4.34e-06 1.00e+00 5.26e-05 2.37e-34 1.01e-34 1.86e-33 1.01e-34 
23245.88 4.93e-06 1.00e+00 2.80e-05 3.55e-34 1.51e-34 2.77e-33 1.51e-34 
24052.47 5.02e-06 1.00e+00 1.45e-05 4.75e-34 2.03e-34 3.70e-33 2.03e-34 
24867.72 4.86e-06 1.00e+00 5.65e-06 5.91e-34 2.54e-34 4.59e-33 2.54e-34 
25698.86 7.39e-06 1.00e+00 1.85e-06 7.50e-34 3.24e-34 5.81e-33 3.24e-34 
26587.16 9.30e-06 1.00e+00 8.01e-07 1.07e-33 4.64e-34 8.25e-33 4.64e-34 
