#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
20034.10 2.38e-08 1.00e+00 6.65e-26 1.32e-27 4.46e-29 
20838.00 2.97e-08 1.00e+00 4.88e-26 6.85e-28 1.64e-29 
21647.97 2.35e-08 1.00e+00 6.03e-26 9.23e-28 1.86e-29 
22447.94 2.41e-08 1.00e+00 7.14e-26 1.06e-27 1.73e-29 
23245.88 2.39e-08 1.00e+00 8.27e-26 1.19e-27 2.12e-29 
24052.47 2.11e-08 1.00e+00 9.39e-26 1.71e-27 4.29e-29 
24867.72 2.56e-08 1.00e+00 8.39e-26 1.01e-27 8.17e-30 
25698.86 2.76e-08 1.00e+00 8.22e-26 9.15e-28 7.74e-30 
26587.16 3.12e-08 1.00e+00 8.07e-26 8.73e-28 5.85e-30 
27637.54 3.10e-08 1.00e+00 9.27e-26 1.02e-27 9.20e-30 
28986.97 3.23e-08 1.00e+00 1.16e-25 9.60e-28 2.57e-30 
#TIME: 6.62 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 5.65e-14 1.51e-05 4.10e-01 5.90e-01 9.55e-05 
999.11 9.79e-15 2.67e-06 1.68e-01 8.32e-01 5.68e-04 
1267.34 2.70e-15 7.08e-07 7.83e-02 9.20e-01 1.79e-03 
1514.05 1.05e-15 2.68e-07 4.43e-02 9.52e-01 3.49e-03 
1808.80 3.78e-16 1.02e-07 2.54e-02 9.67e-01 7.68e-03 
1919.29 1.81e-16 4.80e-08 1.61e-02 9.71e-01 1.32e-02 
2160.92 7.94e-17 2.17e-08 1.01e-02 9.67e-01 2.24e-02 
2292.92 4.17e-17 1.23e-08 7.16e-03 9.59e-01 3.43e-02 
2432.98 2.51e-17 7.86e-09 5.56e-03 9.53e-01 4.11e-02 
2581.60 1.72e-17 5.46e-09 4.42e-03 9.45e-01 5.05e-02 
2739.29 1.29e-17 4.16e-09 3.74e-03 9.38e-01 5.80e-02 
2906.62 1.00e-17 3.21e-09 3.15e-03 9.24e-01 7.31e-02 
3084.17 7.97e-18 2.80e-09 2.93e-03 9.20e-01 7.72e-02 
3272.56 6.15e-18 2.42e-09 2.69e-03 9.17e-01 8.07e-02 
3472.46 6.12e-18 2.68e-09 2.96e-03 9.30e-01 6.74e-02 
3684.57 6.76e-18 3.29e-09 3.45e-03 9.45e-01 5.17e-02 
3909.64 6.89e-18 3.70e-09 3.79e-03 9.55e-01 4.13e-02 
4148.46 8.22e-18 4.68e-09 4.44e-03 9.61e-01 3.41e-02 
4401.86 1.39e-17 7.52e-09 5.85e-03 9.70e-01 2.37e-02 
4670.75 2.32e-17 1.24e-08 7.99e-03 9.77e-01 1.53e-02 
4956.05 2.66e-17 1.61e-08 9.66e-03 9.79e-01 1.14e-02 
5258.79 2.97e-17 2.00e-08 1.13e-02 9.80e-01 9.03e-03 
5580.02 4.43e-17 3.22e-08 1.54e-02 9.79e-01 5.42e-03 
5920.87 7.22e-17 5.52e-08 2.14e-02 9.75e-01 3.64e-03 
6282.54 1.28e-16 1.03e-07 3.14e-02 9.67e-01 1.90e-03 
6666.30 2.73e-16 2.24e-07 5.02e-02 9.49e-01 1.05e-03 
7073.50 7.11e-16 6.04e-07 9.00e-02 9.10e-01 4.12e-04 
7505.58 2.02e-15 1.82e-06 1.70e-01 8.29e-01 1.27e-04 
7964.05 8.33e-15 7.68e-06 3.65e-01 6.35e-01 3.13e-05 
8450.53 4.15e-14 3.72e-05 6.98e-01 3.02e-01 3.49e-06 
8966.72 1.51e-13 1.39e-04 9.15e-01 8.45e-02 2.54e-08 
9514.44 6.89e-13 6.50e-04 9.89e-01 1.05e-02 7.19e-10 
10095.62 6.04e-12 5.49e-03 9.94e-01 4.71e-04 8.79e-14 
10712.30 9.73e-11 8.69e-02 9.13e-01 2.27e-06 2.34e-18 
11366.65 7.75e-10 7.45e-01 2.55e-01 3.15e-09 6.87e-22 
12061.10 9.89e-10 9.92e-01 8.09e-03 1.95e-13 6.58e-23 
12793.43 9.76e-10 1.00e+00 3.41e-05 5.30e-19 6.80e-24 
13528.61 1.01e-09 1.00e+00 1.40e-07 1.13e-23 2.72e-24 
14194.74 1.15e-09 1.00e+00 9.40e-10 3.89e-24 8.49e-25 
14757.77 1.23e-09 1.00e+00 2.24e-11 2.39e-24 4.73e-25 
15240.48 1.59e-09 1.00e+00 9.85e-13 1.30e-24 2.23e-25 
15646.99 2.61e-09 1.00e+00 4.08e-14 4.97e-25 8.79e-26 
15960.30 5.11e-09 1.00e+00 1.60e-15 1.29e-25 1.74e-26 
16187.41 7.53e-09 1.00e+00 1.25e-16 7.93e-26 1.05e-26 
16354.17 9.70e-09 1.00e+00 1.41e-17 5.14e-26 5.27e-27 
16484.18 1.01e-08 1.00e+00 3.34e-18 8.00e-26 1.45e-26 
16593.12 9.33e-09 1.00e+00 1.34e-18 9.01e-26 1.25e-26 
16691.99 9.50e-09 1.00e+00 4.58e-19 1.09e-25 1.55e-26 
16788.59 9.89e-09 1.00e+00 1.51e-19 1.10e-25 1.44e-26 
16888.37 1.06e-08 1.00e+00 5.20e-20 4.98e-26 2.51e-27 
16998.79 1.01e-08 1.00e+00 2.55e-20 1.53e-25 1.45e-26 
17146.37 1.09e-08 1.00e+00 5.48e-21 1.15e-25 9.75e-27 
17415.23 1.23e-08 1.00e+00 3.28e-22 6.63e-26 6.08e-27 
17888.12 1.44e-08 1.00e+00 6.98e-24 1.46e-26 1.06e-27 
18532.37 1.92e-08 1.00e+00 2.68e-25 4.87e-27 2.44e-28 
19260.76 2.31e-08 1.00e+00 9.81e-26 2.09e-27 8.96e-29 
20034.10 2.57e-08 1.00e+00 6.84e-26 1.15e-27 3.24e-29 
20838.00 2.14e-08 1.00e+00 6.88e-26 1.44e-27 6.15e-29 
21647.97 2.23e-08 1.00e+00 6.52e-26 9.61e-28 1.65e-29 
22447.94 2.11e-08 1.00e+00 7.98e-26 1.13e-27 2.02e-29 
23245.88 2.12e-08 1.00e+00 9.39e-26 1.29e-27 2.11e-29 
24052.47 2.14e-08 1.00e+00 1.01e-25 1.27e-27 7.84e-30 
24867.72 2.31e-08 1.00e+00 9.78e-26 1.24e-27 1.43e-29 
25698.86 2.59e-08 1.00e+00 9.64e-26 1.19e-27 7.08e-30 
26587.16 3.15e-08 1.00e+00 8.76e-26 9.48e-28 5.61e-30 
27637.54 3.38e-08 1.00e+00 9.31e-26 8.63e-28 3.37e-30 
28986.97 3.39e-08 1.00e+00 1.17e-25 9.70e-28 2.16e-30 
#TIME: 6.76 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 4.97e-14 1.39e-05 3.97e-01 6.03e-01 7.73e-05 
999.11 9.87e-15 2.75e-06 1.71e-01 8.29e-01 5.40e-04 
1267.34 2.94e-15 7.86e-07 8.35e-02 9.15e-01 1.42e-03 
1514.05 1.23e-15 3.16e-07 4.90e-02 9.48e-01 2.97e-03 
1808.80 4.47e-16 1.24e-07 2.85e-02 9.65e-01 6.11e-03 
1919.29 2.11e-16 5.90e-08 1.85e-02 9.72e-01 9.95e-03 
2160.92 1.01e-16 2.88e-08 1.21e-02 9.72e-01 1.61e-02 
2292.92 5.25e-17 1.60e-08 8.53e-03 9.66e-01 2.58e-02 
2432.98 3.25e-17 1.05e-08 6.73e-03 9.61e-01 3.21e-02 
2581.60 2.29e-17 7.35e-09 5.40e-03 9.54e-01 4.02e-02 
2739.29 1.87e-17 5.98e-09 4.77e-03 9.50e-01 4.51e-02 
2906.62 1.39e-17 4.59e-09 4.05e-03 9.45e-01 5.10e-02 
3084.17 1.12e-17 3.99e-09 3.75e-03 9.41e-01 5.56e-02 
3272.56 7.57e-18 3.14e-09 3.24e-03 9.34e-01 6.24e-02 
3472.46 8.20e-18 3.63e-09 3.64e-03 9.43e-01 5.37e-02 
3684.57 9.14e-18 4.46e-09 4.24e-03 9.54e-01 4.20e-02 
3909.64 8.83e-18 4.88e-09 4.55e-03 9.62e-01 3.38e-02 
4148.46 1.09e-17 6.33e-09 5.36e-03 9.69e-01 2.58e-02 
4401.86 1.86e-17 1.03e-08 7.17e-03 9.75e-01 1.75e-02 
4670.75 2.85e-17 1.63e-08 9.56e-03 9.79e-01 1.14e-02 
4956.05 3.47e-17 2.18e-08 1.17e-02 9.79e-01 9.06e-03 
5258.79 3.92e-17 2.74e-08 1.38e-02 9.80e-01 6.55e-03 
5580.02 5.73e-17 4.35e-08 1.85e-02 9.77e-01 4.35e-03 
5920.87 9.90e-17 7.77e-08 2.65e-02 9.71e-01 2.57e-03 
6282.54 1.68e-16 1.42e-07 3.85e-02 9.60e-01 1.42e-03 
6666.30 3.78e-16 3.22e-07 6.26e-02 9.37e-01 6.89e-04 
7073.50 9.84e-16 8.58e-07 1.11e-01 8.89e-01 2.87e-04 
7505.58 2.86e-15 2.62e-06 2.09e-01 7.91e-01 8.87e-05 
7964.05 1.19e-14 1.11e-05 4.37e-01 5.63e-01 1.79e-05 
8450.53 5.16e-14 4.88e-05 7.59e-01 2.41e-01 6.92e-07 
8966.72 1.86e-13 1.76e-04 9.38e-01 6.16e-02 1.47e-08 
9514.44 8.39e-13 8.25e-04 9.92e-01 7.06e-03 5.86e-11 
10095.62 7.50e-12 7.09e-03 9.93e-01 3.70e-04 4.22e-14 
10712.30 1.22e-10 1.14e-01 8.86e-01 6.25e-06 3.83e-18 
11366.65 8.01e-10 8.02e-01 1.98e-01 1.48e-09 7.11e-22 
12061.10 9.52e-10 9.95e-01 4.55e-03 6.46e-14 5.91e-23 
12793.43 9.37e-10 1.00e+00 2.37e-05 1.98e-19 7.22e-24 
13528.61 9.91e-10 1.00e+00 9.34e-08 1.16e-23 3.02e-24 
14194.74 1.12e-09 1.00e+00 6.61e-10 4.13e-24 8.96e-25 
14757.77 1.18e-09 1.00e+00 1.76e-11 2.71e-24 5.05e-25 
15240.48 1.56e-09 1.00e+00 7.26e-13 1.21e-24 1.81e-25 
15646.99 2.60e-09 1.00e+00 3.10e-14 4.57e-25 6.06e-26 
15960.30 4.98e-09 1.00e+00 1.28e-15 1.52e-25 2.33e-26 
16187.41 7.20e-09 1.00e+00 1.22e-16 1.09e-25 1.46e-26 
16354.17 9.11e-09 1.00e+00 1.46e-17 9.05e-26 1.48e-26 
16484.18 9.40e-09 1.00e+00 3.72e-18 1.03e-25 1.02e-26 
16593.12 9.08e-09 1.00e+00 1.18e-18 1.00e-25 1.06e-26 
16691.99 9.54e-09 1.00e+00 3.15e-19 8.60e-26 8.22e-27 
16788.59 8.99e-09 1.00e+00 1.84e-19 1.69e-25 1.77e-26 
16888.37 9.84e-09 1.00e+00 3.34e-20 8.35e-26 1.67e-26 
16998.79 9.75e-09 1.00e+00 1.68e-20 8.48e-26 5.47e-27 
17146.37 1.06e-08 1.00e+00 4.06e-21 9.10e-26 6.76e-27 
17415.23 1.16e-08 1.00e+00 3.61e-22 9.17e-26 7.66e-27 
17888.12 1.29e-08 1.00e+00 9.43e-24 2.89e-26 2.47e-27 
18532.37 1.80e-08 1.00e+00 3.27e-25 6.16e-27 3.26e-28 
19260.76 2.35e-08 1.00e+00 1.03e-25 1.99e-27 7.70e-29 
20034.10 2.27e-08 1.00e+00 8.27e-26 1.66e-27 6.68e-29 
20838.00 2.14e-08 1.00e+00 7.70e-26 1.30e-27 2.87e-29 
21647.97 2.09e-08 1.00e+00 7.53e-26 1.20e-27 2.74e-29 
22447.94 1.99e-08 1.00e+00 9.25e-26 1.39e-27 2.79e-29 
23245.88 1.91e-08 1.00e+00 1.11e-25 1.63e-27 3.00e-29 
24052.47 1.92e-08 1.00e+00 1.16e-25 1.53e-27 2.46e-29 
24867.72 2.10e-08 1.00e+00 1.11e-25 1.37e-27 1.46e-29 
25698.86 2.30e-08 1.00e+00 1.07e-25 1.23e-27 8.06e-30 
26587.16 2.45e-08 1.00e+00 1.10e-25 1.35e-27 8.34e-30 
27637.54 2.80e-08 1.00e+00 1.06e-25 1.11e-27 6.60e-30 
28986.97 3.23e-08 1.00e+00 1.28e-25 1.17e-27 2.71e-30 
#TIME: 6.90 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 4.00e-14 1.20e-05 3.73e-01 6.27e-01 1.24e-04 
999.11 9.98e-15 2.87e-06 1.76e-01 8.23e-01 4.57e-04 
1267.34 3.16e-15 8.75e-07 8.95e-02 9.09e-01 1.19e-03 
1514.05 1.37e-15 3.68e-07 5.41e-02 9.44e-01 2.28e-03 
1808.80 5.11e-16 1.47e-07 3.18e-02 9.63e-01 4.84e-03 
1919.29 2.55e-16 7.27e-08 2.11e-02 9.71e-01 8.14e-03 
2160.92 1.26e-16 3.74e-08 1.44e-02 9.73e-01 1.27e-02 
2292.92 6.82e-17 2.12e-08 1.03e-02 9.70e-01 1.95e-02 
2432.98 4.08e-17 1.37e-08 8.01e-03 9.67e-01 2.52e-02 
2581.60 2.76e-17 9.64e-09 6.50e-03 9.64e-01 2.95e-02 
2739.29 2.29e-17 8.04e-09 5.84e-03 9.63e-01 3.16e-02 
2906.62 1.78e-17 6.32e-09 5.04e-03 9.57e-01 3.75e-02 
3084.17 1.42e-17 5.49e-09 4.68e-03 9.56e-01 3.89e-02 
3272.56 1.12e-17 4.55e-09 4.16e-03 9.48e-01 4.80e-02 
3472.46 1.07e-17 5.00e-09 4.53e-03 9.57e-01 3.89e-02 
3684.57 1.15e-17 5.99e-09 5.18e-03 9.65e-01 3.01e-02 
3909.64 1.16e-17 6.58e-09 5.51e-03 9.69e-01 2.54e-02 
4148.46 1.43e-17 8.58e-09 6.53e-03 9.74e-01 1.91e-02 
4401.86 2.37e-17 1.40e-08 8.74e-03 9.79e-01 1.27e-02 
4670.75 3.67e-17 2.18e-08 1.15e-02 9.79e-01 9.53e-03 
4956.05 4.68e-17 3.01e-08 1.43e-02 9.79e-01 6.56e-03 
5258.79 4.92e-17 3.67e-08 1.66e-02 9.79e-01 4.85e-03 
5580.02 7.82e-17 6.11e-08 2.29e-02 9.74e-01 3.26e-03 
5920.87 1.28e-16 1.07e-07 3.24e-02 9.66e-01 1.75e-03 
6282.54 2.31e-16 2.01e-07 4.75e-02 9.51e-01 1.10e-03 
6666.30 4.98e-16 4.50e-07 7.69e-02 9.23e-01 4.83e-04 
7073.50 1.36e-15 1.23e-06 1.37e-01 8.62e-01 1.80e-04 
7505.58 4.07e-15 3.87e-06 2.59e-01 7.41e-01 5.15e-05 
7964.05 1.55e-14 1.55e-05 5.12e-01 4.88e-01 9.62e-06 
8450.53 6.59e-14 6.39e-05 8.12e-01 1.88e-01 6.29e-07 
8966.72 2.18e-13 2.20e-04 9.57e-01 4.31e-02 4.03e-08 
9514.44 1.01e-12 1.05e-03 9.94e-01 5.01e-03 2.40e-11 
10095.62 9.42e-12 9.23e-03 9.90e-01 3.22e-04 2.13e-14 
10712.30 1.55e-10 1.51e-01 8.49e-01 1.88e-05 1.07e-17 
11366.65 7.96e-10 8.33e-01 1.67e-01 7.78e-10 8.42e-22 
12061.10 9.17e-10 9.97e-01 3.45e-03 2.89e-14 8.46e-23 
12793.43 8.94e-10 9.99e-01 7.13e-04 3.39e-18 3.53e-22 
13528.61 9.63e-10 1.00e+00 6.70e-08 1.34e-23 3.62e-24 
14194.74 1.10e-09 1.00e+00 4.71e-10 4.53e-24 9.98e-25 
14757.77 1.18e-09 1.00e+00 1.23e-11 2.62e-24 4.68e-25 
15240.48 1.54e-09 1.00e+00 5.46e-13 1.36e-24 2.38e-25 
15646.99 2.55e-09 1.00e+00 2.37e-14 5.12e-25 8.21e-26 
15960.30 4.85e-09 1.00e+00 1.10e-15 1.85e-25 2.63e-26 
16187.41 7.14e-09 1.00e+00 9.95e-17 9.96e-26 1.11e-26 
16354.17 8.72e-09 1.00e+00 1.70e-17 1.15e-25 1.09e-26 
16484.18 9.18e-09 1.00e+00 2.99e-18 8.08e-26 7.02e-27 
16593.12 8.56e-09 1.00e+00 1.16e-18 1.24e-25 1.31e-26 
16691.99 9.30e-09 1.00e+00 3.13e-19 1.37e-25 1.77e-26 
16788.59 8.98e-09 1.00e+00 1.42e-19 1.17e-25 8.11e-27 
16888.37 1.00e-08 1.00e+00 3.55e-20 1.51e-25 2.06e-26 
16998.79 9.35e-09 1.00e+00 1.39e-20 1.20e-25 1.56e-26 
17146.37 9.82e-09 1.00e+00 3.85e-21 1.31e-25 1.43e-26 
17415.23 1.12e-08 1.00e+00 3.23e-22 8.24e-26 5.22e-27 
17888.12 1.33e-08 1.00e+00 8.33e-24 2.06e-26 9.21e-28 
18532.37 1.69e-08 1.00e+00 3.25e-25 5.67e-27 2.50e-28 
19260.76 2.11e-08 1.00e+00 1.18e-25 2.49e-27 1.12e-28 
20034.10 2.19e-08 1.00e+00 8.79e-26 1.56e-27 4.64e-29 
20838.00 2.17e-08 1.00e+00 8.02e-26 1.26e-27 3.29e-29 
21647.97 2.04e-08 1.00e+00 8.21e-26 1.24e-27 2.24e-29 
22447.94 1.86e-08 1.00e+00 1.02e-25 1.43e-27 2.85e-29 
23245.88 1.90e-08 1.00e+00 1.20e-25 1.60e-27 2.54e-29 
24052.47 1.85e-08 1.00e+00 1.29e-25 1.70e-27 2.26e-29 
24867.72 2.01e-08 1.00e+00 1.27e-25 1.64e-27 1.89e-29 
25698.86 2.19e-08 1.00e+00 1.23e-25 1.52e-27 2.00e-29 
26587.16 2.61e-08 1.00e+00 1.16e-25 1.23e-27 1.04e-29 
27637.54 3.10e-08 1.00e+00 1.09e-25 1.06e-27 3.89e-30 
28986.97 2.82e-08 1.00e+00 1.52e-25 1.54e-27 3.87e-30 
#TIME: 7.04 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 3.74e-14 1.14e-05 3.64e-01 6.36e-01 1.27e-04 
999.11 1.08e-14 3.15e-06 1.86e-01 8.14e-01 3.75e-04 
1267.34 3.55e-15 9.90e-07 9.61e-02 9.03e-01 1.10e-03 
1514.05 1.50e-15 4.16e-07 5.84e-02 9.39e-01 2.14e-03 
1808.80 6.12e-16 1.78e-07 3.57e-02 9.60e-01 4.12e-03 
1919.29 2.97e-16 8.90e-08 2.41e-02 9.70e-01 6.41e-03 
2160.92 1.58e-16 4.90e-08 1.71e-02 9.73e-01 9.72e-03 
2292.92 8.57e-17 2.79e-08 1.23e-02 9.74e-01 1.41e-02 
2432.98 5.25e-17 1.82e-08 9.60e-03 9.71e-01 1.94e-02 
2581.60 3.59e-17 1.29e-08 7.85e-03 9.68e-01 2.39e-02 
2739.29 2.88e-17 1.07e-08 7.06e-03 9.68e-01 2.49e-02 
2906.62 2.31e-17 8.70e-09 6.23e-03 9.66e-01 2.78e-02 
3084.17 1.94e-17 7.68e-09 5.83e-03 9.64e-01 2.98e-02 
3272.56 1.52e-17 6.52e-09 5.29e-03 9.63e-01 3.22e-02 
3472.46 1.52e-17 7.16e-09 5.71e-03 9.66e-01 2.84e-02 
3684.57 1.59e-17 8.34e-09 6.41e-03 9.71e-01 2.29e-02 
3909.64 1.49e-17 8.78e-09 6.63e-03 9.74e-01 1.93e-02 
4148.46 1.73e-17 1.12e-08 7.77e-03 9.78e-01 1.42e-02 
4401.86 3.08e-17 1.89e-08 1.06e-02 9.79e-01 1.03e-02 
4670.75 4.95e-17 3.00e-08 1.40e-02 9.79e-01 7.16e-03 
4956.05 5.78e-17 4.02e-08 1.73e-02 9.78e-01 4.76e-03 
5258.79 6.52e-17 5.03e-08 2.03e-02 9.76e-01 3.85e-03 
5580.02 1.07e-16 8.63e-08 2.83e-02 9.69e-01 2.30e-03 
5920.87 1.70e-16 1.48e-07 3.96e-02 9.59e-01 1.39e-03 
6282.54 3.16e-16 2.85e-07 5.90e-02 9.40e-01 7.55e-04 
6666.30 6.83e-16 6.35e-07 9.44e-02 9.05e-01 3.40e-04 
7073.50 1.84e-15 1.75e-06 1.69e-01 8.31e-01 1.24e-04 
7505.58 5.60e-15 5.60e-06 3.16e-01 6.84e-01 3.48e-05 
7964.05 2.09e-14 2.14e-05 5.84e-01 4.16e-01 2.87e-06 
8450.53 8.16e-14 8.28e-05 8.59e-01 1.41e-01 1.14e-07 
8966.72 2.63e-13 2.75e-04 9.69e-01 3.02e-02 6.36e-08 
9514.44 1.25e-12 1.34e-03 9.95e-01 3.51e-03 1.03e-11 
10095.62 1.18e-11 1.21e-02 9.88e-01 1.06e-04 2.62e-15 
10712.30 1.86e-10 1.91e-01 8.09e-01 4.62e-07 2.17e-20 
11366.65 8.24e-10 8.87e-01 1.13e-01 3.01e-10 6.54e-22 
12061.10 8.91e-10 9.96e-01 3.75e-03 1.66e-14 1.15e-22 
12793.43 8.64e-10 1.00e+00 1.17e-05 2.77e-20 1.81e-25 
13528.61 9.34e-10 1.00e+00 4.66e-08 1.40e-23 3.49e-24 
14194.74 1.07e-09 1.00e+00 3.40e-10 5.01e-24 1.09e-24 
14757.77 1.13e-09 1.00e+00 9.86e-12 3.32e-24 6.63e-25 
15240.48 1.49e-09 1.00e+00 4.42e-13 1.61e-24 2.72e-25 
15646.99 2.48e-09 1.00e+00 2.00e-14 6.27e-25 9.80e-26 
15960.30 4.76e-09 1.00e+00 8.84e-16 1.88e-25 2.39e-26 
16187.41 6.81e-09 1.00e+00 8.86e-17 1.23e-25 1.60e-26 
16354.17 8.74e-09 1.00e+00 9.13e-18 5.74e-26 4.85e-27 
16484.18 9.31e-09 1.00e+00 2.20e-18 8.36e-26 1.03e-26 
16593.12 8.99e-09 1.00e+00 7.38e-19 8.59e-26 8.17e-27 
16691.99 8.95e-09 1.00e+00 2.68e-19 1.30e-25 1.21e-26 
16788.59 8.81e-09 1.00e+00 8.30e-20 9.60e-26 1.06e-26 
16888.37 9.13e-09 1.00e+00 4.53e-20 2.09e-25 1.75e-26 
16998.79 8.92e-09 1.00e+00 1.68e-20 2.01e-25 2.00e-26 
17146.37 9.90e-09 1.00e+00 3.60e-21 1.44e-25 1.21e-26 
17415.23 1.09e-08 1.00e+00 3.10e-22 9.76e-26 7.61e-27 
17888.12 1.24e-08 1.00e+00 9.57e-24 3.08e-26 2.41e-27 
18532.37 1.64e-08 1.00e+00 3.42e-25 6.80e-27 3.79e-28 
19260.76 2.00e-08 1.00e+00 1.32e-25 2.75e-27 1.08e-28 
20034.10 2.12e-08 1.00e+00 9.72e-26 1.81e-27 6.68e-29 
20838.00 1.89e-08 1.00e+00 9.42e-26 1.68e-27 5.50e-29 
21647.97 1.86e-08 1.00e+00 9.21e-26 1.41e-27 3.54e-29 
22447.94 1.78e-08 1.00e+00 1.14e-25 1.68e-27 3.11e-29 
23245.88 1.74e-08 1.00e+00 1.36e-25 1.89e-27 3.17e-29 
24052.47 1.72e-08 1.00e+00 1.45e-25 1.93e-27 2.84e-29 
24867.72 1.78e-08 1.00e+00 1.46e-25 1.90e-27 2.22e-29 
25698.86 1.97e-08 1.00e+00 1.41e-25 1.71e-27 1.51e-29 
26587.16 3.59e-08 1.00e+00 8.70e-26 6.60e-28 2.86e-30 
27637.54 2.52e-08 1.00e+00 1.37e-25 1.62e-27 9.77e-30 
28986.97 2.38e-08 1.00e+00 1.90e-25 2.06e-27 5.45e-30 
#TIME: 7.19 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 3.31e-14 1.06e-05 3.56e-01 6.44e-01 9.69e-05 
999.11 1.23e-14 3.61e-06 2.01e-01 7.99e-01 2.88e-04 
1267.34 4.15e-15 1.19e-06 1.08e-01 8.91e-01 7.34e-04 
1514.05 1.65e-15 4.76e-07 6.34e-02 9.35e-01 1.81e-03 
1808.80 7.17e-16 2.17e-07 4.05e-02 9.56e-01 3.20e-03 
1919.29 3.59e-16 1.11e-07 2.75e-02 9.67e-01 5.10e-03 
2160.92 1.96e-16 6.31e-08 2.00e-02 9.73e-01 7.40e-03 
2292.92 1.07e-16 3.64e-08 1.45e-02 9.74e-01 1.11e-02 
2432.98 6.69e-17 2.41e-08 1.15e-02 9.74e-01 1.42e-02 
2581.60 4.59e-17 1.72e-08 9.46e-03 9.72e-01 1.81e-02 
2739.29 3.60e-17 1.41e-08 8.46e-03 9.72e-01 2.00e-02 
2906.62 3.01e-17 1.20e-08 7.68e-03 9.71e-01 2.09e-02 
3084.17 2.44e-17 1.05e-08 7.18e-03 9.72e-01 2.10e-02 
3272.56 2.05e-17 9.26e-09 6.66e-03 9.71e-01 2.25e-02 
3472.46 1.96e-17 9.83e-09 7.04e-03 9.73e-01 1.96e-02 
3684.57 2.00e-17 1.13e-08 7.81e-03 9.76e-01 1.61e-02 
3909.64 1.81e-17 1.15e-08 7.90e-03 9.78e-01 1.44e-02 
4148.46 2.24e-17 1.49e-08 9.33e-03 9.79e-01 1.20e-02 
4401.86 4.02e-17 2.56e-08 1.28e-02 9.80e-01 7.64e-03 
4670.75 6.46e-17 4.13e-08 1.72e-02 9.78e-01 4.87e-03 
4956.05 7.82e-17 5.55e-08 2.11e-02 9.75e-01 3.82e-03 
5258.79 9.17e-17 7.19e-08 2.52e-02 9.72e-01 2.81e-03 
5580.02 1.38e-16 1.18e-07 3.46e-02 9.64e-01 1.59e-03 
5920.87 2.33e-16 2.08e-07 4.87e-02 9.50e-01 1.01e-03 
6282.54 4.24e-16 4.03e-07 7.29e-02 9.27e-01 5.12e-04 
6666.30 9.68e-16 9.23e-07 1.18e-01 8.82e-01 2.45e-04 
7073.50 2.58e-15 2.52e-06 2.07e-01 7.93e-01 8.07e-05 
7505.58 7.81e-15 8.03e-06 3.80e-01 6.20e-01 1.70e-05 
7964.05 2.76e-14 2.93e-05 6.58e-01 3.42e-01 2.82e-06 
8450.53 9.99e-14 1.06e-04 8.95e-01 1.05e-01 4.13e-08 
8966.72 3.21e-13 3.49e-04 9.77e-01 2.28e-02 9.36e-10 
9514.44 1.54e-12 1.72e-03 9.96e-01 2.22e-03 3.39e-12 
10095.62 1.52e-11 1.64e-02 9.84e-01 1.10e-04 2.54e-15 
10712.30 2.22e-10 2.40e-01 7.60e-01 2.65e-07 2.15e-20 
11366.65 8.11e-10 9.10e-01 9.02e-02 1.43e-10 8.51e-22 
12061.10 8.60e-10 9.99e-01 1.43e-03 3.91e-15 5.03e-23 
12793.43 8.34e-10 1.00e+00 8.07e-06 1.35e-20 1.15e-23 
13528.61 9.21e-10 1.00e+00 3.19e-08 1.49e-23 3.76e-24 
14194.74 1.03e-09 1.00e+00 2.60e-10 5.79e-24 1.23e-24 
14757.77 1.12e-09 1.00e+00 7.10e-12 3.24e-24 5.50e-25 
