#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
10095.62 1.89e-06 1.00e+00 1.18e-16 1.43e-18 1.37e-20 
10712.30 2.08e-06 1.00e+00 3.34e-17 3.21e-19 1.96e-21 
11366.65 1.92e-06 1.00e+00 8.48e-18 6.60e-20 3.10e-22 
12061.10 1.50e-06 1.00e+00 1.84e-18 1.58e-20 9.25e-23 
12793.43 1.31e-06 1.00e+00 3.41e-19 2.28e-21 9.08e-24 
13528.61 9.69e-07 1.00e+00 1.09e-19 9.97e-22 4.40e-24 
14194.74 7.61e-07 1.00e+00 5.97e-20 5.27e-22 3.93e-24 
14757.77 6.91e-07 1.00e+00 4.28e-20 2.46e-22 9.15e-25 
15240.48 7.91e-07 1.00e+00 2.38e-20 1.50e-22 6.00e-25 
15646.99 8.32e-07 1.00e+00 1.36e-20 9.21e-23 5.01e-25 
15960.30 1.05e-06 1.00e+00 6.59e-21 3.45e-23 9.40e-26 
16187.41 8.36e-07 1.00e+00 6.62e-21 4.32e-23 1.42e-25 
16354.17 9.28e-07 1.00e+00 5.67e-21 3.78e-23 1.78e-25 
16484.18 1.71e-06 1.00e+00 3.43e-21 9.17e-24 1.81e-26 
16593.12 5.31e-07 1.00e+00 1.17e-20 8.81e-23 5.61e-25 
16691.99 5.09e-07 1.00e+00 1.30e-20 8.48e-23 7.32e-25 
16788.59 4.83e-07 1.00e+00 1.43e-20 7.43e-23 2.26e-25 
16888.37 3.38e-07 1.00e+00 2.01e-20 1.57e-22 1.04e-24 
16998.79 2.96e-07 1.00e+00 2.23e-20 1.67e-22 1.44e-24 
17146.37 2.60e-07 1.00e+00 2.42e-20 1.70e-22 8.96e-25 
17415.23 2.43e-07 1.00e+00 1.75e-20 1.11e-22 7.30e-25 
17888.12 1.68e-07 1.00e+00 6.32e-21 3.92e-23 2.68e-25 
18532.37 1.25e-07 1.00e+00 2.10e-21 1.29e-23 1.25e-25 
19260.76 9.01e-08 1.00e+00 1.09e-21 6.25e-24 3.59e-26 
20034.10 6.26e-08 1.00e+00 8.02e-22 4.71e-24 2.40e-26 
20838.00 2.68e-07 1.00e+00 1.32e-22 1.55e-25 1.79e-28 
21647.97 3.42e-08 1.00e+00 6.01e-22 3.57e-24 2.03e-26 
22447.94 2.68e-08 1.00e+00 6.39e-22 3.39e-24 4.36e-27 
23245.88 1.93e-08 1.00e+00 7.45e-22 3.84e-24 3.15e-26 
24052.47 1.27e-08 1.00e+00 8.92e-22 5.21e-24 9.83e-27 
24867.72 1.19e-08 1.00e+00 7.52e-22 1.85e-23 3.61e-25 
25698.86 5.84e-09 1.00e+00 1.15e-21 4.10e-23 6.90e-25 
26587.16 5.78e-09 1.00e+00 9.49e-22 5.30e-24 2.62e-26 
27637.54 2.05e-08 1.00e+00 2.10e-22 3.20e-25 5.40e-28 
28986.97 1.86e-08 1.00e+00 2.30e-22 1.01e-24 4.85e-27 
#TIME: 54.56 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 8.74e-08 1.00e+00 2.46e-14 4.03e-16 1.58e-17 
999.11 8.58e-08 1.00e+00 2.48e-14 3.94e-16 1.38e-17 
1267.34 8.51e-08 1.00e+00 2.50e-14 4.19e-16 1.47e-17 
1514.05 8.59e-08 1.00e+00 1.37e-14 2.45e-16 9.03e-18 
1808.80 8.39e-08 1.00e+00 8.22e-15 1.49e-16 5.60e-18 
1919.29 8.67e-08 1.00e+00 6.82e-15 1.29e-16 5.49e-18 
2160.92 8.38e-08 1.00e+00 4.59e-15 9.34e-17 4.15e-18 
2292.92 8.10e-08 1.00e+00 3.91e-15 8.04e-17 3.50e-18 
2432.98 7.69e-08 1.00e+00 3.26e-15 6.93e-17 3.06e-18 
2581.60 7.66e-08 1.00e+00 2.59e-15 5.75e-17 2.64e-18 
2739.29 7.70e-08 1.00e+00 1.94e-15 4.34e-17 1.98e-18 
2906.62 7.75e-08 1.00e+00 1.44e-15 3.38e-17 1.62e-18 
3084.17 8.28e-08 1.00e+00 1.06e-15 2.52e-17 1.22e-18 
3272.56 7.94e-08 1.00e+00 8.22e-16 2.01e-17 9.76e-19 
3472.46 8.31e-08 1.00e+00 6.35e-16 1.59e-17 7.66e-19 
3684.57 8.97e-08 1.00e+00 5.26e-16 1.28e-17 5.99e-19 
3909.64 9.57e-08 1.00e+00 5.04e-16 1.21e-17 5.24e-19 
4148.46 1.11e-07 1.00e+00 4.46e-16 1.07e-17 4.44e-19 
4401.86 1.43e-07 1.00e+00 3.64e-16 8.55e-18 3.48e-19 
4670.75 1.82e-07 1.00e+00 3.97e-16 9.03e-18 3.36e-19 
4956.05 1.94e-07 1.00e+00 7.04e-16 1.62e-17 5.98e-19 
5258.79 2.16e-07 1.00e+00 1.54e-15 3.51e-17 1.27e-18 
5580.02 2.62e-07 1.00e+00 3.46e-15 7.92e-17 2.82e-18 
5920.87 3.21e-07 1.00e+00 8.39e-15 1.91e-16 6.38e-18 
6282.54 4.06e-07 1.00e+00 2.05e-14 4.58e-16 1.46e-17 
6666.30 5.50e-07 1.00e+00 3.87e-14 8.22e-16 2.34e-17 
7073.50 8.13e-07 1.00e+00 3.67e-14 7.25e-16 1.75e-17 
7505.58 1.21e-06 1.00e+00 1.85e-14 3.44e-16 6.73e-18 
7964.05 1.44e-06 1.00e+00 7.08e-15 1.23e-16 2.04e-18 
8450.53 1.67e-06 1.00e+00 2.40e-15 3.86e-17 5.44e-19 
8966.72 1.77e-06 1.00e+00 9.19e-16 1.28e-17 1.27e-19 
9514.44 1.97e-06 1.00e+00 3.33e-16 4.31e-18 4.20e-20 
10095.62 2.03e-06 1.00e+00 1.19e-16 1.32e-18 9.47e-21 
10712.30 1.79e-06 1.00e+00 4.12e-17 5.04e-19 4.32e-21 
11366.65 1.80e-06 1.00e+00 9.74e-18 1.02e-19 8.23e-22 
12061.10 1.51e-06 1.00e+00 1.97e-18 1.72e-20 9.86e-23 
12793.43 1.18e-06 1.00e+00 4.06e-19 3.69e-21 2.02e-23 
13528.61 1.00e-06 1.00e+00 1.14e-19 8.42e-22 2.15e-24 
14194.74 7.93e-07 1.00e+00 6.24e-20 4.40e-22 1.07e-24 
14757.77 6.26e-07 1.00e+00 5.10e-20 4.03e-22 1.89e-24 
15240.48 5.84e-07 1.00e+00 3.44e-20 3.25e-22 1.75e-24 
15646.99 9.09e-07 1.00e+00 1.39e-20 9.22e-23 2.47e-25 
15960.30 8.54e-07 1.00e+00 8.60e-21 7.28e-23 5.29e-25 
16187.41 1.06e-06 1.00e+00 5.82e-21 3.35e-23 6.30e-26 
16354.17 8.05e-07 1.00e+00 7.05e-21 5.70e-23 2.08e-25 
16484.18 6.80e-07 1.00e+00 8.86e-21 1.49e-22 3.51e-24 
16593.12 5.44e-07 1.00e+00 1.22e-20 8.17e-23 3.58e-25 
16691.99 4.87e-07 1.00e+00 1.48e-20 1.09e-22 7.71e-25 
16788.59 3.97e-07 1.00e+00 1.86e-20 1.56e-22 1.51e-24 
16888.37 3.55e-07 1.00e+00 2.07e-20 1.36e-22 5.69e-25 
16998.79 3.19e-07 1.00e+00 2.27e-20 1.49e-22 8.39e-25 
17146.37 2.72e-07 1.00e+00 2.51e-20 1.66e-22 7.24e-25 
17415.23 2.55e-07 1.00e+00 1.83e-20 1.23e-22 6.72e-25 
17888.12 1.74e-07 1.00e+00 6.63e-21 4.35e-23 3.26e-25 
18532.37 1.31e-07 1.00e+00 2.18e-21 1.38e-23 1.21e-25 
19260.76 9.73e-08 1.00e+00 1.08e-21 6.37e-24 5.20e-26 
20034.10 6.53e-08 1.00e+00 8.22e-22 4.86e-24 3.42e-26 
20838.00 4.73e-08 1.00e+00 6.88e-22 2.01e-23 2.18e-24 
21647.97 4.01e-08 1.00e+00 5.60e-22 2.86e-24 1.37e-26 
22447.94 2.53e-08 1.00e+00 7.35e-22 4.52e-24 2.12e-26 
23245.88 1.77e-08 1.00e+00 8.85e-22 5.47e-24 2.56e-26 
24052.47 1.36e-08 1.00e+00 9.07e-22 4.67e-24 1.52e-26 
24867.72 9.25e-09 1.00e+00 1.02e-21 6.93e-24 5.90e-27 
25698.86 6.71e-09 1.00e+00 1.12e-21 5.30e-24 8.15e-28 
26587.16 4.38e-08 1.00e+00 1.78e-22 1.56e-25 4.26e-29 
27637.54 3.04e-08 1.00e+00 1.94e-22 8.17e-25 9.05e-27 
28986.97 6.53e-09 1.00e+00 6.22e-22 7.45e-24 7.48e-26 
#TIME: 55.69 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 1.11e-07 1.00e+00 2.54e-14 4.12e-16 1.18e-17 
999.11 1.15e-07 1.00e+00 2.54e-14 4.23e-16 1.46e-17 
1267.34 1.16e-07 1.00e+00 2.55e-14 4.45e-16 1.48e-17 
1514.05 1.25e-07 1.00e+00 1.37e-14 2.46e-16 8.66e-18 
1808.80 1.23e-07 1.00e+00 8.30e-15 1.55e-16 5.96e-18 
1919.29 1.12e-07 1.00e+00 7.26e-15 1.53e-16 7.31e-18 
2160.92 1.19e-07 1.00e+00 4.69e-15 9.86e-17 4.27e-18 
2292.92 1.06e-07 1.00e+00 4.07e-15 8.91e-17 4.13e-18 
2432.98 9.72e-08 1.00e+00 3.46e-15 7.97e-17 3.79e-18 
2581.60 9.99e-08 1.00e+00 2.69e-15 6.18e-17 2.96e-18 
2739.29 1.03e-07 1.00e+00 2.02e-15 4.79e-17 2.29e-18 
2906.62 1.02e-07 1.00e+00 1.50e-15 3.67e-17 1.78e-18 
3084.17 1.04e-07 1.00e+00 1.11e-15 2.79e-17 1.34e-18 
3272.56 9.99e-08 1.00e+00 8.61e-16 2.15e-17 1.00e-18 
3472.46 1.08e-07 1.00e+00 6.58e-16 1.64e-17 7.24e-19 
3684.57 1.12e-07 1.00e+00 5.54e-16 1.41e-17 6.34e-19 
3909.64 1.23e-07 1.00e+00 5.24e-16 1.29e-17 5.56e-19 
4148.46 1.40e-07 1.00e+00 4.68e-16 1.16e-17 4.72e-19 
4401.86 1.82e-07 1.00e+00 3.81e-16 9.28e-18 3.61e-19 
4670.75 2.25e-07 1.00e+00 4.21e-16 1.02e-17 3.86e-19 
4956.05 2.52e-07 1.00e+00 7.27e-16 1.71e-17 6.09e-19 
5258.79 2.74e-07 1.00e+00 1.60e-15 3.75e-17 1.29e-18 
5580.02 3.32e-07 1.00e+00 3.60e-15 8.39e-17 2.81e-18 
5920.87 4.07e-07 1.00e+00 8.69e-15 1.99e-16 6.27e-18 
6282.54 5.05e-07 1.00e+00 2.14e-14 4.78e-16 1.41e-17 
6666.30 6.72e-07 1.00e+00 4.05e-14 8.79e-16 2.38e-17 
7073.50 9.88e-07 1.00e+00 3.89e-14 8.04e-16 1.85e-17 
7505.58 1.33e-06 1.00e+00 1.93e-14 3.60e-16 6.56e-18 
7964.05 1.44e-06 1.00e+00 7.40e-15 1.28e-16 2.10e-18 
8450.53 1.72e-06 1.00e+00 2.49e-15 3.92e-17 5.24e-19 
8966.72 1.81e-06 1.00e+00 9.58e-16 1.39e-17 1.67e-19 
9514.44 1.97e-06 1.00e+00 3.58e-16 4.83e-18 4.85e-20 
10095.62 2.10e-06 1.00e+00 1.24e-16 1.47e-18 1.21e-20 
10712.30 1.94e-06 1.00e+00 4.13e-17 4.25e-19 2.45e-21 
11366.65 1.75e-06 1.00e+00 1.07e-17 1.09e-19 6.29e-22 
12061.10 1.74e-06 1.00e+00 1.86e-18 1.48e-20 6.76e-23 
12793.43 1.45e-06 1.00e+00 3.62e-19 2.50e-21 7.62e-24 
13528.61 1.04e-06 1.00e+00 1.19e-19 9.01e-22 3.17e-24 
14194.74 1.02e-06 1.00e+00 5.35e-20 3.19e-22 9.37e-25 
14757.77 6.32e-07 1.00e+00 5.46e-20 3.99e-22 1.12e-24 
15240.48 6.04e-07 1.00e+00 3.63e-20 2.59e-22 5.85e-25 
15646.99 6.85e-07 1.00e+00 1.96e-20 1.86e-22 7.73e-25 
15960.30 1.09e-06 1.00e+00 7.47e-21 4.40e-23 1.33e-25 
16187.41 1.14e-06 1.00e+00 5.80e-21 3.97e-23 1.72e-25 
16354.17 1.01e-06 1.00e+00 6.09e-21 3.53e-23 1.36e-25 
16484.18 6.97e-07 1.00e+00 9.25e-21 6.47e-23 1.46e-25 
16593.12 6.01e-07 1.00e+00 1.22e-20 8.02e-23 2.88e-25 
16691.99 5.68e-07 1.00e+00 1.41e-20 9.07e-23 4.46e-25 
16788.59 4.88e-07 1.00e+00 1.66e-20 9.79e-23 2.42e-25 
16888.37 4.39e-07 1.00e+00 1.86e-20 1.12e-22 4.13e-25 
16998.79 4.35e-07 1.00e+00 1.83e-20 9.89e-23 5.05e-25 
17146.37 2.81e-07 1.00e+00 2.62e-20 1.80e-22 9.62e-25 
17415.23 2.64e-07 1.00e+00 1.90e-20 1.30e-22 7.54e-25 
17888.12 1.81e-07 1.00e+00 6.89e-21 4.64e-23 3.32e-25 
18532.37 1.37e-07 1.00e+00 2.29e-21 1.54e-23 1.22e-25 
19260.76 1.02e-07 1.00e+00 1.13e-21 7.27e-24 4.98e-26 
20034.10 4.60e-07 1.00e+00 1.44e-22 1.51e-25 1.83e-28 
20838.00 5.12e-08 1.00e+00 6.97e-22 4.09e-24 2.86e-27 
21647.97 3.64e-08 1.00e+00 6.63e-22 4.47e-24 2.34e-26 
22447.94 9.45e-08 1.00e+00 2.44e-22 4.50e-25 5.96e-28 
23245.88 1.34e-07 1.00e+00 1.55e-22 1.47e-25 8.19e-29 
24052.47 1.51e-08 1.00e+00 8.84e-22 4.54e-24 2.69e-26 
24867.72 1.28e-08 1.00e+00 8.23e-22 3.42e-24 1.44e-26 
25698.86 2.76e-08 1.00e+00 3.50e-22 5.49e-25 7.99e-28 
26587.16 4.18e-08 1.00e+00 2.00e-22 1.10e-24 1.35e-26 
27637.54 6.57e-09 1.00e+00 8.00e-22 1.60e-23 2.26e-25 
28986.97 2.05e-08 1.00e+00 2.49e-22 4.59e-25 2.44e-28 
#TIME: 56.84 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 1.77e-07 1.00e+00 2.47e-14 3.79e-16 1.21e-17 
999.11 1.77e-07 1.00e+00 2.52e-14 4.11e-16 1.22e-17 
1267.34 1.63e-07 1.00e+00 2.58e-14 4.42e-16 1.45e-17 
1514.05 1.76e-07 1.00e+00 1.40e-14 2.58e-16 9.94e-18 
1808.80 1.61e-07 1.00e+00 8.73e-15 1.77e-16 7.33e-18 
1919.29 1.42e-07 1.00e+00 7.67e-15 1.68e-16 6.59e-18 
2160.92 1.50e-07 1.00e+00 4.92e-15 1.07e-16 4.80e-18 
2292.92 1.40e-07 1.00e+00 4.26e-15 9.73e-17 4.46e-18 
2432.98 1.32e-07 1.00e+00 3.58e-15 8.40e-17 3.51e-18 
2581.60 1.22e-07 1.00e+00 2.89e-15 7.30e-17 3.52e-18 
2739.29 1.28e-07 1.00e+00 2.13e-15 5.36e-17 2.67e-18 
2906.62 1.30e-07 1.00e+00 1.57e-15 4.00e-17 1.93e-18 
3084.17 1.27e-07 1.00e+00 1.18e-15 3.08e-17 1.53e-18 
3272.56 1.28e-07 1.00e+00 9.00e-16 2.32e-17 1.10e-18 
3472.46 1.33e-07 1.00e+00 6.94e-16 1.81e-17 8.44e-19 
3684.57 1.49e-07 1.00e+00 5.69e-16 1.43e-17 6.21e-19 
3909.64 1.51e-07 1.00e+00 5.54e-16 1.41e-17 5.95e-19 
4148.46 1.75e-07 1.00e+00 4.87e-16 1.20e-17 4.75e-19 
4401.86 2.35e-07 1.00e+00 3.95e-16 9.63e-18 3.51e-19 
4670.75 2.94e-07 1.00e+00 4.32e-16 1.02e-17 3.68e-19 
4956.05 3.19e-07 1.00e+00 7.59e-16 1.82e-17 6.41e-19 
5258.79 3.46e-07 1.00e+00 1.66e-15 3.92e-17 1.33e-18 
5580.02 4.13e-07 1.00e+00 3.75e-15 8.78e-17 2.87e-18 
5920.87 5.10e-07 1.00e+00 9.04e-15 2.09e-16 6.28e-18 
6282.54 6.44e-07 1.00e+00 2.19e-14 4.90e-16 1.37e-17 
6666.30 8.31e-07 1.00e+00 4.22e-14 9.20e-16 2.32e-17 
7073.50 1.20e-06 1.00e+00 4.04e-14 8.18e-16 1.73e-17 
7505.58 1.33e-06 1.00e+00 2.03e-14 3.87e-16 7.45e-18 
7964.05 1.47e-06 1.00e+00 7.86e-15 1.41e-16 2.25e-18 
8450.53 1.75e-06 1.00e+00 2.62e-15 4.30e-17 6.39e-19 
8966.72 1.95e-06 1.00e+00 9.60e-16 1.37e-17 1.56e-19 
9514.44 2.04e-06 1.00e+00 3.70e-16 4.94e-18 4.93e-20 
10095.62 2.19e-06 1.00e+00 1.27e-16 1.51e-18 1.30e-20 
10712.30 1.99e-06 1.00e+00 4.33e-17 4.73e-19 3.50e-21 
11366.65 1.76e-06 1.00e+00 1.15e-17 1.15e-19 6.63e-22 
12061.10 1.84e-06 1.00e+00 1.91e-18 1.68e-20 8.38e-23 
12793.43 1.25e-06 1.00e+00 4.45e-19 4.35e-21 2.44e-23 
13528.61 1.14e-06 1.00e+00 1.18e-19 8.79e-22 3.02e-24 
14194.74 8.43e-07 1.00e+00 6.82e-20 6.15e-22 3.26e-24 
14757.77 7.58e-07 1.00e+00 4.94e-20 3.10e-22 8.53e-25 
15240.48 6.29e-07 1.00e+00 3.72e-20 2.62e-22 1.00e-24 
15646.99 1.26e-06 1.00e+00 1.19e-20 4.99e-23 6.75e-26 
15960.30 1.13e-06 1.00e+00 7.72e-21 5.51e-23 3.41e-25 
16187.41 1.19e-06 1.00e+00 6.00e-21 4.30e-23 1.85e-25 
16354.17 8.53e-07 1.00e+00 7.66e-21 6.69e-23 7.05e-25 
16484.18 7.99e-07 1.00e+00 8.59e-21 5.51e-23 5.14e-25 
16593.12 5.89e-07 1.00e+00 1.34e-20 1.01e-22 5.17e-25 
16691.99 5.84e-07 1.00e+00 1.48e-20 1.07e-22 6.13e-25 
16788.59 5.10e-07 1.00e+00 1.71e-20 1.19e-22 7.32e-25 
16888.37 7.66e-07 1.00e+00 1.17e-20 5.09e-23 2.52e-25 
16998.79 3.36e-07 1.00e+00 2.52e-20 2.39e-22 2.50e-24 
17146.37 2.90e-07 1.00e+00 2.75e-20 1.99e-22 1.44e-24 
17415.23 2.73e-07 1.00e+00 1.99e-20 1.41e-22 8.01e-25 
17888.12 1.89e-07 1.00e+00 7.28e-21 5.15e-23 2.32e-25 
18532.37 1.42e-07 1.00e+00 2.40e-21 1.66e-23 1.07e-25 
19260.76 1.05e-07 1.00e+00 1.20e-21 8.17e-24 6.70e-26 
20034.10 2.26e-07 1.00e+00 3.14e-22 4.27e-24 2.98e-25 
20838.00 3.20e-07 1.00e+00 1.38e-22 1.65e-25 1.37e-28 
21647.97 2.44e-07 1.00e+00 1.26e-22 1.41e-25 1.23e-28 
22447.94 2.83e-08 1.00e+00 7.77e-22 1.42e-23 5.68e-25 
23245.88 2.04e-08 1.00e+00 9.05e-22 2.97e-23 5.21e-24 
24052.47 1.65e-08 1.00e+00 8.91e-22 4.97e-24 2.64e-26 
24867.72 1.33e-08 1.00e+00 8.65e-22 4.92e-24 5.31e-26 
25698.86 9.30e-09 1.00e+00 9.69e-22 1.41e-23 5.56e-25 
26587.16 6.69e-09 1.00e+00 1.07e-21 2.91e-23 2.94e-25 
27637.54 3.26e-08 1.00e+00 1.77e-22 1.98e-25 2.60e-29 
28986.97 5.35e-09 1.00e+00 8.93e-22 1.57e-23 2.75e-25 
#TIME: 58.02 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 2.23e-07 1.00e+00 2.67e-14 4.92e-16 1.87e-17 
999.11 2.13e-07 1.00e+00 2.71e-14 4.92e-16 1.76e-17 
1267.34 2.16e-07 1.00e+00 2.70e-14 4.96e-16 1.74e-17 
1514.05 2.08e-07 1.00e+00 1.51e-14 3.13e-16 1.17e-17 
1808.80 2.04e-07 1.00e+00 9.22e-15 1.96e-16 7.64e-18 
1919.29 1.95e-07 1.00e+00 7.86e-15 1.71e-16 7.23e-18 
2160.92 1.77e-07 1.00e+00 5.32e-15 1.27e-16 5.88e-18 
2292.92 1.61e-07 1.00e+00 4.65e-15 1.18e-16 5.58e-18 
2432.98 1.77e-07 1.00e+00 3.72e-15 9.22e-17 4.26e-18 
2581.60 1.49e-07 1.00e+00 3.06e-15 7.88e-17 3.75e-18 
2739.29 1.52e-07 1.00e+00 2.29e-15 6.08e-17 2.94e-18 
2906.62 1.54e-07 1.00e+00 1.68e-15 4.59e-17 2.30e-18 
3084.17 1.55e-07 1.00e+00 1.26e-15 3.45e-17 1.69e-18 
3272.56 1.56e-07 1.00e+00 9.57e-16 2.60e-17 1.28e-18 
3472.46 1.63e-07 1.00e+00 7.37e-16 2.01e-17 9.49e-19 
3684.57 1.82e-07 1.00e+00 6.01e-16 1.60e-17 7.61e-19 
3909.64 1.87e-07 1.00e+00 5.80e-16 1.50e-17 6.34e-19 
4148.46 2.15e-07 1.00e+00 5.15e-16 1.33e-17 5.49e-19 
4401.86 2.89e-07 1.00e+00 4.13e-16 1.03e-17 3.99e-19 
4670.75 3.66e-07 1.00e+00 4.54e-16 1.13e-17 4.08e-19 
4956.05 3.94e-07 1.00e+00 7.99e-16 1.98e-17 6.83e-19 
5258.79 4.28e-07 1.00e+00 1.74e-15 4.23e-17 1.45e-18 
5580.02 5.09e-07 1.00e+00 3.94e-15 9.54e-17 3.01e-18 
5920.87 6.36e-07 1.00e+00 9.37e-15 2.18e-16 6.34e-18 
6282.54 7.83e-07 1.00e+00 2.31e-14 5.40e-16 1.45e-17 
6666.30 1.01e-06 1.00e+00 4.40e-14 9.72e-16 2.36e-17 
7073.50 1.23e-06 1.00e+00 4.17e-14 8.57e-16 1.91e-17 
7505.58 1.37e-06 1.00e+00 2.11e-14 4.07e-16 7.80e-18 
7964.05 1.41e-06 1.00e+00 8.38e-15 1.54e-16 2.66e-18 
8450.53 1.78e-06 1.00e+00 2.74e-15 4.55e-17 6.66e-19 
8966.72 1.99e-06 1.00e+00 1.00e-15 1.54e-17 1.89e-19 
9514.44 2.12e-06 1.00e+00 3.91e-16 5.51e-18 5.24e-20 
10095.62 1.91e-06 1.00e+00 1.57e-16 2.33e-18 2.39e-20 
10712.30 2.30e-06 1.00e+00 4.05e-17 4.05e-19 2.57e-21 
11366.65 2.03e-06 1.00e+00 1.07e-17 9.59e-20 5.10e-22 
12061.10 1.93e-06 1.00e+00 1.96e-18 1.78e-20 8.30e-23 
12793.43 1.57e-06 1.00e+00 3.87e-19 2.73e-21 8.15e-24 
13528.61 1.08e-06 1.00e+00 1.34e-19 1.16e-21 5.73e-24 
14194.74 8.68e-07 1.00e+00 7.27e-20 5.74e-22 1.33e-24 
14757.77 8.76e-07 1.00e+00 4.71e-20 3.24e-22 1.04e-24 
15240.48 8.67e-07 1.00e+00 2.96e-20 1.67e-22 5.97e-25 
15646.99 9.71e-07 1.00e+00 1.63e-20 1.58e-22 1.30e-24 
15960.30 1.26e-06 1.00e+00 7.56e-21 5.22e-23 1.90e-25 
16187.41 9.51e-07 1.00e+00 8.02e-21 7.60e-23 3.39e-25 
16354.17 8.88e-07 1.00e+00 8.07e-21 6.02e-23 1.99e-25 
16484.18 7.77e-07 1.00e+00 9.80e-21 7.97e-23 4.99e-25 
16593.12 6.98e-07 1.00e+00 1.23e-20 8.04e-23 4.43e-25 
16691.99 1.74e-06 1.00e+00 5.79e-21 1.61e-23 1.71e-26 
16788.59 4.36e-07 1.00e+00 2.13e-20 1.84e-22 8.66e-25 
16888.37 4.63e-07 1.00e+00 2.01e-20 2.41e-22 3.80e-24 
16998.79 4.17e-07 1.00e+00 2.27e-20 1.44e-22 2.87e-25 
17146.37 3.50e-07 1.00e+00 2.49e-20 1.56e-22 7.24e-25 
17415.23 1.38e-06 1.00e+00 4.79e-21 8.02e-24 7.48e-27 
17888.12 1.93e-07 1.00e+00 7.58e-21 5.37e-23 3.30e-25 
18532.37 1.46e-07 1.00e+00 2.51e-21 1.75e-23 1.01e-25 
19260.76 1.07e-07 1.00e+00 1.26e-21 8.69e-24 6.85e-26 
20034.10 6.43e-08 1.00e+00 1.06e-21 2.29e-23 2.22e-25 
20838.00 4.97e-08 1.00e+00 8.33e-22 3.14e-23 4.35e-24 
21647.97 4.24e-08 1.00e+00 6.78e-22 2.24e-23 2.54e-24 
22447.94 6.66e-08 1.00e+00 3.94e-22 1.19e-24 9.81e-28 
23245.88 1.25e-07 1.00e+00 1.70e-22 1.87e-25 2.30e-29 
24052.47 1.50e-08 1.00e+00 1.06e-21 7.20e-24 2.19e-26 
24867.72 1.31e-08 1.00e+00 9.58e-22 5.97e-24 1.98e-26 
25698.86 1.16e-08 1.00e+00 8.73e-22 4.32e-24 4.18e-27 
26587.16 4.86e-08 1.00e+00 2.06e-22 2.09e-25 2.30e-29 
27637.54 3.43e-08 1.00e+00 2.22e-22 1.41e-24 1.03e-26 
28986.97 6.18e-09 1.00e+00 8.43e-22 4.02e-24 1.82e-27 
#TIME: 59.22 
#NVEL: 67 
#vel_mid[km/s] na0 na1 na2 na3 na4 
440.10 2.67e-07 1.00e+00 2.87e-14 5.43e-16 1.84e-17 
999.11 2.49e-07 1.00e+00 2.93e-14 5.62e-16 1.78e-17 
1267.34 2.51e-07 1.00e+00 2.91e-14 5.63e-16 1.98e-17 
1514.05 2.65e-07 1.00e+00 1.58e-14 3.19e-16 1.12e-17 
1808.80 2.50e-07 1.00e+00 9.75e-15 2.10e-16 8.29e-18 
1919.29 2.30e-07 1.00e+00 8.46e-15 2.00e-16 8.74e-18 
2160.92 2.18e-07 1.00e+00 5.66e-15 1.38e-16 5.99e-18 
2292.92 2.01e-07 1.00e+00 4.90e-15 1.24e-16 5.23e-18 
2432.98 1.90e-07 1.00e+00 4.08e-15 1.09e-16 5.48e-18 
2581.60 1.79e-07 1.00e+00 3.27e-15 8.73e-17 4.05e-18 
2739.29 1.81e-07 1.00e+00 2.44e-15 6.62e-17 3.09e-18 
2906.62 1.81e-07 1.00e+00 1.80e-15 5.02e-17 2.35e-18 
3084.17 1.90e-07 1.00e+00 1.33e-15 3.74e-17 1.76e-18 
3272.56 1.93e-07 1.00e+00 1.01e-15 2.83e-17 1.30e-18 
3472.46 1.97e-07 1.00e+00 7.79e-16 2.17e-17 1.02e-18 
3684.57 2.19e-07 1.00e+00 6.44e-16 1.82e-17 8.20e-19 
