#NTIMES: 128
#NSTAGES: 9
#TIMES[d]: 2.037028e+00 2.112455e+00 2.190675e+00 2.271792e+00 2.355913e+00 2.443148e+00 2.533613e+00 2.627428e+00 2.724717e+00 2.825608e+00 2.930235e+00 3.038736e+00 3.151255e+00 3.267940e+00 3.388946e+00 3.514432e+00 3.644565e+00 3.779516e+00 3.919465e+00 4.064595e+00 4.215100e+00 4.371177e+00 4.533034e+00 4.700883e+00 4.874948e+00 5.055458e+00 5.242653e+00 5.436778e+00 5.638092e+00 5.846861e+00 6.063359e+00 6.287873e+00 6.520702e+00 6.762152e+00 7.012541e+00 7.272203e+00 7.541479e+00 7.820726e+00 8.110313e+00 8.410623e+00 8.722052e+00 9.045013e+00 9.379933e+00 9.727255e+00 1.008744e+01 1.046096e+01 1.084831e+01 1.125000e+01 1.166656e+01 1.209856e+01 1.254655e+01 1.301112e+01 1.349289e+01 1.399251e+01 1.451063e+01 1.504793e+01 1.560513e+01 1.618296e+01 1.678218e+01 1.740360e+01 1.804802e+01 1.871630e+01 1.940933e+01 2.012802e+01 2.087333e+01 2.164623e+01 2.244774e+01 2.327894e+01 2.414092e+01 2.503481e+01 2.596181e+01 2.692312e+01 2.792004e+01 2.895387e+01 3.002597e+01 3.113778e+01 3.229075e+01 3.348642e+01 3.472636e+01 3.601222e+01 3.734568e+01 3.872852e+01 4.016256e+01 4.164970e+01 4.319192e+01 4.479123e+01 4.644977e+01 4.816972e+01 4.995336e+01 5.180304e+01 5.372120e+01 5.571040e+01 5.777325e+01 5.991249e+01 6.213094e+01 6.443153e+01 6.681731e+01 6.929144e+01 7.185717e+01 7.451791e+01 7.727716e+01 8.013859e+01 8.310597e+01 8.618323e+01 8.937444e+01 9.268381e+01 9.611572e+01 9.967470e+01 1.033655e+02 1.071929e+02 1.111621e+02 1.152782e+02 1.195467e+02 1.239733e+02 1.285638e+02 1.333243e+02 1.382611e+02 1.433806e+02 1.486897e+02 1.541954e+02 1.599050e+02 1.658260e+02 1.719662e+02 1.783338e+02 1.849372e+02 1.917850e+02 1.988865e+02 2.062509e+02 
#
#TIME: 2.037028e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
2.137501e+04 9.174284e+02 1.629470e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.162501e+04 1.000000e+02 1.560617e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.187500e+04 1.000000e+02 1.494655e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.212501e+04 1.000000e+02 1.431490e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.237501e+04 1.000000e+02 1.370989e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.262501e+04 1.000000e+02 1.313058e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.287500e+04 1.000000e+02 1.257567e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.312500e+04 1.000000e+02 1.204405e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.337500e+04 1.000000e+02 1.153514e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.362500e+04 1.000000e+02 1.104747e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.387500e+04 1.000000e+02 1.058080e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.412499e+04 1.000000e+02 1.013368e-01 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.437499e+04 1.000000e+02 9.705334e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.462499e+04 1.000000e+02 9.295090e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.487499e+04 1.000000e+02 8.902410e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.512498e+04 1.000000e+02 8.526151e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.537498e+04 1.000000e+02 8.165728e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.562498e+04 1.000000e+02 7.820607e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.587498e+04 1.000000e+02 7.490106e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.612497e+04 1.000000e+02 7.173560e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.637497e+04 1.000000e+02 6.870387e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.662497e+04 1.000000e+02 6.580023e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.687497e+04 1.000000e+02 6.301931e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.712497e+04 1.000000e+02 6.035567e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.737497e+04 1.000000e+02 5.780507e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.762497e+04 1.000000e+02 5.536236e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.787497e+04 1.000000e+02 5.302269e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.812497e+04 1.000000e+02 5.078167e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.837497e+04 1.000000e+02 4.863556e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.862497e+04 1.000000e+02 4.658007e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.887497e+04 1.000000e+02 4.461104e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.912498e+04 1.000000e+02 4.272619e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.937498e+04 1.000000e+02 4.092064e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.962498e+04 1.000000e+02 3.919068e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
2.987498e+04 1.000000e+02 3.753415e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.012498e+04 1.000000e+02 3.594805e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.037497e+04 1.000000e+02 3.442934e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.062497e+04 1.000000e+02 3.297401e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.087497e+04 1.000000e+02 3.158011e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.112498e+04 1.000000e+02 3.024609e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.137498e+04 1.000000e+02 2.896737e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.162498e+04 1.000000e+02 2.774308e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.187499e+04 1.000000e+02 2.657057e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.212499e+04 1.000000e+02 2.544782e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.237499e+04 1.000000e+02 2.437228e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.262499e+04 1.000000e+02 2.334222e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.287499e+04 1.000000e+02 2.235577e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.312499e+04 1.000000e+02 2.141091e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.337499e+04 1.000000e+02 2.050611e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.362499e+04 1.000000e+02 1.963936e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.387499e+04 1.000000e+02 1.880945e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.412499e+04 1.000000e+02 1.801451e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.437499e+04 1.000000e+02 1.725311e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.462499e+04 1.000000e+02 1.652397e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.487500e+04 1.000000e+02 1.582555e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.512500e+04 1.000000e+02 1.515676e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.537500e+04 1.000000e+02 1.451632e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.562500e+04 1.000000e+02 1.390282e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.587500e+04 1.000000e+02 1.331515e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.612499e+04 1.000000e+02 1.275237e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.637499e+04 1.000000e+02 1.221350e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.662499e+04 1.000000e+02 1.169722e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.687499e+04 1.000000e+02 1.120303e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.712499e+04 1.000000e+02 1.072958e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.737499e+04 1.000000e+02 1.027611e-02 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.762499e+04 1.000000e+02 9.841602e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.787499e+04 1.000000e+02 9.425815e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.812499e+04 1.000000e+02 9.027589e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.837499e+04 1.000000e+02 8.645833e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.862500e+04 1.000000e+02 8.280375e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.887500e+04 1.000000e+02 7.930569e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.912500e+04 1.000000e+02 7.595375e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.937501e+04 1.000000e+02 7.274396e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.962501e+04 1.000000e+02 6.966977e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
3.987501e+04 1.000000e+02 6.672509e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.012501e+04 1.000000e+02 6.390508e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
4.037501e+04 1.000000e+02 6.120435e-03 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
#
#TIME: 2.112455e+00 
#NVEL: 162
#vel_mid[km/s] temp[K] ne[/cm^3] fe0 fe1 fe2 fe3 fe4 fe5 fe6 fe7 fe8
1.249994e+02 1.271679e+05 4.329040e+13 2.040582e-52 3.135959e-43 1.316219e-34 1.307386e-26 2.632439e-19 6.775438e-13 1.457558e-07 1.793238e-03 9.982066e-01 
3.749991e+02 1.255926e+05 4.020649e+13 1.929639e-52 3.117841e-43 1.378314e-34 1.416336e-26 2.908717e-19 7.556961e-13 1.606448e-07 1.910628e-03 9.980892e-01 
6.249988e+02 1.227142e+05 3.701037e+13 4.502879e-52 7.439539e-43 3.297303e-34 3.307607e-26 6.419436e-19 1.494090e-12 2.699666e-07 2.565714e-03 9.974340e-01 
8.749978e+02 1.196834e+05 3.399901e+13 1.165697e-51 1.961509e-42 8.709098e-34 8.529760e-26 1.546790e-18 3.183248e-12 4.786081e-07 3.553133e-03 9.964464e-01 
1.125000e+03 1.171470e+05 3.120980e+13 2.930400e-51 5.067151e-42 2.246640e-33 2.148960e-25 3.638581e-18 6.666661e-12 8.388271e-07 4.884001e-03 9.951152e-01 
1.375003e+03 1.141119e+05 2.863848e+13 7.907863e-51 1.397854e-41 6.190498e-33 5.777799e-25 9.052772e-18 1.464419e-11 1.517671e-06 6.856143e-03 9.931423e-01 
1.625005e+03 1.112719e+05 2.627066e+13 2.522024e-50 4.522250e-41 2.000226e-32 1.782810e-24 2.565507e-17 3.565620e-11 2.985845e-06 1.003012e-02 9.899669e-01 
1.875006e+03 1.080421e+05 2.409044e+13 9.956003e-50 1.801562e-40 7.775164e-32 6.621532e-24 8.517914e-17 9.956003e-11 6.431894e-06 1.545551e-02 9.845381e-01 
2.125006e+03 1.053489e+05 2.208529e+13 3.257456e-49 5.980620e-40 2.568047e-31 2.102696e-23 2.464636e-16 2.481871e-10 1.278853e-05 2.275048e-02 9.772367e-01 
2.375008e+03 1.027891e+05 2.023596e+13 1.189147e-48 2.216736e-39 9.355377e-31 7.326500e-23 7.777362e-16 6.612636e-10 2.667597e-05 3.437819e-02 9.655951e-01 
2.625010e+03 1.004071e+05 1.853347e+13 3.727787e-48 7.066410e-39 2.969940e-30 2.253058e-22 2.191611e-15 1.601720e-09 5.182034e-05 4.956728e-02 9.503809e-01 
2.875008e+03 9.799136e+04 1.696005e+13 1.156134e-47 2.231919e-38 9.396378e-30 6.874309e-22 6.137776e-15 3.861219e-09 1.004363e-04 7.142140e-02 9.284782e-01 
3.125008e+03 9.536510e+04 1.549930e+13 3.895004e-47 7.716977e-38 3.213379e-29 2.256668e-21 1.835521e-14 9.834886e-09 2.010796e-04 1.039479e-01 8.958510e-01 
3.375011e+03 9.323006e+04 1.414955e+13 1.115409e-46 2.265261e-37 9.431962e-29 6.438109e-21 4.848453e-14 2.252014e-08 3.709199e-04 1.438639e-01 8.557651e-01 
3.625012e+03 9.113074e+04 1.289629e+13 3.064186e-46 6.417446e-37 2.679717e-28 1.786478e-20 1.243019e-13 5.029890e-08 6.706520e-04 1.957032e-01 8.036261e-01 
3.875015e+03 8.897219e+04 1.172776e+13 8.501714e-46 1.832592e-36 7.714518e-28 5.006565e-20 3.211758e-13 1.124115e-07 1.205984e-03 2.619787e-01 7.368152e-01 
4.125020e+03 8.706419e+04 1.064894e+13 2.142373e-45 4.779933e-36 2.028892e-27 1.292989e-19 7.702913e-13 2.359017e-07 2.059842e-03 3.376902e-01 6.602497e-01 
4.375025e+03 8.534102e+04 9.650443e+12 5.319963e-45 1.228837e-35 5.282499e-27 3.300625e-19 1.828269e-12 4.870389e-07 3.442990e-03 4.233492e-01 5.732073e-01 
4.625029e+03 8.371779e+04 8.729740e+12 1.358427e-44 3.248769e-35 1.407527e-26 8.633379e-19 4.418981e-12 1.010637e-06 5.728308e-03 5.196394e-01 4.746313e-01 
4.875029e+03 8.208683e+04 7.891262e+12 3.496964e-44 8.642177e-35 3.782066e-26 2.254094e-18 1.060226e-11 2.080359e-06 9.265840e-03 6.147528e-01 3.759793e-01 
5.125029e+03 8.057553e+04 7.139852e+12 8.597206e-44 2.205159e-34 9.714357e-26 5.634327e-18 2.443161e-11 4.094601e-06 1.447439e-02 6.994337e-01 2.860878e-01 
5.375030e+03 7.907727e+04 6.468294e+12 2.182858e-43 5.761053e-34 2.552834e-25 1.442906e-17 5.655346e-11 8.033762e-06 2.219855e-02 7.716640e-01 2.061294e-01 
5.625029e+03 7.761231e+04 5.875689e+12 4.962993e-43 1.356167e-33 6.059468e-25 3.341364e-17 1.206123e-10 1.471585e-05 3.220174e-02 8.194709e-01 1.483127e-01 
5.875027e+03 7.611053e+04 5.338690e+12 1.357512e-42 3.796005e-33 1.690605e-24 8.924383e-17 2.897282e-10 2.916136e-05 4.845563e-02 8.547296e-01 9.678556e-02 
6.125024e+03 7.438527e+04 4.855066e+12 3.872725e-42 1.106493e-32 4.910916e-24 2.472533e-16 7.103411e-10 5.832993e-05 7.240015e-02 8.674357e-01 6.010578e-02 
6.375019e+03 7.223648e+04 4.403916e+12 1.677112e-41 4.822629e-32 2.072165e-23 9.615442e-16 2.310688e-09 1.431136e-04 1.192613e-01 8.497367e-01 3.085886e-02 
6.625017e+03 6.953365e+04 3.963947e+12 1.311426e-40 3.730641e-31 1.498773e-22 6.068401e-15 1.124080e-08 4.651083e-04 2.215577e-01 7.664920e-01 1.148516e-02 
6.875017e+03 6.752962e+04 3.572990e+12 5.727705e-40 1.640329e-30 6.382044e-22 2.357412e-14 3.612309e-08 1.093552e-03 3.352366e-01 6.588206e-01 4.849278e-03 
7.125017e+03 6.560545e+04 3.225587e+12 2.273934e-39 6.541316e-30 2.474280e-21 8.374487e-14 1.061837e-07 2.354072e-03 4.698127e-01 5.259098e-01 1.923327e-03 
7.375020e+03 6.361436e+04 2.920258e+12 9.932152e-39 2.860460e-29 1.036349e-20 3.155586e-13 3.189640e-07 5.017155e-03 6.209014e-01 3.734489e-01 6.322524e-04 
7.625021e+03 6.146748e+04 2.659984e+12 5.545559e-38 1.569498e-28 5.297055e-20 1.399469e-12 1.071182e-06 1.106496e-02 7.690539e-01 2.197297e-01 1.504102e-04 
7.875023e+03 5.917014e+04 2.445255e+12 4.112406e-37 1.105305e-27 3.393881e-19 7.399273e-12 4.035967e-06 2.491904e-02 8.714020e-01 1.036510e-01 2.400177e-05 
8.125025e+03 5.674433e+04 2.261958e+12 3.827938e-36 9.669625e-27 2.630573e-18 4.553613e-11 1.659983e-05 5.714694e-02 9.034659e-01 3.936789e-02 2.666857e-06 
8.375030e+03 5.419131e+04 2.089306e+12 4.546895e-35 1.064586e-25 2.492048e-17 3.322731e-10 7.629166e-05 1.333465e-01 8.547289e-01 1.184816e-02 1.984895e-07 
8.625034e+03 5.167511e+04 1.922384e+12 6.120311e-34 1.309586e-24 2.627190e-16 2.611154e-09 3.581317e-04 2.966614e-01 7.002277e-01 2.752804e-03 9.835259e-09 
8.875032e+03 4.904785e+04 1.776996e+12 8.852902e-33 1.710898e-23 2.864759e-15 2.035836e-08 1.558376e-03 5.603522e-01 4.376716e-01 4.177774e-04 2.705606e-10 
9.125029e+03 4.641397e+04 1.661300e+12 1.451659e-31 2.458591e-22 3.293504e-14 1.564939e-07 6.041588e-03 8.181317e-01 1.757934e-01 3.318678e-05 2.966252e-12 
9.375026e+03 4.378721e+04 1.561412e+12 2.827992e-30 4.090874e-21 4.209607e-13 1.241294e-06 2.137185e-02 9.336692e-01 4.495644e-02 1.289867e-06 1.171134e-14 
9.625020e+03 4.114168e+04 1.458565e+12 7.247824e-29 8.795903e-20 6.698960e-12 1.132912e-05 7.740395e-02 9.147739e-01 7.810762e-03 2.533220e-08 1.639556e-17 
9.875013e+03 3.839454e+04 1.344149e+12 2.797880e-27 2.760070e-18 1.493463e-10 1.294965e-04 2.892403e-01 7.098674e-01 7.628003e-04 1.814841e-10 4.905742e-21 
1.012500e+04 3.557920e+04 1.223894e+12 1.003996e-25 7.977489e-17 2.905622e-09 1.164843e-03 7.147311e-01 2.840764e-01 2.762935e-05 3.190995e-13 2.166245e-25 
1.037500e+04 3.288235e+04 1.107015e+12 2.616746e-24 1.645073e-15 3.879372e-08 6.551015e-03 9.442245e-01 4.922411e-02 3.257209e-07 1.258966e-16 1.390718e-30 
1.062501e+04 3.019832e+04 1.011912e+12 1.016069e-22 4.812960e-14 6.657928e-07 3.850368e-02 9.572442e-01 4.251448e-03 1.098959e-09 7.139224e-21 5.534904e-37 
1.087502e+04 2.743487e+04 9.250363e+11 6.992615e-21 2.359496e-12 1.676592e-05 2.596673e-01 7.401540e-01 1.619342e-04 7.851357e-13 3.406344e-26 6.092981e-45 
1.112502e+04 2.465264e+04 8.036863e+11 2.868710e-19 6.924473e-11 2.367510e-04 8.111526e-01 1.886095e-01 1.233216e-06 5.750610e-17 7.122315e-33 1.048563e-54 
1.137501e+04 2.203129e+04 6.466584e+11 6.183869e-18 1.094069e-09 1.647485e-03 9.861704e-01 1.218211e-02 1.276221e-09 2.471227e-22 2.981715e-41 9.525246e-67 
1.162501e+04 1.961496e+04 5.534860e+11 2.841808e-16 3.165266e-08 1.547977e-02 9.842360e-01 2.841808e-04 1.594185e-13 3.119058e-29 6.191907e-52 5.129117e-82 
1.187501e+04 1.726670e+04 4.571817e+11 2.208827e-14 1.434303e-06 1.853120e-01 8.146841e-01 2.484213e-06 2.541585e-18 1.187603e-37 6.310933e-65 1.508887e-100 
1.212501e+04 1.516587e+04 3.404077e+11 7.014029e-13 2.701349e-05 8.151439e-01 1.848291e-01 3.175270e-09 2.393300e-24 8.009262e-48 2.416996e-80 2.488084e-122 
1.237501e+04 1.349811e+04 2.972210e+11 7.839164e-12 1.556133e-04 9.886707e-01 1.117373e-02 1.023771e-12 5.908623e-31 1.509332e-58 2.936761e-96 1.591233e-144 
1.262501e+04 1.222554e+04 2.634557e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.287501e+04 1.118273e+04 2.133817e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.312501e+04 1.033603e+04 1.826841e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.337501e+04 9.506276e+03 1.567943e+11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
