#NTIMES:     39
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.660090E+04    9.3003E+03    1.6609E-15    5.7053E+07    3.2987E+07
    1.713150E+04    9.3113E+03    1.3827E-15    4.7600E+07    2.7463E+07
    1.767900E+04    9.2337E+03    1.1444E-15    3.9358E+07    2.2730E+07
    1.826410E+04    9.2170E+03    9.3502E-16    3.2190E+07    1.8571E+07
    1.889029E+04    9.2779E+03    7.5312E-16    2.6043E+07    1.4958E+07
    1.955040E+04    9.2550E+03    5.9955E-16    2.0781E+07    1.1908E+07
    2.023309E+04    9.1998E+03    4.7360E-16    1.6443E+07    9.4064E+06
    2.092811E+04    9.1928E+03    3.7251E-16    1.3017E+07    7.3986E+06
    2.162971E+04    9.2304E+03    2.9233E-16    1.0307E+07    5.8061E+06
    2.233490E+04    9.3142E+03    2.2912E-16    8.2008E+06    4.5507E+06
    2.304210E+04    9.4332E+03    1.7946E-16    6.5297E+06    3.5644E+06
    2.375060E+04    9.5891E+03    1.4050E-16    5.2214E+06    2.7906E+06
    2.446001E+04    9.7734E+03    1.0996E-16    4.1727E+06    2.1840E+06
    2.517030E+04    9.9806E+03    8.6035E-17    3.3366E+06    1.7088E+06
    2.588139E+04    1.0201E+04    6.7297E-17    2.6669E+06    1.3366E+06
    2.659349E+04    1.0434E+04    5.2621E-17    2.1286E+06    1.0451E+06
    2.730680E+04    1.0690E+04    4.1129E-17    1.6962E+06    8.1688E+05
    2.802139E+04    1.0995E+04    3.2131E-17    1.3501E+06    6.3818E+05
    2.873711E+04    1.1376E+04    2.5093E-17    1.0743E+06    4.9838E+05
    2.945390E+04    1.1859E+04    1.9589E-17    8.5472E+05    3.8906E+05
    3.017129E+04    1.2463E+04    1.5289E-17    6.8018E+05    3.0366E+05
    3.088880E+04    1.3192E+04    1.1933E-17    5.4145E+05    2.3700E+05
    3.160629E+04    1.4043E+04    9.3129E-18    4.3110E+05    1.8497E+05
    3.232350E+04    1.5006E+04    7.2691E-18    3.4329E+05    1.4438E+05
    3.304059E+04    1.6069E+04    5.6741E-18    2.7335E+05    1.1270E+05
    3.375770E+04    1.7230E+04    4.4291E-18    2.1761E+05    8.7968E+04
    3.447520E+04    1.8495E+04    3.4567E-18    1.7314E+05    6.8656E+04
    3.519339E+04    1.9884E+04    2.6972E-18    1.3764E+05    5.3571E+04
    3.591270E+04    2.1427E+04    2.1038E-18    1.0930E+05    4.1784E+04
    3.663380E+04    2.3170E+04    1.6398E-18    8.6654E+04    3.2570E+04
    3.735789E+04    2.5174E+04    1.2769E-18    6.8569E+04    2.5362E+04
    3.808620E+04    2.7527E+04    9.9290E-19    5.4135E+04    1.9720E+04
    3.882090E+04    3.0353E+04    7.7035E-19    4.2617E+04    1.5300E+04
    3.956460E+04    3.3834E+04    5.9580E-19    3.3425E+04    1.1833E+04
    3.985650E+04    3.5413E+04    5.3864E-19    3.0377E+04    1.0698E+04
    4.005110E+04    3.6548E+04    5.0362E-19    2.8499E+04    1.0003E+04
    4.018081E+04    3.7344E+04    4.8155E-19    2.7311E+04    9.5644E+03
    4.026731E+04    3.7893E+04    4.6738E-19    2.6546E+04    9.2829E+03
    4.032440E+04    3.8264E+04    4.5825E-19    2.6053E+04    9.1016E+03
    4.032500E+04    3.8271E+04    4.5816E-19    2.6049E+04    9.0998E+03
#TIME:    23.570
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.8520E+04    2.7109E-13    8.7666E+09    2.9193E+09
    1.037980E+03    1.8522E+04    2.6988E-13    8.7277E+09    2.9062E+09
    1.063930E+03    1.8523E+04    2.6747E-13    8.6498E+09    2.8803E+09
    1.115839E+03    1.8508E+04    2.6272E-13    8.4961E+09    2.8291E+09
    1.200830E+03    1.8490E+04    2.5513E-13    8.2505E+09    2.7473E+09
    1.292300E+03    1.8452E+04    2.4719E-13    7.9936E+09    2.6619E+09
    1.390740E+03    1.8410E+04    2.3893E-13    7.7261E+09    2.5729E+09
    1.496679E+03    1.8361E+04    2.3034E-13    7.4481E+09    2.4804E+09
    1.610680E+03    1.8281E+04    2.2145E-13    7.1597E+09    2.3847E+09
    1.733370E+03    1.8183E+04    2.1226E-13    6.8618E+09    2.2857E+09
    1.865410E+03    1.8058E+04    2.0279E-13    6.5548E+09    2.1838E+09
    2.007500E+03    1.7908E+04    1.9308E-13    6.2396E+09    2.0792E+09
    2.160420E+03    1.7747E+04    1.8315E-13    5.9175E+09    1.9723E+09
    2.324980E+03    1.7565E+04    1.7303E-13    5.5892E+09    1.8633E+09
    2.502080E+03    1.7361E+04    1.6276E-13    5.2558E+09    1.7527E+09
    2.692670E+03    1.7133E+04    1.5239E-13    4.9186E+09    1.6410E+09
    2.897780E+03    1.6883E+04    1.4197E-13    4.5790E+09    1.5288E+09
    3.118510E+03    1.6604E+04    1.3154E-13    4.2382E+09    1.4165E+09
    3.356059E+03    1.6296E+04    1.2118E-13    3.8971E+09    1.3049E+09
    3.611691E+03    1.5962E+04    1.1094E-13    3.5562E+09    1.1946E+09
    3.886810E+03    1.5583E+04    1.0088E-13    3.2136E+09    1.0863E+09
    4.182879E+03    1.5148E+04    9.1073E-14    2.8634E+09    9.8072E+08
    4.501499E+03    1.4638E+04    8.1581E-14    2.4918E+09    8.7850E+08
    4.844390E+03    1.4080E+04    7.2468E-14    2.0906E+09    7.8037E+08
    5.213399E+03    1.3559E+04    6.3795E-14    1.7059E+09    6.8698E+08
    5.610511E+03    1.3141E+04    5.5616E-14    1.4006E+09    5.9891E+08
    6.037880E+03    1.2833E+04    4.7983E-14    1.1706E+09    5.1707E+08
    6.497800E+03    1.2596E+04    4.0934E-14    9.8831E+08    4.4366E+08
    6.992760E+03    1.2393E+04    3.4500E-14    8.4272E+08    3.8271E+08
    7.470370E+03    1.2159E+04    2.9253E-14    7.4114E+08    3.4190E+08
    7.926120E+03    1.1868E+04    2.4992E-14    6.7075E+08    3.1476E+08
    8.327220E+03    1.1475E+04    2.1758E-14    6.1947E+08    2.9517E+08
    8.702980E+03    1.0988E+04    1.9109E-14    5.7579E+08    2.7818E+08
    9.042661E+03    1.0546E+04    1.6994E-14    5.3507E+08    2.6267E+08
    9.369910E+03    1.0244E+04    1.5177E-14    4.9191E+08    2.4724E+08
    9.651600E+03    1.0070E+04    1.3770E-14    4.5223E+08    2.3353E+08
    9.900590E+03    1.0014E+04    1.2635E-14    4.1857E+08    2.2112E+08
    1.013220E+04    9.9807E+03    1.1663E-14    3.8850E+08    2.0943E+08
    1.033760E+04    9.9810E+03    1.0864E-14    3.6359E+08    1.9901E+08
    1.054540E+04    9.9980E+03    1.0112E-14    3.3998E+08    1.8851E+08
    1.075490E+04    1.0031E+04    9.4060E-15    3.1774E+08    1.7805E+08
    1.096070E+04    1.0039E+04    8.7606E-15    2.9694E+08    1.6794E+08
    1.115930E+04    1.0000E+04    8.1797E-15    2.7773E+08    1.5837E+08
    1.134099E+04    9.9132E+03    7.6817E-15    2.6081E+08    1.4985E+08
    1.153460E+04    9.7277E+03    7.1850E-15    2.4306E+08    1.4105E+08
    1.172390E+04    9.4540E+03    6.7301E-15    2.2561E+08    1.3275E+08
    1.192870E+04    9.4369E+03    6.2704E-15    2.1003E+08    1.2413E+08
    1.212841E+04    9.8100E+03    5.8523E-15    1.9902E+08    1.1611E+08
    1.235380E+04    1.0059E+04    5.4140E-15    1.8579E+08    1.0751E+08
    1.261001E+04    1.0094E+04    4.9555E-15    1.7064E+08    9.8421E+07
    1.287280E+04    1.0020E+04    4.5253E-15    1.5589E+08    8.9879E+07
    1.318720E+04    1.0004E+04    4.0595E-15    1.4015E+08    8.0629E+07
    1.351440E+04    9.9594E+03    3.6258E-15    1.2535E+08    7.2015E+07
    1.386900E+04    9.8618E+03    3.2078E-15    1.1088E+08    6.3711E+07
    1.423600E+04    9.7892E+03    2.8256E-15    9.7717E+07    5.6122E+07
    1.460291E+04    9.6697E+03    2.4893E-15    8.5979E+07    4.9442E+07
    1.497210E+04    9.6545E+03    2.1913E-15    7.5805E+07    4.3523E+07
    1.532031E+04    9.5229E+03    1.9429E-15    6.7057E+07    3.8589E+07
    1.571760E+04    9.4990E+03    1.6937E-15    5.8516E+07    3.3640E+07
    1.613100E+04    9.3946E+03    1.4683E-15    5.0634E+07    2.9163E+07
    1.660090E+04    9.3074E+03    1.2483E-15    4.2981E+07    2.4793E+07
    1.713150E+04    9.2780E+03    1.0392E-15    3.5800E+07    2.0641E+07
    1.767900E+04    9.2878E+03    8.6014E-16    2.9689E+07    1.7084E+07
    1.826410E+04    9.3249E+03    7.0276E-16    2.4348E+07    1.3958E+07
    1.889029E+04    9.4182E+03    5.6605E-16    1.9758E+07    1.1243E+07
    1.955040E+04    9.5183E+03    4.5062E-16    1.5874E+07    8.9500E+06
    2.023309E+04    9.6668E+03    3.5596E-16    1.2705E+07    7.0698E+06
    2.092811E+04    9.7530E+03    2.7998E-16    1.0117E+07    5.5608E+06
    2.162970E+04    1.0045E+04    2.1971E-16    8.1262E+06    4.3639E+06
    2.233490E+04    1.0089E+04    1.7221E-16    6.4550E+06    3.4203E+06
    2.304210E+04    1.0162E+04    1.3489E-16    5.1364E+06    2.6790E+06
    2.375060E+04    1.0255E+04    1.0560E-16    4.0955E+06    2.0974E+06
    2.446001E+04    1.0355E+04    8.2649E-17    3.2667E+06    1.6415E+06
    2.517030E+04    1.0447E+04    6.4664E-17    2.6051E+06    1.2843E+06
    2.588139E+04    1.0528E+04    5.0580E-17    2.0756E+06    1.0046E+06
    2.659349E+04    1.0617E+04    3.9550E-17    1.6522E+06    7.8553E+05
    2.730680E+04    1.0743E+04    3.0912E-17    1.3148E+06    6.1397E+05
    2.802139E+04    1.0935E+04    2.4150E-17    1.0464E+06    4.7966E+05
    2.873711E+04    1.1222E+04    1.8860E-17    8.3316E+05    3.7458E+05
    2.945390E+04    1.1633E+04    1.4723E-17    6.6362E+05    2.9242E+05
    3.017129E+04    1.2186E+04    1.1491E-17    5.2878E+05    2.2823E+05
    3.088880E+04    1.2887E+04    8.9686E-18    4.2148E+05    1.7813E+05
    3.160629E+04    1.3725E+04    6.9996E-18    3.3601E+05    1.3902E+05
    3.232350E+04    1.4677E+04    5.4635E-18    2.6789E+05    1.0851E+05
    3.304059E+04    1.5721E+04    4.2647E-18    2.1355E+05    8.4703E+04
    3.375770E+04    1.6845E+04    3.3289E-18    1.7017E+05    6.6117E+04
    3.447520E+04    1.8054E+04    2.5981E-18    1.3551E+05    5.1602E+04
    3.519339E+04    1.9363E+04    2.0272E-18    1.0780E+05    4.0264E+04
    3.591270E+04    2.0800E+04    1.5812E-18    8.5636E+04    3.1405E+04
    3.663380E+04    2.2406E+04    1.2325E-18    6.7918E+04    2.4480E+04
    3.735789E+04    2.4232E+04    9.5973E-19    5.3754E+04    1.9062E+04
    3.808620E+04    2.6352E+04    7.4626E-19    4.2444E+04    1.4822E+04
    3.882090E+04    2.8872E+04    5.7900E-19    3.3413E+04    1.1500E+04
    3.956460E+04    3.1950E+04    4.4780E-19    2.6204E+04    8.8940E+03
    3.985650E+04    3.3331E+04    4.0484E-19    2.3813E+04    8.0408E+03
    4.005110E+04    3.4317E+04    3.7852E-19    2.2341E+04    7.5180E+03
    4.018081E+04    3.5006E+04    3.6194E-19    2.1409E+04    7.1886E+03
    4.026731E+04    3.5481E+04    3.5128E-19    2.0809E+04    6.9770E+03
    4.032440E+04    3.5801E+04    3.4443E-19    2.0422E+04    6.8408E+03
    4.032500E+04    3.5808E+04    3.4435E-19    2.0419E+04    6.8394E+03
#TIME:    25.930
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.6490E+04    2.0361E-13    6.5448E+09    2.1925E+09
    1.037980E+03    1.6488E+04    2.0270E-13    6.5154E+09    2.1827E+09
    1.063930E+03    1.6484E+04    2.0089E-13    6.4574E+09    2.1632E+09
    1.115839E+03    1.6484E+04    1.9732E-13    6.3431E+09    2.1248E+09
    1.200830E+03    1.6464E+04    1.9161E-13    6.1597E+09    2.0634E+09
    1.292300E+03    1.6448E+04    1.8565E-13    5.9680E+09    1.9992E+09
    1.390740E+03    1.6406E+04    1.7945E-13    5.7674E+09    1.9324E+09
    1.496680E+03    1.6346E+04    1.7300E-13    5.5581E+09    1.8629E+09
    1.610680E+03    1.6272E+04    1.6632E-13    5.3408E+09    1.7910E+09
    1.733370E+03    1.6187E+04    1.5942E-13    5.1156E+09    1.7167E+09
    1.865410E+03    1.6087E+04    1.5231E-13    4.8827E+09    1.6402E+09
    2.007500E+03    1.5957E+04    1.4502E-13    4.6419E+09    1.5616E+09
    2.160420E+03    1.5816E+04    1.3756E-13    4.3942E+09    1.4813E+09
    2.324980E+03    1.5648E+04    1.2996E-13    4.1387E+09    1.3994E+09
    2.502080E+03    1.5442E+04    1.2224E-13    3.8743E+09    1.3164E+09
    2.692670E+03    1.5210E+04    1.1445E-13    3.6004E+09    1.2325E+09
    2.897780E+03    1.4945E+04    1.0662E-13    3.3139E+09    1.1482E+09
    3.118510E+03    1.4644E+04    9.8796E-14    3.0109E+09    1.0639E+09
    3.356059E+03    1.4303E+04    9.1012E-14    2.6875E+09    9.8007E+08
    3.611691E+03    1.3942E+04    8.3320E-14    2.3514E+09    8.9723E+08
    3.886810E+03    1.3594E+04    7.5766E-14    2.0299E+09    8.1589E+08
    4.182879E+03    1.3277E+04    6.8401E-14    1.7478E+09    7.3657E+08
    4.501499E+03    1.3013E+04    6.1271E-14    1.5140E+09    6.5980E+08
    4.844390E+03    1.2796E+04    5.4427E-14    1.3174E+09    5.8610E+08
    5.213400E+03    1.2626E+04    4.7914E-14    1.1474E+09    5.1596E+08
    5.610511E+03    1.2497E+04    4.1771E-14    9.9596E+08    4.4981E+08
    6.037880E+03    1.2396E+04    3.6038E-14    8.5914E+08    3.8834E+08
    6.497800E+03    1.2297E+04    3.0744E-14    7.3672E+08    3.3321E+08
    6.992760E+03    1.2168E+04    2.5912E-14    6.3287E+08    2.8744E+08
    7.470370E+03    1.1937E+04    2.1970E-14    5.5839E+08    2.5678E+08
    7.926120E+03    1.1549E+04    1.8770E-14    5.0546E+08    2.3640E+08
    8.327220E+03    1.0993E+04    1.6341E-14    4.6598E+08    2.2169E+08
    8.702980E+03    1.0462E+04    1.4352E-14    4.2991E+08    2.0893E+08
    9.042660E+03    1.0136E+04    1.2763E-14    3.9409E+08    1.9728E+08
    9.369910E+03    9.9848E+03    1.1399E-14    3.5975E+08    1.8569E+08
    9.651600E+03    9.9207E+03    1.0342E-14    3.3167E+08    1.7539E+08
    9.900590E+03    9.9140E+03    9.4896E-15    3.0857E+08    1.6607E+08
    1.013220E+04    9.9278E+03    8.7597E-15    2.8824E+08    1.5729E+08
    1.033760E+04    9.9238E+03    8.1597E-15    2.7083E+08    1.4946E+08
    1.054540E+04    9.9215E+03    7.5946E-15    2.5403E+08    1.4158E+08
    1.075490E+04    9.9139E+03    7.0644E-15    2.3786E+08    1.3373E+08
    1.096070E+04    9.8424E+03    6.5797E-15    2.2229E+08    1.2613E+08
    1.115930E+04    9.6787E+03    6.1434E-15    2.0731E+08    1.1894E+08
    1.134099E+04    9.4712E+03    5.7693E-15    1.9355E+08    1.1254E+08
    1.153460E+04    9.1760E+03    5.3964E-15    1.7834E+08    1.0594E+08
    1.172390E+04    9.0128E+03    5.0546E-15    1.6481E+08    9.9701E+07
    1.192870E+04    9.1248E+03    4.7094E-15    1.5490E+08    9.3228E+07
    1.212841E+04    9.6388E+03    4.3954E-15    1.4900E+08    8.7204E+07
    1.235380E+04    9.9470E+03    4.0662E-15    1.3978E+08    8.0749E+07
    1.261001E+04    1.0011E+04    3.7218E-15    1.2856E+08    7.3920E+07
    1.287280E+04    9.9317E+03    3.3988E-15    1.1741E+08    6.7504E+07
    1.318720E+04    9.9662E+03    3.0489E-15    1.0572E+08    6.0557E+07
    1.351440E+04    9.8754E+03    2.7232E-15    9.4400E+07    5.4087E+07
    1.386900E+04    9.8114E+03    2.4092E-15    8.3557E+07    4.7851E+07
    1.423600E+04    9.7259E+03    2.1222E-15    7.3574E+07    4.2150E+07
    1.460291E+04    9.6554E+03    1.8696E-15    6.4795E+07    3.7134E+07
    1.497210E+04    9.6037E+03    1.6458E-15    5.7045E+07    3.2688E+07
    1.532030E+04    9.4639E+03    1.4592E-15    5.0402E+07    2.8982E+07
    1.571760E+04    9.4620E+03    1.2721E-15    4.3999E+07    2.5265E+07
    1.613100E+04    9.3990E+03    1.1028E-15    3.8106E+07    2.1903E+07
    1.660090E+04    9.4094E+03    9.3755E-16    3.2457E+07    1.8621E+07
    1.713150E+04    9.3767E+03    7.8052E-16    2.7034E+07    1.5502E+07
    1.767900E+04    9.4151E+03    6.4601E-16    2.2464E+07    1.2831E+07
    1.826410E+04    9.4648E+03    5.2781E-16    1.8459E+07    1.0483E+07
    1.889029E+04    9.5634E+03    4.2513E-16    1.5014E+07    8.4438E+06
    1.955040E+04    9.7724E+03    3.3844E-16    1.2161E+07    6.7220E+06
    2.023309E+04    9.9524E+03    2.6734E-16    9.7806E+06    5.3098E+06
    2.092810E+04    1.0149E+04    2.1028E-16    7.8472E+06    4.1765E+06
    2.162970E+04    1.0452E+04    1.6502E-16    6.3226E+06    3.2775E+06
    2.233490E+04    1.0782E+04    1.2934E-16    5.0843E+06    2.5689E+06
    2.304210E+04    1.1099E+04    1.0131E-16    4.0807E+06    2.0121E+06
    2.375060E+04    1.1366E+04    7.9313E-17    3.2654E+06    1.5753E+06
    2.446000E+04    1.1354E+04    6.2074E-17    2.5880E+06    1.2329E+06
    2.517030E+04    1.1965E+04    4.8566E-17    2.0865E+06    9.6460E+05
    2.588140E+04    1.2086E+04    3.7988E-17    1.6568E+06    7.5451E+05
    2.659350E+04    1.2580E+04    2.9704E-17    1.3264E+06    5.8997E+05
    2.730680E+04    1.2597E+04    2.3217E-17    1.0485E+06    4.6112E+05
    2.802139E+04    1.2559E+04    1.8138E-17    8.2787E+05    3.6025E+05
    2.873711E+04    1.3130E+04    1.4165E-17    6.6033E+05    2.8133E+05
    2.945390E+04    1.3709E+04    1.1058E-17    5.2576E+05    2.1962E+05
    3.017129E+04    1.4409E+04    8.6305E-18    4.1875E+05    1.7142E+05
    3.088880E+04    1.5224E+04    6.7359E-18    3.3366E+05    1.3378E+05
    3.160630E+04    1.6144E+04    5.2571E-18    2.6592E+05    1.0441E+05
    3.232350E+04    1.7161E+04    4.1034E-18    2.1195E+05    8.1499E+04
    3.304060E+04    1.8279E+04    3.2030E-18    1.6890E+05    6.3617E+04
    3.375770E+04    1.9509E+04    2.5002E-18    1.3453E+05    4.9658E+04
    3.447520E+04    2.0872E+04    1.9513E-18    1.0707E+05    3.8756E+04
    3.519339E+04    2.2399E+04    1.5226E-18    8.5115E+04    3.0240E+04
    3.591270E+04    2.4135E+04    1.1876E-18    6.7573E+04    2.3587E+04
    3.663380E+04    2.6143E+04    9.2568E-19    5.3556E+04    1.8385E+04
    3.735789E+04    2.8508E+04    7.2081E-19    4.2361E+04    1.4316E+04
    3.808620E+04    3.1354E+04    5.6048E-19    3.3427E+04    1.1132E+04
    3.882090E+04    3.4836E+04    4.3486E-19    2.6298E+04    8.6370E+03
    3.956460E+04    3.9226E+04    3.3632E-19    2.0612E+04    6.6799E+03
    3.985650E+04    4.1265E+04    3.0406E-19    1.8728E+04    6.0391E+03
    4.005110E+04    4.2744E+04    2.8429E-19    1.7568E+04    5.6464E+03
    4.018081E+04    4.3788E+04    2.7183E-19    1.6834E+04    5.3991E+03
    4.026730E+04    4.4510E+04    2.6383E-19    1.6362E+04    5.2401E+03
    4.032440E+04    4.5000E+04    2.5868E-19    1.6057E+04    5.1378E+03
    4.032500E+04    4.5010E+04    2.5863E-19    1.6055E+04    5.1368E+03
#TIME:    28.520
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    1.4412E+04    1.5302E-13    4.4898E+09    1.6478E+09
    1.037980E+03    1.4413E+04    1.5234E-13    4.4712E+09    1.6404E+09
    1.063930E+03    1.4416E+04    1.5098E-13    4.4350E+09    1.6258E+09
    1.115839E+03    1.4422E+04    1.4830E-13    4.3620E+09    1.5969E+09
    1.200830E+03    1.4412E+04    1.4401E-13    4.2368E+09    1.5507E+09
    1.292300E+03    1.4390E+04    1.3953E-13    4.0996E+09    1.5025E+09
    1.390740E+03    1.4344E+04    1.3486E-13    3.9471E+09    1.4523E+09
    1.496680E+03    1.4286E+04    1.3002E-13    3.7835E+09    1.4001E+09
    1.610680E+03    1.4213E+04    1.2500E-13    3.6081E+09    1.3460E+09
    1.733370E+03    1.4115E+04    1.1981E-13    3.4187E+09    1.2902E+09
    1.865410E+03    1.4007E+04    1.1447E-13    3.2209E+09    1.2327E+09
    2.007500E+03    1.3880E+04    1.0899E-13    3.0135E+09    1.1736E+09
    2.160420E+03    1.3739E+04    1.0338E-13    2.8003E+09    1.1133E+09
    2.324980E+03    1.3583E+04    9.7669E-14    2.5845E+09    1.0518E+09
    2.502080E+03    1.3422E+04    9.1873E-14    2.3736E+09    9.8934E+08
    2.692670E+03    1.3255E+04    8.6018E-14    2.1704E+09    9.2629E+08
    2.897780E+03    1.3093E+04    8.0133E-14    1.9805E+09    8.6292E+08
    3.118510E+03    1.2942E+04    7.4250E-14    1.8051E+09    7.9956E+08
    3.356059E+03    1.2798E+04    6.8400E-14    1.6414E+09    7.3657E+08
    3.611691E+03    1.2666E+04    6.2619E-14    1.4890E+09    6.7432E+08
    3.886810E+03    1.2551E+04    5.6942E-14    1.3464E+09    6.1319E+08
    4.182879E+03    1.2456E+04    5.1407E-14    1.2123E+09    5.5357E+08
    4.501500E+03    1.2389E+04    4.6049E-14    1.0864E+09    4.9588E+08
    4.844390E+03    1.2328E+04    4.0905E-14    9.6607E+08    4.4049E+08
    5.213400E+03    1.2283E+04    3.6010E-14    8.5255E+08    3.8777E+08
    5.610510E+03    1.2245E+04    3.1393E-14    7.4566E+08    3.3806E+08
    6.037880E+03    1.2204E+04    2.7084E-14    6.4602E+08    2.9186E+08
    6.497800E+03    1.2119E+04    2.3105E-14    5.5492E+08    2.5043E+08
    6.992760E+03    1.1971E+04    1.9474E-14    4.7731E+08    2.1602E+08
    7.470370E+03    1.1640E+04    1.6512E-14    4.2129E+08    1.9299E+08
    7.926120E+03    1.1032E+04    1.4107E-14    3.8084E+08    1.7767E+08
    8.327220E+03    1.0376E+04    1.2281E-14    3.4836E+08    1.6661E+08
    8.702980E+03    1.0013E+04    1.0786E-14    3.1742E+08    1.5702E+08
    9.042660E+03    9.8409E+03    9.5921E-15    2.9040E+08    1.4826E+08
    9.369910E+03    9.7868E+03    8.5669E-15    2.6655E+08    1.3956E+08
    9.651600E+03    9.7456E+03    7.7726E-15    2.4686E+08    1.3182E+08
    9.900590E+03    9.7021E+03    7.1319E-15    2.3009E+08    1.2481E+08
    1.013220E+04    9.7207E+03    6.5834E-15    2.1551E+08    1.1821E+08
    1.033760E+04    9.6501E+03    6.1324E-15    2.0240E+08    1.1233E+08
    1.054540E+04    9.5907E+03    5.7077E-15    1.8968E+08    1.0641E+08
    1.075490E+04    9.4748E+03    5.3093E-15    1.7690E+08    1.0050E+08
    1.096070E+04    9.3054E+03    4.9450E-15    1.6423E+08    9.4792E+07
    1.115930E+04    9.1070E+03    4.6171E-15    1.5176E+08    8.9392E+07
    1.134099E+04    8.8831E+03    4.3360E-15    1.3989E+08    8.4583E+07
    1.153460E+04    8.7519E+03    4.0556E-15    1.2848E+08    7.9616E+07
    1.172390E+04    8.7694E+03    3.7988E-15    1.2015E+08    7.4931E+07
    1.192870E+04    9.0062E+03    3.5393E-15    1.1498E+08    7.0065E+07
    1.212840E+04    9.4794E+03    3.3034E-15    1.1141E+08    6.5538E+07
    1.235380E+04    9.7694E+03    3.0560E-15    1.0485E+08    6.0687E+07
    1.261001E+04    9.9116E+03    2.7972E-15    9.6789E+07    5.5555E+07
    1.287280E+04    9.8661E+03    2.5544E-15    8.8469E+07    5.0733E+07
    1.318720E+04    9.8371E+03    2.2914E-15    7.9499E+07    4.5511E+07
    1.351440E+04    9.7563E+03    2.0466E-15    7.0970E+07    4.0649E+07
    1.386900E+04    9.7072E+03    1.8107E-15    6.2822E+07    3.5962E+07
    1.423600E+04    9.6315E+03    1.5949E-15    5.5298E+07    3.1678E+07
    1.460291E+04    9.6074E+03    1.4051E-15    4.8757E+07    2.7908E+07
    1.497210E+04    9.5521E+03    1.2369E-15    4.2895E+07    2.4567E+07
    1.532030E+04    9.5146E+03    1.0967E-15    3.8020E+07    2.1782E+07
    1.571760E+04    9.4322E+03    9.5602E-16    3.3079E+07    1.8988E+07
    1.613100E+04    9.3991E+03    8.2881E-16    2.8676E+07    1.6461E+07
    1.660090E+04    9.4299E+03    7.0462E-16    2.4458E+07    1.3995E+07
    1.713150E+04    9.5279E+03    5.8660E-16    2.0509E+07    1.1651E+07
    1.767900E+04    9.4530E+03    4.8551E-16    1.6976E+07    9.6430E+06
    1.826410E+04    9.6305E+03    3.9668E-16    1.4066E+07    7.8786E+06
    1.889029E+04    9.7036E+03    3.1951E-16    1.1455E+07    6.3460E+06
    1.955040E+04    9.9499E+03    2.5436E-16    9.3222E+06    5.0519E+06
    2.023310E+04    1.0330E+04    2.0092E-16    7.5831E+06    3.9906E+06
    2.092810E+04    1.0502E+04    1.5804E-16    6.0867E+06    3.1388E+06
    2.162970E+04    1.0904E+04    1.2402E-16    4.9254E+06    2.4632E+06
    2.233490E+04    1.1067E+04    9.7204E-17    3.9428E+06    1.9306E+06
    2.304210E+04    1.1412E+04    7.6137E-17    3.1726E+06    1.5122E+06
    2.375060E+04    1.1404E+04    5.9608E-17    2.5213E+06    1.1839E+06
    2.446000E+04    1.1589E+04    4.6652E-17    2.0091E+06    9.2657E+05
    2.517030E+04    1.1644E+04    3.6500E-17    1.6033E+06    7.2495E+05
    2.588140E+04    1.1767E+04    2.8550E-17    1.2751E+06    5.6705E+05
    2.659350E+04    1.1961E+04    2.2324E-17    1.0175E+06    4.4340E+05
    2.730680E+04    1.2268E+04    1.7449E-17    8.0836E+05    3.4656E+05
    2.802140E+04    1.2690E+04    1.3632E-17    6.4174E+05    2.7074E+05
    2.873710E+04    1.3246E+04    1.0645E-17    5.1172E+05    2.1143E+05
    2.945390E+04    1.3927E+04    8.3104E-18    4.0787E+05    1.6506E+05
    3.017130E+04    1.4727E+04    6.4863E-18    3.2524E+05    1.2883E+05
    3.088880E+04    1.5633E+04    5.0624E-18    2.5944E+05    1.0055E+05
    3.160630E+04    1.6635E+04    3.9510E-18    2.0695E+05    7.8473E+04
    3.232350E+04    1.7732E+04    3.0839E-18    1.6506E+05    6.1251E+04
    3.304060E+04    1.8932E+04    2.4072E-18    1.3159E+05    4.7811E+04
    3.375770E+04    2.0252E+04    1.8790E-18    1.0483E+05    3.7320E+04
    3.447520E+04    2.1722E+04    1.4665E-18    8.3424E+04    2.9127E+04
    3.519339E+04    2.3381E+04    1.1443E-18    6.6309E+04    2.2727E+04
    3.591270E+04    2.5284E+04    8.9251E-19    5.2630E+04    1.7727E+04
    3.663380E+04    2.7510E+04    6.9570E-19    4.1701E+04    1.3818E+04
