#NTIMES:     39
#TIMES[d]:     2.000    2.020    2.050    2.100    2.200    2.400    2.640    2.900    3.190    3.510    3.860    4.250    4.670    5.140    5.650    6.210    6.830    7.510    8.260    9.090   10.000   11.000   12.100   13.310   14.640   16.100   17.710   19.480   21.430   23.570   25.930   28.520   31.370   34.510   38.000   41.000   45.100   49.610   54.570
#
#TIME:     2.000
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    2.023307E+04    8.2083E+03    8.1043E-14    2.6264E+09    1.6096E+09
    2.092813E+04    8.0232E+03    6.3744E-14    2.0399E+09    1.2660E+09
    2.162973E+04    7.8827E+03    5.0023E-14    1.5812E+09    9.9354E+08
    2.233489E+04    7.7772E+03    3.9208E-14    1.2266E+09    7.7873E+08
    2.304210E+04    7.6929E+03    3.0710E-14    9.5371E+08    6.0995E+08
    2.375061E+04    7.6130E+03    2.4043E-14    7.4305E+08    4.7753E+08
    2.446003E+04    7.5237E+03    1.8817E-14    5.7910E+08    3.7373E+08
    2.517028E+04    7.4177E+03    1.4723E-14    4.5052E+08    2.9241E+08
    2.588137E+04    7.2925E+03    1.1516E-14    3.4929E+08    2.2873E+08
    2.659347E+04    7.1471E+03    9.0047E-15    2.6957E+08    1.7885E+08
    2.730677E+04    6.9820E+03    7.0381E-15    2.0687E+08    1.3979E+08
    2.802136E+04    6.8006E+03    5.4984E-15    1.5775E+08    1.0921E+08
    2.873714E+04    6.6106E+03    4.2938E-15    1.1968E+08    8.5282E+07
    2.945390E+04    6.4242E+03    3.3520E-15    9.0678E+07    6.6577E+07
    3.017126E+04    6.2558E+03    2.6163E-15    6.8947E+07    5.1964E+07
    3.088881E+04    6.1151E+03    2.0419E-15    5.2728E+07    4.0556E+07
    3.160627E+04    5.9997E+03    1.5937E-15    4.0509E+07    3.1653E+07
    3.232348E+04    5.8975E+03    1.2439E-15    3.1178E+07    2.4706E+07
    3.304057E+04    5.7968E+03    9.7097E-16    2.3973E+07    1.9285E+07
    3.375770E+04    5.7019E+03    7.5791E-16    1.8405E+07    1.5053E+07
    3.447519E+04    5.6348E+03    5.9152E-16    1.4131E+07    1.1749E+07
    3.519336E+04    5.6190E+03    4.6155E-16    1.0865E+07    9.1672E+06
    3.591267E+04    5.6556E+03    3.6000E-16    8.3669E+06    7.1502E+06
    3.663383E+04    5.7241E+03    2.8061E-16    6.4506E+06    5.5734E+06
    3.735787E+04    5.7897E+03    2.1851E-16    4.9711E+06    4.3399E+06
    3.808621E+04    5.8462E+03    1.6991E-16    3.8272E+06    3.3746E+06
    3.882088E+04    5.9246E+03    1.3182E-16    2.9396E+06    2.6182E+06
    3.956460E+04    6.0805E+03    1.0195E-16    2.2510E+06    2.0250E+06
    3.985651E+04    6.1060E+03    9.2173E-17    2.0272E+06    1.8307E+06
    4.005111E+04    6.1175E+03    8.6180E-17    1.8911E+06    1.7117E+06
    4.018084E+04    6.1230E+03    8.2403E-17    1.8056E+06    1.6367E+06
    4.026733E+04    6.1062E+03    7.9978E-17    1.7504E+06    1.5885E+06
    4.032442E+04    6.0117E+03    7.8417E-17    1.7137E+06    1.5575E+06
    4.032500E+04    6.0101E+03    7.8401E-17    1.7133E+06    1.5572E+06
#TIME:     4.250
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    7.2887E+04    4.6242E-11    2.4897E+12    4.9795E+11
    1.037977E+03    7.2896E+04    4.6035E-11    2.4786E+12    4.9573E+11
    1.063930E+03    7.2933E+04    4.5624E-11    2.4565E+12    4.9130E+11
    1.115836E+03    7.2923E+04    4.4814E-11    2.4128E+12    4.8258E+11
    1.200831E+03    7.2828E+04    4.3518E-11    2.3431E+12    4.6862E+11
    1.292301E+03    7.2651E+04    4.2164E-11    2.2702E+12    4.5405E+11
    1.390740E+03    7.2394E+04    4.0755E-11    2.1943E+12    4.3887E+11
    1.496677E+03    7.2061E+04    3.9290E-11    2.1155E+12    4.2310E+11
    1.610681E+03    7.1652E+04    3.7773E-11    2.0338E+12    4.0676E+11
    1.733371E+03    7.1169E+04    3.6206E-11    1.9494E+12    3.8988E+11
    1.865408E+03    7.0610E+04    3.4591E-11    1.8625E+12    3.7250E+11
    2.007500E+03    6.9971E+04    3.2935E-11    1.7733E+12    3.5466E+11
    2.160417E+03    6.9268E+04    3.1241E-11    1.6820E+12    3.3642E+11
    2.324981E+03    6.8500E+04    2.9515E-11    1.5891E+12    3.1783E+11
    2.502081E+03    6.7649E+04    2.7763E-11    1.4948E+12    2.9897E+11
    2.692671E+03    6.6688E+04    2.5994E-11    1.3995E+12    2.7992E+11
    2.897779E+03    6.5659E+04    2.4216E-11    1.3038E+12    2.6077E+11
    3.118510E+03    6.4576E+04    2.2438E-11    1.2081E+12    2.4162E+11
    3.356057E+03    6.3421E+04    2.0670E-11    1.1129E+12    2.2259E+11
    3.611694E+03    6.2161E+04    1.8923E-11    1.0188E+12    2.0377E+11
    3.886808E+03    6.0797E+04    1.7208E-11    9.2642E+11    1.8530E+11
    4.182877E+03    5.9362E+04    1.5535E-11    8.3633E+11    1.6729E+11
    4.501497E+03    5.7829E+04    1.3916E-11    7.4913E+11    1.4985E+11
    4.844387E+03    5.6159E+04    1.2361E-11    6.6541E+11    1.3311E+11
    5.213397E+03    5.4388E+04    1.0882E-11    5.8571E+11    1.1718E+11
    5.610513E+03    5.2436E+04    9.4867E-12    5.1052E+11    1.0216E+11
    6.037881E+03    5.0271E+04    8.1847E-12    4.4044E+11    8.8198E+10
    6.497802E+03    4.7747E+04    6.9822E-12    3.7656E+11    7.5676E+10
    6.992758E+03    4.5007E+04    5.8849E-12    3.2068E+11    6.5279E+10
    7.470371E+03    4.2544E+04    4.9897E-12    2.7846E+11    5.8317E+10
    7.926119E+03    4.0270E+04    4.2629E-12    2.4551E+11    5.3688E+10
    8.327218E+03    3.8199E+04    3.7113E-12    2.1923E+11    5.0347E+10
    8.702979E+03    3.6137E+04    3.2596E-12    1.9712E+11    4.7448E+10
    9.042663E+03    3.4136E+04    2.8986E-12    1.8107E+11    4.4803E+10
    9.369911E+03    3.2137E+04    2.5888E-12    1.6869E+11    4.2172E+10
    9.651602E+03    3.0401E+04    2.3488E-12    1.5843E+11    3.9834E+10
    9.900591E+03    2.8913E+04    2.1552E-12    1.4905E+11    3.7717E+10
    1.013223E+04    2.7583E+04    1.9894E-12    1.4034E+11    3.5723E+10
    1.033760E+04    2.6417E+04    1.8532E-12    1.3258E+11    3.3945E+10
    1.054538E+04    2.5187E+04    1.7248E-12    1.2429E+11    3.2155E+10
    1.075488E+04    2.3861E+04    1.6044E-12    1.1474E+11    3.0371E+10
    1.096068E+04    2.2534E+04    1.4943E-12    1.0344E+11    2.8645E+10
    1.115932E+04    2.1345E+04    1.3952E-12    9.1351E+10    2.7013E+10
    1.134096E+04    2.0368E+04    1.3103E-12    8.1019E+10    2.5561E+10
    1.153457E+04    1.9429E+04    1.2256E-12    7.2598E+10    2.4059E+10
    1.172388E+04    1.8576E+04    1.1480E-12    6.6692E+10    2.2643E+10
    1.192868E+04    1.7693E+04    1.0696E-12    6.1439E+10    2.1173E+10
    1.212843E+04    1.6867E+04    9.9825E-13    5.6346E+10    1.9805E+10
    1.235381E+04    1.6104E+04    9.2349E-13    5.0282E+10    1.8339E+10
    1.261003E+04    1.5402E+04    8.4527E-13    4.3522E+10    1.6788E+10
    1.287281E+04    1.4769E+04    7.7190E-13    3.7126E+10    1.5331E+10
    1.318722E+04    1.4128E+04    6.9245E-13    3.0773E+10    1.3753E+10
    1.351443E+04    1.3571E+04    6.1847E-13    2.5937E+10    1.2284E+10
    1.386899E+04    1.3054E+04    5.4716E-13    2.2210E+10    1.0868E+10
    1.423600E+04    1.2584E+04    4.8198E-13    1.9290E+10    9.5729E+09
    1.460294E+04    1.2166E+04    4.2461E-13    1.6897E+10    8.4334E+09
    1.497210E+04    1.1777E+04    3.7378E-13    1.4829E+10    7.4238E+09
    1.532033E+04    1.1427E+04    3.3140E-13    1.3113E+10    6.5822E+09
    1.571760E+04    1.1040E+04    2.8890E-13    1.1378E+10    5.7380E+09
    1.613098E+04    1.0652E+04    2.5046E-13    9.7741E+09    4.9745E+09
    1.660088E+04    1.0232E+04    2.1293E-13    8.1441E+09    4.2291E+09
    1.713149E+04    9.7998E+03    1.7727E-13    6.5351E+09    3.5208E+09
    1.767899E+04    9.4206E+03    1.4672E-13    5.1886E+09    2.9140E+09
    1.826412E+04    9.0973E+03    1.1987E-13    4.1053E+09    2.3808E+09
    1.889026E+04    8.8209E+03    9.6554E-14    3.2429E+09    1.9177E+09
    1.955040E+04    8.5725E+03    7.6864E-14    2.5518E+09    1.5266E+09
    2.023307E+04    8.3523E+03    6.0717E-14    1.9994E+09    1.2059E+09
    2.092813E+04    8.1663E+03    4.7757E-14    1.5619E+09    9.4852E+08
    2.162973E+04    8.0115E+03    3.7477E-14    1.2183E+09    7.4435E+08
    2.233489E+04    7.8766E+03    2.9374E-14    9.5047E+08    5.8342E+08
    2.304210E+04    7.7512E+03    2.3008E-14    7.4246E+08    4.5697E+08
    2.375061E+04    7.6205E+03    1.8013E-14    5.8055E+08    3.5776E+08
    2.446003E+04    7.4790E+03    1.4098E-14    4.5393E+08    2.8000E+08
    2.517028E+04    7.3301E+03    1.1030E-14    3.5451E+08    2.1907E+08
    2.588137E+04    7.1795E+03    8.6277E-15    2.7640E+08    1.7136E+08
    2.659347E+04    7.0317E+03    6.7463E-15    2.1502E+08    1.3399E+08
    2.730677E+04    6.8868E+03    5.2729E-15    1.6683E+08    1.0473E+08
    2.802137E+04    6.7426E+03    4.1194E-15    1.2902E+08    8.1817E+07
    2.873713E+04    6.5984E+03    3.2169E-15    9.9397E+07    6.3893E+07
    2.945390E+04    6.4590E+03    2.5113E-15    7.6334E+07    4.9879E+07
    3.017127E+04    6.3366E+03    1.9601E-15    5.8578E+07    3.8931E+07
    3.088881E+04    6.2403E+03    1.5298E-15    4.5046E+07    3.0384E+07
    3.160627E+04    6.1664E+03    1.1940E-15    3.4747E+07    2.3714E+07
    3.232349E+04    6.1017E+03    9.3193E-16    2.6858E+07    1.8510E+07
    3.304057E+04    6.0363E+03    7.2745E-16    2.0752E+07    1.4448E+07
    3.375770E+04    5.9766E+03    5.6782E-16    1.6000E+07    1.1278E+07
    3.447519E+04    5.9457E+03    4.4317E-16    1.2303E+07    8.8020E+06
    3.519336E+04    5.9621E+03    3.4579E-16    9.4365E+06    6.8680E+06
    3.591268E+04    6.0223E+03    2.6971E-16    7.2240E+06    5.3569E+06
    3.663382E+04    6.1008E+03    2.1023E-16    5.5254E+06    4.1755E+06
    3.735787E+04    6.1657E+03    1.6371E-16    4.2211E+06    3.2515E+06
    3.808621E+04    6.1982E+03    1.2729E-16    3.2152E+06    2.5282E+06
    3.882088E+04    6.2239E+03    9.8763E-17    2.4368E+06    1.9616E+06
    3.956460E+04    6.2919E+03    7.6383E-17    1.8379E+06    1.5171E+06
    3.985651E+04    6.3162E+03    6.9055E-17    1.6449E+06    1.3715E+06
    4.005111E+04    6.3200E+03    6.4566E-17    1.5288E+06    1.2824E+06
    4.018084E+04    6.3260E+03    6.1736E-17    1.4560E+06    1.2262E+06
    4.026733E+04    6.3167E+03    5.9919E-17    1.4086E+06    1.1901E+06
    4.032442E+04    6.2127E+03    5.8750E-17    1.3743E+06    1.1669E+06
    4.032500E+04    6.2116E+03    5.8738E-17    1.3739E+06    1.1666E+06
#TIME:     4.670
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    6.8883E+04    3.4854E-11    1.8766E+12    3.7532E+11
    1.037978E+03    6.8891E+04    3.4698E-11    1.8682E+12    3.7364E+11
    1.063930E+03    6.8941E+04    3.4388E-11    1.8515E+12    3.7031E+11
    1.115837E+03    6.8945E+04    3.3777E-11    1.8186E+12    3.6373E+11
    1.200831E+03    6.8869E+04    3.2801E-11    1.7660E+12    3.5321E+11
    1.292301E+03    6.8717E+04    3.1781E-11    1.7111E+12    3.4223E+11
    1.390740E+03    6.8491E+04    3.0718E-11    1.6539E+12    3.3079E+11
    1.496677E+03    6.8194E+04    2.9614E-11    1.5945E+12    3.1890E+11
    1.610681E+03    6.7826E+04    2.8471E-11    1.5329E+12    3.0659E+11
    1.733371E+03    6.7387E+04    2.7289E-11    1.4693E+12    2.9387E+11
    1.865408E+03    6.6876E+04    2.6073E-11    1.4038E+12    2.8076E+11
    2.007500E+03    6.6281E+04    2.4824E-11    1.3365E+12    2.6732E+11
    2.160418E+03    6.5625E+04    2.3547E-11    1.2678E+12    2.5357E+11
    2.324981E+03    6.4930E+04    2.2246E-11    1.1977E+12    2.3956E+11
    2.502081E+03    6.4128E+04    2.0926E-11    1.1267E+12    2.2534E+11
    2.692671E+03    6.3221E+04    1.9592E-11    1.0548E+12    2.1098E+11
    2.897779E+03    6.2273E+04    1.8252E-11    9.8268E+11    1.9655E+11
    3.118510E+03    6.1219E+04    1.6912E-11    9.1052E+11    1.8212E+11
    3.356057E+03    6.0114E+04    1.5580E-11    8.3877E+11    1.6777E+11
    3.611693E+03    5.8918E+04    1.4263E-11    7.6786E+11    1.5359E+11
    3.886808E+03    5.7607E+04    1.2970E-11    6.9822E+11    1.3967E+11
    4.182877E+03    5.6219E+04    1.1709E-11    6.3031E+11    1.2609E+11
    4.501497E+03    5.4743E+04    1.0489E-11    5.6457E+11    1.1295E+11
    4.844388E+03    5.3154E+04    9.3170E-12    5.0144E+11    1.0033E+11
    5.213397E+03    5.1461E+04    8.2020E-12    4.4133E+11    8.8323E+10
    5.610513E+03    4.9601E+04    7.1504E-12    3.8459E+11    7.6999E+10
    6.037881E+03    4.7543E+04    6.1690E-12    3.3164E+11    6.6477E+10
    6.497802E+03    4.5180E+04    5.2627E-12    2.8319E+11    5.7039E+10
    6.992758E+03    4.2670E+04    4.4356E-12    2.4039E+11    4.9203E+10
    7.470371E+03    4.0394E+04    3.7609E-12    2.0737E+11    4.3955E+10
    7.926119E+03    3.8236E+04    3.2131E-12    1.8096E+11    4.0466E+10
    8.327218E+03    3.6243E+04    2.7974E-12    1.6060E+11    3.7948E+10
    8.702979E+03    3.4239E+04    2.4568E-12    1.4556E+11    3.5763E+10
    9.042663E+03    3.2327E+04    2.1848E-12    1.3539E+11    3.3770E+10
    9.369911E+03    3.0459E+04    1.9513E-12    1.2660E+11    3.1786E+10
    9.651602E+03    2.8870E+04    1.7704E-12    1.1879E+11    3.0024E+10
    9.900591E+03    2.7516E+04    1.6244E-12    1.1179E+11    2.8429E+10
    1.013222E+04    2.6276E+04    1.4995E-12    1.0521E+11    2.6925E+10
    1.033760E+04    2.5123E+04    1.3968E-12    9.9008E+10    2.5585E+10
    1.054538E+04    2.3860E+04    1.3001E-12    9.1882E+10    2.4236E+10
    1.075488E+04    2.2530E+04    1.2093E-12    8.3230E+10    2.2892E+10
    1.096068E+04    2.1297E+04    1.1263E-12    7.3559E+10    2.1591E+10
    1.115932E+04    2.0233E+04    1.0516E-12    6.4647E+10    2.0361E+10
    1.134097E+04    1.9357E+04    9.8761E-13    5.8324E+10    1.9266E+10
    1.153458E+04    1.8496E+04    9.2376E-13    5.3489E+10    1.8134E+10
    1.172388E+04    1.7689E+04    8.6527E-13    4.9652E+10    1.7067E+10
    1.192868E+04    1.6826E+04    8.0616E-13    4.5564E+10    1.5959E+10
    1.212843E+04    1.6003E+04    7.5241E-13    4.1008E+10    1.4928E+10
    1.235381E+04    1.5257E+04    6.9606E-13    3.5705E+10    1.3823E+10
    1.261003E+04    1.4610E+04    6.3711E-13    3.0396E+10    1.2654E+10
    1.287281E+04    1.4056E+04    5.8180E-13    2.5889E+10    1.1555E+10
    1.318722E+04    1.3509E+04    5.2192E-13    2.1912E+10    1.0366E+10
    1.351442E+04    1.3033E+04    4.6616E-13    1.8966E+10    9.2586E+09
    1.386899E+04    1.2589E+04    4.1241E-13    1.6532E+10    8.1912E+09
    1.423600E+04    1.2181E+04    3.6328E-13    1.4470E+10    7.2154E+09
    1.460293E+04    1.1810E+04    3.2004E-13    1.2708E+10    6.3565E+09
    1.497210E+04    1.1456E+04    2.8173E-13    1.1160E+10    5.5956E+09
    1.532033E+04    1.1136E+04    2.4979E-13    9.8659E+09    4.9612E+09
    1.571760E+04    1.0783E+04    2.1775E-13    8.5542E+09    4.3249E+09
    1.613098E+04    1.0433E+04    1.8878E-13    7.3416E+09    3.7494E+09
    1.660088E+04    1.0057E+04    1.6049E-13    6.1189E+09    3.1876E+09
    1.713149E+04    9.6724E+03    1.3361E-13    4.9290E+09    2.6537E+09
    1.767899E+04    9.3336E+03    1.1059E-13    3.9338E+09    2.1964E+09
    1.826412E+04    9.0389E+03    9.0351E-14    3.1192E+09    1.7945E+09
    1.889027E+04    8.7817E+03    7.2776E-14    2.4627E+09    1.4454E+09
    1.955040E+04    8.5464E+03    5.7935E-14    1.9366E+09    1.1507E+09
    2.023307E+04    8.3312E+03    4.5764E-14    1.5179E+09    9.0895E+08
    2.092813E+04    8.1376E+03    3.5996E-14    1.1873E+09    7.1493E+08
    2.162972E+04    7.9603E+03    2.8248E-14    9.2800E+08    5.6104E+08
    2.233489E+04    7.7933E+03    2.2140E-14    7.2543E+08    4.3974E+08
    2.304210E+04    7.6287E+03    1.7342E-14    5.6746E+08    3.4443E+08
    2.375061E+04    7.4635E+03    1.3577E-14    4.4402E+08    2.6966E+08
    2.446003E+04    7.3048E+03    1.0626E-14    3.4733E+08    2.1104E+08
    2.517028E+04    7.1614E+03    8.3137E-15    2.7149E+08    1.6512E+08
    2.588137E+04    7.0282E+03    6.5030E-15    2.1196E+08    1.2916E+08
    2.659347E+04    6.9111E+03    5.0849E-15    1.6529E+08    1.0099E+08
    2.730678E+04    6.8033E+03    3.9743E-15    1.2871E+08    7.8936E+07
    2.802137E+04    6.6979E+03    3.1049E-15    1.0006E+08    6.1668E+07
    2.873713E+04    6.5894E+03    2.4247E-15    7.7650E+07    4.8158E+07
    2.945390E+04    6.4825E+03    1.8929E-15    6.0175E+07    3.7595E+07
    3.017127E+04    6.3915E+03    1.4774E-15    4.6625E+07    2.9343E+07
    3.088881E+04    6.3247E+03    1.1531E-15    3.6165E+07    2.2901E+07
    3.160627E+04    6.2769E+03    8.9992E-16    2.8098E+07    1.7874E+07
    3.232349E+04    6.2336E+03    7.0243E-16    2.1855E+07    1.3951E+07
    3.304057E+04    6.1849E+03    5.4830E-16    1.6997E+07    1.0890E+07
    3.375770E+04    6.1338E+03    4.2799E-16    1.3199E+07    8.5005E+06
    3.447519E+04    6.1020E+03    3.3403E-16    1.0226E+07    6.6343E+06
    3.519337E+04    6.1096E+03    2.6064E-16    7.9024E+06    5.1766E+06
    3.591268E+04    6.1537E+03    2.0329E-16    6.0919E+06    4.0376E+06
    3.663382E+04    6.2043E+03    1.5846E-16    4.6842E+06    3.1472E+06
    3.735787E+04    6.2284E+03    1.2339E-16    3.5894E+06    2.4507E+06
    3.808621E+04    6.2119E+03    9.5944E-17    2.7362E+06    1.9056E+06
    3.882089E+04    6.1964E+03    7.4440E-17    2.0725E+06    1.4785E+06
    3.956460E+04    6.2611E+03    5.7572E-17    1.5614E+06    1.1435E+06
    3.985651E+04    6.3362E+03    5.2049E-17    1.3959E+06    1.0338E+06
    4.005111E+04    6.3737E+03    4.8665E-17    1.2969E+06    9.6656E+05
    4.018083E+04    6.4095E+03    4.6533E-17    1.2347E+06    9.2421E+05
    4.026733E+04    6.4302E+03    4.5163E-17    1.1934E+06    8.9701E+05
    4.032442E+04    6.2893E+03    4.4281E-17    1.1613E+06    8.7950E+05
    4.032500E+04    6.2885E+03    4.4272E-17    1.1609E+06    8.7932E+05
#TIME:     5.140
#NVEL: 100
#vel_mid[km/s]       temp[K]        rho[gcc]     ne[/cm^3]   natom[cm^3]
    1.025000E+03    6.4935E+04    2.6140E-11    1.4074E+12    2.8149E+11
    1.037978E+03    6.4942E+04    2.6023E-11    1.4011E+12    2.8023E+11
    1.063930E+03    6.5003E+04    2.5791E-11    1.3886E+12    2.7773E+11
    1.115837E+03    6.5022E+04    2.5333E-11    1.3639E+12    2.7280E+11
    1.200831E+03    6.4965E+04    2.4600E-11    1.3245E+12    2.6491E+11
    1.292301E+03    6.4835E+04    2.3835E-11    1.2833E+12    2.5667E+11
    1.390740E+03    6.4636E+04    2.3039E-11    1.2404E+12    2.4809E+11
    1.496678E+03    6.4370E+04    2.2211E-11    1.1958E+12    2.3918E+11
    1.610681E+03    6.4037E+04    2.1353E-11    1.1496E+12    2.2994E+11
    1.733371E+03    6.3637E+04    2.0467E-11    1.1020E+12    2.2040E+11
    1.865408E+03    6.3169E+04    1.9554E-11    1.0528E+12    2.1057E+11
    2.007500E+03    6.2631E+04    1.8618E-11    1.0024E+12    2.0049E+11
    2.160418E+03    6.2024E+04    1.7660E-11    9.5081E+11    1.9017E+11
    2.324981E+03    6.1345E+04    1.6685E-11    8.9828E+11    1.7967E+11
    2.502081E+03    6.0592E+04    1.5695E-11    8.4497E+11    1.6901E+11
    2.692671E+03    5.9761E+04    1.4694E-11    7.9110E+11    1.5824E+11
    2.897779E+03    5.8853E+04    1.3689E-11    7.3697E+11    1.4741E+11
    3.118510E+03    5.7859E+04    1.2684E-11    6.8285E+11    1.3659E+11
    3.356057E+03    5.6779E+04    1.1685E-11    6.2903E+11    1.2583E+11
    3.611693E+03    5.5641E+04    1.0697E-11    5.7583E+11    1.1519E+11
    3.886808E+03    5.4405E+04    9.7274E-12    5.2359E+11    1.0475E+11
    4.182877E+03    5.3073E+04    8.7817E-12    4.7264E+11    9.4566E+10
    4.501497E+03    5.1655E+04    7.8664E-12    4.2331E+11    8.4710E+10
    4.844388E+03    5.0136E+04    6.9877E-12    3.7592E+11    7.5247E+10
    5.213398E+03    4.8503E+04    6.1515E-12    3.3076E+11    6.6242E+10
    5.610513E+03    4.6739E+04    5.3628E-12    2.8807E+11    5.7749E+10
    6.037881E+03    4.4807E+04    4.6268E-12    2.4811E+11    4.9858E+10
    6.497802E+03    4.2647E+04    3.9470E-12    2.1123E+11    4.2780E+10
    6.992759E+03    4.0373E+04    3.3267E-12    1.7804E+11    3.6902E+10
    7.470371E+03    3.8265E+04    2.8207E-12    1.5175E+11    3.2966E+10
    7.926119E+03    3.6220E+04    2.4098E-12    1.3107E+11    3.0350E+10
    8.327219E+03    3.4286E+04    2.0980E-12    1.1698E+11    2.8461E+10
    8.702979E+03    3.2366E+04    1.8426E-12    1.0782E+11    2.6822E+10
    9.042662E+03    3.0565E+04    1.6386E-12    1.0104E+11    2.5327E+10
    9.369911E+03    2.8827E+04    1.4635E-12    9.4438E+10    2.3840E+10
    9.651601E+03    2.7368E+04    1.3278E-12    8.8608E+10    2.2518E+10
    9.900591E+03    2.6103E+04    1.2183E-12    8.3333E+10    2.1322E+10
    1.013222E+04    2.4874E+04    1.1246E-12    7.8038E+10    2.0194E+10
    1.033760E+04    2.3681E+04    1.0476E-12    7.2648E+10    1.9189E+10
    1.054538E+04    2.2412E+04    9.7504E-13    6.6153E+10    1.8177E+10
    1.075488E+04    2.1194E+04    9.0698E-13    5.8692E+10    1.7169E+10
    1.096068E+04    2.0123E+04    8.4474E-13    5.1572E+10    1.6193E+10
    1.115932E+04    1.9198E+04    7.8872E-13    4.6218E+10    1.5271E+10
    1.134097E+04    1.8415E+04    7.4071E-13    4.2684E+10    1.4449E+10
    1.153458E+04    1.7618E+04    6.9282E-13    3.9625E+10    1.3601E+10
